gisco_id,name,registered,turnout,invalid,blank,ΔΗ.ΣΥ.,Α.Κ.Ε.Λ.,Ε.ΛΑ.Μ.,ΔΗ.ΚΟ.,Ε.Δ.Ε.Κ.-Σ.Κ.,Κ.Ε.Κ.Κ.,Π.Λ.,Α2020,Κ.Ο.Σ.Π.,ΔΗ.ΠΑ.,Α.Γ.,Σπάρος,Αλληλεγγύη,Πουργουρίδης,Χριστοδούλου,Κ.Ζ.Κ.,Α.Γ.Κ.,Π.Σ.,Χριστού,Θεμιστοκλέους,Μαρδαπήττας,Χρυσάνθου
CY_5214,Σωτήρα Λεμεσού,164,124,9,0,42,23,1,24,2,11,1,2,0,3,0,0,5,1,0,0,0,0,0,0,0,0
CY_5220,Πραστιό Αυδήμου,276,199,6,2,66,30,27,13,15,6,1,6,2,12,9,0,2,1,1,0,0,0,0,0,0,0
CY_5222,Αυδήμου,482,330,9,2,173,46,21,17,8,29,2,1,1,4,3,0,10,0,0,1,3,0,0,0,0,0
CY_5226,Ανώγυρα,171,126,0,0,36,32,2,19,4,4,0,0,3,9,16,0,1,0,0,0,0,0,0,0,0,0
CY_5227,Pissouri,769,566,12,1,146,132,68,83,33,8,3,15,9,20,7,0,11,11,5,2,0,0,0,0,0,0
CY_5300,Souni-Zanakia,395,270,3,1,104,35,15,23,13,12,2,14,12,13,4,0,6,6,0,6,1,0,0,0,0,0
CY_5302,Alassa,199,140,1,0,53,13,9,9,3,15,2,0,1,6,7,1,5,14,1,0,0,0,0,0,0,0
CY_5304,Πάνω Κιβίδες,597,443,12,1,210,36,48,42,5,17,2,8,6,27,4,2,16,1,1,5,0,0,0,0,0,0
CY_5305,Άγιος Αμβρόσιος Λεμεσού,340,257,2,0,101,12,42,37,10,6,1,2,3,22,1,0,6,8,2,1,1,0,0,0,0,0
CY_5306,Agios Therapon,204,169,1,0,102,4,6,25,1,5,1,0,4,9,0,0,3,4,0,0,4,0,0,0,0,0
CY_5307,Λόφου,223,202,9,0,126,13,5,13,10,0,3,2,3,12,0,1,4,1,0,0,0,0,0,0,0,0
CY_5308,Πάχνα,881,677,17,4,273,63,112,125,18,10,4,1,4,14,4,0,7,17,0,4,0,0,0,0,0,0
CY_5310,Άγιος Γεώργιος Λεμεσού,178,117,2,1,24,18,8,15,8,1,1,0,1,4,3,0,31,0,0,0,0,0,0,0,0,0
CY_5311,Doros,138,116,2,0,48,6,10,16,1,5,0,0,5,6,1,0,15,0,0,1,0,0,0,0,0,0
CY_5312,Laneia,156,130,7,0,61,7,3,19,11,6,0,0,4,4,1,0,3,0,0,3,1,0,0,0,0,0
CY_5313,Silikou,167,119,1,0,30,16,6,7,13,0,0,1,3,6,0,0,34,2,0,0,0,0,0,0,0,0
CY_5314,Monagri,185,127,2,0,34,11,7,11,7,7,0,1,3,6,2,0,31,4,0,1,0,0,0,0,0,0
CY_5315,Τριμήκληνη,970,592,11,3,187,95,53,85,23,22,4,5,17,29,12,0,22,9,0,4,11,0,0,0,0,0
CY_5316,Agios Mamas,253,186,6,0,51,18,14,36,19,4,5,0,6,12,2,0,12,0,0,1,0,0,0,0,0,0
CY_5317,Kouka,58,44,1,0,12,9,1,8,0,3,0,0,6,0,1,0,1,2,0,0,0,0,0,0,0,0
CY_5318,Μονιάτης,345,231,3,4,77,17,11,31,7,3,0,1,9,14,7,0,7,36,0,3,1,0,0,0,0,0
CY_5320,Dora,207,168,2,0,99,0,9,23,0,3,0,1,1,24,2,0,4,0,0,0,0,0,0,0,0,0
CY_5322,Άρσος Λεμεσού,265,208,2,0,90,62,4,23,5,3,0,1,7,7,0,0,1,1,1,1,0,0,0,0,0,0
CY_5324,Malia,95,69,5,1,8,18,14,5,7,2,0,0,0,2,0,0,3,3,1,0,0,0,0,0,0,0
CY_5325,Βάσα Κοιλανίου,246,171,2,0,65,42,14,18,1,6,0,2,3,6,1,0,4,5,1,0,1,0,0,0,0,0
CY_5326,Βουνί,231,154,3,0,60,12,6,26,5,3,1,3,6,10,4,1,5,5,1,2,0,1,0,0,0,0
CY_5327,Pera Pedi,146,105,0,0,42,22,1,17,0,0,0,0,1,9,1,0,4,5,0,1,2,0,0,0,0,0
CY_5328,Μανδριά Λεμεσού,110,81,3,0,14,28,2,5,6,6,0,1,5,2,3,0,0,5,0,0,1,0,0,0,0,0
CY_5329,Potamiou,103,72,0,2,40,9,2,11,0,0,0,0,0,3,0,0,2,2,1,0,0,0,0,0,0,0
CY_5330,Omodos,269,184,1,1,45,7,10,46,6,5,1,0,6,39,1,0,9,5,1,1,0,0,0,0,0,0
CY_5331,Koilani,454,328,5,1,104,91,5,44,16,7,1,5,1,26,5,0,8,7,0,2,0,0,0,0,0,0
CY_5340,'Αγιος Δημήτριος,82,62,2,1,13,7,1,13,3,1,0,0,1,1,0,0,2,16,1,0,0,0,0,0,0,0
CY_5341,Παλαιόμυλος,47,32,2,0,7,8,3,2,2,0,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0
CY_5342,Prodromos,205,101,2,0,37,3,5,25,3,3,0,0,6,5,3,0,3,4,0,2,0,0,0,0,0,0
CY_5343,Kaminaria,118,51,5,2,19,3,1,2,6,3,1,0,1,2,1,0,0,4,0,0,0,1,0,0,0,0
CY_5344,Treis Elies,79,57,3,0,7,14,1,11,0,1,2,2,10,2,1,0,1,0,0,1,1,0,0,0,0,0
CY_5345,Lemithou,121,74,3,0,14,10,3,15,0,4,4,0,1,13,2,0,0,4,0,1,0,0,0,0,0,0
CY_5350,Κάτω Πλάτρες (Toρνάρηδες),167,126,1,0,25,27,4,22,7,3,0,6,0,5,4,0,4,18,0,0,0,0,0,0,0,0
CY_5351,Pano Platres,220,168,1,0,61,11,11,31,7,1,0,7,7,24,0,0,4,2,0,1,0,0,0,0,0,0
CY_5352,Φοινί,433,312,3,1,72,56,19,35,44,11,0,2,7,10,4,0,2,44,1,1,0,0,0,0,0,0
CY_5355,Αμίαντος,279,236,4,1,80,72,18,31,2,3,2,2,4,8,3,0,3,2,1,0,0,0,0,0,0,0
CY_5360,Άγιος Θεόδωρος Λεμεσού,145,113,2,0,60,9,6,15,8,3,1,1,1,2,1,0,1,1,0,2,0,0,0,0,0,0
CY_5361,Άγιος Ιωάννης Λεμεσού,434,296,6,2,110,59,20,21,20,9,2,1,2,22,3,0,14,5,0,0,0,0,0,0,0,0
CY_5362,Κάτω Μύλος,99,77,2,0,39,4,1,15,4,0,6,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0
CY_5363,Potamitissa,126,92,5,0,39,5,8,17,2,3,0,3,2,1,1,0,4,1,0,0,1,0,0,0,0,0
CY_5364,Δύμες,173,130,0,2,31,22,7,34,8,3,0,1,3,14,3,0,0,2,0,0,0,0,0,0,0,0
CY_5365,Pelendri,1228,992,11,2,248,578,33,27,13,11,2,3,17,17,11,0,10,8,0,1,0,0,0,0,0,0
CY_5366,Agros,679,520,14,6,250,51,17,85,18,4,5,3,11,21,4,0,7,19,0,3,2,0,0,0,0,0
CY_5367,Agridia,152,111,4,0,23,9,5,48,3,2,0,1,1,7,0,0,8,0,0,0,0,0,0,0,0,0
CY_5368,Χανδριά,230,145,4,0,98,2,11,3,6,5,1,2,2,4,0,0,4,2,0,1,0,0,0,0,0,0
CY_5369,Κυπερούντα,1387,1050,17,4,452,153,128,73,22,20,7,0,10,73,30,3,41,12,1,4,0,0,0,0,0,0
CY_6000,Πάφος,17310,11886,182,63,3736,1658,771,2157,1507,236,96,109,573,397,133,0,146,0,0,78,34,8,2,0,0,0
CY_6010,Γεροσκήπου,4808,3418,52,13,678,977,331,467,415,87,23,25,117,91,52,0,53,0,0,20,13,3,1,0,0,0
CY_6011,Konia,939,666,15,1,160,128,67,129,83,7,3,6,38,19,3,0,4,0,0,3,0,0,0,0,0,0
CY_6012,Agia Marinouda,209,164,5,0,46,28,17,20,25,3,0,4,7,3,4,0,2,0,0,0,0,0,0,0,0,0
CY_6014,Αχέλεια,209,169,1,1,36,13,23,57,19,7,1,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0
CY_6020,Χλώρακας,2118,1637,25,2,605,335,116,250,104,39,13,15,46,52,13,0,12,0,0,10,0,0,0,0,0,0
CY_6021,Lempa,1019,655,12,2,176,141,38,91,55,38,3,6,41,17,14,0,14,0,0,0,4,2,0,0,1,0
CY_6022,Έμπα,2545,1926,27,7,813,227,111,357,146,36,18,23,60,45,18,0,21,0,0,14,0,3,0,0,0,0
CY_6023,Tremithousa,458,317,7,1,77,57,48,69,22,4,2,6,10,6,6,0,1,0,0,0,0,1,0,0,0,0
CY_6024,Μέσα Χωριό,287,246,3,3,39,94,14,41,20,4,1,3,6,6,0,0,12,0,0,0,0,0,0,0,0,0
CY_6025,Μεσόγη,1546,1025,13,2,273,208,85,179,82,36,13,8,39,46,18,0,11,0,0,8,3,1,0,0,0,0
CY_6026,Τάλα,809,578,6,3,176,81,31,109,95,15,2,7,22,19,3,0,7,0,0,2,0,0,0,0,0,0
CY_6027,Kissonerga,1013,741,6,4,232,197,25,88,89,14,11,19,23,8,15,0,5,0,0,5,0,0,0,0,0,0
CY_6100,Κούκλια Πάφου,493,365,8,4,113,40,30,68,64,7,2,2,7,15,2,0,2,0,0,1,0,0,0,0,0,0
CY_6101,Μανδριά Πάφου,478,301,12,3,80,53,33,18,12,34,4,0,7,20,15,0,6,0,0,1,3,0,0,0,0,0
CY_6102,Nikokleia,76,61,0,1,16,11,1,13,6,2,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0
CY_6104,Τίμη,1162,794,5,3,165,155,81,105,79,49,6,3,34,47,26,0,24,0,0,8,4,0,0,0,0,0
CY_6107,Anarita,343,252,0,0,50,34,22,61,49,12,5,0,7,4,4,0,3,0,0,1,0,0,0,0,0,0
CY_6110,Marathounta,204,162,3,0,37,45,11,27,15,6,0,3,6,6,1,0,0,0,0,2,0,0,0,0,0,0
CY_6111,Armou,264,191,5,1,32,42,15,22,27,6,4,2,9,21,2,0,0,0,0,2,0,1,0,0,0,0
CY_6112,Επισκοπή Πάφου,174,142,3,0,31,50,11,18,14,6,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
CY_6113,Nata,154,134,0,0,16,31,17,39,17,5,2,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0
CY_6114,Χολέτρια,228,187,0,1,28,44,16,81,5,5,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0
CY_6122,Stroumpi,412,307,2,0,90,25,30,76,29,13,0,3,14,21,1,0,3,0,0,0,0,0,0,0,0,0
CY_6120,Tsada,583,437,7,3,109,81,53,80,54,12,1,0,20,14,1,0,0,0,0,2,0,0,0,0,0,0
CY_6121,Κοίλη,245,207,2,1,60,29,26,63,13,2,1,2,0,3,4,0,1,0,0,0,0,0,0,0,0,0
CY_6123,Polemi,663,500,4,0,175,48,65,93,46,17,1,8,9,29,2,0,3,0,0,0,0,0,0,0,0,0
CY_6124,Kallepeia,196,154,3,0,25,51,14,28,24,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0
CY_6125,Λετύμβου,237,191,0,0,33,11,45,67,27,1,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0
CY_6128,Lemona,66,52,0,1,14,5,4,13,10,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
CY_6129,Χούλου,266,154,0,0,30,37,14,42,13,3,1,2,7,3,0,0,2,0,0,0,0,0,0,0,0,0
CY_6132,Kathikas,259,190,4,1,54,29,13,41,17,18,2,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0
CY_6133,Pegeia,1699,1262,20,4,604,189,63,174,76,17,5,6,23,49,18,0,9,0,0,5,0,0,0,0,0,0
CY_6200,Πάνω Aρχιμανδρίτα,77,43,1,0,11,7,6,6,1,6,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
CY_6205,Άγιος Γεώργιος Πάφου,208,139,10,0,20,24,10,38,19,10,0,0,2,1,2,0,0,0,0,1,1,0,1,0,0,0
CY_6208,Τραχυπέδουλα,168,106,2,0,19,31,12,18,11,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
CY_6210,Kelokedara,197,119,1,0,31,13,8,50,4,4,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0
CY_6211,Salamiou,259,189,4,1,43,32,9,37,12,21,0,1,8,8,11,0,1,0,0,0,0,1,0,0,0,0
CY_6213,Kedares,36,24,0,0,6,5,0,7,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CY_6214,Mesana,137,79,2,1,20,16,8,14,4,2,1,3,1,4,2,0,0,0,0,1,0,0,0,0,0,0
CY_6215,Praitori,89,68,0,0,15,10,12,8,7,4,0,3,0,5,1,0,3,0,0,0,0,0,0,0,0,0
CY_6218,Άγιος Νικόλαος Πάφου,70,45,0,0,13,4,8,4,10,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
CY_6220,Αμαργέτη,301,218,4,0,68,37,25,36,23,17,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0
CY_6221,Αγία Μαρίνα Κελοκεδάρων,103,76,4,0,11,14,3,2,7,4,0,0,0,1,0,0,29,0,0,0,0,1,0,0,0,0
CY_6222,Pentalia,152,105,1,1,24,11,3,37,17,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0
CY_6224,Galataria,219,146,0,1,31,16,11,64,6,4,0,1,6,4,1,0,1,0,0,0,0,0,0,0,0,0
CY_6227,Στατός-'Αγιος Φώτιος,263,188,7,2,28,21,9,54,45,8,0,0,6,4,2,0,0,0,0,1,0,1,0,0,0,0
CY_6230,Πάνω Παναγιά,478,310,3,2,52,80,29,77,46,4,3,1,2,5,2,0,3,0,0,1,0,0,0,0,0,0
CY_6231,Asprogia,102,71,0,0,27,8,8,11,10,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0
CY_6301,'Αγιος Δημητριανός,112,77,0,0,17,6,5,5,17,2,4,2,6,7,0,0,6,0,0,0,0,0,0,0,0,0
CY_6302,Κανναβιού,200,154,1,0,30,14,31,40,17,13,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0
CY_6303,Θρίνια (Δρίνια),54,41,0,0,2,12,4,9,6,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
CY_6305,Kritou Marottou,104,63,0,0,12,5,15,11,9,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
CY_6306,Φύτη,150,105,1,0,29,9,10,29,14,1,0,6,2,0,2,0,1,0,0,1,0,0,0,0,0,0
CY_6307,Lasa,65,48,0,0,18,7,3,11,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
CY_6308,Δρύμου,100,79,1,0,35,5,7,13,12,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
CY_6310,Simou,218,169,0,0,61,28,8,12,36,9,0,2,4,4,0,0,3,0,0,2,0,0,0,0,0,0
CY_6320,Λυσός,163,113,1,0,15,17,9,35,15,2,2,2,2,10,0,0,2,0,0,1,0,0,0,0,0,0
CY_6321,Περιστερώνα Πάφου,205,148,1,2,34,24,5,21,44,8,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0
CY_6330,Theletra,139,103,1,0,27,11,3,23,16,8,0,0,4,8,0,0,0,0,0,0,0,2,0,0,0,0
CY_6331,Giolou,609,465,6,3,145,76,42,64,65,32,2,1,8,16,4,0,1,0,0,0,0,0,0,0,0,0
CY_6333,Μηλιού,74,61,0,2,31,9,0,7,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CY_6334,Kato Akourdaleia,70,57,1,0,12,11,0,5,20,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0
CY_6336,Kritou Tera,191,131,0,2,32,6,9,21,14,4,3,0,22,16,1,0,1,0,0,0,0,0,0,0,0,0
CY_6337,Σκούλλη,107,76,0,1,6,13,7,11,23,4,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0
CY_6343,Polis,1968,1390,22,7,286,305,51,198,294,65,5,19,27,83,14,0,7,0,0,3,4,0,0,0,0,0
CY_6344,Νέο Χωριό Πάφου,360,269,2,0,26,19,5,48,60,8,1,6,3,91,0,0,0,0,0,0,0,0,0,0,0,0
CY_6345,Goudi,127,95,2,0,7,12,2,14,46,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
CY_6351,Pano Arodes,116,80,1,0,22,11,2,29,2,0,2,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0
CY_6352,Ineia,317,251,0,2,52,9,9,123,15,11,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0
CY_6353,Drouseia,296,235,6,2,63,13,5,70,45,9,0,0,0,19,1,0,0,0,0,2,0,0,0,0,0,0
CY_6361,Κυνούσα,68,54,0,0,8,11,2,5,16,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
CY_6363,Argaka,661,505,5,2,141,99,16,59,117,16,5,3,2,38,0,0,0,0,0,2,0,0,0,0,0,0
CY_6365,Αγία Μαρίνα Χρυσοχούς,776,607,9,2,89,186,16,51,195,26,1,3,1,12,11,0,3,0,0,0,0,1,1,0,0,0
CY_6367,Pomos,379,315,1,1,55,135,9,23,80,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0
CY_6368,Στενή,143,105,2,0,24,9,7,20,23,14,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0
CY_CYZZGB,Citizens of Cyprus living in United Kingdom,1864,1026,36,3,233,440,22,69,44,4,4,2,56,33,13,1,11,4,0,0,49,1,1,0,0,0
CY_CYZZEL,Citizens of Cyprus living in Greece,2962,1961,33,9,514,679,117,137,151,11,11,12,66,59,34,0,60,4,0,9,44,2,7,2,0,0
