gisco_id,name,registered,turnout,invalid,blank,ПП ДРОМ,ПП Движение за радикална промяна Българската пролет,Политическа партия Движение Напред България,"Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз)",ВОЛЯ,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ,Коалиция АБВ – Движение 21,Движение за права и свободи – ДПС,БСП за БЪЛГАРИЯ,ПП ГЕРБ,партия на ЗЕЛЕНИТЕ,Обединение ДОСТ,ПП Възраждане,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,"КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС)","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО",КОЙ – Българската левица и Зелена партия,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН,Соня Спасова Маркова - независим-Соня Спасова Маркова,Красимир Иванчев Жейнов - независим-Красимир Иванчев Жейнов,Росица Пенчева Йорданова - независим-Росица Пенчева Йорданова,Златко Спасов Здравков - независим-Златко Спасов Здравков,Димитър Огнянов Игнатов - независим-ДИМИТЪР ОГНЯНОВ ИГНАТОВ,Румен Желязков Домбашов - независим-Румен Желязков Домбашов,Георги Стоянов Кадиев - независим-Георги Стоянов Кадиев,Димитър Кирилов Байрактаров - независим-ДИМИТЪР КИРИЛОВ БАЙРАКТАРОВ,Иван Стоянов Матев - независим-Иван Стоянов Матев
BG_BGZZLU,Luxembourg,175,693,7,0,0,5,5,61,0,9,2,11,1,100,172,12,2,10,0,204,29,1,0,0,41,0,0,0,0,0,0,0,0,0
BG_BGZZMA,Morocco,38,59,1,0,0,0,1,6,0,0,0,0,0,15,19,0,1,2,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0
BG_BGZZMD,Moldova,137,450,46,0,2,3,8,0,14,1,7,2,3,224,56,2,1,6,0,9,41,0,3,6,8,0,0,0,0,0,0,0,0,0
BG_BGZZME,Montenegro,2,18,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZMK,North Macedonia,18,400,33,0,1,1,0,12,3,4,0,5,1,29,69,4,1,5,0,16,197,0,1,1,5,0,0,0,0,0,0,0,0,0
BG_BGZZMT,Malta,175,634,18,0,1,0,1,33,3,20,0,12,5,82,247,3,7,14,0,68,72,0,0,0,19,0,0,0,0,0,0,0,0,0
BG_BGZZMX,Mexico,4,19,0,0,0,0,0,2,0,0,0,0,0,1,9,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZNG,Nigeria,18,27,0,0,0,0,0,7,0,0,0,0,0,9,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZNL,Netherlands,761,3038,79,0,13,8,10,213,9,70,3,47,110,311,738,36,188,56,0,699,186,5,1,4,145,0,0,0,0,0,0,0,0,0
BG_BGZZNO,Norway,391,759,13,0,2,1,3,53,2,37,2,8,10,104,246,6,9,36,0,90,82,2,1,1,23,0,0,0,0,0,0,0,0,0
BG_BGZZNZ,New Zealand,60,91,1,0,0,2,1,6,0,0,0,0,0,18,27,0,0,5,0,18,9,0,0,0,2,0,0,0,0,0,0,0,0,0
BG_BGZZPL,Poland,74,224,4,0,0,0,0,24,0,5,0,1,2,47,49,0,2,1,0,51,15,0,0,0,19,0,0,0,0,0,0,0,0,0
BG_BGZZPS,Palestine,2,34,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZPT,Portugal,29,207,6,0,0,0,1,8,0,0,0,5,0,45,67,0,0,7,0,27,26,0,0,0,7,0,0,0,0,0,0,0,0,0
BG_BGZZQA,Qatar,6,96,2,0,0,0,0,3,0,1,1,0,6,15,31,0,1,1,0,19,6,0,0,0,3,0,0,0,0,0,0,0,0,0
BG_BGZZRO,Romania,31,166,0,0,0,1,1,10,0,4,0,4,1,34,46,2,2,2,0,29,17,1,0,2,4,0,0,0,0,0,0,0,0,0
BG_BGZZRS,Serbia,217,1009,66,0,4,3,4,36,11,31,5,8,8,124,298,5,9,6,0,133,131,6,0,4,90,0,0,0,0,0,0,0,0,0
BG_BGZZRU,Russia,175,571,11,0,0,6,2,15,2,25,1,19,5,241,75,6,6,20,0,28,60,1,1,5,25,0,0,0,0,0,0,0,0,0
BG_BGZZSE,Sweden,297,859,24,0,0,6,6,43,2,16,0,5,34,89,180,3,201,18,0,139,49,1,2,4,25,0,0,0,0,0,0,0,0,0
BG_BGZZSG,Singapore,77,82,1,0,0,0,1,12,0,1,0,0,0,9,13,0,0,0,0,35,5,0,0,0,4,0,0,0,0,0,0,0,0,0
BG_BGZZSI,Slovenia,27,139,0,0,0,0,0,12,0,8,0,4,1,13,70,0,0,0,0,13,9,0,0,0,8,0,0,0,0,0,0,0,0,0
BG_BGZZSK,Slovakia,49,225,7,0,0,0,0,15,6,7,0,8,0,28,59,1,0,8,0,42,25,1,0,0,12,0,0,0,0,0,0,0,0,0
BG_BGZZTN,Tunisia,9,32,0,0,0,0,0,0,0,0,0,2,0,7,11,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0
BG_BGZZTR,Turkey,17030,33047,2973,0,11,20,27,86,8,41,22,33,11692,267,445,49,17067,26,0,56,84,14,24,7,18,0,0,0,0,0,0,0,0,0
BG_BGZZUA,Ukraine,52,119,2,0,0,2,0,4,1,2,0,2,0,40,26,1,1,5,0,13,5,0,0,1,8,0,0,0,0,0,0,0,0,0
BG_BGZZUS,United States,3287,6693,163,0,1,10,18,466,6,141,5,63,12,939,2347,25,11,164,0,1251,595,11,1,12,356,0,0,0,0,0,0,0,0,0
BG_BGZZUZ,Uzbekistan,5,10,0,0,0,0,0,0,0,0,0,1,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZVN,Vietnam,10,18,0,0,0,0,0,1,0,1,0,0,0,3,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZXK,Kosovo,18,41,0,0,0,0,0,0,0,3,0,0,0,13,10,2,0,3,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZZA,South Africa,152,337,10,0,0,1,1,5,1,6,0,6,0,59,118,1,2,36,0,25,47,4,1,0,7,0,0,0,0,0,0,0,0,0
