gisco_id,name,registered,turnout,invalid,blank,PiS,PO,Razem,NN,PSL,ZL,K’15,.N,JOW,SPP,RS RP,ZdŚ,Samoobrona,SB!,KNP,MN,OdP
PL_114250202,Ciechanów,5514,2294,96,0,875,299,58,75,188,343,232,128,0,0,0,0,0,0,0,0,0
PL_114250203,Glinojeck,6344,2460,121,0,893,291,51,70,622,174,173,65,0,0,0,0,0,0,0,0,0
PL_114250204,Gołymin-Ośrodek,3188,1235,67,0,673,78,22,57,171,36,110,21,0,0,0,0,0,0,0,0,0
PL_114250205,Grudusk,3017,1310,55,0,749,104,21,33,133,99,79,37,0,0,0,0,0,0,0,0,0
PL_114250206,Ojrzeń,3485,1366,76,0,677,100,35,55,125,106,145,47,0,0,0,0,0,0,0,0,0
PL_114250207,Opinogóra Górna,4761,1965,67,0,990,153,43,69,300,120,194,29,0,0,0,0,0,0,0,0,0
PL_114250208,Regimin,4039,1617,74,0,806,177,28,50,207,88,143,44,0,0,0,0,0,0,0,0,0
PL_114250209,Sońsk,6401,2636,79,0,1286,312,66,116,264,155,274,84,0,0,0,0,0,0,0,0,0
PL_114290301,Garwolin,13334,8074,147,0,3995,1460,248,399,275,365,630,491,24,0,10,0,0,30,0,0,0
PL_114290302,Łaskarzew,4041,2088,68,0,1124,285,48,86,87,80,186,70,44,0,4,0,0,6,0,0,0
PL_114290303,Borowie,4148,2137,69,0,1311,146,40,68,202,63,172,51,6,0,4,0,0,5,0,0,0
PL_114290304,Garwolin,9930,5268,129,0,2890,729,141,184,371,123,433,221,19,0,7,0,0,21,0,0,0
PL_114290305,Górzno,5041,2712,70,0,1778,176,63,82,233,47,191,58,9,0,2,0,0,3,0,0,0
PL_114290306,Łaskarzew,4307,2144,95,0,1246,189,50,73,170,48,183,66,14,0,2,0,0,8,0,0,0
PL_114290307,Maciejowice,5854,2692,103,0,1703,204,58,62,225,63,181,77,8,0,3,0,0,5,0,0,0
PL_114290308,Miastków Kościelny,3931,1936,82,0,1125,192,35,49,208,47,131,56,2,0,2,0,0,7,0,0,0
PL_114290309,Parysów,3276,1622,97,0,986,58,23,49,275,17,98,14,0,0,3,0,0,2,0,0,0
PL_114290310,Pilawa,8533,4514,118,0,2607,499,134,143,227,162,413,180,12,0,2,0,0,17,0,0,0
PL_114290311,Sobolew,6434,3327,122,0,2165,271,49,82,213,50,274,84,11,0,3,0,0,3,0,0,0
PL_114290312,Trojanów,5932,3030,76,0,2059,194,37,68,241,88,204,41,8,0,9,0,0,5,0,0,0
PL_114290313,Wilga,4313,2076,64,0,986,257,58,101,246,104,137,106,6,0,7,0,0,4,0,0,0
PL_114290314,Żelechów,6674,3469,112,0,2158,284,78,87,198,115,311,109,3,0,5,0,0,9,0,0,0
PL_114700401,Gostynin,15567,7728,206,0,2952,1816,236,292,453,686,663,424,0,0,0,0,0,0,0,0,0
PL_114700402,Gostynin,9939,4203,219,0,1932,608,147,103,461,182,397,154,0,0,0,0,0,0,0,0,0
PL_114700403,Pacyna,3107,1352,76,0,672,83,47,24,274,53,98,25,0,0,0,0,0,0,0,0,0
PL_114700404,Sanniki,5129,2269,79,0,1121,205,55,71,408,109,177,44,0,0,0,0,0,0,0,0,0
PL_114700405,Szczawin Kościelny,4115,1680,74,0,813,167,50,58,254,106,114,44,0,0,0,0,0,0,0,0,0
PL_114300501,Milanówek,13021,8379,99,0,2799,2333,367,379,220,527,631,974,0,50,0,0,0,0,0,0,0
PL_114300502,Podkowa Leśna,3179,2366,18,0,713,743,99,84,44,130,99,424,0,12,0,0,0,0,0,0,0
PL_114300503,Baranów,4041,1916,67,0,910,270,70,84,153,69,153,117,0,23,0,0,0,0,0,0,0
PL_114300504,Grodzisk Mazowiecki,34048,20357,360,0,6948,5276,852,912,957,1348,1511,2044,0,149,0,0,0,0,0,0,0
PL_114300505,Jaktorów,9075,4971,122,0,2069,1121,214,261,137,264,376,360,0,47,0,0,0,0,0,0,0
PL_114300506,Żabia Wola,6392,3545,77,0,1362,698,181,161,187,174,314,365,0,26,0,0,0,0,0,0,0
PL_114300601,Belsk Duży,5353,2544,67,0,1027,199,46,76,775,85,181,71,0,14,0,0,0,0,3,0,0
PL_114300602,Błędów,6262,2680,48,0,1159,202,41,107,755,80,241,41,0,6,0,0,0,0,0,0,0
PL_114300603,Chynów,7910,3800,100,0,1498,671,124,226,542,168,292,154,0,16,0,0,0,0,9,0,0
PL_114300604,Goszczyn,2357,1173,34,0,651,44,13,28,252,24,101,23,0,3,0,0,0,0,0,0,0
PL_114300605,Grójec,19905,10414,274,0,3427,2048,335,433,1362,901,807,744,0,68,0,0,0,0,15,0,0
PL_114300606,Jasieniec,4289,1887,85,0,767,174,44,57,436,89,167,51,0,16,0,0,0,0,1,0,0
PL_114300607,Mogielnica,7403,3207,144,0,1585,326,58,90,467,114,323,69,0,22,0,0,0,0,9,0,0
PL_114300608,Nowe Miasto nad Pilicą,6906,3522,127,0,1699,368,64,68,745,93,255,80,0,19,0,0,0,0,4,0,0
PL_114300609,Pniewy,3813,1785,70,0,690,223,43,55,449,56,128,62,0,9,0,0,0,0,0,0,0
PL_114300611,Warka,15335,7495,212,0,3190,816,231,382,1265,314,642,391,0,37,0,0,0,0,15,0,0
PL_114270701,Garbatka-Letnisko,4750,2275,80,0,1170,411,69,91,64,98,203,72,0,12,0,0,0,0,5,0,0
PL_114270702,Głowaczów,6115,2862,86,0,1610,234,77,89,312,85,255,87,0,18,0,0,0,0,9,0,0
PL_114270703,Gniewoszów,3309,1453,43,0,753,154,33,59,175,37,155,31,0,11,0,0,0,0,2,0,0
PL_114270704,Grabów nad Pilicą,3196,1460,76,0,861,151,35,45,96,52,104,34,0,2,0,0,0,0,4,0,0
PL_114270705,Kozienice,24840,12745,319,0,5890,2824,391,565,252,774,969,638,0,99,0,0,0,0,24,0,0
PL_114270706,Magnuszew,5673,2635,79,0,1381,283,62,70,356,106,188,79,0,26,0,0,0,0,5,0,0
PL_114270707,Sieciechów,3303,1419,42,0,761,226,33,44,72,48,148,33,0,6,0,0,0,0,6,0,0
PL_114290801,Legionowo,40861,25769,357,0,8891,8921,815,1115,514,1609,1565,1815,0,167,0,0,0,0,0,0,0
PL_114290802,Jabłonna,13095,8407,100,0,2630,2568,350,426,183,476,591,1011,0,72,0,0,0,0,0,0,0
PL_114290803,Nieporęt,10760,6922,115,0,2439,2090,246,288,163,420,438,651,0,72,0,0,0,0,0,0,0
PL_114290804,Serock,11229,5971,100,0,2215,1516,238,220,237,457,494,452,0,42,0,0,0,0,0,0,0
PL_114290805,Wieliszew,10039,6008,151,0,2227,1591,223,267,246,368,461,413,0,61,0,0,0,0,0,0,0
PL_114270901,Chotcza,2018,682,30,0,273,62,12,15,129,100,42,16,0,2,0,0,0,0,1,0,0
PL_114270902,Ciepielów,4663,1734,87,0,757,176,49,73,281,95,171,33,0,10,0,0,0,0,2,0,0
PL_114270903,Lipsko,9595,3949,100,0,1572,745,103,149,383,336,396,131,0,27,0,0,0,0,7,0,0
PL_114270904,Rzeczniów,3742,1504,72,0,747,115,25,58,313,46,92,29,0,4,0,0,0,0,3,0,0
PL_114270905,Sienno,5014,1917,62,0,995,208,46,55,248,96,157,42,0,3,0,0,0,0,5,0,0
PL_114270906,Solec nad Wisłą,4390,1559,74,0,616,215,39,47,212,148,158,33,0,14,0,0,0,0,3,0,0
PL_114711001,Huszlew,2319,1106,18,0,703,57,15,16,171,29,73,13,2,0,0,0,0,9,0,0,0
PL_114711002,Łosice,9127,4435,112,0,2232,483,97,237,451,255,348,199,5,0,6,0,0,10,0,0,0
PL_114711003,Olszanka,2476,1328,27,0,828,51,30,60,175,29,86,32,3,0,3,0,0,4,0,0,0
PL_114711004,Platerów,4068,1722,61,0,782,143,53,70,332,81,150,39,4,0,1,0,0,6,0,0,0
PL_114711005,Sarnaki,4151,1939,60,0,927,193,49,111,275,106,147,55,4,0,8,0,0,4,0,0,0
PL_114711006,Stara Kornica,3989,1791,58,0,1026,108,33,80,210,92,130,39,4,0,2,0,0,9,0,0,0
PL_114261101,Maków Mazowiecki,7998,3845,77,0,1614,720,137,192,304,297,318,157,10,0,6,0,0,13,0,0,0
PL_114261102,Czerwonka,2164,1039,51,0,664,65,13,30,123,24,49,18,1,0,0,0,0,1,0,0,0
PL_114261103,Karniewo,4202,1976,78,0,1072,101,33,60,295,169,112,43,9,0,0,0,0,4,0,0,0
PL_114261104,Krasnosielc,5208,2142,102,0,1067,173,54,70,392,85,137,50,5,0,2,0,0,5,0,0,0
PL_114261105,Młynarze,1403,701,25,0,424,46,9,21,101,13,54,5,2,0,0,0,0,1,0,0,0
PL_114261106,Płoniawy-Bramura,4597,1864,101,0,934,126,36,74,358,57,122,43,6,0,3,0,0,4,0,0,0
PL_114261107,Różan,3652,1760,79,0,811,278,48,55,194,133,106,49,0,0,1,0,0,6,0,0,0
PL_114261108,Rzewnie,2186,1003,41,0,591,95,15,22,149,26,43,14,6,0,1,0,0,0,0,0,0
PL_114261109,Sypniewo,2755,1309,34,0,690,68,21,43,267,63,91,25,4,0,1,0,0,2,0,0,0
PL_114261110,Szelków,2957,1356,55,0,702,122,25,40,230,46,99,27,4,0,1,0,0,5,0,0,0
PL_114291201,Mińsk Mazowiecki,30758,18641,309,0,6704,5249,663,932,626,1241,1560,1210,59,0,45,0,0,43,0,0,0
PL_114291204,Cegłów,4931,2477,83,0,1012,461,100,87,263,122,218,111,7,0,6,0,0,7,0,0,0
PL_114291205,Dębe Wielkie,7547,3994,125,0,1877,670,149,167,161,153,419,248,10,0,8,0,0,7,0,0,0
PL_114291206,Dobre,4833,2233,77,0,1155,260,56,80,279,87,161,65,3,0,6,0,0,4,0,0,0
PL_114291207,Halinów,11577,6860,143,0,2837,1304,261,416,270,238,693,646,20,0,15,0,0,17,0,0,0
PL_114291208,Jakubów,4005,1986,87,0,1004,197,34,68,338,57,136,56,3,0,3,0,0,3,0,0,0
PL_114291209,Kałuszyn,4708,2248,83,0,1138,386,36,96,174,101,156,60,1,0,7,0,0,10,0,0,0
PL_114291210,Latowicz,4230,1759,52,0,941,165,39,74,238,64,142,36,4,0,2,0,0,2,0,0,0
PL_114291211,Mińsk Mazowiecki,11338,6009,159,0,2708,1081,187,294,476,220,537,305,16,0,13,0,0,13,0,0,0
PL_114291212,Mrozy,7072,3324,96,0,1510,617,113,152,228,172,249,169,5,0,7,0,0,6,0,0,0
PL_114291213,Siennica,5739,2762,122,0,1271,399,103,97,292,125,212,124,3,0,9,0,0,5,0,0,0
PL_114291214,Stanisławów,5298,2709,90,0,1440,260,73,83,172,72,417,96,2,0,3,0,0,1,0,0,0
PL_114291215,Sulejówek,15477,9757,125,0,3906,2270,397,553,189,532,756,971,20,0,21,0,0,17,0,0,0
PL_114251301,Mława,24356,11459,276,0,4243,2204,361,766,787,1125,1094,603,0,0,0,0,0,0,0,0,0
PL_114251302,Dzierzgowo,2605,975,34,0,522,73,21,15,168,40,90,12,0,0,0,0,0,0,0,0,0
PL_114251303,Lipowiec Kościelny,3914,1410,60,0,601,142,51,64,195,80,168,49,0,0,0,0,0,0,0,0,0
PL_114251304,Radzanów,2806,1133,75,0,527,117,24,49,158,56,98,29,0,0,0,0,0,0,0,0,0
PL_114251305,Strzegowo,6338,2317,128,0,1138,274,56,91,191,169,179,91,0,0,0,0,0,0,0,0,0
PL_114251306,Stupsk,4006,1640,128,0,661,183,46,70,302,75,143,32,0,0,0,0,0,0,0,0,0
PL_114251307,Szreńsk,3474,1407,61,0,691,87,17,35,339,45,110,22,0,0,0,0,0,0,0,0,0
PL_114251308,Szydłowo,3712,1623,99,0,571,126,38,42,497,62,156,32,0,0,0,0,0,0,0,0,0
PL_114251309,Wieczfnia Kościelna,3203,1275,54,0,626,91,36,67,167,96,111,27,0,0,0,0,0,0,0,0,0
PL_114251310,Wiśniewo,4214,1651,91,0,740,196,52,59,192,115,162,44,0,0,0,0,0,0,0,0,0
PL_114291401,Nowy Dwór Mazowiecki,21976,11727,232,0,3840,3477,429,581,247,1133,897,788,0,103,0,0,0,0,0,0,0
PL_114291402,Czosnów,8151,4576,108,0,1651,1056,172,217,378,244,322,386,0,42,0,0,0,0,0,0,0
PL_114291403,Leoncin,4539,2275,76,0,1113,404,90,69,117,86,190,109,0,21,0,0,0,0,0,0,0
PL_114291404,Nasielsk,15728,6779,253,0,3122,1128,224,272,558,333,570,267,0,52,0,0,0,0,0,0,0
PL_114291405,Pomiechówek,7298,3813,107,0,1572,831,160,190,208,232,286,210,0,17,0,0,0,0,0,0,0
PL_114291406,Zakroczym,5116,2051,75,0,855,492,82,73,119,113,128,100,0,14,0,0,0,0,0,0,0
PL_114261501,Baranowo,5343,2017,81,0,905,285,53,68,324,53,199,38,3,0,5,0,0,3,0,0,0
PL_114261502,Czarnia,2012,718,29,0,379,61,6,21,155,11,47,5,4,0,0,0,0,0,0,0,0
PL_114261503,Czerwin,4182,1826,61,0,1034,97,23,40,373,33,125,30,3,0,3,0,0,4,0,0,0
PL_114261504,Goworowo,6938,2611,129,0,1355,211,51,88,391,73,247,53,6,0,2,0,0,5,0,0,0
PL_114261505,Kadzidło,8847,3778,136,0,1869,411,82,220,413,88,432,100,9,0,6,0,0,12,0,0,0
PL_114261506,Lelis,7183,3423,140,0,1873,393,84,110,299,81,325,81,12,0,7,0,0,18,0,0,0
PL_114261507,Łyse,6500,2306,81,0,1059,263,51,102,427,41,210,54,11,0,2,0,0,5,0,0,0
PL_114261508,Myszyniec,8267,3331,189,0,1813,274,70,99,429,71,279,86,10,0,4,0,0,7,0,0,0
PL_114261509,Olszewo-Borki,8033,3813,94,0,2065,424,94,189,279,136,389,124,8,0,4,0,0,7,0,0,0
PL_114261510,Rzekuń,8721,4214,134,0,2179,584,81,197,273,141,428,179,7,0,3,0,0,8,0,0,0
PL_114261511,Troszyn,3899,1801,59,0,1100,114,30,51,252,43,112,35,4,0,0,0,0,1,0,0,0
PL_114261601,Ostrów Mazowiecka,18338,8953,155,0,4430,1290,244,468,725,472,638,478,25,0,8,0,0,20,0,0,0
PL_114261602,Andrzejewo,3506,1745,33,0,1198,58,17,48,209,27,121,25,4,0,1,0,0,4,0,0,0
PL_114261603,Boguty-Pianki,2207,1159,18,0,900,45,13,21,76,20,52,8,0,0,2,0,0,4,0,0,0
PL_114261604,Brok,2343,1146,38,0,606,188,18,40,105,44,45,43,12,0,1,0,0,6,0,0,0
PL_114261605,Małkinia Górna,9680,4518,149,0,2647,423,99,135,444,147,320,127,11,0,6,0,0,10,0,0,0
PL_114261606,Nur,2488,1205,30,0,878,68,21,17,88,23,61,14,2,0,0,0,0,3,0,0,0
PL_114261607,Ostrów Mazowiecka,10106,4312,104,0,2524,338,112,124,555,115,304,108,18,0,0,0,0,10,0,0,0
PL_114261608,Stary Lubotyń,3025,1359,55,0,932,52,24,22,188,7,60,16,2,0,1,0,0,0,0,0,0
PL_114261609,Szulborze Wielkie,1480,714,23,0,367,40,17,21,198,10,28,7,3,0,0,0,0,0,0,0,0
PL_114261610,Wąsewo,3561,1837,59,0,629,43,21,38,914,44,70,15,1,0,1,0,0,2,0,0,0
PL_114261611,Zaręby Kościelne,3033,1419,34,0,936,58,12,24,191,44,74,37,7,0,0,0,0,2,0,0,0
PL_114291701,Józefów,14939,10183,150,0,3704,2674,380,666,276,473,695,1104,0,61,0,0,0,0,0,0,0
PL_114291702,Otwock,35630,21851,359,0,8810,5156,837,1011,551,1262,1723,1996,0,146,0,0,0,0,0,0,0
PL_114291703,Celestynów,9247,5673,170,0,2851,756,153,208,508,245,419,332,0,31,0,0,0,0,0,0,0
PL_114291704,Karczew,12718,7396,158,0,3412,1274,253,259,602,329,553,503,0,53,0,0,0,0,0,0,0
PL_114291705,Kołbiel,6517,3417,99,0,1719,382,150,100,303,136,361,144,0,23,0,0,0,0,0,0,0
PL_114291706,Osieck,2874,1545,41,0,918,145,41,48,102,49,140,49,0,12,0,0,0,0,0,0,0
PL_114291707,Sobienie-Jeziory,5147,2636,53,0,1208,299,85,68,466,115,214,108,0,20,0,0,0,0,0,0,0
PL_114291708,Wiązowna,9271,5779,147,0,2377,1278,209,249,243,251,445,531,0,49,0,0,0,0,0,0,0
PL_114301801,Góra Kalwaria,20524,10909,301,0,4062,2320,403,514,690,739,931,863,0,86,0,0,0,0,0,0,0
PL_114301802,Konstancin-Jeziorna,20151,12503,210,0,4249,3665,424,533,359,760,733,1491,0,79,0,0,0,0,0,0,0
PL_114301803,Lesznowola,16822,11409,141,0,3313,3241,391,562,620,565,710,1787,0,79,0,0,0,0,0,0,0
PL_114301804,Piaseczno,56450,37292,467,0,10759,10655,1467,1673,1483,2285,2311,6002,0,190,0,0,0,0,0,0,0
PL_114301805,Prażmów,8041,4445,123,0,1697,905,197,209,204,224,366,498,0,22,0,0,0,0,0,0,0
PL_114301806,Tarczyn,8846,4814,131,0,2226,904,173,191,245,275,341,290,0,38,0,0,0,0,0,0,0
PL_114701901,Bielsk,7172,3263,167,0,1344,231,81,99,819,153,224,145,0,0,0,0,0,0,0,0,0
PL_114701902,Bodzanów,6732,2936,129,0,1450,278,81,71,515,153,170,89,0,0,0,0,0,0,0,0,0
PL_114701903,Brudzeń Duży,6483,2759,108,0,1367,311,85,119,315,123,233,98,0,0,0,0,0,0,0,0,0
PL_114701904,Bulkowo,4632,1848,102,0,861,126,45,61,397,80,135,41,0,0,0,0,0,0,0,0,0
PL_114701905,Drobin,6429,2488,151,0,1019,171,63,71,466,356,155,36,0,0,0,0,0,0,0,0,0
PL_114701906,Gąbin,9037,4302,175,0,2141,470,124,170,520,209,347,146,0,0,0,0,0,0,0,0,0
PL_114701907,Łąck,4308,2088,91,0,846,248,64,63,364,115,181,116,0,0,0,0,0,0,0,0,0
PL_114701908,Mała Wieś,5056,1952,85,0,858,175,51,50,387,94,194,58,0,0,0,0,0,0,0,0,0
PL_114701909,Nowy Duninów,3246,1422,83,0,646,128,34,55,268,74,93,41,0,0,0,0,0,0,0,0,0
PL_114701910,Radzanowo,6466,3077,99,0,1154,356,92,114,746,171,217,128,0,0,0,0,0,0,0,0,0
PL_114701911,Słubice,3691,1636,98,0,770,90,40,30,253,251,76,28,0,0,0,0,0,0,0,0,0
PL_114701912,Słupno,5617,3181,64,0,1090,635,143,160,349,238,221,281,0,0,0,0,0,0,0,0,0
PL_114701913,Stara Biała,8826,4488,141,0,1982,595,152,167,466,277,449,259,0,0,0,0,0,0,0,0,0
PL_114701914,Staroźreby,5900,2383,115,0,1082,201,64,72,438,133,214,64,0,0,0,0,0,0,0,0,0
PL_114701915,Wyszogród,4688,1821,67,0,693,172,46,69,380,121,187,86,0,0,0,0,0,0,0,0,0
PL_114252001,Płońsk,17789,8705,219,0,3139,1757,334,421,621,836,755,623,0,0,0,0,0,0,0,0,0
PL_114252002,Raciąż,3697,1630,68,0,710,307,44,77,69,154,142,59,0,0,0,0,0,0,0,0,0
PL_114252003,Baboszewo,6398,2557,93,0,1312,291,98,87,251,156,169,100,0,0,0,0,0,0,0,0,0
PL_114252004,Czerwińsk nad Wisłą,6292,2081,82,0,1021,216,50,50,357,95,148,62,0,0,0,0,0,0,0,0,0
PL_114252005,Dzierzążnia,3105,1232,46,0,584,104,35,40,216,72,103,32,0,0,0,0,0,0,0,0,0
PL_114252006,Joniec,2200,966,49,0,397,161,23,47,105,64,70,50,0,0,0,0,0,0,0,0,0
PL_114252007,Naruszewo,5216,1672,88,0,719,169,60,77,197,128,149,85,0,0,0,0,0,0,0,0,0
PL_114252008,Nowe Miasto,3860,1584,90,0,712,235,42,37,170,94,141,63,0,0,0,0,0,0,0,0,0
PL_114252009,Płońsk,6135,2476,84,0,941,285,66,94,539,134,226,107,0,0,0,0,0,0,0,0,0
PL_114252010,Raciąż,7122,2574,174,0,1379,204,54,76,317,134,197,39,0,0,0,0,0,0,0,0,0
PL_114252011,Sochocin,4801,1965,62,0,890,259,70,79,251,116,164,74,0,0,0,0,0,0,0,0,0
PL_114252012,Załuski,4524,1643,90,0,716,137,48,41,224,68,119,200,0,0,0,0,0,0,0,0,0
PL_114302101,Piastów,18193,11756,167,0,4494,3042,468,564,224,677,838,1201,0,81,0,0,0,0,0,0,0
PL_114302102,Pruszków,46692,28655,384,0,9759,7799,1316,1445,489,2059,2054,3155,0,195,0,0,0,0,0,0,0
PL_114302103,Brwinów,19566,12515,163,0,4113,3443,560,646,292,724,847,1647,0,80,0,0,0,0,0,0,0
PL_114302104,Michałowice,13191,9474,113,0,2933,2940,375,470,164,516,511,1401,0,51,0,0,0,0,0,0,0
PL_114302105,Nadarzyn,9934,6348,132,0,1998,1556,223,278,591,304,394,823,0,49,0,0,0,0,0,0,0
PL_114302106,Raszyn,16547,10605,188,0,4520,2345,325,521,409,455,709,1042,0,91,0,0,0,0,0,0,0
PL_114262201,Przasnysz,13788,6945,172,0,3076,1473,172,235,326,569,621,301,0,0,0,0,0,0,0,0,0
