gisco_id,name,registered,turnout,invalid,blank,PiS,PO,Razem,NN,PSL,ZL,K’15,.N,JOW,SPP,RS RP,ZdŚ,Samoobrona,SB!,KNP,MN,OdP
PL_326520405,Daleszyce,12379,5657,166,0,2797,792,132,214,456,242,549,237,37,22,0,0,3,10,0,0,0
PL_326520406,Górno,10930,5774,198,0,3200,581,107,267,263,312,531,241,37,25,0,0,3,9,0,0,0
PL_326520407,Łagów,5641,2195,93,0,1158,153,45,86,318,60,196,50,9,17,0,0,3,7,0,0,0
PL_326520408,Łopuszno,7255,3808,151,0,1825,293,73,173,719,176,272,80,11,19,0,0,3,13,0,0,0
PL_326520409,Masłów,8398,4486,118,0,1793,827,144,198,229,394,380,343,24,22,0,0,2,12,0,0,0
PL_326520410,Miedziana Góra,8902,4724,164,0,1915,706,145,236,302,270,518,325,19,15,0,0,5,104,0,0,0
PL_326520411,Mniów,7424,3585,182,0,2116,242,76,114,332,120,228,83,14,12,0,0,11,55,0,0,0
PL_326520412,Morawica,12717,6431,173,0,2627,1411,156,245,430,304,603,393,43,25,0,0,3,18,0,0,0
PL_326520413,Nowa Słupia,8110,3262,109,0,1530,486,69,105,275,304,271,80,15,10,0,0,1,7,0,0,0
PL_326520414,Piekoszów,12852,6217,200,0,3054,625,180,288,479,344,653,305,37,26,0,0,7,19,0,0,0
PL_326520415,Pierzchnica,3956,1766,76,0,870,169,38,60,261,62,175,48,2,1,0,0,1,3,0,0,0
PL_326520416,Raków,4815,1967,89,0,886,179,27,66,371,114,168,40,11,11,0,0,0,5,0,0,0
PL_326520417,Sitkówka-Nowiny,5783,3080,110,0,1209,586,80,131,180,211,308,227,12,13,0,0,2,11,0,0,0
PL_326520418,Strawczyn,8207,4255,157,0,1941,334,89,171,820,119,456,109,26,15,0,0,6,12,0,0,0
PL_326520419,Zagnańsk,10537,5805,146,0,2559,1196,139,231,147,584,492,243,32,25,0,0,4,7,0,0,0
PL_326520501,Fałków,3887,1490,80,0,879,137,20,34,129,75,85,37,8,4,0,0,1,1,0,0,0
PL_326520502,Gowarczów,3880,1546,80,0,793,145,38,48,95,182,126,29,5,3,0,0,1,1,0,0,0
PL_326520503,Końskie,30028,14533,433,0,6394,2610,346,536,710,1477,1164,676,54,62,0,0,4,67,0,0,0
PL_326520504,Radoszyce,7384,3092,138,0,1724,214,44,124,338,149,258,71,8,11,0,0,1,12,0,0,0
PL_326520505,Ruda Maleniecka,2743,1392,61,0,609,146,30,45,306,79,70,29,8,3,0,0,4,2,0,0,0
PL_326520506,Słupia (Konecka),2797,1240,46,0,682,112,21,27,178,43,96,18,7,5,0,0,5,0,0,0,0
PL_326520507,Smyków,3043,1353,51,0,753,105,39,45,136,79,83,35,4,11,0,0,0,12,0,0,0
PL_326520508,Stąporków,14844,5904,221,0,2617,966,151,176,288,630,559,197,64,22,0,0,4,9,0,0,0
PL_326530601,Baćkowice,4106,1779,73,0,955,143,34,54,280,45,152,21,7,11,0,0,1,3,0,0,0
PL_326530602,Iwaniska,5610,2374,99,0,1174,225,48,65,462,59,168,36,26,5,0,0,1,6,0,0,0
PL_326530603,Lipnik,4577,1647,62,0,784,153,30,40,290,78,162,24,17,2,0,0,3,2,0,0,0
PL_326530604,Opatów,10008,5007,256,0,1869,549,97,143,1034,297,560,131,37,24,0,0,7,3,0,0,0
PL_326530605,Ożarów,8995,3937,208,0,1144,523,97,96,1070,323,320,108,20,16,0,0,5,7,0,0,0
PL_326530606,Sadowie,3406,1504,54,0,593,128,42,42,318,96,180,32,8,4,0,0,0,7,0,0,0
PL_326530607,Tarłów,4646,1847,89,0,735,147,61,53,462,97,148,29,7,11,0,0,3,5,0,0,0
PL_326530608,Wojciechowice,3449,1587,91,0,451,101,30,46,567,101,158,15,14,11,0,0,2,0,0,0,0
PL_326520701,Ostrowiec Świętokrzyski,58088,26024,701,0,8896,6017,833,989,1193,3079,2632,1408,101,115,0,0,24,36,0,0,0
PL_326520702,Bałtów,3090,1282,100,0,406,141,26,44,317,87,102,33,11,5,0,0,7,3,0,0,0
PL_326520703,Bodzechów,11144,4712,153,0,1639,771,170,187,351,604,606,179,18,21,0,0,5,8,0,0,0
PL_326520704,Ćmielów,6236,2414,95,0,706,484,76,95,333,221,299,77,14,7,0,0,4,3,0,0,0
PL_326520705,Kunów,8210,3255,171,0,1207,609,87,117,277,285,341,132,15,10,0,0,2,2,0,0,0
PL_326520706,Waśniów,5624,1980,115,0,1006,159,45,61,277,81,181,36,7,6,0,0,3,3,0,0,0
PL_326530801,Działoszyce,4392,1542,49,0,614,170,31,32,359,109,117,30,8,4,0,0,17,2,0,0,0
PL_326530802,Kije,3732,1624,53,0,823,162,56,46,182,97,146,45,9,2,0,0,0,3,0,0,0
PL_326530803,Michałów,3868,1428,49,0,639,141,39,31,272,105,125,15,3,7,0,0,1,1,0,0,0
PL_326530804,Pińczów,18262,7872,186,0,3211,1615,243,407,571,682,587,294,29,31,0,0,6,10,0,0,0
PL_326530805,Złota,3927,1352,39,0,485,174,36,42,305,160,73,23,7,3,0,0,2,3,0,0,0
PL_326530901,Sandomierz,20345,9916,226,0,3593,2220,315,445,415,1162,920,496,74,34,0,0,0,16,0,0,0
PL_326530902,Dwikozy,7363,2664,101,0,962,341,85,132,517,138,280,56,33,13,0,0,1,5,0,0,0
PL_326530903,Klimontów,6806,2407,120,0,1176,326,49,51,384,79,147,32,23,8,0,0,2,10,0,0,0
PL_326530904,Koprzywnica,5656,2543,86,0,1323,211,53,78,438,89,207,37,15,1,0,0,1,4,0,0,0
PL_326530905,Łoniów,6154,2667,90,0,1184,196,32,121,723,52,180,79,6,1,0,0,1,2,0,0,0
PL_326530906,Obrazów,5456,2117,62,0,873,211,44,99,512,96,149,48,10,8,0,0,3,2,0,0,0
PL_326530907,Samborzec,7139,3044,103,0,1355,312,74,125,553,134,294,49,18,17,0,0,6,4,0,0,0
PL_326530908,Wilczyce,3192,1142,54,0,390,116,27,30,307,37,148,16,12,2,0,0,1,2,0,0,0
PL_326530909,Zawichost,3726,1400,60,0,587,163,26,24,262,97,137,34,4,4,0,0,2,0,0,0,0
PL_326521001,Skarżysko-Kamienna,39128,18853,394,0,7176,4940,622,708,576,1625,1611,959,73,84,0,0,35,50,0,0,0
PL_326521002,Bliżyn,6963,3022,102,0,1362,703,65,86,75,166,361,67,10,16,0,0,5,4,0,0,0
PL_326521003,Łączna,4251,1854,50,0,1027,164,69,79,118,98,172,62,8,4,0,0,1,2,0,0,0
PL_326521004,Skarżysko Kościelne,5125,2367,113,0,1045,430,62,75,219,118,225,60,4,6,0,0,5,5,0,0,0
PL_326521005,Suchedniów,8751,4256,108,0,1672,893,135,162,244,252,473,282,12,15,0,0,2,6,0,0,0
PL_326521101,Starachowice,42013,20067,366,0,7116,4735,569,912,681,2196,1974,1311,85,69,0,0,22,31,0,0,0
PL_326521102,Brody,8910,3763,159,0,1782,513,86,138,340,152,430,123,21,13,0,0,1,5,0,0,0
PL_326521103,Mirzec,6845,3276,128,0,1657,331,76,135,380,123,346,64,12,14,0,0,4,6,0,0,0
PL_326521104,Pawłów,12148,4957,217,0,2676,326,105,204,338,139,777,104,29,27,0,0,4,11,0,0,0
PL_326521105,Wąchock,5817,2711,126,0,1159,418,61,87,263,134,252,180,13,12,0,0,3,3,0,0,0
PL_326531201,Bogoria,6378,2593,102,0,1195,216,45,106,590,87,167,53,12,7,0,0,6,7,0,0,0
PL_326531202,Łubnice,3525,1526,68,0,821,87,46,58,230,41,131,28,5,6,0,0,1,4,0,0,0
PL_326531203,Oleśnica,3241,1280,46,0,622,165,33,37,184,40,93,45,4,4,0,0,0,7,0,0,0
PL_326531204,Osiek,6334,2825,111,0,1751,167,52,77,314,71,229,28,9,10,0,0,0,6,0,0,0
PL_326531205,Połaniec,9723,4909,149,0,2408,563,121,264,554,236,432,129,21,24,0,0,2,6,0,0,0
PL_326531206,Rytwiany,5167,2070,61,0,1030,196,74,124,167,138,202,56,14,5,0,0,0,3,0,0,0
PL_326531207,Staszów,21620,9415,304,0,3991,1569,262,407,853,724,747,467,34,29,0,0,5,23,0,0,0
PL_326531208,Szydłów,3968,1738,68,0,646,75,22,39,603,106,119,42,10,1,0,0,3,4,0,0,0
PL_326531301,Kluczewsko,4274,1955,78,0,1011,161,38,49,311,89,155,41,10,4,0,0,4,4,0,0,0
PL_326531302,Krasocin,8608,3901,175,0,1907,394,92,161,471,142,411,107,15,18,0,0,1,7,0,0,0
PL_326531303,Moskorzew,2384,1032,51,0,410,62,23,23,129,59,256,10,5,1,0,0,3,0,0,0,0
PL_326531304,Radków,2110,742,31,0,266,76,20,25,163,60,75,19,5,1,0,0,0,1,0,0,0
PL_326531305,Secemin,4123,1566,72,0,631,161,55,61,285,99,151,30,6,6,0,0,3,6,0,0,0
PL_326531306,Włoszczowa,16408,8073,264,0,3624,897,146,418,1249,465,677,245,28,38,0,0,6,16,0,0,0
PL_326526101,Kielce,158863,92836,1104,0,32123,21913,2998,4636,3050,9102,8294,8571,518,314,0,0,37,176,0,0,0
PL_628560101,Bartoszyce,19851,9312,202,0,2950,3267,319,341,266,707,751,393,52,64,0,0,0,0,0,0,0
PL_628560102,Górowo Iławeckie,3421,1507,59,0,310,806,27,39,23,85,97,48,10,3,0,0,0,0,0,0,0
PL_628560103,Bartoszyce,8786,3167,168,0,1215,737,90,111,309,158,252,99,13,15,0,0,0,0,0,0,0
PL_628560104,Bisztynek,5321,1594,63,0,468,432,69,90,88,124,156,70,19,15,0,0,0,0,0,0,0
PL_628560105,Górowo Iławeckie,6748,2218,130,0,398,1160,42,69,76,114,161,45,11,12,0,0,0,0,0,0,0
PL_628560106,Sępopol,5259,1609,91,0,510,502,27,48,107,102,151,42,18,11,0,0,0,0,0,0,0
PL_628540201,Braniewo,13643,6611,210,0,1811,1910,296,314,523,540,546,375,43,43,0,0,0,0,0,0,0
PL_628540202,Braniewo,4975,1691,75,0,424,414,50,54,333,124,142,58,8,9,0,0,0,0,0,0,0
PL_628540203,Frombork,3279,1251,60,0,328,411,47,58,72,108,102,41,20,4,0,0,0,0,0,0,0
PL_628540204,Lelkowo,2492,748,46,0,184,276,13,32,77,33,60,17,6,4,0,0,0,0,0,0,0
PL_628540205,Pieniężno,5390,1823,60,0,583,582,57,30,144,149,131,65,13,9,0,0,0,0,0,0,0
PL_628540206,Płoskinia,2067,735,33,0,228,205,30,51,61,42,45,27,8,5,0,0,0,0,0,0,0
PL_628540207,Wilczęta,2438,816,45,0,173,355,22,27,41,59,55,25,8,6,0,0,0,0,0,0,0
PL_628540301,Działdowo,17279,7603,250,0,2263,2070,241,254,356,1185,482,431,39,32,0,0,0,0,0,0,0
PL_628540302,Działdowo,7466,2348,137,0,816,445,74,84,221,247,208,79,26,11,0,0,0,0,0,0,0
PL_628540303,Iłowo-Osada,5725,2062,138,0,758,342,92,94,165,242,143,64,19,5,0,0,0,0,0,0,0
PL_628540304,Lidzbark,11528,4208,198,0,1519,951,221,166,296,269,379,162,23,24,0,0,0,0,0,0,0
PL_628540305,Płośnica,4672,1597,88,0,549,236,55,45,288,143,127,43,11,12,0,0,0,0,0,0,0
PL_628540306,Rybno,5724,2488,121,0,1205,376,95,72,192,146,183,66,15,17,0,0,0,0,0,0,0
PL_628540401,Elbląg,5771,2118,85,0,570,715,71,91,109,116,187,144,14,16,0,0,0,0,0,0,0
PL_628540402,Godkowo,2643,774,41,0,269,184,30,27,75,56,56,26,6,4,0,0,0,0,0,0,0
PL_628540403,Gronowo Elbląskie,3976,1403,66,0,371,407,74,90,69,88,136,73,10,19,0,0,0,0,0,0,0
PL_628540404,Markusy,3197,970,45,0,269,296,38,45,71,29,116,44,8,9,0,0,0,0,0,0,0
PL_628540405,Milejewo,2670,1061,43,0,388,261,39,47,68,54,106,46,4,5,0,0,0,0,0,0,0
PL_628540406,Młynary,3705,1390,65,0,415,315,79,78,105,96,118,83,23,13,0,0,0,0,0,0,0
PL_628540407,Pasłęk,15640,6091,207,0,1682,1992,206,278,252,408,485,470,66,45,0,0,0,0,0,0,0
PL_628540408,Rychliki,3175,915,42,0,227,306,40,41,87,57,70,29,13,3,0,0,0,0,0,0,0
PL_628540409,Tolkmicko,5279,1945,82,0,528,484,62,77,381,78,131,101,12,9,0,0,0,0,0,0,0
PL_628550501,Ełk,45484,19911,474,0,7008,4859,619,1642,622,1823,1785,969,0,110,0,0,0,0,0,0,0
PL_628550502,Ełk,8659,2944,116,0,953,670,88,181,227,230,312,149,0,18,0,0,0,0,0,0,0
PL_628550503,Kalinowo,5441,1555,73,0,582,285,46,84,171,99,155,52,0,8,0,0,0,0,0,0,0
PL_628550504,Prostki,5861,1549,74,0,589,337,48,74,121,90,160,46,0,10,0,0,0,0,0,0,0
PL_628550505,Stare Juchy,3116,1025,30,0,314,215,26,38,197,56,92,43,0,14,0,0,0,0,0,0,0
PL_628550601,Giżycko,23731,10902,250,0,2728,3595,428,644,572,1022,905,686,0,72,0,0,0,0,0,0,0
PL_628550604,Giżycko,6625,2639,110,0,720,734,108,147,202,171,261,170,0,16,0,0,0,0,0,0,0
PL_628550605,Kruklanki,2539,829,32,0,180,269,27,26,112,49,81,44,0,9,0,0,0,0,0,0,0
PL_628550606,Miłki,3094,1045,52,0,303,209,33,51,158,68,108,52,0,11,0,0,0,0,0,0,0
PL_628550608,Ryn,4765,1594,98,0,406,413,60,78,145,140,172,67,0,15,0,0,0,0,0,0,0
PL_628550610,Wydminy,5233,1978,86,0,534,392,56,87,488,109,168,48,0,10,0,0,0,0,0,0,0
PL_628540701,Iława,27267,13138,343,0,3834,3762,486,734,895,1146,983,744,131,80,0,0,0,0,0,0,0
PL_628540702,Lubawa,7528,3739,128,0,1251,923,115,196,447,186,314,143,17,19,0,0,0,0,0,0,0
PL_628540703,Iława,9726,3734,174,0,1124,754,132,244,488,240,285,211,41,41,0,0,0,0,0,0,0
PL_628540704,Kisielice,4882,1537,86,0,484,308,57,60,245,110,120,42,11,14,0,0,0,0,0,0,0
PL_628540705,Lubawa,8186,3470,168,0,1534,469,87,204,482,106,303,86,22,9,0,0,0,0,0,0,0
PL_628540706,Susz,9963,3144,157,0,950,963,115,125,193,216,264,118,30,13,0,0,0,0,0,0,0
PL_628540707,Zalewo,5636,1654,76,0,451,431,72,84,193,115,147,73,8,4,0,0,0,0,0,0,0
PL_628560801,Kętrzyn,22487,9818,222,0,2945,2925,353,385,451,998,900,559,0,80,0,0,0,0,0,0,0
PL_628560802,Barciany,5240,1370,88,0,354,334,39,45,177,126,140,58,0,9,0,0,0,0,0,0,0
PL_628560803,Kętrzyn,6576,2106,92,0,519,501,81,85,227,205,305,78,0,13,0,0,0,0,0,0,0
PL_628560804,Korsze,8436,2448,118,0,847,512,97,112,184,200,273,88,0,17,0,0,0,0,0,0,0
PL_628560805,Reszel,6504,2436,89,0,657,528,92,99,286,343,230,101,0,11,0,0,0,0,0,0,0
PL_628560806,Srokowo,3273,1010,52,0,196,281,32,42,127,101,124,44,0,11,0,0,0,0,0,0,0
PL_628560901,Lidzbark Warmiński,12868,6275,188,0,1603,2851,175,253,83,332,522,217,23,28,0,0,0,0,0,0,0
PL_628560902,Kiwity,2783,1033,43,0,401,261,21,25,58,46,145,24,1,8,0,0,0,0,0,0,0
PL_628560903,Lidzbark Warmiński,5439,1740,74,0,475,616,63,66,94,66,221,39,13,13,0,0,0,0,0,0,0
PL_628560904,Lubomino,2912,872,51,0,282,247,24,26,82,44,82,24,7,3,0,0,0,0,0,0,0
PL_628560905,Orneta,9900,3634,138,0,1095,987,142,142,192,408,292,182,39,17,0,0,0,0,0,0,0
PL_628561001,Mrągowo,17450,8303,211,0,2418,2343,314,418,677,642,718,510,0,52,0,0,0,0,0,0,0
PL_628561002,Mikołajki,6697,2545,117,0,697,793,108,97,144,196,228,153,0,12,0,0,0,0,0,0,0
PL_628561003,Mrągowo,6234,2186,84,0,562,514,74,127,336,155,203,110,0,21,0,0,0,0,0,0,0
PL_628561004,Piecki,6234,2230,104,0,769,438,65,114,299,147,197,84,0,13,0,0,0,0,0,0,0
PL_628561005,Sorkwity,3700,1312,71,0,295,242,28,72,293,108,126,69,0,8,0,0,0,0,0,0,0
PL_628561101,Janowiec Kościelny,2642,899,35,0,433,135,22,26,138,44,48,15,0,3,0,0,0,0,0,0,0
PL_628561102,Janowo,2165,808,39,0,330,112,32,48,100,59,60,24,0,4,0,0,0,0,0,0,0
PL_628561103,Kozłowo,4792,1352,92,0,518,258,59,37,120,66,146,50,0,6,0,0,0,0,0,0,0
PL_628561104,Nidzica,17015,7136,294,0,2400,1594,199,270,1092,527,448,276,0,36,0,0,0,0,0,0,0
PL_628541201,Nowe Miasto Lubawskie,8665,4186,111,0,1305,1144,120,371,389,231,253,223,19,20,0,0,0,0,0,0,0
PL_628541202,Biskupiec,7601,3051,183,0,819,735,61,93,723,141,201,64,16,15,0,0,0,0,0,0,0
PL_628541203,Grodziczno,4950,2096,125,0,979,256,58,113,282,82,132,42,18,9,0,0,0,0,0,0,0
PL_628541204,Kurzętnik,7007,2986,132,0,1099,471,90,213,534,109,213,103,13,9,0,0,0,0,0,0,0
PL_628541205,Nowe Miasto Lubawskie,6255,2619,134,0,951,468,94,182,390,137,163,74,20,6,0,0,0,0,0,0,0
PL_628551303,Kowale Oleckie,4171,1158,57,0,341,221,46,45,136,149,119,36,0,8,0,0,0,0,0,0,0
PL_628551304,Olecko,16954,6845,136,0,2293,1546,267,316,324,957,655,298,0,53,0,0,0,0,0,0,0
PL_628551305,Świętajno,3254,984,37,0,275,193,33,33,172,91,92,48,0,10,0,0,0,0,0,0,0
PL_628551306,Wieliczki,2720,941,36,0,366,157,20,42,65,72,137,38,0,8,0,0,0,0,0,0,0
PL_628561401,Barczewo,14153,6090,252,0,1608,1836,226,238,315,485,545,475,0,110,0,0,0,0,0,0,0
PL_628561402,Biskupiec,15333,5983,193,0,1444,1104,180,197,1619,454,396,355,0,41,0,0,0,0,0,0,0
PL_628561403,Dobre Miasto,12811,5474,187,0,1656,1267,226,356,510,358,530,315,0,69,0,0,0,0,0,0,0
PL_628561404,Dywity,8662,4517,99,0,1109,1493,179,194,222,311,401,481,0,28,0,0,0,0,0,0,0
PL_628561405,Gietrzwałd,4966,2278,50,0,520,742,107,114,127,149,224,229,0,16,0,0,0,0,0,0,0
PL_628561406,Jeziorany,6393,2131,148,0,648,378,83,99,273,176,210,97,0,19,0,0,0,0,0,0,0
PL_628561407,Jonkowo,5502,2532,74,0,569,673,106,116,124,189,239,422,0,20,0,0,0,0,0,0,0
PL_628561408,Kolno,2743,901,59,0,265,162,18,23,173,79,83,36,0,3,0,0,0,0,0,0,0
PL_628561409,Olsztynek,10865,4145,132,0,1182,1350,132,155,212,313,395,244,0,30,0,0,0,0,0,0,0
PL_628561410,Purda,6734,2710,103,0,686,699,87,136,138,279,300,268,0,14,0,0,0,0,0,0,0
PL_628561411,Stawiguda,6377,3478,100,0,771,1096,127,184,139,221,310,509,0,21,0,0,0,0,0,0,0
PL_628561412,Świątki,3253,1032,54,0,297,246,49,38,79,52,106,99,0,12,0,0,0,0,0,0,0
PL_628541501,Ostróda,26926,12875,348,0,3620,4032,496,528,344,1462,935,927,94,89,0,0,0,0,0,0,0
PL_628541502,Dąbrówno,3411,1111,64,0,394,304,36,25,76,67,89,44,8,4,0,0,0,0,0,0,0
PL_628541503,Grunwald,4432,1254,70,0,356,294,41,55,130,103,101,75,20,9,0,0,0,0,0,0,0
PL_628541504,Łukta,3526,1170,54,0,283,353,38,49,95,67,122,88,11,10,0,0,0,0,0,0,0
PL_628541505,Małdyty,5100,1449,63,0,382,387,60,65,161,101,121,97,9,3,0,0,0,0,0,0,0
PL_628541506,Miłakowo,4465,1402,51,0,510,363,49,47,99,88,108,63,11,13,0,0,0,0,0,0,0
PL_628541507,Miłomłyn,4059,1391,75,0,361,328,68,47,71,90,102,237,5,7,0,0,0,0,0,0,0
PL_628541508,Morąg,19616,7426,238,0,1928,2364,253,290,385,476,834,547,44,67,0,0,0,0,0,0,0
PL_628541509,Ostróda,12360,4574,222,0,1225,1153,187,231,495,356,391,256,20,38,0,0,0,0,0,0,0
PL_628551601,Biała Piska,9476,3294,196,0,1115,639,108,131,534,206,262,86,0,17,0,0,0,0,0,0,0
PL_628551602,Orzysz,7538,2844,158,0,781,569,104,113,396,237,345,117,0,24,0,0,0,0,0,0,0
PL_628551603,Pisz,21750,8769,314,0,3485,1330,251,364,1404,561,655,350,0,55,0,0,0,0,0,0,0
PL_628551604,Ruciane-Nida,6846,2864,143,0,1018,523,70,160,444,140,216,138,0,12,0,0,0,0,0,0,0
PL_628561701,Szczytno,19567,9537,243,0,3092,2265,339,408,745,946,874,564,0,61,0,0,0,0,0,0,0
PL_628561702,Dźwierzuty,5402,1747,107,0,539,305,42,58,390,103,120,77,0,6,0,0,0,0,0,0,0
PL_628561703,Jedwabno,3006,1045,66,0,351,226,28,28,130,57,98,55,0,6,0,0,0,0,0,0,0
PL_628561704,Pasym,4279,1567,93,0,456,388,62,77,163,106,125,92,0,5,0,0,0,0,0,0,0
PL_628561705,Rozogi,4548,1590,113,0,674,196,47,54,240,44,162,42,0,18,0,0,0,0,0,0,0
PL_628561706,Szczytno,9599,3744,178,0,1249,749,120,141,529,183,359,215,0,21,0,0,0,0,0,0,0
PL_628561707,Świętajno,4857,1793,96,0,645,368,52,68,248,66,163,77,0,10,0,0,0,0,0,0,0
PL_628561708,Wielbark,5169,1565,76,0,499,304,61,74,253,94,139,54,0,11,0,0,0,0,0,0,0
PL_628551801,Banie Mazurskie,3224,926,40,0,208,231,26,33,201,80,82,17,0,8,0,0,0,0,0,0,0
PL_628551802,Dubeninki,2445,739,38,0,274,147,27,19,104,50,66,12,0,2,0,0,0,0,0,0,0
PL_628551803,Gołdap,16174,6249,164,0,1638,1542,150,208,1361,475,444,231,0,36,0,0,0,0,0,0,0
PL_628551901,Budry,2439,750,31,0,224,167,17,41,126,28,84,25,0,7,0,0,0,0,0,0,0
PL_628551902,Pozezdrze,2731,871,29,0,271,193,28,28,101,78,101,40,0,2,0,0,0,0,0,0,0
PL_628551903,Węgorzewo,13950,5317,138,0,1373,1768,217,235,305,553,402,289,0,37,0,0,0,0,0,0,0
PL_628546101,Elbląg,95478,46169,1076,0,14129,14698,1962,2259,930,3323,3495,3759,257,281,0,0,0,0,0,0,0
PL_628566201,Olsztyn,134255,76045,1176,0,20791,23494,3179,4029,2490,7196,6104,7165,0,421,0,0,0,0,0,0,0
PL_430600101,Chodzież,15600,7916,222,0,1762,2797,345,284,293,812,591,758,0,52,0,0,0,0,0,0,0
PL_430600102,Budzyń,6600,2851,125,0,596,741,119,98,312,430,250,163,0,17,0,0,0,0,0,0,0
PL_430600103,Chodzież,4475,2082,95,0,424,614,126,80,173,154,191,208,0,17,0,0,0,0,0,0,0
PL_430600104,Margonin,4931,2266,110,0,554,583,77,89,289,191,211,146,0,16,0,0,0,0,0,0,0
PL_430600105,Szamocin,5808,2366,116,0,586,492,73,71,561,145,152,154,0,16,0,0,0,0,0,0,0
PL_430600201,Czarnków,8851,4687,165,0,1154,1845,165,167,108,382,343,328,0,30,0,0,0,0,0,0,0
PL_430600202,Czarnków,8718,3646,150,0,977,1177,133,137,244,234,333,239,0,22,0,0,0,0,0,0,0
PL_430600203,Drawsko,4747,1902,95,0,654,436,92,71,83,198,153,108,0,12,0,0,0,0,0,0,0
PL_430600204,Krzyż Wielkopolski,7012,2821,113,0,834,863,126,124,100,268,233,147,0,13,0,0,0,0,0,0,0
PL_430600205,Lubasz,5815,2539,108,0,672,796,97,109,240,140,206,147,0,24,0,0,0,0,0,0,0
PL_430600206,Połajewo,4814,2018,145,0,560,514,76,64,293,114,148,93,0,11,0,0,0,0,0,0,0
PL_430600207,Trzcianka,18820,8342,253,0,2459,2650,307,368,290,588,733,631,0,63,0,0,0,0,0,0,0
PL_430600208,Wieleń,9926,4050,246,0,1244,1153,167,114,206,320,375,193,0,32,0,0,0,0,0,0,0
PL_430580301,Gniezno,55002,29379,866,0,8442,7622,929,1238,508,5276,2257,2241,0,0,0,0,0,0,0,0,0
PL_430580302,Czerniejewo,6185,2803,154,0,935,518,68,111,147,422,267,181,0,0,0,0,0,0,0,0,0
PL_430580303,Gniezno,8357,4108,130,0,1183,809,120,166,449,512,376,363,0,0,0,0,0,0,0,0,0
PL_430580304,Kiszkowo,4280,1850,82,0,552,372,69,55,208,270,146,96,0,0,0,0,0,0,0,0,0
PL_430580305,Kłecko,5954,2618,150,0,940,432,80,89,206,386,212,123,0,0,0,0,0,0,0,0,0
PL_430580306,Łubowo,4799,2302,84,0,758,560,68,57,137,253,173,212,0,0,0,0,0,0,0,0,0
PL_430580307,Mieleszyn,3089,1192,51,0,392,211,38,39,143,161,102,55,0,0,0,0,0,0,0,0,0
PL_430580308,Niechanowo,4414,2057,97,0,611,239,47,80,104,675,118,86,0,0,0,0,0,0,0,0,0
PL_430580309,Trzemeszno,11188,4500,224,0,1407,925,148,192,231,705,422,246,0,0,0,0,0,0,0,0,0
PL_430580310,Witkowo,10806,5238,202,0,1639,1204,151,161,249,974,411,247,0,0,0,0,0,0,0,0,0
PL_430590401,Borek Wielkopolski,6028,2182,102,0,648,425,65,90,363,155,180,122,16,6,0,0,10,0,0,0,0
PL_430590402,Gostyń,22371,10465,445,0,3205,2448,356,584,461,1016,1083,720,65,65,0,0,17,0,0,0,0
PL_430590403,Krobia,10278,4245,194,0,1712,788,129,151,354,315,369,177,24,26,0,0,6,0,0,0,0
PL_430590404,Pępowo,4740,2257,118,0,853,480,49,67,209,171,188,86,10,19,0,0,7,0,0,0,0
PL_430590405,Piaski,6863,2942,138,0,960,646,72,147,273,240,251,191,13,8,0,0,3,0,0,0,0
PL_430590406,Pogorzela,4057,1593,73,0,471,303,46,44,315,106,130,89,4,9,0,0,3,0,0,0,0
PL_430590407,Poniec,6290,2253,161,0,752,427,61,101,226,162,226,102,13,17,0,0,5,0,0,0,0
PL_430590501,Granowo,3914,1688,101,0,649,442,62,43,77,104,118,78,0,14,0,0,0,0,0,0,0
PL_430590502,Grodzisk Wielkopolski,15293,7178,283,0,2112,2236,308,311,318,551,524,476,0,59,0,0,0,0,0,0,0
PL_430590503,Kamieniec,5191,2212,102,0,591,813,84,73,185,155,123,74,0,12,0,0,0,0,0,0,0
PL_430590504,Rakoniewice,9960,4069,206,0,1197,1278,143,185,286,226,308,209,0,31,0,0,0,0,0,0,0
PL_430590505,Wielichowo,5400,2423,135,0,751,582,100,103,335,143,175,75,0,24,0,0,0,0,0,0,0
PL_430570601,Jaraczewo,6514,2871,174,0,1187,394,60,72,470,184,199,83,25,18,0,0,5,0,0,0,0
PL_430570602,Jarocin,36182,17304,581,0,6132,4207,631,626,978,1396,1436,1113,95,91,0,0,18,0,0,0,0
PL_430570603,Kotlin,5677,2372,115,0,871,361,69,77,337,153,214,143,15,15,0,0,2,0,0,0,0
PL_430570604,Żerków,8305,3505,162,0,1487,588,108,105,358,182,326,136,23,22,0,0,8,0,0,0,0
PL_430570701,Blizanów,7842,3420,113,0,1082,558,75,152,571,337,298,195,21,12,0,0,6,0,0,0,0
PL_430570702,Brzeziny,4638,1889,49,0,741,190,44,55,365,206,163,58,7,9,0,0,2,0,0,0,0
PL_430570703,Ceków-Kolonia,3820,1570,82,0,519,282,37,52,217,171,129,60,11,8,0,0,2,0,0,0,0
PL_430570704,Godziesze Wielkie,7400,3353,83,0,1357,508,73,148,345,306,321,173,13,21,0,0,5,0,0,0,0
PL_430570705,Koźminek,6059,2457,91,0,1028,273,74,90,345,257,200,69,18,9,0,0,3,0,0,0,0
PL_430570706,Lisków,4277,1848,91,0,553,203,34,41,444,263,145,55,7,9,0,0,3,0,0,0,0
