gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_110615,Encarnação,3260,1238,15,44,329,354,82,167,139,52,10,5,2,7,8,11,13
PT_110616,Graça,5900,2513,55,76,696,705,172,346,312,46,33,14,0,12,14,10,22
PT_110617,Lapa,9230,4286,52,129,1590,799,630,404,238,314,27,13,6,14,22,23,25
PT_110618,Lumiar,33617,14902,218,716,4744,3521,1519,1906,1106,675,73,38,11,50,55,101,169
PT_110619,Madalena,416,181,2,5,33,54,12,28,31,7,2,4,0,0,0,2,1
PT_110620,Mártires,394,161,2,3,51,33,19,17,14,15,1,1,0,1,3,1,0
PT_110621,Marvila,37634,12165,314,420,2168,3925,725,1616,2089,150,286,42,26,104,123,92,85
PT_110622,Mercês,4684,2026,43,81,469,537,169,318,250,78,17,15,3,7,9,18,12
PT_110623,Nossa Senhora De Fátima,16116,7538,88,268,2704,1706,963,750,516,318,28,33,7,25,28,37,67
PT_110624,Pena,4795,1914,32,71,513,534,196,249,196,38,29,15,2,15,9,8,7
PT_110625,Penha De França,12464,5309,94,179,1519,1514,402,738,556,111,44,20,9,25,33,32,33
PT_110626,Prazeres,6850,2697,29,96,776,725,279,288,310,94,34,13,2,12,12,12,15
PT_110627,Sacramento,913,371,9,11,81,97,42,56,49,8,4,5,1,1,3,3,1
PT_110628,Santa Catarina,4101,1605,20,63,374,508,119,247,166,39,14,10,3,11,7,14,10
PT_110629,Santa Engrácia,5068,2080,37,82,585,601,153,265,248,25,22,11,1,12,10,14,14
PT_110630,Santa Isabel,6956,3123,38,125,1025,677,344,376,264,165,15,10,1,15,16,21,31
PT_110631,Santa Justa,893,213,8,10,53,58,18,27,26,2,3,0,0,0,3,1,4
PT_110632,Santa Maria De Belém,8997,3802,56,123,1203,894,444,431,346,182,23,15,2,12,27,20,24
PT_110633,Santa Maria dos Olivais,45137,19520,391,777,4912,5616,1463,2572,2459,475,263,61,31,88,165,110,137
PT_110634,Santiago,910,395,5,12,111,107,26,46,57,9,7,1,1,2,3,5,3
PT_110635,Santo Condestável,16456,7010,115,262,1989,1851,623,970,760,190,70,30,10,24,33,31,52
PT_110636,Santo Estêvão,2160,859,20,36,162,249,45,89,215,10,15,5,3,3,3,3,1
PT_110637,Santos-o-Velho,4261,1745,41,55,447,455,189,177,210,101,21,11,3,7,14,7,7
PT_110638,São Cristóvão E São Lourenço,1476,560,13,20,145,162,38,66,76,14,9,1,0,3,6,5,2
PT_110639,São Domingos De Benfica,30202,14393,205,617,5068,3401,1510,1553,1079,466,65,46,11,53,53,95,171
PT_110640,São Francisco Xavier,7112,3776,51,150,1514,673,553,364,196,167,7,15,3,12,16,20,35
PT_110641,São João,15499,5849,96,206,1605,1634,435,826,739,105,60,30,3,18,33,31,28
PT_110642,São João De Brito,12679,6017,82,234,2373,1142,773,638,383,203,26,33,5,23,35,24,43
PT_110643,São João De Deus,11545,5487,57,221,2105,1048,754,600,315,200,27,27,1,13,30,42,47
PT_110644,São Jorge De Arroios,18705,7543,121,295,2521,1682,752,1053,664,207,40,27,6,32,38,53,52
PT_110645,São José,3232,1262,27,48,342,350,92,179,154,31,9,6,1,4,4,7,8
PT_110646,São Mamede,5619,2602,31,75,855,569,365,270,156,197,18,6,1,11,7,25,16
PT_110647,São Miguel,1704,621,11,19,97,240,28,53,148,4,11,3,0,3,2,1,1
PT_110648,São Nicolau,1190,451,5,26,131,96,46,68,46,13,4,0,2,0,1,7,6
PT_110649,São Paulo,3174,1059,17,39,236,333,81,149,148,19,9,4,1,1,3,12,7
PT_110650,São Sebastião Da Pedreira,7340,3460,36,139,1333,635,529,330,168,190,13,8,1,8,9,20,41
PT_110651,São Vicente De Fora,3642,1277,31,34,270,405,79,163,229,19,20,10,2,4,4,4,3
PT_110652,Sé,1148,498,15,17,132,116,53,69,54,21,4,3,0,1,7,5,1
PT_110653,Socorro,3121,1046,29,29,261,326,53,143,155,11,12,3,0,5,8,6,5
PT_110701,Apelação,3937,1354,34,46,212,462,76,108,324,14,21,13,3,4,14,10,13
PT_110722,Bobadela,7394,3526,78,201,585,1192,198,464,625,51,36,10,1,17,29,21,18
PT_110702,Bucelas,4077,1603,34,95,226,519,84,185,371,28,22,10,0,9,5,9,6
PT_110703,Camarate,16612,6578,194,251,1167,1928,463,623,1431,78,144,28,24,51,92,63,41
PT_110705,Fanhões,2337,1047,17,47,190,333,49,97,256,9,19,1,1,2,8,8,10
PT_110706,Frielas,1732,805,12,41,137,295,35,110,115,14,11,2,6,8,3,9,7
PT_110707,Loures,21478,8714,247,399,2107,2366,701,1060,1259,161,102,38,14,43,61,58,98
PT_110708,Lousa,2719,995,29,47,228,283,63,93,198,16,12,5,0,4,4,9,4
PT_110709,Moscavide,11335,4974,120,194,956,1718,260,614,815,75,65,27,12,28,22,25,43
PT_110719,Portela,12696,5974,88,340,2252,1277,618,605,399,197,22,22,0,22,18,53,61
PT_110723,Prior Velho,5396,2217,49,107,425,642,155,302,365,42,36,6,5,18,29,18,18
PT_110712,Sacavém,13247,5990,150,248,1056,1899,313,703,1296,106,79,13,5,14,41,24,43
PT_110713,Santa Iria De Azoia,14414,6830,171,305,984,1893,282,661,2136,78,119,19,7,37,47,39,52
PT_110714,Santo Antão Do Tojal,3669,1606,38,70,255,504,70,135,412,24,48,7,2,5,10,9,17
PT_110724,Santo António Dos Cavaleiros,20007,7434,161,385,1650,1916,540,1273,992,147,93,30,12,55,60,77,43
PT_110715,São João Da Talha,14427,6231,190,327,1088,1788,367,751,1338,98,96,21,11,29,52,35,40
PT_110716,São Julião Do Tojal,2862,1282,22,47,167,414,42,110,400,11,22,8,1,9,5,9,15
PT_110717,Unhos,7539,2877,86,119,478,897,185,285,614,40,62,17,2,29,28,14,21
PT_110811,Atalaia,1484,575,16,47,233,119,60,44,26,3,11,1,1,3,1,6,4
PT_110801,Lourinhã,8717,3375,96,220,1178,742,298,406,195,72,44,14,5,16,17,38,34
PT_110809,Marteleira,1596,510,18,38,173,122,56,38,19,5,7,2,2,5,1,20,4
PT_110802,Miragaia,1680,676,30,49,260,180,56,37,28,13,10,1,0,0,1,5,6
PT_110803,Moita Dos Ferreiros,1757,586,22,31,311,91,66,29,13,2,2,4,1,2,1,8,3
PT_110804,Moledo,395,182,9,5,86,26,23,16,9,0,4,0,0,1,0,1,2
PT_110805,Reguengo Grande,1448,461,10,31,151,137,35,24,42,3,7,4,0,6,1,7,3
PT_110810,Ribamar,1874,664,19,39,287,102,98,51,29,11,8,5,1,5,4,1,4
PT_110806,Santa Bárbara,1459,569,16,39,234,87,75,54,29,11,3,1,3,3,6,4,4
PT_110807,São Bartolomeu Dos Galegos,1023,381,16,30,119,121,24,25,25,7,6,1,0,2,3,1,1
PT_110808,Vimeiro,1186,534,10,32,215,113,56,38,34,12,6,4,1,4,1,4,4
PT_110901,Azueira,2465,962,37,59,288,348,49,65,48,29,11,2,1,5,8,6,6
PT_110902,Carvoeira,1320,543,14,22,157,122,50,79,56,12,7,2,2,5,2,9,4
PT_110903,Cheleiros,1047,449,11,32,184,129,32,21,16,7,5,3,0,2,2,2,3
PT_110904,Encarnação,3351,1374,57,84,743,177,124,66,38,31,11,6,2,6,7,14,8
PT_110905,Enxara Do Bispo,1359,432,14,19,130,135,27,30,39,14,9,2,0,3,1,6,3
PT_110906,Ericeira,6371,2398,44,135,708,632,190,315,157,120,13,15,3,13,26,18,9
PT_110907,Gradil,839,380,9,24,120,98,20,35,45,9,5,3,1,3,0,3,5
PT_110908,Igreja Nova,2153,850,34,76,234,228,63,97,64,22,5,7,0,2,4,4,10
PT_110909,Mafra,11087,4353,93,319,1225,1014,376,675,344,120,35,14,7,27,32,40,32
PT_110910,Malveira,4151,1528,53,82,450,323,128,188,152,46,28,11,3,11,14,22,17
PT_110911,Milharado,4622,1889,72,138,506,516,169,170,146,67,20,12,2,15,10,28,18
PT_110912,Santo Estêvão Das Galés,1294,582,26,35,162,127,57,51,71,15,10,2,1,5,5,10,5
PT_110913,Santo Isidoro,2842,1139,33,92,398,253,92,117,64,25,14,10,3,5,6,18,9
PT_110917,São Miguel De Alcainça,1230,524,13,36,177,103,54,62,40,16,7,2,2,4,2,2,4
PT_110914,Sobral Da Abelheira,943,418,7,34,127,142,25,26,26,8,6,2,1,4,0,3,7
PT_110916,Venda Do Pinheiro,5160,2178,57,142,606,517,219,265,195,64,19,11,5,17,14,26,21
PT_110915,Vila Franca Do Rosário,673,263,7,12,77,67,25,31,22,12,1,5,1,0,0,3,0
PT_111601,Caneças,9591,3828,122,200,824,990,283,494,663,45,63,18,6,28,38,33,21
PT_111602,Famões,8211,3651,101,185,870,1058,288,445,437,52,48,11,9,31,51,31,34
PT_111603,Odivelas,47453,18906,439,912,4724,5424,1387,2505,2379,265,199,86,21,116,162,138,149
PT_111604,Olival De Basto,5092,2139,60,94,451,669,141,259,348,20,27,17,3,9,12,17,12
PT_111605,Pontinha,20640,7965,230,275,1648,2550,464,975,1284,100,137,45,11,49,71,55,71
PT_111606,Póvoa De Santo Adrião,12327,4882,98,210,1282,1399,335,635,612,88,57,22,10,28,40,37,29
PT_111607,Ramada,14321,6110,158,335,1497,1544,501,845,808,115,82,17,9,51,42,47,59
PT_111006,Algés,18892,8322,152,372,2728,1971,876,966,705,292,46,24,23,29,25,35,78
PT_111002,Barcarena,10452,4456,103,204,977,1204,395,651,605,96,51,19,5,32,33,39,42
PT_111003,Carnaxide,18769,7743,115,483,2149,1864,713,1092,819,190,61,21,8,37,50,59,82
PT_111011,Caxias,6828,2831,66,145,838,654,311,374,236,91,20,20,3,16,20,13,24
PT_111007,Cruz Quebrada - Dafundo,5588,2442,47,113,551,729,183,336,330,44,35,8,8,10,12,12,24
PT_111008,Linda-a-Velha,18995,8178,117,445,2321,2203,702,1137,772,158,56,39,13,39,37,60,79
PT_111004,Oeiras E São Julião Da Barra,31635,13760,210,678,4544,3061,1452,1790,1007,505,83,58,13,61,59,95,144
PT_111005,Paço De Arcos,13289,5399,82,240,1599,1161,628,743,542,176,38,38,2,26,29,53,42
PT_111009,Porto Salvo,11187,4476,92,249,874,1348,357,698,568,85,46,14,6,27,28,41,43
PT_111010,Queijas,8684,4250,82,237,1148,1108,377,549,508,69,38,21,5,23,23,24,38
PT_111118,Agualva,29424,10363,271,486,2214,2960,840,1573,1301,181,117,29,19,54,106,93,119
PT_111102,Algueirão-Mem Martins,48383,16775,371,893,3761,4122,1577,2642,2040,497,209,64,21,110,141,158,169
PT_111103,Almargem Do Bispo,7243,3026,111,155,779,929,223,300,321,59,48,8,6,22,22,21,22
PT_111104,Belas,17075,6241,128,319,1359,1656,584,876,818,118,79,29,7,57,65,78,68
PT_111119,Cacém,17615,6141,129,325,1208,1786,450,885,915,74,94,27,11,36,81,58,62
PT_111115,Casal De Cambra,8498,3116,94,172,697,844,284,409,403,34,45,14,5,20,30,38,27
PT_111105,Colares,6351,2606,67,186,768,656,253,310,210,77,16,12,3,10,8,15,15
PT_111116,Massamá,21033,8187,143,499,1924,2043,710,1372,958,180,65,24,7,42,60,59,101
PT_111120,Mira-Sintra,5703,2253,40,90,457,718,144,269,399,31,23,8,7,16,13,18,20
PT_111117,Monte Abraão,17085,6144,113,307,1412,1625,515,956,782,154,67,24,15,32,36,61,45
PT_111106,Montelavar,3165,1245,38,80,239,426,70,117,203,12,19,6,3,9,5,7,11
PT_111114,Pêro Pinheiro,3929,1444,28,45,445,432,136,114,165,11,21,6,4,10,9,9,9
PT_111107,Queluz,23709,8682,180,372,1769,2550,614,1364,1272,129,117,42,17,51,81,56,68
PT_111108,Rio De Mouro,34053,12156,276,702,2633,3156,1035,1872,1608,205,177,55,10,78,124,112,113
PT_111110,São João Das Lampas,7951,3193,99,232,859,833,250,388,289,49,50,21,8,28,27,25,35
PT_111121,São Marcos,9631,3030,58,184,504,782,286,592,368,48,41,18,1,32,26,43,47
PT_111109,Sintra (Santa Maria E São Miguel),8131,3593,64,207,953,885,351,532,348,101,30,16,5,19,17,41,24
PT_111111,Sintra (São Martinho),5097,2013,40,123,498,561,212,254,173,50,26,11,1,14,12,19,19
PT_111112,Sintra (São Pedro De Penaferrim),8672,3658,80,168,922,939,397,492,380,81,39,21,2,21,28,42,46
PT_111113,Terrugem,3823,1459,33,78,391,420,118,178,140,25,24,2,1,9,14,10,16
PT_111201,Santo Quintino,2975,917,17,45,173,262,60,92,227,8,16,3,1,5,3,4,1
PT_111202,Sapataria,2114,744,25,42,109,214,61,73,163,11,15,5,2,5,4,10,5
PT_111203,Sobral De Monte Agraço,2619,1136,27,55,283,245,64,135,250,25,20,3,3,10,3,8,5
PT_111301,A Dos Cunhados,6382,2265,49,158,883,509,171,235,119,46,19,13,3,10,8,22,20
PT_111302,Campelos,2369,801,27,55,338,147,86,48,35,16,10,2,1,6,3,24,3
PT_111303,Carmões,745,310,4,5,77,125,14,29,41,3,6,0,1,0,3,1,1
PT_111304,Carvoeira,1475,536,8,28,131,149,31,56,112,3,7,1,2,2,3,2,1
PT_111305,Dois Portos,1914,674,17,28,145,232,36,59,110,16,13,4,2,3,2,4,3
PT_111306,Freiria,2123,809,17,34,342,195,46,75,39,22,8,4,1,7,1,7,11
PT_111320,Maceira,1625,631,24,38,131,162,41,90,101,8,14,2,2,2,4,9,3
PT_111307,Matacães,1034,469,17,27,99,148,31,46,77,9,4,1,0,4,0,5,1
PT_111308,Maxial,2546,808,13,26,217,292,49,66,102,8,13,8,2,6,1,4,1
PT_111309,Monte Redondo,715,287,13,17,59,78,22,38,43,7,4,0,1,1,0,0,4
PT_111319,Outeiro Da Cabeça,916,311,6,11,74,98,19,33,47,3,11,2,0,4,1,1,1
PT_111310,Ponte Do Rol,1858,786,20,63,225,249,59,79,49,18,8,5,1,0,3,4,3
PT_111311,Ramalhal,2767,1206,26,65,295,379,69,121,152,35,20,4,2,12,8,12,6
PT_111312,Runa,864,394,8,17,67,103,32,40,109,8,5,1,0,2,0,1,1
PT_111314,São Pedro Da Cadeira,3798,1290,34,72,436,360,89,112,107,17,16,12,1,12,6,9,7
PT_111316,Silveira,6419,2461,67,130,827,626,215,292,148,53,27,9,8,19,15,14,11
PT_111313,Torres Vedras (Santa Maria Do Castelo E São Miguel),4252,1630,45,99,381,475,105,176,241,38,27,8,2,8,4,10,11
PT_111315,Torres Vedras (São Pedro E São Tiago),15535,6043,123,322,1779,1402,496,769,730,156,78,31,10,36,31,44,36
PT_111317,Turcifal,2522,905,22,44,188,328,58,102,108,17,14,2,1,4,7,4,6
PT_111318,Ventosa,4632,1683,41,90,644,502,106,102,128,27,13,2,4,10,6,4,4
PT_111401,Alhandra,6079,2727,56,93,339,805,96,329,879,34,38,7,3,10,10,13,15
PT_111402,Alverca Do Ribatejo,23065,9550,230,474,1511,2836,484,1300,2194,112,121,51,6,34,56,72,69
PT_111403,Cachoeiras,589,261,7,23,37,84,12,20,68,2,2,2,1,2,0,1,0
PT_111404,Calhandriz,792,349,7,22,56,105,11,50,81,1,5,0,0,3,3,3,2
PT_111405,Castanheira Do Ribatejo,6185,2294,41,128,326,702,120,240,583,47,39,6,5,15,4,24,14
PT_111411,Forte Da Casa,9449,3647,80,151,787,1051,283,487,555,64,59,18,2,23,31,31,25
PT_111406,Póvoa De Santa Iria,21164,8544,196,534,1504,2198,644,1406,1486,144,113,28,9,58,82,66,76
PT_111407,São João Dos Montes,3714,1744,47,82,280,441,95,167,526,18,30,9,0,18,7,13,11
PT_111410,Sobralinho,3871,1572,27,84,185,516,61,210,402,19,26,6,1,13,2,12,8
PT_111408,Vialonga,14489,5365,118,255,811,1262,329,733,1484,59,121,18,6,31,47,41,50
PT_111409,Vila Franca De Xira,16262,6279,95,272,1297,1702,448,921,1194,97,92,31,10,30,32,26,32
PT_310101,Arco Da Calheta,3420,1489,45,25,1024,90,168,33,51,6,7,4,2,3,3,24,4
PT_310102,Calheta,3491,1471,42,30,991,94,146,48,37,10,14,3,4,12,4,31,5
PT_310103,Estreito Da Calheta,1825,699,12,10,523,35,62,17,19,3,2,5,0,3,2,4,2
PT_310104,Fajã Da Ovelha,1248,469,12,3,321,19,83,7,13,2,1,1,0,3,1,3,0
PT_310105,Jardim Do Mar,247,143,4,9,76,31,2,7,3,5,1,1,0,2,0,0,2
PT_310106,Paúl Do Mar,880,283,2,4,179,18,44,9,12,0,2,1,0,0,1,11,0
PT_310107,Ponta Do Pargo,1275,574,14,11,382,32,97,6,11,3,3,2,2,2,2,5,2
PT_310108,Prazeres,780,367,5,12,259,16,57,6,7,0,1,0,0,2,1,1,0
PT_310201,Câmara De Lobos,15106,5138,123,85,2941,495,374,226,331,33,48,38,7,48,27,345,17
PT_310202,Curral Das Freiras,2191,729,19,6,483,39,56,12,70,0,9,7,5,3,1,19,0
PT_310203,Estreito De Câmara De Lobos,9707,4042,128,75,2452,296,304,146,153,27,49,34,9,22,6,332,9
PT_310205,Jardim Da Serra,3331,1308,51,13,679,199,55,38,108,8,22,10,5,15,5,97,3
PT_310204,Quinta Grande,2005,901,9,15,594,83,59,30,26,2,4,4,5,7,6,55,2
PT_310303,Funchal (Santa Luzia),6297,2472,49,44,1143,479,244,173,183,30,29,17,4,22,13,33,9
PT_310304,Funchal (Santa Maria Maior),14718,6062,208,167,2679,1050,573,462,528,43,79,34,16,44,20,140,19
PT_310308,Funchal (São Pedro),8092,2902,76,67,1303,479,307,230,278,26,42,10,3,22,6,49,4
PT_310310,Funchal (Sé),2983,1027,26,27,513,151,145,60,60,11,5,8,1,6,3,6,5
PT_310301,Imaculado Coração De Maria,6888,2627,60,81,1218,415,254,203,222,16,53,15,7,31,11,38,3
PT_310302,Monte,7037,2947,66,73,1420,439,263,180,261,23,55,19,5,38,11,84,10
PT_310305,Santo António,23963,10308,321,257,4920,1503,721,570,1231,61,159,66,24,100,41,304,30
PT_310306,São Gonçalo,6452,2664,72,73,1241,444,226,180,240,16,46,14,5,22,9,66,10
PT_310307,São Martinho,23050,9197,242,245,4126,1473,897,754,737,99,135,48,15,89,44,252,41
PT_310309,São Roque,9189,4331,97,128,2096,628,284,243,493,31,70,19,14,46,15,150,17
PT_310401,Água De Pena,2034,876,26,22,392,281,44,48,32,4,2,3,3,7,3,9,0
PT_310402,Caniçal,3594,1025,17,17,556,243,80,29,25,6,8,6,1,8,3,25,1
PT_310403,Machico,11752,3587,80,85,1542,1121,172,206,178,14,34,11,5,27,14,89,9
PT_310404,Porto Da Cruz,2926,1316,44,16,832,200,60,55,38,7,18,5,5,8,2,25,1
PT_310405,Santo António Da Serra,1405,555,10,9,349,72,35,28,27,0,2,3,1,3,1,14,1
PT_310501,Canhas,4269,1537,29,16,1103,145,124,32,38,6,10,3,3,7,5,12,4
PT_310502,Madalena Do Mar,639,237,4,8,141,33,22,7,5,1,3,3,0,2,0,7,1
PT_310503,Ponta Do Sol,4852,1795,45,33,1138,231,108,79,48,16,16,13,4,15,3,41,5
PT_310601,Achadas Da Cruz,273,132,4,5,89,33,0,0,0,0,0,0,1,0,0,0,0
PT_310602,Porto Moniz,2117,1080,42,35,666,188,70,23,21,6,7,3,1,2,1,12,3
PT_310603,Ribeira Da Janela,407,159,6,1,105,37,6,0,1,0,0,1,0,0,1,1,0
PT_310604,Seixal,869,401,1,6,220,144,12,8,5,0,0,0,0,1,0,4,0
PT_320101,Porto Santo,5171,1877,57,90,1009,386,107,73,54,19,24,10,5,8,3,30,2
PT_310701,Campanário,4634,2005,66,32,1366,147,130,58,78,7,20,14,3,29,10,43,2
PT_310702,Ribeira Brava,7053,2885,63,67,1843,277,250,118,91,15,33,15,10,33,2,62,6
PT_310703,Serra De Água,1347,541,20,7,329,64,62,13,15,2,5,3,1,7,4,8,1
PT_310704,Tábua,1223,422,3,6,288,42,33,14,15,0,5,2,1,4,0,8,1
PT_310802,Camacha,7055,3465,110,138,1824,455,261,181,179,31,58,16,9,47,11,130,15
PT_310803,Caniço,16173,7361,215,247,3215,985,897,566,571,88,115,25,22,116,24,251,24
PT_310804,Gaula,3610,1635,50,43,831,243,150,96,113,12,19,4,6,21,4,42,1
PT_310805,Santa Cruz,6879,2399,83,55,1059,453,216,174,166,23,35,11,1,34,11,68,10
PT_310806,Santo António Da Serra,952,464,11,4,315,47,38,13,22,1,3,1,1,2,1,3,2
PT_310901,Arco De São Jorge,527,247,12,4,141,48,15,10,6,3,2,1,1,2,0,2,0
PT_310902,Faial,2025,738,20,15,549,62,31,19,14,2,8,2,1,7,1,6,1
PT_310906,Ilha,429,172,10,3,128,18,4,2,1,2,1,1,1,1,0,0,0
PT_310903,Santana,4010,1520,59,30,866,267,96,67,43,10,12,9,7,20,2,26,6
PT_310904,São Jorge,1863,795,29,15,488,96,73,24,19,2,11,2,0,8,0,26,2
PT_310905,São Roque Do Faial,780,393,15,5,264,43,19,9,14,1,3,2,1,5,2,9,1
PT_311001,Boa Ventura,1882,674,24,5,470,78,54,13,9,4,8,0,3,1,0,5,0
PT_311002,Ponta Delgada,1508,632,17,16,351,135,36,30,23,4,4,1,1,5,0,7,2
PT_311003,São Vicente,3790,1452,41,26,877,278,89,48,30,7,4,5,6,12,0,25,4
PT_120101,Alter Do Chão,2114,781,20,31,250,173,76,77,104,14,16,4,2,3,1,2,8
PT_120102,Chancelaria,495,202,4,7,43,81,13,7,40,2,2,1,1,1,0,0,0
PT_120104,Cunheira,380,179,9,7,25,72,1,8,45,1,8,0,1,0,1,1,0
PT_120103,Seda,364,195,2,3,20,45,12,10,96,2,4,0,0,0,1,0,0
PT_120201,Assunção,1629,632,4,31,173,180,41,56,109,4,18,3,2,3,4,3,1
PT_120202,Esperança,842,285,9,17,94,112,15,11,14,2,3,4,1,0,0,2,1
PT_120203,Mosteiros,426,133,3,2,31,51,4,12,21,2,2,0,0,1,4,0,0
PT_120301,Alcôrrego,377,244,3,8,13,16,3,6,190,0,1,2,0,0,0,1,1
PT_120302,Aldeia Velha,310,195,8,2,21,30,7,7,114,0,1,2,0,1,1,0,1
PT_120303,Avis,1530,709,11,25,107,135,17,71,327,4,4,1,0,1,0,3,3
PT_120304,Benavila,784,387,9,12,35,86,11,22,194,2,9,1,0,1,3,1,1
PT_120305,Ervedal,536,294,6,3,48,59,10,22,129,1,13,3,0,0,0,0,0
PT_120306,Figueira E Barros,289,152,3,4,15,29,3,9,84,0,1,1,1,1,0,1,0
PT_120307,Maranhão,72,19,0,0,1,2,0,0,15,0,0,1,0,0,0,0,0
PT_120308,Valongo,261,182,4,6,26,39,20,7,76,0,3,1,0,0,0,0,0
PT_120401,Nossa Senhora Da Expectação,3366,1126,14,34,185,450,53,114,244,6,13,1,0,4,3,1,4
PT_120402,Nossa Senhora Da Graça Dos Degolados,543,207,3,2,17,87,6,31,56,0,3,1,0,1,0,0,0
PT_120403,São João Baptista,3749,1176,19,32,156,467,44,104,311,2,33,0,2,0,3,1,2
PT_120501,Nossa Senhora Da  Graça De Póvoa E Meadas,582,273,8,16,48,111,8,20,44,3,12,1,1,1,0,0,0
PT_120502,Santa Maria Da Devesa,1561,672,9,38,230,179,36,71,74,8,10,3,0,4,0,6,4
PT_120503,Santiago Maior,346,117,1,1,39,50,6,6,6,0,2,0,0,5,0,1,0
PT_120504,São João Baptista,680,302,6,16,94,106,14,30,19,4,3,2,0,2,3,3,0
PT_120601,Aldeia Da Mata,398,206,5,1,49,87,12,10,37,1,3,0,0,0,0,0,1
PT_120602,Crato E Mártires,1516,581,8,34,116,174,35,51,133,3,11,1,2,3,3,1,6
PT_120603,Flor Da Rosa,269,127,3,9,41,19,7,13,25,2,3,1,0,0,1,1,2
PT_120604,Gáfete,920,378,5,9,70,168,17,28,61,2,14,0,1,1,1,0,1
PT_120605,Monte Da Pedra,294,146,3,3,23,59,8,5,36,0,7,1,0,1,0,0,0
PT_120606,Vale Do Peso,249,113,3,5,27,34,2,4,27,1,6,0,1,1,0,1,1
PT_120701,"Ajuda, Salvador E Santo Ildefonso",1088,261,6,4,58,98,23,35,22,6,4,2,0,1,0,1,1
PT_120702,Alcáçova,1991,532,6,13,96,245,49,64,38,1,8,5,0,1,1,5,0
PT_120703,Assunção,6779,1926,33,113,634,464,252,234,96,37,19,6,1,6,9,12,10
PT_120704,Barbacena,654,182,3,3,40,73,12,6,30,1,7,2,0,1,1,2,1
PT_120705,Caia E São Pedro,4007,850,12,48,131,345,76,119,74,11,13,2,1,4,1,8,5
PT_120706,Santa Eulália,1164,332,5,12,65,144,17,22,49,0,7,4,0,3,2,2,0
PT_120707,São Brás E São Lourenço,1522,379,1,16,76,141,29,47,39,7,7,2,0,2,4,6,2
PT_120708,São Vicente E Ventosa,691,203,3,3,20,99,9,17,30,1,6,4,0,0,1,10,0
PT_120709,Terrugem,1122,447,9,29,82,139,41,42,64,9,11,4,1,1,3,3,9
PT_120710,Vila Boim,1143,422,9,10,80,150,44,36,50,7,22,3,0,3,3,2,3
PT_120711,Vila Fernando,310,101,2,4,24,44,8,10,6,2,1,0,0,0,0,0,0
PT_120801,Cabeço De Vide,1004,366,5,14,75,116,30,22,80,6,5,5,1,3,0,4,0
PT_120802,Fronteira,1994,794,15,21,233,226,60,83,91,14,20,5,2,7,9,4,4
PT_120803,São Saturnino,280,190,0,9,37,72,10,8,51,0,2,0,0,1,0,0,0
PT_120901,Atalaia,162,99,2,3,14,35,2,22,15,2,1,0,0,2,1,0,0
PT_120902,Belver,788,409,7,12,59,212,17,26,57,1,12,2,0,2,1,1,0
PT_120903,Comenda,870,410,6,15,71,178,17,21,85,5,10,0,0,1,0,0,1
PT_120904,Gavião,1439,650,17,35,138,234,40,65,71,4,23,4,2,4,2,4,7
PT_120905,Margem,898,308,4,12,48,149,11,22,42,3,11,1,1,1,0,3,0
PT_121001,Beirã,484,174,2,15,46,66,14,15,8,1,2,1,0,2,0,1,1
PT_121002,Santa Maria De Marvão,451,163,3,12,63,51,13,9,6,1,0,0,0,1,0,3,1
PT_121003,Santo António Das Areias,1123,392,12,16,115,174,19,24,20,1,5,1,0,1,1,2,1
PT_121004,São Salvador Da Aramenha,1324,427,7,30,174,120,20,29,30,5,6,0,0,0,1,4,1
PT_121101,Assumar,600,215,2,7,28,64,11,10,85,0,5,2,0,0,0,1,0
PT_121102,Monforte,1163,462,6,19,119,128,51,51,68,1,10,1,0,3,2,2,1
PT_121103,Santo Aleixo,670,213,9,3,28,91,6,23,39,1,9,1,0,1,1,0,1
PT_121104,Vaiamonte,561,252,2,4,39,85,13,20,70,5,11,0,0,0,1,1,1
PT_121201,Alpalhão,1290,450,5,26,167,122,36,25,54,3,4,1,0,3,0,1,3
PT_121202,Amieira Do Tejo,258,126,1,3,23,44,3,2,36,2,6,0,2,0,0,2,2
PT_121203,Arez,282,116,3,3,31,53,4,4,9,3,1,2,0,0,2,0,1
PT_121204,Espírito Santo,1886,681,18,37,237,170,39,68,85,6,8,2,1,1,2,2,5
PT_121205,Montalvão,494,194,5,5,27,76,8,12,56,0,4,0,0,0,0,0,1
PT_121206,Nossa Senhora Da Graça,1329,481,8,18,133,126,22,70,79,4,5,3,1,4,2,3,3
PT_121207,Santana,439,251,5,7,13,128,4,20,64,0,7,2,0,0,1,0,0
PT_121208,São Matias,383,188,2,2,61,68,11,9,25,0,4,2,0,3,0,0,1
PT_121209,São Simão,148,92,1,2,18,30,2,3,26,0,8,1,0,0,1,0,0
PT_121210,Tolosa,949,373,7,20,101,136,19,24,48,1,10,2,0,1,0,1,3
PT_121304,Foros De Arrão,954,367,4,9,23,73,4,41,195,3,5,4,1,2,0,3,0
PT_121301,Galveias,1284,413,7,13,107,70,13,58,126,3,9,0,1,1,1,1,3
PT_121305,Longomel,1229,474,7,17,38,186,11,44,135,4,18,5,0,1,3,2,3
