gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_011315,São Martinho Da Gândara,1925,763,11,31,339,212,71,38,26,7,7,3,0,4,1,1,12
PT_011318,São Roque,4678,1791,45,91,567,529,164,196,66,32,39,5,5,7,5,6,34
PT_011316,Travanca,1522,552,14,24,221,124,96,36,14,4,6,1,1,1,2,3,5
PT_011317,Ul,2413,892,15,38,382,228,123,49,24,4,9,4,1,3,0,2,10
PT_011319,Vila De Cucujães,10314,3644,72,158,1158,1218,320,337,152,42,40,13,8,22,8,17,79
PT_011401,Bustos,2429,829,19,47,399,88,188,39,25,6,5,6,0,3,1,1,2
PT_011402,Mamarrosa,1448,561,12,27,310,63,100,21,17,4,2,1,1,0,0,0,3
PT_011403,Oiã,6393,2128,40,131,1063,254,353,141,60,26,12,9,3,4,4,11,17
PT_011404,Oliveira Do Bairro,5126,1633,27,83,801,196,239,131,79,34,16,3,1,1,5,4,13
PT_011405,Palhaça,2501,964,22,50,575,92,133,40,14,11,4,2,1,2,0,5,13
PT_011406,Troviscal,2313,914,15,42,441,85,207,33,48,10,11,3,0,4,6,5,4
PT_011501,Arada,2912,1107,23,68,447,251,82,107,53,13,29,5,2,10,2,5,10
PT_011502,Cortegaça,3455,1438,34,76,432,489,110,145,79,16,22,7,0,6,4,6,12
PT_011503,Esmoriz,10027,3646,103,221,1129,1015,291,405,268,35,48,20,8,21,5,25,52
PT_011504,Maceda,3201,1088,29,72,325,342,58,94,109,8,15,2,5,5,5,5,14
PT_011505,Ovar,15302,5867,68,344,1540,1372,384,998,747,76,146,17,43,20,14,28,70
PT_011508,São João De Ovar,5752,2091,36,130,578,582,157,280,217,33,38,1,2,11,4,8,14
PT_011506,São Vicente De Pereira Jusã,2112,751,8,33,279,230,57,53,46,11,9,0,0,2,2,7,14
PT_011507,Válega,5773,1701,23,105,659,442,96,167,116,12,23,5,1,7,8,13,24
PT_010901,Argoncilhe,7321,3140,48,148,1193,922,289,277,126,5,41,15,2,14,5,13,42
PT_010902,Arrifana,5781,2197,45,111,665,805,153,230,97,8,20,5,2,7,1,12,36
PT_010927,Caldas De São Jorge,2485,1069,14,76,313,351,101,103,54,14,6,8,0,5,2,6,16
PT_010903,Canedo,5658,1577,38,43,742,366,119,110,65,22,22,4,2,10,5,13,16
PT_010904,Escapães,2884,1051,22,58,364,287,95,124,44,13,16,2,1,3,2,6,14
PT_010905,Espargo,1359,580,18,27,211,141,41,74,32,2,13,3,2,3,2,4,7
PT_010906,Feira,10172,3753,45,217,1273,991,310,499,191,67,51,13,1,19,2,15,59
PT_010907,Fiães,7593,3111,70,169,836,1025,242,319,244,59,52,13,8,18,6,17,33
PT_010908,Fornos,2673,949,13,55,338,256,78,101,66,6,13,4,2,4,0,3,10
PT_010909,Gião,1602,553,9,26,266,115,71,25,17,5,4,4,0,1,2,0,8
PT_010910,Guisande,1323,536,11,26,251,124,57,28,18,3,6,3,0,1,2,1,5
PT_010911,Lobão,5257,1572,16,54,666,429,138,159,37,11,17,8,4,9,5,6,13
PT_010912,Louredo,1389,513,10,20,283,96,48,26,14,3,3,1,0,1,1,1,6
PT_010913,Lourosa,8519,3448,89,136,1137,1131,260,378,146,33,45,8,6,20,8,19,32
PT_010914,Milheirós De Poiares,3209,1152,28,77,363,386,71,96,62,11,12,6,2,15,1,6,16
PT_010915,Mosteiró,1824,628,11,24,175,218,42,79,35,5,12,6,1,7,4,5,4
PT_010916,Mozelos,5825,2586,61,138,742,848,187,305,156,34,42,9,8,19,5,8,24
PT_010917,Nogueira Da Regedoura,4554,1857,24,94,652,561,129,187,96,25,31,9,2,12,5,12,18
PT_010919,Paços De Brandão,4375,2118,34,130,839,455,250,208,94,18,30,9,4,11,1,12,23
PT_010920,Pigeiros,1213,412,9,11,125,137,46,28,33,5,7,0,0,3,0,3,5
PT_010921,Rio Meão,4437,1707,28,104,582,510,168,142,88,13,32,6,4,4,5,4,17
PT_010922,Romariz,3271,1154,16,45,436,349,110,66,25,5,15,5,1,3,3,7,68
PT_010923,Sanfins,1626,598,12,36,190,202,43,59,21,5,6,4,1,5,1,6,7
PT_010924,Sanguedo,3015,1196,26,62,465,303,114,116,53,10,19,6,2,5,2,4,9
PT_010925,Santa Maria De Lamas,4784,2148,41,90,735,682,185,212,105,14,27,12,2,12,4,12,15
PT_010926,São João De Ver,7616,2698,57,160,682,941,165,336,189,31,37,17,12,9,4,12,46
PT_010918,São Paio De Oleiros,3673,1724,29,74,460,498,94,176,288,15,41,6,2,6,4,8,23
PT_010928,Souto,4401,1574,44,71,540,467,120,166,69,19,30,8,0,6,7,7,20
PT_010929,Travanca,1794,665,14,40,249,195,31,71,26,7,16,3,0,3,1,3,6
PT_010930,Vale,2041,590,6,18,296,118,68,30,18,8,5,1,0,8,0,0,14
PT_010931,Vila Maior,1330,560,4,28,268,116,53,52,21,2,3,3,2,5,0,2,1
PT_011601,São João Da Madeira,20368,8268,118,497,2451,2367,813,972,543,130,81,31,16,55,20,42,132
PT_011701,Cedrim,910,380,10,9,184,37,79,21,24,2,2,3,0,2,0,3,4
PT_011702,Couto De Esteves,1050,458,12,26,268,68,40,20,7,5,0,3,0,2,0,1,6
PT_011709,Dornelas,701,331,6,34,144,54,54,15,10,4,5,1,0,1,0,0,3
PT_011703,Paradela,756,292,6,21,158,33,31,22,7,5,3,1,0,0,0,1,4
PT_011704,Pessegueiro Do Vouga,1811,700,20,51,341,84,106,42,18,7,5,3,0,2,4,7,10
PT_011705,Rocas Do Vouga,1857,624,17,46,289,144,52,32,30,5,5,0,0,1,0,0,3
PT_011706,Sever Do Vouga,2272,998,18,64,490,141,129,83,28,10,6,4,0,4,0,0,21
PT_011707,Silva Escura,1701,646,12,38,294,129,68,42,31,4,9,4,1,5,2,4,3
PT_011708,Talhadas,1270,523,11,18,255,129,50,27,17,4,3,2,1,0,1,2,3
PT_011801,Calvão,1974,611,8,37,376,37,82,32,11,9,4,1,0,1,1,2,10
PT_011802,Covão Do Lobo,1128,382,10,15,282,20,26,14,4,7,1,0,0,2,0,0,1
PT_011803,Fonte De Angeão,1471,471,9,24,322,27,50,20,8,4,2,0,0,0,3,0,2
PT_011804,Gafanha Da Boa Hora,2527,443,7,33,237,40,68,23,12,10,2,3,1,3,0,0,4
PT_011805,Ouca,1678,503,8,16,312,35,90,23,8,2,1,1,0,1,0,2,4
PT_011806,Ponte De Vagos,1883,610,11,27,365,35,103,13,17,7,6,1,0,2,1,9,13
PT_011811,Santa Catarina,1036,363,23,19,185,18,88,10,3,9,3,0,0,2,2,0,1
PT_011810,Santo André De Vagos,1985,672,9,11,461,23,112,24,15,4,3,2,0,0,1,1,6
PT_011809,Santo António De Vagos,1632,586,12,13,370,51,94,23,4,5,3,1,0,2,1,0,7
PT_011807,Sosa,2690,835,29,35,459,73,149,43,17,5,6,5,0,2,2,1,9
PT_011808,Vagos,3781,1332,29,80,526,237,184,140,45,34,16,11,2,5,2,6,15
PT_011901,Arões,1901,653,16,25,247,81,212,21,17,10,5,1,1,6,0,2,9
PT_011903,Cepelos,1600,605,16,25,298,77,90,46,22,3,4,7,1,1,0,2,13
PT_011904,Codal,938,485,20,32,138,128,44,46,34,7,15,4,1,6,1,3,6
PT_011905,Junqueira,1251,586,18,24,287,40,136,40,12,7,4,0,1,5,1,1,10
PT_011906,Macieira De Cambra,4667,1932,44,111,515,572,280,205,92,16,16,7,1,16,2,12,43
PT_011907,Roge,1780,650,22,22,215,194,95,48,16,9,6,1,1,3,1,1,16
PT_011902,São Pedro De Castelões,7007,2824,92,147,1033,542,393,266,123,38,31,12,6,12,8,22,99
PT_011908,Vila Chã,3641,1555,42,72,593,331,222,141,70,20,17,1,3,6,2,4,31
PT_011909,Vila Cova De Perrinho,430,205,9,15,72,28,41,10,10,1,3,3,1,1,1,1,9
PT_020101,Aljustrel,4850,2081,34,92,118,473,54,187,1060,11,31,3,1,0,2,9,6
PT_020102,Ervidel,1128,476,5,8,46,82,13,46,251,2,12,2,1,2,4,0,2
PT_020103,Messejana,980,394,10,11,19,144,9,30,145,0,13,6,0,4,0,3,0
PT_020105,Rio De Moinhos,748,280,2,2,9,76,5,13,159,1,11,0,0,1,1,0,0
PT_020104,São João De Negrilhos,1610,692,4,17,45,244,18,36,295,7,19,2,2,1,0,0,2
PT_020208,Aldeia Dos Fernandes,599,209,6,2,45,87,3,14,43,0,3,0,1,4,0,1,0
PT_020201,Almodôvar,3353,991,29,35,250,272,56,125,179,5,16,4,2,5,1,6,6
PT_020202,Gomes Aires,442,157,3,1,50,67,6,7,14,2,4,1,1,1,0,0,0
PT_020203,Rosário,667,163,2,3,32,48,5,34,30,1,7,0,0,0,0,0,1
PT_020204,Santa Clara-a-Nova,680,203,11,4,53,72,5,12,31,2,6,3,0,1,2,1,0
PT_020205,Santa Cruz,783,233,6,5,52,85,12,24,42,3,2,1,1,0,0,0,0
PT_020206,São Barnabé,654,186,6,7,86,37,8,13,16,2,6,0,1,2,1,1,0
PT_020207,Senhora Da Graca De Padrões,424,140,1,1,26,61,1,14,32,0,3,0,0,1,0,0,0
PT_020301,Alvito,1071,417,6,8,92,68,36,35,154,5,6,3,0,2,2,0,0
PT_020302,Vila Nova Da Baronia,1076,378,5,12,53,124,12,38,112,4,14,2,1,0,0,1,0
PT_020401,Barrancos,1577,498,8,34,37,175,37,23,156,1,19,1,2,2,0,2,1
PT_020501,Albernoa,739,306,6,8,16,84,6,17,156,1,8,0,0,0,1,1,2
PT_020502,Baleizão,1012,461,3,9,23,47,7,66,289,3,8,2,0,0,0,1,3
PT_020509,Beja  (Salvador),5221,1936,35,80,348,459,97,320,508,25,26,8,0,7,6,9,8
PT_020511,Beja (Santa Maria Da Feira),3196,983,23,40,160,198,53,155,296,14,21,3,0,6,2,5,7
PT_020513,Beja (Santiago Maior),6504,2354,36,100,302,512,112,333,844,25,41,7,3,7,11,9,12
PT_020515,Beja (São João Baptista),5550,2450,33,109,753,513,236,328,380,30,19,8,2,5,8,4,22
PT_020503,Beringel,1421,476,12,16,62,131,39,39,162,1,10,0,1,0,1,1,1
PT_020504,Cabeça Gorda,1447,562,8,4,43,183,8,34,247,3,23,1,2,3,0,3,0
PT_020505,Mombeja,331,167,3,2,6,84,4,13,47,1,5,0,0,0,1,0,1
PT_020506,Nossa Senhora Das Neves,1671,597,5,13,50,190,18,77,213,4,14,1,1,2,2,3,4
PT_020507,Quintos,308,150,2,0,9,56,3,9,65,0,6,0,0,0,0,0,0
PT_020508,Salvada,1041,486,8,12,29,110,15,33,249,3,19,1,3,1,1,2,0
PT_020510,Santa Clara De Louredo,695,356,11,12,20,84,3,39,175,2,5,0,1,1,2,1,0
PT_020512,Santa Vitória,646,293,2,6,19,85,2,24,144,0,8,1,0,1,0,1,0
PT_020514,São Brissos,90,43,0,0,2,4,1,4,32,0,0,0,0,0,0,0,0
PT_020516,São Matias,545,208,3,8,29,92,0,12,56,0,3,0,0,1,1,3,0
PT_020518,Trigaches,498,164,4,2,11,76,12,7,44,0,6,0,0,0,2,0,0
PT_020517,Trindade,261,109,4,5,7,30,3,16,40,0,2,0,0,1,0,1,0
PT_020601,Casével,302,158,1,1,15,39,5,23,67,0,5,0,1,0,0,1,0
PT_020602,Castro Verde,4175,1450,21,42,176,369,63,215,485,10,34,5,10,3,5,5,7
PT_020603,Entradas,774,291,4,10,20,67,2,19,149,2,15,0,1,0,0,2,0
PT_020604,Santa Bárbara De Padrões,1075,446,6,6,24,130,9,39,203,3,11,5,2,2,2,4,0
PT_020605,São Marcos Da Ataboeira,387,157,2,1,10,47,1,7,78,0,5,1,0,1,0,0,4
PT_020701,Cuba,2683,1239,15,25,121,391,52,69,543,6,2,6,0,1,3,2,3
PT_020702,Faro Do Alentejo,524,267,3,2,4,115,3,5,126,1,4,0,1,1,0,0,2
PT_020703,Vila Alva,454,232,5,8,46,60,8,10,86,5,2,0,0,1,0,0,1
PT_020704,Vila Ruiva,517,241,3,2,19,78,1,13,111,0,9,0,0,0,0,3,2
PT_020801,Alfundão,841,303,4,10,29,136,10,21,76,1,8,2,1,1,2,2,0
PT_020806,Canhestros,488,191,1,3,24,64,8,11,71,1,2,2,1,0,0,2,1
PT_020802,Ferreira Do Alentejo,4306,1751,24,54,221,517,75,166,609,12,36,7,3,9,4,10,4
PT_020803,Figueira Dos Cavaleiros,1360,609,9,7,45,242,10,29,221,3,25,1,3,2,7,3,2
PT_020804,Odivelas,553,192,7,2,13,115,4,6,33,3,4,2,0,1,0,0,2
PT_020805,Peroguarda,351,148,1,7,10,74,5,5,35,3,6,0,0,0,0,1,1
PT_020901,Alcaria Ruiva,846,312,5,8,29,78,8,13,158,1,9,0,0,0,1,2,0
PT_020902,Corte Do Pinto,919,317,8,7,21,88,13,23,134,4,12,1,4,0,0,2,0
PT_020903,Espírito Santo,393,136,4,2,12,51,9,4,50,1,3,0,0,0,0,0,0
PT_020904,Mértola,2725,1153,32,49,72,347,23,99,485,5,22,3,4,4,2,3,3
PT_020905,Santana De Cambas,771,323,5,14,33,114,9,22,106,2,10,6,1,1,0,0,0
PT_020906,São João Dos Caldeireiros,651,236,4,2,14,53,3,17,133,2,7,0,0,1,0,0,0
PT_020907,São Miguel Do Pinheiro,729,281,9,9,17,97,10,11,112,0,9,1,0,1,0,2,3
PT_020908,São Pedro De Solis,272,86,4,0,17,28,4,2,25,0,3,0,1,0,0,1,1
PT_020909,São Sebastião Dos Carros,255,124,0,1,5,51,4,2,56,1,2,1,0,1,0,0,0
PT_021001,Amareleja,2369,658,8,12,35,136,13,48,361,2,30,4,1,2,1,4,1
PT_021004,Moura (Santo Agostinho),3939,992,10,40,216,324,82,101,186,8,11,1,1,2,3,3,4
PT_021007,Moura (São João Baptista),3805,821,11,38,105,290,44,81,219,5,10,1,3,2,5,3,4
PT_021002,Póvoa De São Miguel,934,204,1,0,48,107,5,8,32,0,2,0,0,0,1,0,0
PT_021003,Safara,1037,285,4,12,31,90,15,10,106,4,11,0,0,1,0,1,0
PT_021005,Santo Aleixo Da Restauração,854,253,1,7,30,92,11,12,89,1,6,2,0,1,1,0,0
PT_021006,Santo Amador,510,175,0,5,8,51,4,5,92,0,10,0,0,0,0,0,0
PT_021008,Sobral Da Adiça,974,237,4,0,22,74,9,17,96,3,10,2,0,0,0,0,0
PT_021113,Bicos,539,201,3,3,14,62,3,10,86,3,13,0,0,2,0,1,1
PT_021116,Boavista Dos Pinheiros,1170,526,19,20,41,156,10,81,162,3,19,3,1,3,2,3,3
PT_021101,Colos,964,351,11,22,58,113,13,26,89,1,9,1,2,1,3,2,0
PT_021117,Longueira/Almograve,1074,338,8,16,84,104,17,37,46,6,5,5,0,3,0,3,4
PT_021115,Luzianes-Gare,442,187,2,4,26,43,6,13,86,4,1,1,0,0,0,1,0
PT_021105,Odemira (Santa Maria),1180,476,9,20,75,93,29,58,171,3,10,1,1,3,1,2,0
PT_021108,Odemira (São Salvador),1705,634,17,37,104,135,29,86,191,5,18,1,1,6,0,4,0
PT_021112,Pereiras-Gare,276,123,3,6,15,29,1,9,49,1,7,1,0,1,1,0,0
PT_021102,Relíquias,960,377,7,13,32,142,8,21,140,2,8,1,0,2,0,1,0
PT_021103,Sabóia,1097,364,13,15,45,133,20,40,65,6,19,1,2,0,0,1,4
PT_021104,Santa Clara-a-Velha,643,233,9,14,35,111,7,18,29,0,2,3,0,1,0,3,1
PT_021106,São Luís,1879,690,14,39,131,128,32,38,235,7,39,9,3,5,3,5,2
PT_021107,São Martinho Das Amoreiras,993,403,5,11,55,172,24,22,81,9,18,1,1,1,0,3,0
PT_021109,São Teotónio,4238,1787,73,80,182,520,69,204,495,18,71,14,8,21,3,23,6
PT_021110,Vale De Santiago,583,306,9,6,27,58,15,16,149,3,14,2,0,0,1,5,1
PT_021111,Vila Nova De Milfontes,3957,1151,22,59,227,270,77,157,238,20,42,7,0,7,8,11,6
PT_021114,Zambujeira Do Mar,791,305,10,7,56,102,21,41,43,5,11,1,1,3,0,4,0
PT_021201,Conceição,132,71,1,2,19,36,0,4,8,0,1,0,0,0,0,0,0
PT_021202,Garvão,733,327,4,12,99,101,13,11,72,2,2,0,2,2,3,3,1
PT_021203,Ourique,2518,858,15,17,283,282,41,44,148,3,9,3,1,2,0,4,6
PT_021204,Panoias,538,307,4,2,95,103,3,16,75,1,4,1,0,3,0,0,0
PT_021205,Santa Luzia,334,154,3,4,38,42,2,8,56,0,1,0,0,0,0,0,0
PT_021206,Santana Da Serra,959,262,11,16,114,76,7,16,11,4,0,1,0,2,0,3,1
PT_021301,Aldeia Nova de São Bento,3120,1072,31,35,152,156,23,64,557,7,24,6,0,2,8,2,5
PT_021302,Brinches,1029,356,8,0,38,109,10,21,155,5,4,3,0,0,1,2,0
PT_021303,Pias,2612,1258,8,42,56,188,13,62,842,3,29,4,0,2,1,5,3
PT_021304,Serpa (Salvador),3564,1186,28,48,212,347,72,121,301,6,19,3,0,9,11,5,4
PT_021305,Serpa (Santa Maria),1962,518,18,10,81,105,22,63,189,4,17,0,1,4,0,3,1
PT_021306,Vale De Vargo,1038,458,7,9,27,74,11,19,298,0,9,1,0,1,0,1,1
PT_021307,Vila Verde De Ficalho,1377,601,8,22,56,199,11,26,267,1,9,1,0,1,0,0,0
PT_021401,Pedrógão,1122,426,4,3,25,136,3,21,217,3,10,1,0,0,1,0,2
PT_021402,Selmes,937,340,7,9,26,110,3,32,131,2,14,1,0,1,2,0,2
PT_021403,Vidigueira,2468,924,16,64,178,268,46,104,200,9,18,0,0,6,2,9,4
PT_021404,Vila De Frades,861,398,5,8,35,72,23,43,180,4,16,3,1,1,1,5,1
PT_030101,Amares,1463,536,8,27,194,148,33,67,39,5,8,2,1,0,0,1,3
PT_030102,Barreiros,750,287,3,9,158,45,23,29,10,0,0,1,1,4,0,1,3
PT_030103,Besteiros,604,200,5,13,66,68,19,11,9,1,3,1,1,1,0,1,1
PT_030104,Bico,654,234,4,10,102,47,40,12,8,2,1,0,0,3,2,3,0
PT_030119,Bouro (Santa Maria),1092,422,6,11,175,118,35,25,22,4,8,1,0,1,11,5,0
PT_030120,Bouro (Santa Marta),628,246,5,10,127,36,31,18,9,4,3,1,0,0,0,2,0
PT_030105,Caires,1008,312,6,9,135,76,33,14,28,0,5,3,1,2,0,0,0
PT_030106,Caldelas,965,432,6,28,215,86,49,26,9,3,3,0,1,0,1,4,1
PT_030107,Carrazedo,776,257,5,11,127,47,19,19,15,3,6,0,1,4,0,0,0
PT_030108,Dornelas,623,198,4,10,90,33,31,16,5,1,2,2,0,2,1,1,0
PT_030109,Ferreiros,2860,1013,15,41,398,270,107,93,62,7,8,2,2,2,0,4,2
PT_030110,Figueiredo,1209,354,6,12,124,90,29,43,27,9,1,1,1,4,0,3,4
PT_030111,Fiscal,700,231,3,5,112,36,33,16,7,5,4,1,1,3,2,3,0
PT_030112,Goães,745,272,2,8,159,42,34,15,3,1,1,5,0,1,0,1,0
PT_030113,Lago,1766,589,4,15,178,199,63,64,38,9,9,1,0,0,1,3,5
PT_030114,Paranhos,187,56,2,2,26,13,4,3,5,1,0,0,0,0,0,0,0
PT_030115,Paredes Secas,182,66,2,1,36,10,12,3,0,0,2,0,0,0,0,0,0
PT_030116,Portela,210,87,3,0,42,8,23,1,6,0,1,0,0,0,0,0,3
PT_030117,Prozelo,711,272,2,10,129,65,23,18,14,4,2,0,0,0,1,2,2
PT_030118,Rendufe,1152,361,7,16,160,75,42,28,13,9,6,2,1,0,0,1,1
PT_030121,Sequeiros,246,107,2,6,59,14,17,3,2,1,1,1,1,0,0,0,0
PT_030122,Seramil,217,94,1,10,50,8,22,1,1,0,1,0,0,0,0,0,0
PT_030123,Torre,472,175,2,3,103,28,20,9,9,0,1,0,0,0,0,0,0
PT_030124,Vilela,360,144,1,4,60,24,44,3,5,1,1,0,0,0,0,1,0
PT_030201,Abade De Neiva,1595,790,16,51,336,188,59,78,24,10,5,4,1,6,3,4,5
PT_030202,Aborim,912,319,9,15,110,85,22,28,29,4,6,2,0,0,2,3,4
PT_030203,Adães,669,301,5,13,127,71,29,19,22,4,3,0,0,3,0,1,4
PT_030204,Aguiar,534,206,3,11,111,34,10,16,9,1,3,2,0,0,0,5,1
PT_030205,Airó,856,359,10,15,177,69,34,27,16,3,4,1,0,1,1,1,0
PT_030206,Aldreu,767,238,5,10,114,68,8,12,10,1,2,4,0,1,1,1,1
PT_030207,Alheira,1202,416,4,30,232,87,31,18,6,5,2,0,0,0,0,0,1
PT_030208,Alvelos,1936,818,12,44,346,208,81,61,36,6,9,2,0,5,1,4,3
PT_030271,Alvito (São Martinho),383,178,7,8,97,20,14,16,6,2,4,0,1,1,0,2,0
PT_030274,Alvito (São Pedro),504,227,8,18,97,20,28,26,14,3,2,0,0,0,3,3,5
PT_030209,Arcozelo,10188,4005,65,182,928,1341,301,618,383,49,56,8,2,16,6,15,35
PT_030210,Areias,1014,448,6,26,193,111,51,35,11,3,3,2,0,3,2,0,2
PT_030211,Areias De Vilar,1208,478,8,22,229,91,46,27,34,6,6,3,1,1,0,2,2
PT_030212,Balugães,824,335,7,20,188,56,29,15,12,3,0,3,0,0,0,2,0
PT_030213,Barcelinhos,1692,846,11,48,237,252,79,102,74,15,8,4,1,5,2,3,5
PT_030214,Barcelos,4740,2364,40,109,717,599,229,358,200,52,16,8,1,10,6,10,9
PT_030215,Barqueiros,1767,562,12,15,227,200,52,24,17,3,5,1,1,2,1,0,2
PT_030269,Bastuço (Santo Estevão),585,208,1,5,125,50,11,10,3,0,0,0,0,1,1,1,0
PT_030270,Bastuço (São João),477,208,1,5,125,50,11,10,3,0,0,0,0,1,1,1,0
PT_030216,Cambeses,1209,500,11,21,158,197,35,27,35,5,3,0,2,1,0,2,3
PT_030217,Campo,954,390,10,22,211,72,40,17,6,2,0,0,0,4,0,1,5
PT_030218,Carapeços,1869,710,12,36,363,146,49,39,34,8,2,4,2,2,7,4,2
PT_030219,Carreira,1347,539,10,16,235,149,50,25,35,1,9,2,1,0,1,4,1
PT_030220,Carvalhal,1366,700,13,39,309,153,88,38,32,10,3,1,0,4,1,5,4
PT_030221,Carvalhos,731,260,4,4,171,39,19,6,12,0,2,1,0,0,1,1,0
PT_030222,Chavão,628,283,2,11,177,43,21,10,7,3,1,0,0,1,0,6,1
PT_030223,Chorente,672,357,8,5,235,61,32,3,6,2,2,1,1,1,0,0,0
PT_030224,Cossourado,865,307,6,9,149,70,52,4,6,1,3,3,2,1,0,0,1
PT_030225,Courel,469,250,6,17,166,13,26,12,1,3,1,1,0,1,0,3,0
PT_030226,Couto,308,122,7,3,61,13,20,6,2,0,1,2,0,4,0,1,2
PT_030227,Creixomil,759,336,7,23,141,64,59,17,3,7,1,0,0,1,9,2,2
PT_030228,Cristelo,1760,587,11,16,297,95,101,35,11,10,1,3,1,4,1,0,1
PT_030229,Durrães,721,351,8,21,213,37,40,19,1,3,3,1,0,1,0,1,3
PT_030230,Encourados,490,205,1,6,131,20,29,7,5,2,1,0,0,0,2,1,0
PT_030231,Faria,521,225,2,9,128,50,18,7,7,1,1,1,0,0,1,0,0
PT_030232,Feitos,461,180,3,11,75,53,19,9,4,2,1,1,0,2,0,0,0
PT_030233,Fonte Coberta,539,241,3,15,92,72,21,13,17,4,1,0,0,0,1,1,1
PT_030234,Fornelos,692,252,3,8,132,28,65,5,4,2,1,2,0,0,0,1,1
PT_030235,Fragoso,1859,731,9,40,374,135,74,48,16,6,11,8,2,3,0,1,4
PT_030268,Galegos (Santa Maria),2528,1180,33,32,651,188,96,92,39,16,4,3,4,5,4,5,8
PT_030272,Galegos (São Martinho),1795,682,16,24,348,124,59,60,15,14,7,6,0,5,0,3,1
PT_030236,Gamil,695,357,2,14,169,76,28,35,18,5,2,3,0,3,1,1,0
PT_030237,Gilmonde,1341,602,7,34,334,117,43,27,9,15,5,0,0,2,0,7,2
PT_030238,Góios,472,210,3,7,105,40,42,4,5,3,0,1,0,0,0,0,0
PT_030239,Grimancelos,773,265,1,5,142,71,17,18,2,4,2,0,1,0,1,1,0
PT_030240,Gueral,401,193,2,3,117,22,30,9,4,2,1,2,0,1,0,0,0
PT_030241,Igreja Nova,453,191,7,6,132,29,4,5,2,0,0,0,1,1,2,1,1
PT_030242,Lama,1224,530,12,29,307,73,46,22,15,10,3,2,0,5,1,2,3
PT_030243,Lijó,1982,1012,24,43,481,260,88,63,29,4,5,2,2,4,3,2,2
PT_030244,Macieira De Rates,1751,760,8,24,444,47,175,26,5,9,3,4,1,3,4,4,3
PT_030245,Manhente,1609,716,10,33,340,150,47,81,29,10,4,1,0,2,3,4,2
PT_030246,Mariz,399,164,1,7,48,59,19,18,4,0,2,0,2,2,0,0,2
PT_030247,Martim,2065,801,9,28,391,187,47,46,59,8,7,3,0,5,1,5,5
PT_030248,Midões,452,208,3,11,68,90,10,13,6,2,1,2,0,0,0,1,1
PT_030249,Milhazes,894,388,4,9,232,56,53,12,6,6,1,1,0,4,0,2,2
PT_030250,Minhotães,797,332,3,7,198,65,38,10,6,1,0,1,0,1,0,1,1
PT_030251,Monte De Fralães,288,157,1,5,85,25,24,7,7,0,0,1,0,0,0,1,1
PT_030252,Moure,848,372,10,14,188,76,25,16,31,0,7,3,0,1,0,1,0
PT_030253,Negreiros,1549,767,12,33,534,46,92,18,7,9,4,4,0,4,0,4,0
PT_030254,Oliveira,923,479,11,26,300,56,32,21,13,2,5,3,1,3,3,2,1
PT_030255,Palme,1026,316,17,3,208,23,34,6,7,6,2,3,1,4,0,2,0
PT_030256,Panque,645,229,2,3,157,19,26,8,10,1,2,0,0,0,0,1,0
PT_030257,Paradela,678,278,4,4,194,31,22,7,9,2,0,1,1,1,2,0,0
PT_030258,Pedra Furada,447,185,3,8,87,56,11,12,1,2,1,0,0,2,1,1,0
PT_030259,Pereira,1155,526,9,22,258,99,84,17,13,6,6,1,0,2,0,3,6
PT_030260,Perelhal,1491,511,6,32,250,99,52,35,21,6,1,0,1,3,0,3,2
PT_030261,Pousa,2081,763,10,24,333,196,85,59,28,9,9,2,0,1,0,5,2
PT_030262,Quintiães,602,276,8,13,157,35,44,8,5,1,3,1,1,0,0,0,0
PT_030263,Remelhe,1256,531,9,21,240,101,93,30,19,4,7,1,0,1,0,0,5
PT_030265,Rio Covo (Santa Eugénia),1361,609,7,24,225,197,31,50,37,13,9,5,0,3,1,4,3
PT_030266,Rio Covo (Santa Eulália),884,344,0,8,146,124,21,22,13,1,3,2,0,1,0,0,3
PT_030264,Roriz,1802,668,9,29,418,60,68,28,20,11,6,3,1,7,1,7,0
PT_030278,Sequeade,757,270,10,12,99,91,20,14,10,2,8,1,0,1,0,1,1
PT_030279,Silva,864,468,6,35,145,152,40,39,20,11,3,3,3,3,0,6,2
PT_030280,Silveiros,1005,403,8,12,187,87,37,23,19,12,7,2,0,4,1,4,0
PT_030267,Tamel (Santa Leocádia),687,265,7,11,155,44,19,15,5,0,5,1,0,3,0,0,0
PT_030276,Tamel (São Pedro Fins),499,234,4,7,130,59,11,11,5,0,2,0,1,0,0,2,2
PT_030277,Tamel (São Veríssimo),2785,1189,17,48,395,383,84,162,51,12,15,5,1,3,2,6,5
PT_030281,Tregosa,631,267,3,20,109,67,14,25,16,5,2,2,0,1,0,1,2
PT_030282,Ucha,1330,590,16,22,251,148,62,50,19,8,4,0,1,2,3,1,3
PT_030283,Várzea,1434,608,4,25,218,223,44,46,20,7,9,1,0,5,2,2,2
PT_030284,Viatodos,1770,832,15,36,378,219,84,40,24,14,8,3,0,3,1,2,5
PT_030285,Vila Boa,1266,534,11,33,169,159,49,62,24,9,1,5,1,3,3,3,2
