gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,PND,CDU,PCTP/MRPP,E,PH,POUS,PDA
PT_150805,Poceirão,3600,1905,22,25,366,891,94,83,15,344,43,9,8,5,0
PT_150901,Abela,987,733,3,12,112,293,25,35,2,231,17,2,1,0,0
PT_150902,Alvalade,2063,1322,13,19,209,453,49,68,6,478,19,1,2,5,0
PT_150903,Cercal,3398,2201,30,20,175,1136,52,111,8,600,54,3,6,6,0
PT_150904,Ermidas-Sado,2061,1312,8,13,191,671,19,72,1,307,22,2,3,3,0
PT_150905,Santa Cruz,443,309,2,8,33,137,19,29,1,71,6,2,1,0,0
PT_150906,Santiago Do Cacém,6042,4055,35,67,668,1966,212,240,19,752,75,3,12,6,0
PT_150907,Santo André,8829,5553,39,138,1148,2274,397,734,27,699,63,12,17,5,0
PT_150908,São Bartolomeu Da Serra,385,258,1,5,18,111,21,11,0,84,5,0,1,1,0
PT_150909,São Domingos,903,595,5,4,52,273,11,20,1,215,9,0,2,3,0
PT_150910,São Francisco Da Serra,827,564,9,5,137,252,23,27,0,90,14,3,2,2,0
PT_150911,Vale De Água,641,422,5,3,20,270,19,20,0,71,10,0,2,2,0
PT_151001,Aldeia De Paio Pires,8568,5487,69,99,589,2291,234,555,42,1501,80,5,16,6,0
PT_151002,Amora,39848,25199,244,413,4240,11183,1399,2672,95,4550,228,62,79,34,0
PT_151003,Arrentela,20952,13517,145,227,1898,5675,655,1423,71,3180,157,34,33,19,0
PT_151004,Seixal,2366,1610,14,16,206,554,60,152,9,574,21,3,1,0,0
PT_151005,Corroios,34651,23712,239,524,4368,10406,1474,2668,139,3504,219,80,67,24,0
PT_151006,Fernão Ferro,8751,6142,74,95,1365,2790,445,520,34,702,58,22,24,13,0
PT_151101,Sesimbra (Castelo),12090,8103,104,175,1479,3725,434,781,41,1187,118,18,25,16,0
PT_151102,Sesimbra (Santiago),6418,3869,44,70,694,1671,160,410,14,723,59,8,7,9,0
PT_151103,Quinta Do Conde,14255,9148,110,158,1734,3940,594,1014,59,1369,93,35,31,11,0
PT_151201,Setúbal (Nossa Senhora Da Anunciada),13872,8684,169,76,1617,3788,539,1021,61,1244,116,11,26,16,0
PT_151202,Setúbal (Santa Maria Da Graça),5317,3352,35,75,809,1337,234,422,20,378,28,4,8,2,0
PT_151203,Setúbal (São Julião),14612,9837,92,259,2582,3652,972,1194,31,963,51,18,17,6,0
PT_151204,São Lourenco,6479,4308,41,106,828,1876,379,431,23,549,49,6,14,6,0
PT_151205,Setúbal (São Sebastião),41568,25273,215,402,3766,11542,1290,3055,157,4368,329,41,68,40,0
PT_151206,São Simão,3786,2617,24,58,466,1081,197,241,16,490,32,6,5,1,0
PT_151207,Gâmbia - Pontes - Alto Da Guerra,3431,2227,14,24,277,972,71,167,7,635,49,4,2,5,0
PT_151208,Sado,4750,3298,19,34,246,1443,95,260,10,1106,69,4,10,2,0
PT_151301,Sines,9909,6086,56,92,853,2750,247,597,21,1317,112,13,19,9,0
PT_151302,Porto Covo,961,632,2,6,117,335,19,17,0,119,16,1,0,0,0
PT_160101,Aboim Das Choças,378,236,2,4,117,82,17,1,2,8,0,1,2,0,0
PT_160102,Aguiã,713,381,2,4,101,225,23,9,3,9,4,1,0,0,0
PT_160103,Alvora,338,175,2,0,81,72,12,4,0,2,0,0,2,0,0
PT_160104,Ázere,289,145,1,4,77,38,7,7,2,2,2,1,4,0,0
PT_160105,Cabana Maior,398,160,2,2,81,52,12,6,1,1,2,0,1,0,0
PT_160106,Cabreiro,716,234,7,0,138,47,26,4,4,0,3,2,3,0,0
PT_160107,Carralcova,178,83,2,0,59,14,3,0,2,0,3,0,0,0,0
PT_160108,Cendufe,403,237,0,0,118,84,20,5,3,2,3,1,1,0,0
PT_160109,Couto,811,368,3,6,160,151,19,11,6,9,2,1,0,0,0
PT_160110,Eiras,355,192,3,3,90,71,10,3,2,6,4,0,0,0,0
PT_160111,Ermelo,221,89,4,2,62,7,8,2,1,0,0,0,3,0,0
PT_160112,Extremo,226,94,2,0,31,49,6,1,2,2,0,1,0,0,0
PT_160113,Gavieira,677,216,2,0,102,77,21,6,3,2,1,0,2,0,0
PT_160114,Giela,431,236,1,1,67,143,10,12,0,2,0,0,0,0,0
PT_160115,Gondoriz,1124,484,5,15,218,194,22,14,2,4,6,2,2,0,0
PT_160116,Grade,401,174,4,2,101,54,8,4,0,1,0,0,0,0,0
PT_160117,Guilhadeses,893,478,12,18,150,224,33,24,5,9,1,2,0,0,0
PT_160118,Loureda,275,117,1,0,53,49,1,3,1,3,0,1,5,0,0
PT_160119,Jolda (Madalena),464,257,3,3,136,85,21,3,1,3,0,1,1,0,0
PT_160120,Mei,166,65,3,0,23,29,6,2,0,1,0,0,1,0,0
PT_160121,Miranda,606,282,2,3,131,103,24,4,3,1,6,0,5,0,0
PT_160122,Monte Redondo,300,153,2,1,95,29,18,0,1,0,2,1,4,0,0
PT_160123,Oliveira,260,186,1,1,83,75,14,4,1,3,0,0,4,0,0
PT_160124,Paçô,758,430,6,11,153,198,37,12,6,7,0,0,0,0,0
PT_160125,Padroso,346,184,1,1,92,69,13,2,1,0,0,0,5,0,0
PT_160126,Parada,298,168,4,5,45,97,4,7,1,3,2,0,0,0,0
PT_160127,Portela,380,151,2,0,76,51,16,1,0,0,1,1,3,0,0
PT_160128,Prozelo,862,454,4,11,180,204,23,10,2,14,1,1,4,0,0
PT_160129,Rio Cabrão,166,88,2,0,50,22,8,0,2,1,0,0,3,0,0
PT_160130,Rio Frio,962,437,7,7,222,143,42,4,1,4,1,0,6,0,0
PT_160131,Rio De Moinhos,532,299,0,4,141,106,22,10,4,1,4,0,7,0,0
PT_160132,Sá,191,98,1,1,55,28,3,2,2,2,2,0,2,0,0
PT_160133,Sabadim,544,220,4,2,83,103,20,1,1,2,3,0,1,0,0
PT_160134,Arcos de Valdevez (São Salvador),1025,688,3,10,252,290,71,39,2,17,3,1,0,0,0
PT_160135,Padreiro (Salvador),380,213,0,2,97,86,12,6,2,4,2,0,2,0,0
PT_160136,Padreiro (Santa Cristina),164,90,0,1,60,18,8,1,1,0,0,1,0,0,0
PT_160137,Távora (Santa Maria),747,430,7,4,235,138,31,6,2,4,2,0,1,0,0
PT_160138,Santar,149,88,1,0,58,20,4,3,0,2,0,0,0,0,0
PT_160139,São Cosme E São Damião,254,142,2,2,67,53,11,2,0,1,2,0,2,0,0
PT_160140,São Jorge,793,390,3,4,193,142,21,12,1,7,3,1,3,0,0
PT_160141,Arcos De Valdevez  (São Paio),1131,721,20,5,241,338,54,34,5,24,0,0,0,0,0
PT_160142,Jolda (São Paio),371,211,3,1,108,72,17,1,4,2,0,1,2,0,0
PT_160143,Távora (São Vicente),345,183,2,2,76,90,5,5,0,3,0,0,0,0,0
PT_160144,Senharei,414,163,2,1,83,65,7,3,0,2,0,0,0,0,0
PT_160145,Sistelo,386,138,3,1,84,26,14,2,1,2,3,1,1,0,0
PT_160146,Soajo,1484,485,8,7,255,143,20,18,5,20,6,0,3,0,0
PT_160147,Souto,597,304,3,3,147,109,22,4,2,4,1,2,7,0,0
PT_160148,Tabaçô,367,192,3,3,58,105,16,4,1,0,0,0,2,0,0
PT_160149,Vale,926,389,3,5,181,149,32,5,1,4,5,0,4,0,0
PT_160150,Vila Fonche,568,379,3,9,108,213,18,18,1,6,2,0,1,0,0
PT_160151,Vilela,286,174,1,1,97,58,9,2,1,2,1,0,2,0,0
PT_160201,Âncora,891,608,6,17,146,311,32,50,3,29,11,2,1,0,0
PT_160202,Arga De Baixo,146,69,0,0,55,11,2,0,0,0,1,0,0,0,0
PT_160203,Arga De Cima,96,63,0,0,50,10,2,0,1,0,0,0,0,0,0
PT_160204,Arga De São João,76,52,0,0,31,19,2,0,0,0,0,0,0,0,0
PT_160205,Argela,407,284,3,2,87,142,15,15,3,14,3,0,0,0,0
PT_160206,Azevedo,151,117,4,2,39,61,0,3,1,4,1,1,1,0,0
PT_160207,Caminha (Matriz),1604,1048,12,18,301,485,63,77,3,81,6,0,2,0,0
PT_160208,Cristelo,217,162,1,4,48,83,11,3,2,6,3,0,1,0,0
PT_160209,Dem,417,281,2,7,128,120,11,7,2,1,0,1,2,0,0
PT_160210,Gondar,227,150,1,1,45,92,4,2,1,4,0,0,0,0,0
PT_160211,Lanhelas,984,703,9,21,248,304,48,43,0,13,8,1,8,0,0
PT_160212,Moledo,1152,775,7,7,208,406,55,46,4,36,3,0,3,0,0
PT_160213,Orbacém,261,160,2,2,44,85,10,5,2,8,1,0,1,0,0
PT_160214,Riba De Âncora,692,437,7,5,163,177,30,15,8,22,4,1,5,0,0
PT_160215,Seixas,1240,801,11,12,206,439,43,45,7,29,8,1,0,0,0
PT_160216,Venade,809,542,5,15,185,239,55,23,3,12,4,1,0,0,0
PT_160217,Vila Praia De Âncora,4003,2488,17,38,680,1303,133,129,25,135,15,3,10,0,0
PT_160218,Vilar De Mouros,737,515,4,14,100,220,38,32,10,81,8,3,5,0,0
PT_160219,Vilarelho,747,535,7,9,153,256,41,33,1,30,3,0,2,0,0
PT_160220,Vile,275,205,5,2,76,89,11,4,2,12,4,0,0,0,0
PT_160301,Alvaredo,535,299,3,11,70,181,16,9,1,4,2,1,1,0,0
PT_160302,Castro Laboreiro,819,305,5,5,68,190,9,20,0,3,4,0,1,0,0
PT_160303,Chaviães,515,233,4,2,73,132,15,5,0,1,0,0,1,0,0
PT_160304,Cousso,424,190,3,2,92,77,10,2,1,1,1,0,1,0,0
PT_160305,Cristoval,628,299,4,2,103,153,20,3,0,4,4,1,5,0,0
PT_160306,Cubalhão,258,111,0,0,57,44,8,1,0,0,1,0,0,0,0
PT_160307,Fiães,396,149,2,2,34,104,5,0,0,0,1,0,1,0,0
PT_160308,Gave,387,173,2,6,79,63,13,1,2,2,2,1,2,0,0
PT_160309,Lamas De Mouro,224,100,0,1,12,85,1,1,0,0,0,0,0,0,0
PT_160310,Paços,441,208,4,4,55,126,13,2,0,1,1,1,1,0,0
PT_160311,Paderne,1377,631,5,9,188,361,31,17,2,13,3,1,1,0,0
PT_160312,Parada Do Monte,637,245,3,2,90,78,65,2,1,1,2,0,1,0,0
PT_160313,Penso,539,309,1,5,78,170,42,3,3,4,2,0,1,0,0
PT_160314,Prado,491,291,1,7,94,160,10,13,1,3,1,0,1,0,0
PT_160315,Remoães,162,94,3,2,19,60,5,3,0,2,0,0,0,0,0
PT_160316,Roussas,730,346,0,9,112,179,27,12,1,5,1,0,0,0,0
PT_160317,São Paio,684,294,4,4,104,162,10,5,1,1,1,0,2,0,0
PT_160318,Vila,1192,741,5,17,212,405,57,24,0,15,2,0,4,0,0
PT_160401,Abedim,299,126,6,0,58,39,15,3,0,2,1,1,1,0,0
PT_160402,Anhões,246,132,3,0,50,31,44,4,0,0,0,0,0,0,0
PT_160403,Badim,282,127,4,2,34,62,13,4,3,0,5,0,0,0,0
PT_160404,Barbeita,1027,603,11,11,182,274,61,40,3,14,4,1,2,0,0
PT_160405,Barroças E Taias,357,163,2,2,86,44,22,3,2,2,0,0,0,0,0
PT_160406,Bela,684,386,3,5,176,146,35,12,2,2,1,2,2,0,0
PT_160407,Cambeses,523,272,2,4,106,123,19,5,2,8,1,0,2,0,0
PT_160408,Ceivães,604,334,1,5,104,194,18,8,0,2,1,0,1,0,0
PT_160409,Lapela,242,173,1,2,68,83,11,3,0,4,0,1,0,0,0
PT_160410,Lara,327,174,1,8,74,62,22,3,2,2,0,0,0,0,0
PT_160411,Longos Vales,1099,551,6,3,203,248,69,5,5,8,1,2,1,0,0
PT_160412,Lordelo,154,103,1,3,48,27,14,2,2,0,2,0,4,0,0
PT_160413,Luzio,195,105,1,3,36,42,16,0,1,3,2,0,1,0,0
PT_160414,Mazedo,1345,757,9,16,340,234,94,32,6,16,6,0,4,0,0
PT_160415,Merufe,1334,689,7,4,224,101,322,18,10,2,1,0,0,0,0
PT_160416,Messegães,389,201,3,7,35,116,16,10,1,8,4,0,1,0,0
PT_160417,Monção,2243,1359,5,37,334,749,102,84,8,28,12,0,0,0,0
PT_160418,Moreira,668,400,6,1,190,86,102,9,1,2,2,0,1,0,0
PT_160419,Parada,156,83,0,0,46,6,25,2,1,1,1,1,0,0,0
PT_160420,Pias,932,496,2,12,245,136,63,22,7,6,0,0,3,0,0
PT_160421,Pinheiros,324,207,1,8,96,52,40,3,2,1,3,0,1,0,0
PT_160422,Podame,369,229,1,5,114,67,19,6,1,15,1,0,0,0,0
PT_160423,Portela,251,117,4,3,28,71,3,7,0,1,0,0,0,0,0
PT_160424,Riba De Mouro,1339,577,6,11,256,187,78,21,6,3,4,1,4,0,0
PT_160425,Sá,308,152,0,2,56,75,11,3,0,3,1,0,1,0,0
PT_160426,Sago,339,162,2,1,97,17,36,2,2,1,3,0,1,0,0
PT_160427,Segude,414,217,1,2,53,117,26,10,0,7,0,0,1,0,0
PT_160428,Tangil,1003,532,9,15,212,169,87,27,4,2,3,2,2,0,0
PT_160429,Troporiz,325,186,6,3,26,112,12,11,2,13,0,0,1,0,0
PT_160430,Troviscoso,1028,604,6,12,231,253,60,24,6,8,4,0,0,0,0
PT_160431,Trute,320,129,1,2,30,64,25,1,2,2,1,1,0,0,0
PT_160432,Valadares,251,128,1,3,52,57,14,1,0,0,0,0,0,0,0
PT_160433,Cortes,955,529,3,8,130,313,25,20,7,17,4,0,2,0,0
PT_160501,Agualonga,269,175,5,0,52,86,7,10,1,9,3,2,0,0,0
PT_160502,Bico,507,213,2,2,65,105,13,16,2,5,2,0,1,0,0
PT_160503,Castanheira,610,321,2,4,131,158,10,6,1,3,3,0,3,0,0
PT_160504,Cossourado,293,164,1,0,46,104,2,5,1,3,1,1,0,0,0
PT_160505,Coura,434,234,3,0,126,65,24,6,3,3,1,0,3,0,0
PT_160506,Cristelo,316,187,1,3,66,96,8,5,2,5,0,1,0,0,0
PT_160507,Cunha,498,281,2,5,68,176,10,9,1,3,5,1,1,0,0
PT_160508,Ferreira,500,265,1,2,81,136,23,10,1,6,3,0,2,0,0
PT_160509,Formariz,563,328,0,6,94,146,14,24,0,34,6,0,4,0,0
PT_160510,Infesta,449,233,2,2,73,114,27,8,0,2,3,0,2,0,0
PT_160511,Insalde,513,230,3,7,88,68,32,10,3,12,6,0,1,0,0
PT_160512,Linhares,228,149,2,0,31,95,5,3,2,7,3,0,1,0,0
PT_160513,Mozelos,314,207,3,1,70,101,8,13,0,8,1,1,1,0,0
PT_160514,Padornelo,454,249,4,3,57,146,10,13,2,5,5,1,3,0,0
PT_160515,Parada,341,159,3,6,63,66,11,4,1,2,0,0,3,0,0
PT_160516,Paredes De Coura,1264,799,3,11,185,468,32,63,2,31,3,1,0,0,0
PT_160517,Porreiras,124,66,3,0,10,41,4,1,2,3,1,1,0,0,0
PT_160518,Resende,490,302,0,2,64,190,6,17,2,14,7,0,0,0,0
PT_160519,Romarigães,273,164,1,1,83,64,10,2,0,1,1,0,1,0,0
PT_160520,Rubiães,551,254,3,1,77,148,9,4,3,6,1,0,2,0,0
PT_160521,Vascões,250,133,3,4,39,59,6,17,1,1,0,0,3,0,0
PT_160601,Azias,429,231,6,2,155,39,19,1,1,3,0,0,5,0,0
PT_160602,Boivães,332,167,4,0,76,39,46,2,0,0,0,0,0,0,0
PT_160603,Bravães,608,368,1,0,158,171,18,10,2,4,1,1,2,0,0
PT_160604,Britelo,697,378,4,6,93,215,18,15,3,16,5,1,2,0,0
PT_160605,Crasto,510,283,1,3,114,132,23,4,0,2,2,0,2,0,0
PT_160606,Cuide De Vila Verde,381,230,1,3,119,77,12,8,1,4,4,0,1,0,0
PT_160607,Entre Ambos-os-Rios,550,269,3,5,124,108,19,4,2,3,1,0,0,0,0
PT_160608,Ermida,100,53,0,0,39,10,0,2,0,1,1,0,0,0,0
PT_160610,Grovelas,223,138,0,1,65,69,2,1,0,0,0,0,0,0,0
PT_160611,Lavradas,928,540,1,2,263,193,53,10,5,5,4,2,2,0,0
PT_160612,Lindoso,752,331,0,3,150,131,28,4,2,7,6,0,0,0,0
PT_160613,Nogueira,480,254,1,0,97,125,15,8,3,4,1,0,0,0,0
PT_160614,Oleiros,513,331,2,4,186,113,18,2,1,5,0,0,0,0,0
PT_160615,Paço Vedro de Magalhães,780,520,13,9,170,259,20,24,1,21,1,1,1,0,0
PT_160616,Ponte Da Barca,1549,1095,5,18,224,689,76,41,6,33,0,1,2,0,0
PT_160617,Ruivos,250,139,0,0,58,60,13,4,1,0,0,2,1,0,0
PT_160618,Touvedo (Salvador),225,131,1,0,59,63,3,1,0,3,1,0,0,0,0
PT_160619,Sampriz,448,190,1,1,109,40,30,2,2,2,2,0,1,0,0
PT_160620,Vila Chã (Santiago),209,102,5,0,34,54,3,1,1,0,0,1,3,0,0
PT_160621,Vila Chã (São João Baptista),563,281,2,2,144,87,36,2,2,2,2,0,2,0,0
PT_160622,Touvedo (São Lourenço),315,179,1,1,79,85,5,3,0,1,2,0,2,0,0
PT_160623,Vade (São Pedro),289,167,0,7,85,67,6,1,0,0,1,0,0,0,0
PT_160624,Vade (São Tomé),301,161,1,2,62,78,10,2,0,2,3,0,1,0,0
PT_160625,Vila Nova De Muía,879,528,2,4,159,285,46,10,3,10,3,1,5,0,0
PT_160701,Anais,1093,719,1,5,400,156,130,13,6,3,3,1,1,0,0
PT_160702,Arca,430,310,7,7,83,111,37,20,4,37,2,1,1,0,0
PT_160703,Arcos,607,366,3,1,117,122,98,14,3,4,2,0,2,0,0
PT_160704,Arcozelo,3109,2218,23,21,709,897,232,96,30,167,27,6,10,0,0
PT_160705,Ardegão,222,157,0,5,48,38,57,2,6,0,1,0,0,0,0
PT_160706,Bárrio,361,246,0,1,134,66,25,9,11,0,0,0,0,0,0
PT_160707,Beiral Do Lima,802,434,8,0,217,55,143,5,2,0,2,1,1,0,0
PT_160708,Bertiandos,423,320,0,8,131,95,64,11,4,3,2,0,2,0,0
PT_160709,Boalhosa,240,138,1,0,40,15,82,0,0,0,0,0,0,0,0
PT_160710,Brandara,372,267,1,6,93,77,63,12,10,2,0,2,1,0,0
PT_160711,Cabaços,748,491,4,6,327,60,77,4,4,4,3,1,1,0,0
PT_160712,Cabração,143,96,4,0,42,16,24,0,1,4,3,1,1,0,0
PT_160713,Calheiros,886,625,5,5,259,167,126,21,18,12,4,1,7,0,0
PT_160714,Calvelo,697,425,4,4,156,131,107,8,8,3,4,0,0,0,0
PT_160715,Cepões,531,342,1,6,115,143,53,8,5,6,3,1,1,0,0
PT_160716,Correlhã,2425,1801,20,24,652,516,447,56,31,22,17,7,9,0,0
PT_160717,Estorãos,491,273,7,4,116,81,44,7,3,7,2,0,2,0,0
PT_160718,Facha,1230,930,8,14,411,222,213,17,8,23,7,3,4,0,0
PT_160719,Feitosa,550,376,6,4,112,158,50,20,4,13,8,0,1,0,0
PT_160720,Fojo Lobal,300,188,2,3,105,36,36,2,2,0,1,0,1,0,0
PT_160721,Fontão,940,744,5,12,148,152,395,13,5,9,2,1,2,0,0
PT_160722,Fornelos,1298,889,9,11,460,160,196,13,10,14,6,5,5,0,0
PT_160723,Freixo,1306,801,17,14,262,288,124,41,13,23,10,6,3,0,0
PT_160724,Friastelas,504,345,11,0,113,68,136,5,2,6,1,0,3,0,0
PT_160725,Gaifar,311,199,2,3,76,29,84,1,2,2,0,0,0,0,0
PT_160726,Gandra,1082,688,8,9,294,223,106,19,6,15,5,1,2,0,0
PT_160727,Gemieira,547,317,3,4,139,87,55,19,2,6,1,1,0,0,0
PT_160728,Gondufe,449,276,0,2,93,36,135,4,3,2,0,1,0,0,0
PT_160729,Labruja,417,291,5,4,140,83,45,4,5,4,1,0,0,0,0
PT_160730,Labrujó,122,80,1,0,30,17,22,2,2,1,0,3,2,0,0
PT_160731,Mato,281,159,2,3,55,42,51,5,0,1,0,0,0,0,0
PT_160732,Moreira Do Lima,911,613,7,4,198,222,141,12,13,8,3,2,3,0,0
PT_160733,Navió,231,154,3,0,67,39,37,5,2,1,0,0,0,0,0
PT_160734,Poiares,697,504,5,6,214,123,130,13,2,6,3,1,1,0,0
PT_160735,Ponte De Lima,2617,1896,12,45,537,809,179,104,26,165,12,2,5,0,0
PT_160736,Queijada,290,223,2,1,67,36,105,5,2,3,1,0,1,0,0
PT_160737,Refóios Do Lima,2142,1274,14,11,530,301,340,27,22,16,4,1,8,0,0
PT_160738,Rendufe,187,115,4,0,35,35,26,3,5,3,4,0,0,0,0
PT_160739,Ribeira,1485,1087,10,9,239,568,140,51,19,40,5,1,5,0,0
PT_160740,Sá,333,230,2,3,76,96,37,11,2,2,1,0,0,0,0
PT_160741,Sandiães,415,294,0,6,132,69,79,4,1,2,0,0,1,0,0
PT_160742,Santa Comba,469,383,2,7,74,182,86,10,6,11,4,0,1,0,0
PT_160743,Santa Cruz Do Lima,460,305,4,1,120,121,43,9,4,2,1,0,0,0,0
PT_160744,Rebordões (Santa Maria),918,581,14,7,217,134,174,7,8,17,2,0,1,0,0
PT_160745,Seara,556,440,2,4,171,98,134,13,8,6,1,0,3,0,0
PT_160746,Serdedelo,473,278,4,3,155,55,49,3,6,1,1,0,1,0,0
PT_160747,Rebordões (Souto),1004,637,10,10,285,117,182,8,8,11,5,0,1,0,0
PT_160748,Vilar Das Almas,358,210,2,0,126,19,48,3,5,2,3,1,1,0,0
PT_160749,Vilar Do Monte,137,80,0,1,28,21,19,4,5,0,1,0,1,0,0
PT_160750,Vitorino Das Donas,826,618,11,8,241,163,132,27,8,18,6,0,4,0,0
PT_160751,Vitorino Dos Piães,1424,962,16,11,463,241,185,21,8,7,7,0,3,0,0
PT_160801,Arão,694,398,3,7,159,154,41,15,4,11,1,2,1,0,0
PT_160802,Boivão,281,154,3,2,100,20,10,6,2,5,2,2,2,0,0
PT_160803,Cerdal,1546,776,13,14,295,324,77,14,7,20,5,1,6,0,0
PT_160804,Cristelo Covo,791,457,4,14,173,192,37,17,5,6,4,1,4,0,0
PT_160805,Fontoura,680,423,7,13,206,113,57,7,5,8,4,0,3,0,0
PT_160806,Friestas,536,336,1,8,108,171,17,8,3,13,2,1,4,0,0
PT_160807,Gandra,1246,698,7,9,242,323,59,21,2,22,6,4,3,0,0
PT_160808,Ganfei,1125,698,10,13,181,394,30,24,5,24,11,4,2,0,0
PT_160809,Gondomil,393,219,2,5,132,37,33,5,0,3,2,0,0,0,0
PT_160810,Sanfins,167,73,3,2,38,16,9,1,1,1,0,1,1,0,0
PT_160811,São Julião,397,203,3,4,100,64,16,2,4,4,3,0,3,0,0
PT_160812,São Pedro Da Torre,1178,777,3,11,364,295,70,17,1,8,3,2,3,0,0
PT_160813,Silva,268,163,2,2,85,64,6,2,1,1,0,0,0,0,0
PT_160814,Taião,171,100,0,3,29,46,16,1,1,3,1,0,0,0,0
PT_160815,Valença,2794,1598,10,29,558,704,164,78,6,39,5,1,4,0,0
PT_160816,Verdoejo,600,434,3,11,104,217,27,22,2,34,13,1,0,0,0
PT_160901,Afife,1572,1034,5,23,271,420,89,67,15,125,13,1,5,0,0
PT_160902,Alvarães,2587,1505,13,16,554,595,182,56,15,55,7,7,5,0,0
PT_160903,Amonde,317,221,4,5,63,97,22,13,0,12,5,0,0,0,0
PT_160904,Anha,2210,1533,16,47,549,665,105,83,16,38,9,4,1,0,0
PT_160905,Areosa,3867,2540,26,37,528,1222,260,229,12,195,18,4,9,0,0
PT_160906,Barroselas,3533,2371,17,54,774,1053,222,135,28,57,22,4,5,0,0
PT_160907,Cardielos,1140,852,6,14,264,406,84,31,8,27,2,4,6,0,0
PT_160908,Carreço,1545,1040,7,13,275,485,115,73,8,55,6,2,1,0,0
PT_160909,Carvoeiro,1027,629,11,13,249,227,88,17,3,14,4,0,3,0,0
PT_160910,Castelo Do Neiva,2979,1610,19,20,555,607,233,75,16,50,22,5,8,0,0
PT_160911,Darque,6315,3847,27,72,776,1939,291,252,28,421,30,4,7,0,0
PT_160912,Deão,921,627,12,14,177,274,100,23,6,9,7,1,4,0,0
PT_160913,Deocriste,661,470,10,10,130,247,38,21,2,7,4,0,1,0,0
PT_160914,Freixieiro De Soutelo,503,334,1,4,110,144,48,10,0,13,3,1,0,0,0
PT_160915,Lanheses,1645,1137,10,16,499,418,103,49,5,21,7,5,4,0,0
PT_160916,Mazarefes,1237,873,5,7,223,420,83,48,9,64,9,1,4,0,0
PT_160917,Meadela,6897,4949,52,62,1080,2464,474,403,42,326,30,9,7,0,0
PT_160918,Meixedo,450,275,2,3,106,88,54,11,2,8,1,0,0,0,0
PT_160919,Viana Do Castelo (Monserrate),5326,3349,27,45,645,1596,280,318,14,384,33,2,5,0,0
PT_160920,Montaria,662,359,5,3,125,169,27,16,0,8,2,1,3,0,0
PT_160921,Moreira De Geraz Do Lima,539,364,2,7,111,191,36,11,0,4,2,0,0,0,0
PT_160922,Mujães,1390,891,7,16,209,378,168,53,10,37,9,2,2,0,0
PT_160923,Neiva,1113,698,14,6,193,265,130,52,6,22,5,1,4,0,0
PT_160924,Nogueira,803,579,3,5,234,259,49,15,1,8,2,0,3,0,0
PT_160925,Outeiro,1179,846,14,33,251,339,96,57,13,25,7,4,7,0,0
PT_160926,Perre,2488,1817,20,43,356,858,197,131,24,156,19,3,10,0,0
PT_160927,Portela Susã,614,354,3,7,124,126,58,15,5,10,1,4,1,0,0
PT_160928,Santa Marta de Portuzelo,3487,2275,19,25,729,1105,139,117,16,105,11,4,5,0,0
PT_160929,Geraz Do Lima (Santa Leocádia),1052,650,8,9,330,204,73,10,11,1,1,2,1,0,0
PT_160930,Geraz Do Lima (Santa Maria),815,544,6,13,216,203,79,13,3,8,1,1,1,0,0
PT_160931,Viana Do Castelo (Santa Maria Maior),9157,6402,34,126,1352,2798,631,636,18,761,28,7,11,0,0
PT_160932,Serreleis,955,698,10,8,248,316,60,28,1,18,5,0,4,0,0
PT_160933,Subportela,1156,750,6,12,293,249,115,30,7,24,8,5,1,0,0
PT_160934,Torre,596,406,0,6,217,92,60,17,1,12,0,1,0,0,0
PT_160935,Vila Franca,1757,1122,13,17,372,513,92,38,3,57,10,2,5,0,0
PT_160936,Vila Fria,1224,818,12,13,193,435,44,35,10,67,5,2,2,0,0
PT_160937,Vila Mou,563,385,2,3,185,97,69,15,2,8,1,1,2,0,0
PT_160938,Vila De Punhe,2147,1392,12,20,374,681,135,77,11,66,5,2,9,0,0
PT_160939,Vilar De Murteda,240,156,3,5,64,63,11,0,1,8,0,0,1,0,0
PT_160940,Chafé,2098,1239,11,18,326,555,145,64,9,79,21,2,9,0,0
PT_161001,Campos,968,648,14,13,195,329,47,29,2,15,2,2,0,0,0
PT_161002,Candemil,259,172,2,5,63,76,14,3,2,3,2,0,2,0,0
PT_161003,Cornes,458,275,4,1,94,131,15,22,0,0,7,0,1,0,0
PT_161004,Covas,695,402,10,0,183,143,32,16,3,12,2,0,1,0,0
PT_161005,Gondar,154,108,2,1,33,57,8,3,0,4,0,0,0,0,0
PT_161006,Gondarém,892,594,6,8,129,363,48,24,2,8,2,1,3,0,0
PT_161007,Loivo,716,471,4,7,119,269,29,23,3,10,6,0,1,0,0
PT_161008,Lovelhe,403,269,0,10,51,159,19,22,0,3,0,0,5,0,0
PT_161009,Mentrestido,274,160,2,4,54,82,7,2,2,3,1,1,2,0,0
PT_161010,Nogueira,234,168,0,0,86,68,4,2,5,1,1,1,0,0,0
PT_161011,Reboreda,549,352,3,6,107,184,21,15,1,13,1,0,1,0,0
PT_161012,Sapardos,419,233,3,2,84,130,9,1,1,3,0,0,0,0,0
PT_161013,Sopo,636,328,2,6,126,157,20,8,3,1,2,3,0,0,0
PT_161014,Vila Meã,250,162,5,4,45,79,16,7,0,1,1,1,3,0,0
PT_161015,Vila Nova De Cerveira,1352,866,6,10,303,408,65,49,3,17,3,1,1,0,0
