gisco_id,name,registered,turnout,invalid,blank,Abeceda,AMD,AM,ASH-DSŽ-SP-SUH,ABH,ABH-JH,A-HSS,DC,GR-MS,HRAST,HČSP,HDZ-HSP-BUZ,HRS,HSLS-HSS,HSP,HDSSB-HDSSD-Zeleni HR,HL,KLGB,NS-NSS,NSH,OS,PS,HB,SDP-HNS-HSU,SRP,HSU,ZNL,ZZ
HR_00019,Andrijasevci,3153,565,33,0,1,1,12,2,2,8,2,4,0,19,4,237,4,22,7,76,18,2,0,3,3,2,2,90,2,6,1,2
HR_00027,Antunovac,3070,709,32,0,3,5,8,6,7,1,7,1,7,14,1,235,0,51,34,103,26,3,2,1,2,2,0,145,0,9,1,3
HR_00035,Babina Greda,3153,685,33,0,10,0,7,2,6,16,3,4,0,2,4,255,2,34,7,41,8,6,1,5,4,0,2,219,2,11,0,1
HR_00043,Bakar,6940,1418,58,0,3,10,30,9,13,10,8,11,5,19,8,395,2,21,15,5,65,67,3,1,10,16,10,587,3,20,1,13
HR_00051,Bale / Valle,1040,176,12,0,1,3,1,2,1,0,0,0,0,4,1,10,0,0,1,0,11,83,1,0,1,1,3,31,1,8,0,0
HR_00060,Barban,2290,627,24,0,8,4,9,4,1,9,0,3,0,5,1,37,5,12,2,3,30,289,4,1,3,5,0,150,5,12,0,1
HR_00078,Barilovic,2862,649,28,0,4,4,12,9,3,13,1,0,1,5,5,283,4,27,14,1,31,4,11,5,5,4,1,160,2,4,0,8
HR_00086,Baška,1750,364,24,0,1,0,6,2,1,3,2,2,2,8,5,47,2,3,14,3,18,52,1,0,3,5,2,142,1,11,0,4
HR_00094,Baska Voda,3162,568,31,0,3,6,7,5,2,6,1,1,1,5,4,204,2,17,5,3,22,12,0,0,3,3,8,199,1,10,3,4
HR_00108,Bebrina,2624,540,44,0,4,8,9,5,4,10,6,1,0,5,7,236,6,39,8,35,7,4,1,2,2,4,2,71,8,10,0,2
HR_00116,Bedekovcina,6498,895,53,0,7,2,23,8,3,7,3,8,1,15,4,295,3,21,5,1,71,15,2,7,4,2,3,300,7,19,2,4
HR_00124,Bednja,3637,652,37,0,3,1,10,4,1,4,2,5,2,6,3,168,3,19,3,8,38,1,1,2,5,3,5,302,4,7,1,4
HR_00132,Beli Manastir,9260,1624,80,0,18,4,10,35,6,10,3,9,7,6,7,402,7,20,23,254,56,42,47,10,7,11,10,485,11,25,3,16
HR_00159,Belica,2691,347,15,0,6,1,4,8,1,3,0,2,15,4,0,49,6,16,3,1,67,3,1,2,0,0,2,130,3,2,0,3
HR_00167,Belisce,8900,1882,72,0,13,10,11,10,7,8,9,6,9,12,8,351,5,10,50,675,55,9,5,3,5,7,4,483,13,19,3,10
HR_00175,Benkovac,14257,1594,94,0,15,10,22,7,11,15,1,11,6,47,14,820,11,36,25,60,46,11,25,4,9,5,11,239,3,24,1,11
HR_00183,Berek,1206,425,30,0,11,3,5,5,1,14,2,0,1,5,1,169,1,23,5,3,12,2,0,11,3,2,1,97,5,7,1,5
HR_00191,Beretinec,1764,304,30,0,0,4,9,7,3,8,0,0,1,18,2,85,5,28,1,0,22,3,1,0,1,4,1,65,0,3,0,3
HR_00205,Bibinje,3310,326,17,0,2,0,1,1,4,12,0,1,0,13,4,156,1,3,7,1,26,3,0,1,2,3,8,56,0,3,0,1
HR_00213,Bilje,4924,832,43,0,5,6,7,2,7,2,1,64,8,13,1,206,3,6,20,166,28,12,7,1,7,16,4,174,6,14,0,3
HR_00221,Biograd na Moru,5164,1092,56,0,4,2,10,13,6,6,2,13,4,13,5,365,3,14,4,91,56,18,0,1,2,13,10,354,1,15,2,9
HR_00230,Bizovac,3831,973,61,0,3,3,7,3,3,6,1,5,4,6,1,216,6,28,35,361,31,4,2,5,5,3,1,146,1,20,0,6
HR_00248,Bjelovar,33138,6634,304,0,45,36,70,57,37,79,22,38,30,90,35,1949,35,565,93,34,440,97,36,51,32,56,36,2160,28,103,6,70
HR_00256,Blato,3355,964,47,0,6,4,12,10,4,1,0,2,3,7,7,474,6,28,5,1,23,7,2,5,9,10,4,266,7,6,1,7
HR_00264,Bogdanovci,1818,465,27,0,1,2,6,7,5,4,2,0,0,2,2,247,3,14,8,33,8,7,7,3,2,4,2,58,3,6,0,2
HR_00272,Bol,1617,401,12,0,2,1,6,1,3,1,1,5,3,13,2,112,4,12,5,2,13,9,2,1,2,5,2,170,3,3,0,6
HR_00299,Borovo,4527,433,43,0,4,0,2,0,3,2,0,1,3,0,2,10,0,1,5,3,5,4,241,3,3,4,2,82,3,5,0,2
HR_00302,Bosiljevo,1183,283,15,0,6,1,5,0,1,3,1,2,1,3,2,137,2,12,6,1,17,2,1,0,3,0,3,55,1,2,0,1
HR_00329,Bosnjaci,3387,576,34,0,8,1,4,5,1,15,5,2,0,8,6,210,4,76,4,47,15,7,2,5,3,0,0,109,3,2,0,0
HR_00337,Brckovljani,5600,917,69,0,17,14,16,11,9,8,1,3,3,84,7,237,8,40,4,3,77,11,2,6,4,11,5,244,3,7,3,10
HR_00345,Brdovec,9782,1862,119,0,16,10,32,20,9,16,3,10,24,58,8,539,4,133,15,11,121,22,1,5,10,27,8,570,11,27,11,22
HR_00353,Brestovac,3578,997,49,0,10,1,15,11,7,12,3,1,3,6,10,479,5,11,6,102,42,4,7,6,3,5,1,178,4,13,0,3
HR_00361,Breznica,1740,291,22,0,4,1,8,6,3,8,1,0,1,7,0,72,3,27,3,1,26,0,0,4,4,3,1,70,2,10,1,3
HR_00370,Brinje,2910,554,21,0,5,6,9,12,3,4,1,0,1,6,4,329,4,11,10,0,8,4,2,5,4,6,4,78,3,9,0,5
HR_00388,Brod Moravice,728,254,9,0,3,1,3,2,0,0,0,0,2,3,2,90,2,1,8,2,12,9,2,1,1,1,4,79,1,13,0,3
HR_00396,Brodski Stupnik,2613,510,34,0,4,1,22,0,6,4,3,3,2,13,4,186,7,46,18,43,10,6,1,3,4,3,0,78,2,4,0,3
HR_00400,Brtonigla / Verteneglio,1577,288,15,0,3,2,5,1,0,4,0,0,0,2,0,33,2,3,1,2,10,117,3,5,4,1,3,62,2,2,0,6
HR_00418,Budinscina,1912,317,21,0,0,2,9,3,1,1,0,4,2,5,2,131,4,39,2,1,4,1,0,2,0,0,2,72,0,8,0,1
HR_00426,Buje / Buie,4978,835,58,0,7,4,10,7,6,2,2,4,0,6,1,44,1,8,3,2,34,330,2,3,9,13,1,236,10,19,0,13
HR_00434,Buzet,5207,1396,96,0,10,15,31,12,2,14,0,3,8,19,4,41,1,4,4,1,39,599,4,7,5,17,4,423,2,15,0,16
HR_00442,Cerna,3703,856,36,0,8,2,19,7,3,3,1,0,3,8,5,432,4,28,10,42,25,6,2,2,2,2,3,186,2,8,1,6
HR_00469,Cernik,3247,816,50,0,8,9,17,5,8,11,3,2,2,11,3,279,9,34,23,139,28,3,4,6,8,2,2,126,3,14,2,5
HR_00477,Cerovlje,1346,381,26,0,2,5,8,4,2,1,2,1,2,3,3,54,4,1,3,1,8,168,2,2,4,3,2,54,3,6,2,5
HR_00485,Cestica,4564,847,57,0,10,8,20,11,6,6,3,3,7,30,6,136,11,39,9,6,37,10,6,10,7,9,5,363,5,11,3,13
HR_00493,Cetingrad,2361,202,15,0,1,1,6,3,0,5,2,0,2,2,2,71,1,15,5,1,19,0,0,2,3,1,1,37,1,3,0,3
HR_00507,Cista Provo,2325,421,10,0,1,1,4,1,2,3,3,1,1,6,6,328,1,3,16,4,1,1,0,1,2,3,4,14,2,1,0,1
HR_00515,Civljane,509,38,1,0,1,1,6,2,0,0,0,2,0,0,1,6,0,0,0,0,1,0,4,0,1,0,0,12,0,0,0,0
HR_00523,Cres,2720,644,33,0,12,8,26,7,3,3,3,5,4,51,6,63,1,15,3,2,26,69,5,4,6,0,1,264,3,15,0,6
HR_00531,Crikvenica,11598,2022,65,0,5,3,22,19,9,13,3,5,6,35,6,456,9,27,19,9,236,86,8,7,6,19,9,898,9,21,0,12
HR_00540,Crnac,1288,289,28,0,5,2,2,2,1,3,1,0,3,7,2,127,0,3,3,50,2,4,1,1,1,2,3,32,0,3,0,1
HR_00558,Cabar,3612,808,50,0,4,6,17,6,5,8,2,5,3,5,2,157,11,26,5,1,70,17,0,6,4,7,6,328,7,35,1,14
HR_00566,Cacinci,2595,693,36,0,5,3,8,24,0,4,4,2,1,8,3,367,4,17,8,31,11,1,2,4,2,3,2,134,3,4,2,0
HR_00574,Čađavica,1745,545,22,0,8,3,5,5,4,12,0,3,3,1,3,271,1,11,4,48,7,2,2,5,0,0,1,109,2,8,1,4
HR_00582,Caglin,2033,795,49,0,8,10,7,10,6,18,3,2,4,3,2,273,4,59,4,50,14,3,7,5,5,2,4,224,3,13,0,3
HR_00604,Cakovec,22448,4402,217,0,15,10,46,32,14,18,8,28,109,230,19,571,17,70,25,16,647,56,9,13,16,59,9,2017,31,51,3,46
HR_00612,Cavle,6014,1040,50,0,9,9,16,11,6,5,2,0,7,11,10,225,6,27,11,3,57,58,7,0,9,7,5,445,8,23,0,13
HR_00639,Cazma,6745,1731,87,0,18,8,25,16,14,30,5,6,3,24,6,431,29,187,31,17,149,9,4,39,12,13,10,504,10,31,4,9
HR_00647,Ceminac,2646,470,28,0,9,0,15,7,5,5,3,3,5,5,5,98,8,34,7,127,15,4,2,2,3,2,3,61,2,10,0,2
HR_00655,Cepin,10009,1350,77,0,5,13,18,12,16,12,7,5,3,44,4,286,8,46,56,244,103,9,8,9,7,8,13,298,10,18,0,11
HR_00663,Darda,6306,825,41,0,8,3,10,5,3,5,0,3,2,2,3,202,2,16,6,178,38,7,16,1,1,5,5,238,5,16,0,4
HR_00671,Daruvar,10445,2077,130,0,8,15,28,14,18,17,1,15,8,18,5,571,15,58,25,26,179,23,26,29,8,15,10,745,20,32,2,16
HR_00680,Davor,2428,474,13,0,3,4,3,6,1,4,2,3,0,26,4,254,1,18,3,45,7,1,2,2,5,0,3,56,1,2,4,1
HR_00698,Delnice,5079,1111,48,0,3,5,17,12,6,6,3,9,5,6,38,213,6,16,10,10,89,28,7,4,11,6,5,498,5,35,2,8
HR_00701,Desinic,2259,447,33,0,8,0,9,3,3,4,2,3,1,7,1,188,7,50,7,2,18,5,1,3,3,4,2,69,4,5,1,4
HR_00710,Dezanovac,2335,496,28,0,9,3,17,1,2,13,2,1,1,3,4,136,4,56,4,6,23,5,4,34,1,2,5,117,3,11,0,1
HR_00728,Dicmo,2061,438,25,0,1,0,9,3,3,2,0,3,1,8,22,247,2,8,21,13,9,2,3,1,3,1,2,40,1,6,0,2
HR_00744,Dobrinj,2176,434,21,0,5,6,16,6,0,2,2,1,1,19,2,68,2,7,6,1,24,27,0,0,1,5,4,191,1,13,0,3
HR_00752,Domasinec,1908,280,12,0,4,0,4,1,1,3,2,2,10,4,2,35,1,21,1,0,49,2,0,2,0,1,2,115,1,3,0,2
HR_00779,Brela,1617,419,20,0,3,4,7,3,4,2,0,2,2,6,3,133,4,20,1,3,11,5,1,1,1,83,1,90,4,3,1,1
HR_00787,Donja Dubrava,1751,270,18,0,1,1,3,4,0,1,1,0,10,4,0,65,3,18,2,0,42,0,0,0,1,1,0,90,0,2,0,3
HR_00795,Donja Stubica,4407,777,30,0,4,4,10,7,5,8,1,9,4,34,2,207,7,31,8,4,108,16,0,4,2,9,6,223,1,21,2,10
HR_00809,Donja Voca,2115,224,15,0,1,0,10,5,0,8,1,0,4,3,1,62,9,10,0,2,8,6,2,1,0,2,1,64,0,6,0,3
HR_00817,Donji Andrijevci,3257,716,53,0,7,5,13,7,3,7,8,5,5,4,3,276,6,35,9,87,15,9,9,5,5,5,1,111,3,11,2,7
HR_00825,Donji Kraljevec,3790,652,24,0,6,2,5,6,2,3,0,2,21,14,1,190,2,39,6,2,91,2,2,1,2,8,0,200,2,10,0,9
HR_00833,Donji Kukuruzari,1686,322,17,0,4,2,2,3,3,5,1,1,1,3,0,134,1,41,9,1,7,3,8,4,1,2,3,62,2,1,1,0
HR_00841,Donji Lapac,2401,309,14,0,6,0,2,1,1,1,0,2,2,2,3,80,1,1,0,0,8,11,22,1,1,1,2,138,3,6,0,0
HR_00850,Martijanec,3208,504,24,0,4,1,15,6,1,6,5,0,3,9,2,110,6,18,10,2,40,4,1,9,5,3,1,201,4,7,2,5
HR_00868,Donji Miholjac,7869,1274,57,0,3,2,10,4,4,19,4,6,5,16,5,326,4,59,41,254,58,5,3,7,5,9,4,337,2,21,2,2
HR_00876,Muc,3191,434,47,0,7,1,14,3,6,4,3,1,5,2,25,137,4,17,30,5,12,0,0,10,5,7,4,78,0,7,0,0
HR_00884,Prolozac,3417,675,25,0,7,1,10,2,9,3,3,1,3,11,10,479,3,15,11,6,9,2,1,2,3,2,6,43,1,5,1,1
HR_00892,Donji Vidovec,1229,177,12,0,0,2,1,1,0,1,0,1,9,1,0,41,1,19,1,1,20,2,0,2,0,1,1,55,0,4,0,1
HR_00906,Draganic,2439,455,22,0,1,3,1,3,0,11,2,2,2,6,2,183,4,36,3,6,26,12,3,2,3,4,4,104,3,4,0,3
HR_00914,Draz,2829,520,31,0,8,2,5,3,3,7,3,19,4,8,0,146,8,16,10,83,31,1,1,5,5,3,5,96,2,11,1,3
HR_00922,Drenovci,4817,960,41,0,11,2,12,8,11,12,0,3,1,4,5,465,3,71,4,118,23,6,2,5,5,1,5,130,1,10,1,0
HR_00949,Drenje,2155,511,31,0,11,6,5,3,3,9,3,2,0,4,0,74,3,8,2,203,13,6,1,6,2,3,5,82,1,19,1,5
HR_00957,Drnis,7548,1750,84,0,15,8,9,7,7,13,1,11,7,20,20,1038,8,39,39,5,41,11,14,3,8,5,6,297,5,15,4,10
HR_00965,Drnje,1517,216,14,0,1,0,1,2,13,2,2,3,1,0,3,37,1,18,6,0,34,2,0,3,2,2,1,60,1,4,1,2
HR_00973,Dubrava,3939,916,68,0,9,3,22,13,5,30,8,5,5,5,16,173,17,96,6,11,46,11,0,10,6,11,1,305,2,11,8,13
HR_00981,Dubrovnik,37535,7257,350,0,35,17,78,41,23,34,11,98,42,206,58,2780,15,145,61,27,303,228,10,16,26,66,26,2372,19,72,12,86
HR_00990,Duga Resa,9582,2240,158,0,16,12,42,25,19,28,13,8,7,31,11,726,17,113,31,12,208,33,5,5,10,28,14,587,9,33,1,38
HR_01007,Dugi Rat,6210,995,70,0,4,12,26,5,2,9,5,11,18,67,18,316,8,16,22,26,20,12,2,6,9,16,7,266,6,11,0,5
HR_01015,Dugo Selo,15303,2177,86,0,9,7,41,16,13,29,5,12,13,80,22,726,15,111,39,31,144,15,6,10,16,42,14,621,4,33,3,14
HR_01023,Dvor,6483,707,39,0,13,3,6,11,5,1,2,5,0,5,10,159,6,40,8,9,14,4,56,2,3,2,4,260,17,20,1,2
HR_01031,Đakovo,23302,4079,175,0,18,14,42,21,14,26,11,20,7,122,20,1401,16,88,68,511,173,26,6,18,25,16,7,1088,10,107,4,25
HR_01040,Đelekovec,1311,202,12,0,4,2,2,4,3,4,0,0,0,3,0,55,1,13,4,1,17,0,1,2,2,0,2,63,0,5,0,2
HR_01058,Đulovac,2864,576,25,0,6,3,4,6,5,7,1,2,1,4,1,240,3,84,12,3,40,3,10,7,3,0,2,98,1,4,0,1
HR_01066,Đurđenovac,5630,1312,59,0,10,3,13,12,5,8,2,4,4,7,3,462,3,11,32,208,35,5,2,4,4,4,4,370,3,25,2,8
HR_01074,Đurđevac,6619,1380,94,0,17,5,31,11,71,18,16,7,1,17,4,310,8,87,9,6,99,11,5,17,3,17,5,464,6,26,1,14
HR_01082,Đurmanec,3431,752,58,0,10,6,26,9,10,5,2,4,2,10,2,243,7,58,7,2,80,6,0,4,2,1,2,166,6,18,2,4
HR_01104,Erdut,7088,696,40,0,13,3,4,1,5,7,2,10,0,7,6,118,7,3,16,219,20,4,63,4,5,3,2,106,8,15,1,4
HR_01112,Ernestinovo,1997,351,20,0,5,2,1,0,1,1,0,17,0,9,2,90,2,2,15,85,9,2,1,7,3,2,1,67,0,5,0,2
HR_01139,Ervenik,1495,271,7,0,5,1,3,2,1,0,1,1,0,0,0,2,1,0,1,2,2,0,6,1,0,1,4,223,5,2,0,0
HR_01147,Farkasevac,1450,362,22,0,2,4,11,1,1,10,2,1,5,7,0,108,6,60,5,1,18,5,4,2,2,5,7,62,2,7,0,2
HR_01155,Ferdinandovac,1415,265,7,0,0,0,4,5,2,1,3,1,0,19,1,83,2,35,4,0,4,1,0,1,0,1,1,86,0,1,0,3
HR_01163,Fericanci,1814,386,24,0,5,2,3,5,3,1,2,0,3,0,3,119,1,6,12,75,16,0,2,1,2,3,1,85,2,6,0,4
HR_01171,Fuzine,1427,574,48,0,4,5,17,4,0,4,2,0,0,3,2,75,6,11,5,1,37,24,1,2,4,11,7,250,7,16,5,23
HR_01180,Garcin,4170,1007,47,0,8,5,14,11,2,11,2,6,1,19,5,477,5,81,8,108,11,13,2,4,6,9,5,131,2,11,1,2
HR_01198,Garesnica,8925,2015,104,0,20,4,17,19,9,19,8,9,2,15,10,631,10,106,33,7,117,21,18,112,10,12,5,627,14,26,5,25
HR_01201,Generalski Stol,2374,466,28,0,5,2,8,4,2,2,1,3,2,1,2,232,4,25,13,4,24,6,0,4,4,0,3,78,0,4,0,5
HR_01210,Glina,8961,1374,86,0,10,5,13,10,8,11,5,6,1,16,6,626,16,69,20,13,46,14,22,6,6,10,5,318,2,15,2,7
HR_01228,Gola,1900,335,18,0,3,0,3,2,1,3,1,1,1,5,0,176,2,30,1,0,25,2,0,3,0,1,2,52,0,1,1,1
HR_01236,Gorican,2390,401,22,0,6,1,6,6,3,0,1,1,9,36,1,108,3,26,4,3,40,0,3,3,7,3,2,96,1,5,0,5
HR_01244,Gorjani,1336,280,26,0,3,0,5,3,2,3,0,1,0,2,0,56,1,4,7,64,4,2,2,2,2,0,1,69,2,17,1,1
HR_01252,Gornja Stubica,4313,604,48,0,3,4,21,5,5,9,2,5,3,54,4,111,7,26,4,2,35,3,2,7,5,4,1,215,0,13,0,6
HR_01279,Gornji Bogicevci,1990,451,44,0,9,2,8,2,2,5,3,1,1,5,7,168,3,37,16,29,9,2,5,4,4,2,2,64,3,6,2,6
HR_01295,Gornji Kneginec,4544,920,53,0,9,3,12,6,8,6,1,2,3,31,3,272,9,81,6,1,54,6,2,6,2,9,1,307,3,14,0,10
HR_01309,Gospic,11442,2711,130,0,26,6,30,17,11,13,10,12,4,52,12,1527,18,43,37,13,62,23,13,12,18,8,15,529,14,39,3,14
HR_01317,Gracac,6437,605,21,0,8,0,4,6,3,2,0,2,1,3,1,303,1,8,4,2,25,5,43,2,1,1,3,144,6,4,0,2
HR_01325,Gracisce,1159,253,10,0,1,5,12,8,1,4,1,0,2,6,0,17,4,1,1,0,11,108,1,1,1,1,5,45,1,2,0,4
HR_01333,Grad Zagreb,679083,152405,6635,0,541,725,1822,1285,865,988,271,1739,1403,5528,1066,44579,560,3345,1436,1028,9707,2257,392,404,1000,2946,900,54176,609,1867,1323,3008
HR_01341,Gradac,3488,807,55,0,5,1,12,7,9,5,2,3,4,4,5,278,1,12,8,8,25,28,1,2,4,1,5,292,8,13,0,9
HR_01350,Gradec,2971,782,51,0,6,4,22,10,6,27,5,8,5,6,11,144,15,107,14,5,56,19,2,10,6,9,2,180,11,23,5,13
HR_01368,Gradina,3224,759,31,0,10,2,6,7,6,11,1,4,0,1,6,436,5,29,18,45,9,5,5,11,4,2,1,91,1,9,0,3
HR_01376,Gradiste,2421,271,9,0,3,0,4,4,1,5,1,0,2,7,4,108,1,10,5,32,11,4,0,2,4,0,1,49,1,3,0,0
HR_01384,Grožnjan / Grisignana,716,171,8,0,1,0,0,2,0,1,0,0,0,1,0,2,1,0,0,0,5,113,1,0,0,0,1,31,0,1,0,3
HR_01392,Grubisno Polje,5851,1490,72,0,23,5,9,8,5,20,9,2,6,8,3,578,9,67,29,11,55,11,14,54,7,6,2,435,2,33,1,6
HR_01406,Gundinci,1572,353,31,0,4,0,2,2,0,2,2,1,1,8,4,110,0,45,17,22,7,5,3,0,5,0,1,68,2,9,1,1
HR_01414,Gunja,3671,615,32,0,5,1,5,8,2,9,2,3,2,24,0,307,1,20,6,19,12,1,1,0,5,1,20,114,1,11,0,3
HR_01449,Hercegovac,2022,396,21,0,2,4,5,7,2,13,3,0,2,4,4,60,3,71,10,6,27,3,0,33,1,2,0,103,0,7,1,2
HR_01457,Hlebine,1080,158,6,0,1,1,6,1,2,1,1,0,0,5,0,53,0,13,1,3,9,1,0,2,2,1,2,45,1,1,0,0
HR_01465,Hrascina,1290,264,26,0,0,1,3,2,0,6,0,0,0,7,0,79,2,42,2,0,5,3,1,4,0,2,2,66,1,6,1,3
HR_01481,Hrvace,3316,547,29,0,0,2,5,4,5,4,3,3,2,15,7,326,4,14,8,15,10,2,0,3,14,2,2,60,0,4,0,4
HR_01490,Hrvatska Dubica,2121,554,32,0,5,2,3,6,4,7,2,1,1,1,48,208,6,31,9,2,11,6,20,3,2,5,3,114,1,11,0,10
HR_01503,Hrvatska Kostajnica,2743,618,31,0,4,5,4,2,4,1,1,0,3,7,2,192,5,38,3,6,71,12,12,2,4,0,4,163,7,31,0,4
HR_01511,Breznicki Hum,1081,242,7,0,1,0,4,2,0,1,1,1,0,3,1,91,1,13,3,0,3,4,0,2,1,2,2,91,2,4,1,1
HR_01520,Hum na Sutli,4222,544,32,0,5,4,12,5,1,6,0,5,3,11,7,119,2,56,4,1,29,5,1,5,1,5,5,195,5,15,0,5
HR_01538,Hvar,4025,781,40,0,1,3,13,6,0,1,1,0,4,35,3,293,3,28,4,0,15,17,0,3,3,3,4,280,5,9,0,7
HR_01546,Ilok,6010,1409,70,0,10,2,14,11,5,22,7,14,5,20,11,769,7,39,17,40,31,10,16,10,4,5,6,219,9,28,1,7
HR_01554,Imotski,8899,1558,41,0,10,8,19,9,8,11,7,8,11,48,27,988,6,21,49,36,25,7,0,6,10,6,8,163,2,19,0,5
HR_01562,Ivanec,11009,2101,148,0,15,6,42,29,14,16,7,6,15,48,9,402,16,84,20,10,145,11,4,13,13,19,10,933,3,44,1,18
HR_01589,Ivanic-Grad,12239,2329,128,0,12,14,43,21,24,71,7,20,10,41,25,525,14,89,33,23,161,21,5,12,13,38,11,902,4,36,7,19
HR_01597,Ivankovo,6298,1296,63,0,12,4,14,7,8,7,7,4,2,24,7,739,5,22,8,74,43,5,4,3,6,3,1,207,0,13,1,3
HR_01619,Ivanska,2387,510,50,0,5,1,6,4,4,18,1,3,0,7,3,133,4,48,11,3,17,3,1,50,5,7,3,111,1,9,0,2
HR_01635,Jakovlje,3226,443,23,0,3,5,14,5,2,10,2,4,1,14,2,113,7,29,7,3,24,2,0,2,3,4,4,150,2,3,0,5
HR_01643,Jaksic,3399,898,45,0,4,2,18,3,3,4,2,5,0,12,8,396,9,37,13,111,16,1,3,5,3,6,2,181,2,3,0,4
HR_01651,Jalzabet,2593,602,41,0,5,4,9,7,4,5,1,4,0,14,1,282,5,19,7,1,20,2,2,9,1,6,2,124,4,17,1,5
HR_01660,Jarmina,1962,367,12,0,3,1,1,6,1,3,2,2,0,5,6,216,1,3,3,38,11,3,1,0,0,1,1,42,0,5,0,0
HR_01678,Jasenice,1506,253,9,0,4,0,2,1,0,1,0,0,0,1,4,163,1,7,9,0,6,0,4,1,3,1,3,29,1,2,0,1
HR_01686,Jasenovac,1970,693,42,0,11,2,10,1,5,6,2,8,5,2,8,339,7,22,17,6,19,6,8,7,7,8,2,116,5,15,1,6
HR_01694,Jastrebarsko,13506,3631,224,0,41,15,58,32,28,53,17,21,14,75,33,1118,32,227,71,16,196,39,4,21,31,37,24,1074,19,57,12,42
HR_01708,Jelenje,4454,723,50,0,6,10,22,7,7,7,7,5,2,11,7,127,9,21,10,4,40,44,4,8,6,10,5,261,3,22,1,7
HR_01716,Jelsa,3410,991,81,0,6,2,7,5,7,6,1,1,8,10,0,443,2,16,3,6,36,9,1,4,5,10,7,299,2,4,0,10
HR_01724,Josipdol,3165,741,33,0,4,4,15,6,7,7,7,5,2,18,11,362,8,12,15,2,25,11,4,10,5,1,3,137,2,21,1,3
HR_01732,Kali,1715,347,23,0,7,4,12,1,4,5,1,0,4,19,6,90,7,14,4,1,23,3,0,2,5,2,1,93,2,10,0,4
HR_01759,Kanfanar,1294,300,14,0,1,2,7,1,2,1,0,0,2,11,2,21,2,11,1,0,2,138,4,1,6,1,1,62,2,4,0,1
HR_01767,Kapela,2515,710,34,0,6,5,8,7,5,21,3,3,2,19,4,249,5,99,13,5,34,3,2,8,4,9,8,132,2,14,1,5
HR_01775,Kaptol,2895,731,38,0,7,7,13,9,3,12,2,1,2,10,1,311,6,41,4,86,37,2,1,9,7,1,2,101,4,11,0,3
HR_01783,Karlobag,971,306,14,0,7,0,4,1,1,3,3,2,4,2,2,176,3,14,5,4,13,2,1,2,0,0,0,40,0,3,0,0
HR_01791,Karlovac,49535,13405,606,0,96,66,145,99,62,69,42,86,59,167,74,4887,68,397,161,66,1412,176,67,40,62,144,80,3875,79,156,22,142
HR_01805,Kastav,8749,1603,60,0,6,4,42,13,11,13,2,4,4,32,8,247,3,13,8,4,64,125,5,5,7,22,4,852,8,18,0,19
HR_01813,Kastela,33547,5018,247,0,19,25,67,40,51,20,13,29,41,182,60,2379,13,77,63,61,264,48,4,10,47,25,17,1109,20,39,2,46
HR_01830,Kijevo,413,75,2,0,0,1,0,0,1,2,0,0,0,0,0,47,0,6,7,4,0,0,0,0,0,1,0,1,0,3,0,0
HR_01848,Kistanje,3898,775,24,0,7,0,2,12,1,3,2,1,0,6,1,185,1,2,8,3,7,12,20,3,2,0,3,458,2,3,2,5
HR_01856,Klakar,1900,397,22,0,2,4,5,0,0,4,1,3,0,10,2,183,3,29,5,76,7,2,0,3,1,3,0,26,0,4,0,2
HR_01864,Klana,1623,414,25,0,2,4,11,5,1,4,0,2,0,4,3,55,2,5,6,1,17,30,1,1,5,4,3,209,4,9,0,1
HR_01872,Klanjec,2416,520,29,0,7,4,5,3,1,4,1,0,0,4,3,112,13,62,1,1,19,2,0,4,2,11,3,210,1,10,2,6
HR_01899,Klenovnik,1627,257,11,0,3,1,11,3,1,3,1,3,4,8,2,66,2,23,2,1,9,0,1,1,1,2,6,86,0,5,0,1
HR_01902,Klinca Sela,4154,878,56,0,6,3,24,5,9,24,3,2,10,11,6,288,4,79,24,1,59,7,0,2,4,18,3,187,6,18,6,13
HR_01929,Klis,3822,805,33,0,3,4,21,5,5,6,1,6,8,18,17,360,4,35,11,27,20,10,2,4,7,3,4,171,5,10,1,4
HR_01937,Klostar Ivanic,5163,855,61,0,6,5,20,10,12,23,5,2,1,15,8,262,14,31,15,12,57,11,2,5,5,8,5,239,4,8,2,7
HR_01945,Klostar Podravski,2552,455,22,0,8,4,6,0,7,10,3,2,3,5,1,115,2,91,3,1,19,7,1,6,1,3,0,125,1,3,0,6
HR_01953,Knezevi Vinogradi,4349,580,57,0,5,6,9,3,2,9,3,34,5,4,4,113,7,6,10,68,18,11,17,8,5,6,4,143,6,12,1,4
HR_01961,Knin,15700,3490,154,0,31,11,38,14,12,15,6,11,7,36,18,1559,12,45,45,33,122,25,50,13,11,18,19,1108,14,38,2,23
HR_01970,Komiža,1598,328,48,0,0,2,1,0,3,0,0,3,3,3,2,74,4,24,2,2,12,4,0,2,1,2,4,117,3,9,0,3
HR_01988,Konavle,7272,1978,136,0,7,1,28,23,5,11,9,17,10,32,31,906,11,100,24,14,54,52,1,4,12,16,7,419,4,21,1,22
HR_01996,Koncanica,2032,390,32,0,5,1,3,0,2,8,1,1,2,3,3,98,12,18,7,4,20,4,3,18,5,2,1,122,4,7,0,4
HR_02003,Konjscina,3027,752,52,0,3,6,13,1,7,10,2,7,1,7,4,260,4,64,1,3,48,2,1,5,1,3,3,218,6,8,1,11
