gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
PL_604071604,Lubiewo,4541,968,60,0,23,6,108,281,18,19,32,233,188,0,0,0
PL_604071605,Śliwice,4322,964,49,0,30,8,104,296,29,43,24,197,184,0,0,0
PL_604071606,Tuchola,16038,3828,134,0,78,25,464,952,118,75,205,1497,280,0,0,0
PL_604071701,Wąbrzeźno,10958,2173,91,0,41,19,461,430,100,29,136,736,130,0,0,0
PL_604071702,Dębowa Łąka,2544,373,15,0,14,3,62,88,4,11,27,64,85,0,0,0
PL_604071703,Książki,3407,530,21,0,14,4,71,143,14,6,38,99,120,0,0,0
PL_604071704,Płużnica,3930,631,24,0,21,6,97,139,18,13,35,135,143,0,0,0
PL_604071705,Wąbrzeźno,6807,830,46,0,24,8,128,189,24,11,64,147,189,0,0,0
PL_604081801,Kowal,2948,676,54,0,22,8,145,165,32,9,30,161,50,0,0,0
PL_604081802,Baruchowo,2885,377,18,0,13,3,42,85,21,7,12,92,84,0,0,0
PL_604081803,Boniewo,2804,382,26,0,19,5,47,105,14,2,16,60,88,0,0,0
PL_604081804,Brześć Kujawski,9262,1345,57,0,34,6,299,326,65,19,98,306,135,0,0,0
PL_604081805,Choceń,6551,892,56,0,31,14,128,196,30,18,43,293,83,0,0,0
PL_604081806,Chodecz,5139,614,34,0,18,10,68,192,19,8,34,158,73,0,0,0
PL_604081807,Fabianki,7600,1174,46,0,31,5,225,279,53,16,73,326,120,0,0,0
PL_604081808,Izbica Kujawska,6212,742,38,0,33,12,66,320,27,12,42,95,97,0,0,0
PL_604081809,Kowal,3247,412,17,0,11,5,58,160,21,10,13,53,64,0,0,0
PL_604081810,Lubanie,3733,527,41,0,15,8,64,178,40,8,42,94,37,0,0,0
PL_604081811,Lubień Kujawski,6133,886,44,0,31,6,96,277,30,20,42,215,125,0,0,0
PL_604081812,Lubraniec,8124,1242,61,0,22,8,207,421,47,15,55,227,179,0,0,0
PL_604081813,Włocławek,5594,891,42,0,15,6,133,234,31,12,53,227,138,0,0,0
PL_604081901,Barcin,11682,2283,125,0,51,24,782,400,58,28,119,526,170,0,0,0
PL_604081902,Gąsawa,4233,900,56,0,32,11,182,238,15,9,33,155,169,0,0,0
PL_604081903,Janowiec Wielkopolski,7408,1211,79,0,66,6,236,259,38,28,51,216,232,0,0,0
PL_604081904,Łabiszyn,7660,1318,66,0,42,5,264,331,57,21,79,273,180,0,0,0
PL_604081905,Rogowo,5473,1154,93,0,39,7,200,227,10,12,45,147,374,0,0,0
PL_604081906,Żnin,19739,4389,220,0,133,32,1070,1336,122,52,217,883,324,0,0,0
PL_604066101,Bydgoszcz,281429,87802,2195,0,1224,855,25312,22687,3463,1876,4858,22774,2558,0,0,0
PL_604076201,Grudziądz,75690,16554,520,0,267,192,2716,4214,658,272,942,6233,540,0,0,0
PL_604066301,Toruń,157175,48892,1276,0,914,498,6167,14286,2465,906,3114,17799,1467,0,0,0
PL_604086401,Włocławek,92953,20467,676,0,405,202,5234,5059,857,285,1098,6182,469,0,0,0
PL_306090101,Międzyrzec Podlaski,14010,3480,119,0,87,76,166,1500,81,72,279,450,634,16,0,0
PL_306090102,Terespol,4686,1121,31,0,25,22,94,432,36,23,68,328,61,1,0,0
PL_306090103,Biała Podlaska,10598,2152,73,0,76,33,145,819,49,54,156,325,407,15,0,0
PL_306090104,Drelów,4435,738,31,0,29,25,35,278,19,15,69,45,190,2,0,0
PL_306090105,Janów Podlaski,4377,771,34,0,21,10,51,289,16,8,32,80,230,0,0,0
PL_306090106,Kodeń,3277,635,40,0,20,9,42,252,24,11,25,78,129,5,0,0
PL_306090107,Konstantynów,3289,669,36,0,29,17,34,221,17,12,38,70,193,2,0,0
PL_306090108,Leśna Podlaska,3503,738,35,0,18,14,56,339,15,10,43,53,148,7,0,0
PL_306090109,Łomazy,4247,853,34,0,42,12,86,336,12,24,82,47,175,3,0,0
PL_306090110,Międzyrzec Podlaski,8139,1548,46,0,45,25,21,707,13,26,67,89,506,3,0,0
PL_306090111,Piszczac,5958,899,23,0,37,14,38,418,9,16,78,78,183,5,0,0
PL_306090112,Rokitno,2541,396,10,0,20,9,40,116,3,10,21,33,131,3,0,0
PL_306090113,Rossosz,1941,510,20,0,20,2,16,228,5,17,35,40,127,0,0,0
PL_306090114,Sławatycze,2052,433,12,0,16,5,29,179,14,12,16,80,67,3,0,0
PL_306090115,Sosnówka,2189,390,20,0,5,7,22,114,11,10,14,26,158,3,0,0
PL_306090116,Terespol,5507,1083,52,0,33,16,64,497,18,20,77,148,151,7,0,0
PL_306090117,Tuczna,2731,515,17,0,23,6,29,218,9,9,29,25,150,0,0,0
PL_306090118,Wisznice,4243,938,30,0,36,15,32,366,22,17,63,122,225,10,0,0
PL_306090119,Zalesie,3567,645,22,0,19,10,31,227,22,9,49,94,160,2,0,0
PL_306100201,Biłgoraj,21995,5559,135,0,170,167,251,2207,309,192,506,901,706,15,0,0
PL_306100202,Aleksandrów,2521,639,14,0,16,40,6,399,5,22,42,40,55,0,0,0
PL_306100203,Biłgoraj,10436,2401,54,0,94,92,47,1173,55,52,176,118,536,4,0,0
PL_306100204,Biszcza,3180,888,17,0,21,24,21,335,9,12,32,15,400,2,0,0
PL_306100205,Frampol,5219,1008,22,0,33,24,24,464,18,40,100,54,227,2,0,0
PL_306100206,Goraj,3556,750,31,0,26,18,20,340,14,18,28,46,208,1,0,0
PL_306100207,Józefów,5913,1055,47,0,61,28,59,391,47,42,65,179,131,5,0,0
PL_306100208,Księżpol,5456,1046,32,0,22,48,34,471,28,24,93,68,223,3,0,0
PL_306100209,Łukowa,3518,718,15,0,27,16,14,400,9,14,45,48,128,2,0,0
PL_306100210,Obsza,3481,726,15,0,54,20,43,310,7,16,62,26,172,1,0,0
PL_306100211,Potok Górny,4579,1084,38,0,48,17,14,572,12,17,62,28,274,2,0,0
PL_306100212,Tarnogród,5595,1466,41,0,51,47,64,711,24,40,73,120,294,1,0,0
PL_306100213,Tereszpol,3209,554,18,0,17,12,12,280,20,30,45,33,86,1,0,0
PL_306100214,Turobin,5575,1304,30,0,25,22,64,729,8,33,79,57,255,2,0,0
PL_306100301,Rejowiec Fabryczny,3687,643,16,0,19,26,34,162,13,5,28,146,191,3,0,0
PL_306100302,Białopole,2609,441,17,0,15,3,33,120,16,4,12,54,165,2,0,0
PL_306100303,Chełm,11100,2538,72,0,53,34,55,750,26,11,105,329,1099,4,0,0
PL_306100304,Dorohusk,5510,1012,42,0,22,25,26,324,26,10,36,163,334,4,0,0
PL_306100305,Dubienka,2149,413,13,0,12,5,14,87,19,7,13,77,166,0,0,0
PL_306100306,Kamień,3287,632,26,0,17,7,9,166,7,9,40,71,280,0,0,0
PL_306100307,Leśniowice,3167,578,24,0,16,4,21,127,8,4,13,53,308,0,0,0
PL_306100308,Rejowiec Fabryczny,3581,556,26,0,16,3,41,162,7,7,20,66,208,0,0,0
PL_306100309,Ruda-Huta,3789,828,46,0,15,6,16,149,14,4,49,68,459,2,0,0
PL_306100310,Sawin,4664,906,48,0,26,7,33,273,4,9,56,156,289,5,0,0
PL_306100311,Siedliszcze,5624,828,41,0,32,24,24,216,45,15,14,197,216,4,0,0
PL_306100312,Wierzbica,4296,882,44,0,19,5,19,250,22,7,25,286,205,0,0,0
PL_306100313,Wojsławice,3319,666,21,0,32,11,25,231,11,15,33,63,223,1,0,0
PL_306100314,Żmudź,2656,526,18,0,19,3,24,147,3,2,16,83,210,1,0,0
PL_306100315,Rejowiec,5400,771,45,0,22,9,23,228,19,7,42,101,272,3,0,0
PL_306100401,Hrubieszów,15835,3349,87,0,89,41,191,1257,357,95,205,634,384,9,0,0
PL_306100402,Dołhobyczów,4910,781,22,0,23,13,43,355,20,14,36,49,201,5,0,0
PL_306100403,Horodło,4550,683,31,0,26,13,43,238,39,28,40,74,150,1,0,0
PL_306100404,Hrubieszów,8461,1476,61,0,51,39,69,608,56,40,95,114,336,7,0,0
PL_306100405,Mircze,6442,946,38,0,36,11,62,269,57,23,52,62,332,4,0,0
PL_306100406,Trzeszczany,3727,551,25,0,18,5,37,277,22,6,25,30,103,3,0,0
PL_306100407,Uchanie,4063,813,34,0,19,12,12,352,16,12,33,31,288,4,0,0
PL_306100408,Werbkowice,8154,1467,42,0,39,21,47,730,46,26,89,118,300,9,0,0
PL_306120501,Batorz,2788,759,19,0,24,24,28,387,6,6,49,11,203,2,0,0
PL_306120502,Chrzanów,2495,791,14,0,17,7,28,448,3,17,28,12,215,2,0,0
PL_306120503,Dzwola,5344,1547,36,0,49,44,40,1036,9,23,62,23,224,1,0,0
PL_306120504,Godziszów,4895,1965,23,0,36,61,57,1450,8,28,77,24,198,3,0,0
PL_306120505,Janów Lubelski,13451,3658,73,0,54,72,179,2123,111,73,225,334,409,5,0,0
PL_306120506,Modliborzyce,5902,1246,51,0,50,25,69,596,25,26,61,74,265,4,0,0
PL_306120507,Potok Wielki,3911,826,20,0,26,6,45,314,12,8,40,34,318,3,0,0
PL_306100601,Krasnystaw,16462,3517,106,0,115,90,224,1095,179,118,245,798,529,18,0,0
PL_306100602,Fajsławice,3948,761,19,0,21,20,13,328,16,20,81,46,146,51,0,0
PL_306100603,Gorzków,3184,605,10,0,19,4,30,201,34,10,23,48,223,3,0,0
PL_306100604,Izbica,7057,1098,41,0,37,13,204,425,29,16,59,121,147,6,0,0
PL_306100605,Krasnystaw,7350,1255,35,0,81,25,54,433,25,24,67,228,277,6,0,0
PL_306100606,Kraśniczyn,3380,745,40,0,33,13,44,266,10,16,30,64,223,6,0,0
PL_306100607,Łopiennik Górny,3442,449,18,0,14,10,16,215,10,9,13,56,86,2,0,0
PL_306100609,Rudnik,2727,440,17,0,20,14,105,125,10,6,23,22,96,2,0,0
PL_306100610,Siennica Różana,3512,704,29,0,19,14,25,147,12,9,29,64,352,4,0,0
PL_306100611,Żółkiewka,4895,779,28,0,25,9,66,349,23,16,44,56,162,1,0,0
PL_306120701,Kraśnik,29399,8132,243,0,288,208,473,3548,324,152,510,1489,854,43,0,0
PL_306120702,Annopol,7334,1237,54,0,36,17,81,563,21,37,60,117,244,7,0,0
PL_306120703,Dzierzkowice,4406,1014,27,0,37,18,37,434,17,22,80,58,274,10,0,0
PL_306120704,Gościeradów,5922,1012,43,0,34,13,60,477,10,8,58,63,241,5,0,0
PL_306120705,Kraśnik,5859,1359,37,0,50,35,44,682,28,37,53,81,306,6,0,0
PL_306120706,Szastarka,4888,1089,36,0,38,6,25,616,14,6,52,32,264,0,0,0
PL_306120707,Trzydnik Duży,5422,963,30,0,41,10,48,411,29,13,68,76,233,4,0,0
PL_306120708,Urzędów,6995,1728,52,0,83,50,43,819,23,36,101,107,407,7,0,0
PL_306120709,Wilkołaz,4385,1267,46,0,40,42,22,728,15,22,100,36,213,3,0,0
PL_306120710,Zakrzówek,5571,1005,19,0,16,15,27,534,11,22,85,59,200,17,0,0
PL_306110801,Lubartów,18243,5143,116,0,147,114,219,1844,184,125,453,1455,460,26,0,0
PL_306110802,Abramów,3446,734,19,0,29,27,14,344,17,15,34,41,184,10,0,0
PL_306110803,Firlej,4805,888,40,0,28,19,36,319,19,30,85,105,201,6,0,0
PL_306110804,Jeziorzany,2416,455,23,0,26,5,16,217,8,5,29,27,93,6,0,0
PL_306110805,Kamionka,5092,960,46,0,40,29,26,360,35,25,60,154,167,18,0,0
PL_306110806,Kock,5368,1104,56,0,59,23,32,516,15,28,65,127,181,2,0,0
PL_306110807,Lubartów,8612,1957,59,0,84,50,57,834,37,62,146,316,298,14,0,0
PL_306110808,Michów,5098,981,46,0,31,13,27,403,23,14,55,81,279,9,0,0
PL_306110809,Niedźwiada,5063,1028,29,0,59,37,17,514,23,11,62,57,208,11,0,0
PL_306110810,Ostrów Lubelski,4389,1050,34,0,30,14,57,472,26,32,89,71,217,8,0,0
PL_306110811,Ostrówek,3189,663,29,0,35,13,24,273,12,19,31,77,145,5,0,0
PL_306110812,Serniki,3910,923,30,0,34,29,23,491,20,14,61,65,145,11,0,0
PL_306110813,Uścimów,2709,498,15,0,16,6,8,234,12,12,25,48,120,2,0,0
PL_306110901,Bełżyce,10890,2278,68,0,77,49,89,999,75,53,197,209,450,12,0,0
PL_306110902,Borzechów,3216,957,50,0,18,8,15,379,11,12,36,23,401,4,0,0
PL_306110903,Bychawa,9777,1693,60,0,65,74,61,670,58,40,101,128,426,10,0,0
PL_306110904,Garbów,7125,1742,58,0,71,101,48,781,48,43,109,161,314,8,0,0
PL_306110905,Głusk,7283,1946,39,0,54,66,57,730,72,74,173,315,360,6,0,0
PL_306110906,Jabłonna,6264,945,25,0,47,21,38,347,32,28,90,80,233,4,0,0
PL_306110907,Jastków,10356,2868,70,0,109,63,45,1283,131,88,199,458,406,16,0,0
PL_306110908,Konopnica,10152,2776,64,0,54,80,84,936,124,78,231,497,617,11,0,0
PL_306110909,Krzczonów,3979,717,26,0,17,21,27,249,24,12,47,38,253,3,0,0
PL_306110910,Niedrzwica Duża,8807,2186,57,0,66,86,54,1043,47,51,178,212,380,12,0,0
PL_306110911,Niemce,14241,3327,118,0,68,115,87,1300,123,113,285,489,608,21,0,0
PL_306110912,Strzyżewice,6134,1355,27,0,38,41,38,522,41,33,123,102,382,8,0,0
PL_306110913,Wojciechów,4797,916,32,0,34,15,18,467,26,10,48,59,203,4,0,0
PL_306110914,Wólka,8238,2030,56,0,103,62,65,862,79,62,158,300,269,14,0,0
PL_306110915,Wysokie,3918,848,30,0,29,10,33,383,17,8,27,44,266,1,0,0
PL_306110916,Zakrzew,2611,508,19,0,12,10,16,229,5,9,26,11,169,2,0,0
PL_306111001,Cyców,6137,1041,38,0,29,18,47,376,19,124,55,154,177,4,0,0
PL_306111002,Ludwin,4165,705,29,0,45,26,23,260,12,12,58,73,159,8,0,0
PL_306111003,Łęczna,19390,4265,128,0,148,203,130,1714,146,172,399,735,466,24,0,0
PL_306111004,Milejów,7379,1203,59,0,41,39,60,446,34,33,126,154,206,5,0,0
PL_306111005,Puchaczów,4289,852,22,0,29,27,17,345,29,16,73,76,215,3,0,0
PL_306111006,Spiczyn,4354,815,30,0,24,22,21,302,28,25,98,113,142,10,0,0
PL_306121101,Łuków,24348,5863,149,0,174,151,1000,2368,133,124,372,910,421,61,0,0
PL_306121102,Stoczek Łukowski,2196,475,12,0,17,8,53,181,13,7,22,96,63,3,0,0
PL_306121103,Adamów,4677,924,39,0,41,21,59,390,7,15,60,95,193,4,0,0
PL_306121104,Krzywda,8256,1132,60,0,34,18,82,444,10,22,77,91,292,2,0,0
PL_306121105,Łuków,13425,2705,106,0,95,77,417,1228,35,45,182,181,328,11,0,0
PL_306121106,Serokomla,3385,511,16,0,24,11,23,208,13,6,38,30,138,4,0,0
PL_306121107,Stanin,7665,1611,65,0,76,35,64,655,24,24,69,91,497,11,0,0
PL_306121108,Stoczek Łukowski,6616,1039,35,0,45,25,36,509,14,13,36,55,261,10,0,0
PL_306121109,Trzebieszów,5923,1458,32,0,61,23,36,767,18,17,97,71,329,7,0,0
PL_306121110,Wojcieszków,5582,896,39,0,42,30,50,330,7,6,47,77,260,8,0,0
PL_306121111,Wola Mysłowska,4084,489,27,0,19,10,26,190,9,7,30,29,134,8,0,0
PL_306121201,Chodel,5349,984,37,0,46,23,50,516,21,27,50,60,150,4,0,0
PL_306121202,Józefów nad Wisłą,5641,951,31,0,48,7,52,308,22,17,76,66,313,11,0,0
PL_306121203,Karczmiska,4809,827,36,0,53,22,29,262,24,19,51,66,260,5,0,0
PL_306121204,Łaziska,4136,680,32,0,39,7,37,202,31,14,49,38,229,2,0,0
PL_306121205,Opole Lubelskie,15093,2831,119,0,163,48,157,1059,190,147,193,401,341,13,0,0
PL_306121206,Poniatowa,12206,2388,63,0,109,44,159,996,88,75,151,362,313,28,0,0
PL_306121207,Wilków,3871,737,34,0,58,8,44,278,18,23,33,36,202,3,0,0
PL_306091301,Dębowa Kłoda,3313,532,22,0,25,3,27,196,25,12,22,51,146,3,0,0
PL_306091302,Jabłoń,3218,756,39,0,26,11,33,348,14,20,47,40,173,5,0,0
PL_306091303,Milanów,3254,614,29,0,21,12,19,277,14,18,23,28,172,1,0,0
PL_306091304,Parczew,12422,2442,73,0,96,37,135,888,81,93,167,427,433,12,0,0
PL_306091305,Podedwórze,1505,281,6,0,7,5,24,106,2,13,24,27,66,1,0,0
PL_306091306,Siemień,3958,746,28,0,40,31,21,352,15,15,35,64,142,3,0,0
PL_306091307,Sosnowica,2247,396,16,0,22,5,29,123,9,9,31,95,56,1,0,0
PL_306121401,Puławy,40347,11356,262,0,305,191,665,4472,483,350,777,3143,654,54,0,0
PL_306121402,Baranów,3413,725,38,0,33,21,27,259,25,25,53,52,187,5,0,0
PL_306121403,Janowiec,3127,567,13,0,26,11,24,223,11,21,45,115,75,3,0,0
PL_306121404,Kazimierz Dolny,5837,1148,31,0,31,31,34,469,56,45,81,259,102,9,0,0
PL_306121405,Końskowola,7419,1649,40,0,66,39,54,755,44,40,164,206,235,6,0,0
PL_306121406,Kurów,6386,1489,36,0,56,46,35,714,36,99,130,163,165,9,0,0
PL_306121407,Markuszów,2486,640,22,0,71,18,15,292,18,15,47,37,103,2,0,0
PL_306121408,Nałęczów,8474,2421,76,0,95,42,111,1028,92,89,173,445,256,14,0,0
PL_306121409,Puławy,9657,1823,56,0,82,26,83,723,52,65,155,297,283,1,0,0
PL_306121410,Wąwolnica,3870,827,30,0,35,23,14,493,12,23,51,62,75,9,0,0
PL_306121411,Żyrzyn,5405,1222,62,0,52,24,64,538,23,29,96,118,214,2,0,0
PL_306091501,Radzyń Podlaski,13137,3244,94,0,67,68,165,1248,92,71,245,489,693,12,0,0
PL_306091502,Borki,4852,982,54,0,27,16,29,184,7,7,23,34,596,5,0,0
PL_306091503,Czemierniki,3672,957,46,0,23,12,35,325,14,23,41,58,377,3,0,0
PL_306091504,Kąkolewnica,6718,1229,44,0,40,41,32,488,13,24,68,105,370,4,0,0
PL_306091505,Komarówka Podlaska,3819,827,27,0,30,25,24,352,4,6,40,122,194,3,0,0
PL_306091506,Radzyń Podlaski,6482,1316,43,0,41,21,42,596,21,30,93,111,313,5,0,0
PL_306091507,Ulan-Majorat,4832,1186,61,0,41,17,25,435,3,22,47,39,495,1,0,0
PL_306091508,Wohyń,5816,1013,34,0,36,26,27,442,18,15,57,84,264,10,0,0
PL_306121601,Dęblin,13725,3215,120,0,231,41,231,967,176,54,210,581,589,15,0,0
PL_306121602,Kłoczew,5906,1176,47,0,195,15,67,510,14,13,42,44,228,1,0,0
PL_306121603,Nowodwór,3390,704,22,0,170,7,77,200,3,8,17,24,175,1,0,0
PL_306121604,Ryki,17020,4281,159,0,984,57,566,950,110,44,230,437,729,15,0,0
PL_306121605,Stężyca,4450,1136,52,0,89,14,49,201,13,10,35,43,628,2,0,0
PL_306121606,Ułęż,2784,752,25,0,133,5,83,174,17,7,34,44,226,4,0,0
PL_306111701,Świdnik,32883,8477,195,0,180,143,545,3345,477,352,572,1949,681,38,0,0
PL_306111702,Mełgiew,7192,1548,34,0,50,31,50,702,44,89,113,185,241,9,0,0
PL_306111703,Piaski,8617,1679,50,0,47,20,43,556,47,54,101,142,605,14,0,0
PL_306111704,Rybczewice,3038,473,18,0,14,5,16,214,18,6,33,37,104,8,0,0
PL_306111705,Trawniki,7277,961,48,0,38,22,41,427,33,23,68,134,125,2,0,0
PL_306101801,Tomaszów Lubelski,16828,4112,96,0,119,79,300,1728,136,94,304,945,295,16,0,0
PL_306101802,Bełżec,2796,541,27,0,25,1,20,186,12,11,31,55,173,0,0,0
PL_306101803,Jarczów,3005,589,25,0,20,8,22,295,7,6,44,59,99,4,0,0
PL_306101804,Krynice,2855,617,23,0,18,24,12,275,11,7,14,68,165,0,0,0
PL_306101805,Lubycza Królewska,5355,709,37,0,32,13,46,179,21,13,57,181,127,3,0,0
PL_306101806,Łaszczów,5361,931,40,0,30,14,33,369,21,23,46,88,265,2,0,0
PL_306101807,Rachanie,4528,922,59,0,48,16,43,478,17,17,53,64,120,7,0,0
PL_306101808,Susiec,6435,1444,61,0,394,14,36,530,25,16,61,139,162,6,0,0
PL_306101809,Tarnawatka,3254,587,24,0,22,17,43,275,8,7,45,56,87,3,0,0
PL_306101810,Telatyn,3556,672,32,0,25,8,22,267,10,21,35,43,209,0,0,0
PL_306101811,Tomaszów Lubelski,9097,1805,54,0,92,47,77,906,27,38,122,226,208,8,0,0
PL_306101812,Tyszowce,4851,822,34,0,15,22,32,412,10,10,45,75,163,4,0,0
PL_306101813,Ulhówek,4233,705,23,0,26,18,24,275,14,13,20,89,201,2,0,0
PL_306091901,Włodawa,11727,2668,57,0,48,91,236,948,133,69,177,606,282,21,0,0
PL_306091902,Hanna,2628,479,28,0,16,25,36,164,10,12,28,45,114,1,0,0
PL_306091903,Hańsk,3105,547,23,0,14,8,124,172,13,6,20,43,123,1,0,0
PL_306091904,Stary Brus,1783,393,18,0,17,8,22,149,8,8,15,43,103,2,0,0
PL_306091905,Urszulin,3428,628,20,0,16,12,50,241,16,29,42,85,113,4,0,0
PL_306091906,Włodawa,4886,927,36,0,35,18,58,340,29,21,47,136,200,7,0,0
PL_306091907,Wola Uhruska,3404,655,13,0,14,7,40,257,9,8,31,100,173,3,0,0
PL_306091908,Wyryki,2300,423,28,0,8,11,26,124,7,10,23,68,116,2,0,0
PL_306102001,Adamów,3942,724,12,0,21,3,30,417,15,6,19,53,147,1,0,0
PL_306102002,Grabowiec,3665,578,28,0,22,14,18,237,14,15,38,43,146,3,0,0
PL_306102003,Komarów-Osada,4421,1217,56,0,36,8,34,577,18,17,51,43,373,4,0,0
PL_306102004,Krasnobród,5895,1670,65,0,71,39,57,832,25,25,67,115,366,8,0,0
PL_306102005,Łabunie,5068,1296,29,0,49,20,65,766,17,31,61,43,213,2,0,0
PL_306102006,Miączyn,4966,1195,51,0,29,11,47,317,17,17,31,29,641,5,0,0
PL_306102007,Nielisz,4802,779,30,0,23,6,197,258,14,5,35,33,177,1,0,0
PL_306102008,Radecznica,5243,966,20,0,36,11,33,521,13,13,70,41,201,7,0,0
PL_306102009,Sitno,5588,1181,33,0,42,25,41,632,23,35,74,52,216,8,0,0
PL_306102010,Skierbieszów,4425,940,40,0,33,16,31,548,19,15,64,65,101,8,0,0
PL_306102011,Stary Zamość,4456,965,30,0,29,21,40,534,18,23,51,54,163,2,0,0
PL_306102012,Sułów,3976,444,25,0,13,7,28,220,18,12,42,17,60,2,0,0
PL_306102013,Szczebrzeszyn,9714,1721,76,0,60,35,91,809,52,36,103,178,274,7,0,0
PL_306102014,Zamość,17952,4044,139,0,116,87,197,1770,124,127,336,385,740,23,0,0
PL_306102015,Zwierzyniec,5849,990,40,0,12,17,51,442,32,16,64,154,156,6,0,0
PL_306096101,Biała Podlaska,46170,11359,291,0,238,224,1074,4581,425,286,1001,2414,764,61,0,0
PL_306106201,Chełm,54578,14627,311,0,203,157,688,3725,389,155,666,2738,5564,31,0,0
PL_306116301,Lublin,274125,88385,1581,0,1893,2182,3875,33709,5997,2815,6638,21489,7646,560,0,0
PL_306106401,Zamość,54263,13429,355,0,302,290,1093,5660,694,374,907,2526,1167,61,0,0
PL_408130101,Kostrzyn nad Odrą,13841,2661,93,0,49,24,367,675,87,55,166,1048,82,0,0,15
PL_408130102,Bogdaniec,5443,891,24,0,21,15,160,237,25,7,77,256,65,0,0,4
PL_408130103,Deszczno,6932,1124,36,0,16,23,128,371,42,52,70,314,62,0,0,10
PL_408130104,Kłodawa,6201,1596,62,0,23,18,229,347,43,35,126,594,107,0,0,12
PL_408130105,Lubiszyn,5405,709,24,0,19,4,105,164,18,7,56,244,62,0,0,6
PL_408130106,Santok,6329,1055,55,0,25,20,164,275,37,18,81,287,91,0,0,2
PL_408130107,Witnica,10190,1530,70,0,52,28,186,497,44,28,94,360,161,0,0,10
PL_408140201,Gubin,13423,2265,89,0,35,22,403,369,85,45,120,738,345,0,0,14
PL_408140202,Bobrowice,2595,445,19,0,8,3,53,129,11,13,32,117,57,0,0,3
PL_408140203,Bytnica,2064,227,11,0,7,3,35,64,2,5,8,66,24,0,0,2
PL_408140204,Dąbie,3962,555,36,0,16,6,49,116,19,19,18,204,70,0,0,2
PL_408140205,Gubin,5900,792,40,0,20,18,79,149,52,17,40,200,169,0,0,8
PL_408140206,Krosno Odrzańskie,14803,2546,114,0,50,27,403,634,64,62,147,793,231,0,0,21
PL_408140207,Maszewo,2335,207,14,0,5,4,20,36,9,9,18,67,24,0,0,1
PL_408130301,Bledzew,3665,700,55,0,27,5,130,153,20,17,27,184,75,0,0,7
PL_408130302,Międzyrzecz,20748,3847,179,0,89,104,803,829,113,68,245,1241,142,0,0,34
PL_408130303,Przytoczna,4597,772,77,0,38,9,131,124,22,15,47,209,97,0,0,3
PL_408130304,Pszczew,3410,628,27,0,17,6,93,188,10,17,34,161,67,0,0,8
PL_408130305,Skwierzyna,10012,1693,79,0,35,24,365,360,48,27,124,524,96,0,0,11
PL_408130306,Trzciel,5181,803,42,0,19,8,282,134,20,11,38,170,75,0,0,4
PL_408140401,Nowa Sól,31638,6628,190,0,133,142,1038,1786,151,129,429,2360,220,0,0,50
PL_408140402,Bytom Odrzański,4347,729,26,0,24,8,114,179,20,21,40,263,30,0,0,4
PL_408140403,Kolsko,2648,399,32,0,10,21,40,121,7,8,25,105,28,0,0,2
PL_408140404,Kożuchów,12844,1852,66,0,60,31,272,486,50,34,121,587,131,0,0,14
PL_408140405,Nowa Sól,5443,828,26,0,30,15,75,338,34,24,54,190,38,0,0,4
PL_408140406,Nowe Miasteczko,4391,686,48,0,15,11,87,208,21,8,48,159,78,0,0,3
PL_408140407,Otyń,5204,875,34,0,21,9,108,242,25,10,93,291,39,0,0,3
PL_408140408,Siedlisko,2764,312,18,0,11,5,43,99,6,8,13,78,27,0,0,4
PL_408130501,Cybinka,5346,622,29,0,15,6,78,164,17,9,50,164,81,0,0,9
PL_408130502,Górzyca,3305,442,32,0,12,5,56,131,18,11,41,108,24,0,0,4
PL_408130503,Ośno Lubuskie,5173,822,58,0,23,13,109,188,32,13,51,257,67,0,0,11
PL_408130504,Rzepin,7837,1166,56,0,33,33,173,283,24,23,93,387,53,0,0,8
PL_408130505,Słubice,15307,2950,115,0,75,29,507,587,110,61,175,1128,124,0,0,39
PL_408130601,Dobiegniew,5560,796,32,0,20,10,122,199,16,6,46,159,183,0,0,3
PL_408130602,Drezdenko,13982,2154,99,0,59,33,242,616,65,41,126,709,148,0,0,16
PL_408130603,Stare Kurowo,3351,450,25,0,12,2,43,108,16,12,25,140,63,0,0,4
PL_408130604,Strzelce Krajeńskie,13829,1868,80,0,32,21,273,399,56,16,104,685,189,0,0,13
PL_408130605,Zwierzyn,3497,468,34,0,11,14,64,120,10,10,37,115,49,0,0,4
PL_408130701,Krzeszyce,3746,525,26,0,11,13,68,168,8,5,29,109,86,0,0,2
PL_408130702,Lubniewice,2585,439,22,0,10,7,76,78,10,10,36,153,32,0,0,5
PL_408130703,Słońsk,4108,593,45,0,20,16,63,166,17,13,37,153,58,0,0,5
