gisco_id,name,registered,turnout,invalid,blank,"NOVA, Konzervatívni demokrati Slovenska, Občianska konzervatívna strana",Kresťanskodemokratické hnutie,SMER - sociálna demokracia,Slovenská ľudová strana,Národ a Spravodlivosť - naša strana,Magnificat Slovakia,DEMOKRATICKÁ OBČIANSKA STRANA,7 STATOČNÝCH REGIONÁLNA STRANA SLOVENSKA,Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség,Strana TIP,Ľudová strana Naše Slovensko,EURÓPSKA DEMOKRATICKÁ STRANA,NOVÝ PARLAMENT,MOST - HÍD,Kresťanská SLOVENSKÁ NÁRODNÁ STRANA,Strana demokratického Slovenska,Strana zelených,VZDOR - strana práce,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,PRÁVO A SPRAVODLIVOSŤ,Sloboda a Solidarita,Strana moderného Slovenska,Komunistická strana Slovenska,ÚSVIT,Strana občianskej ľavice,Slovenská národná strana,Slovenská demokratická a kresťanská únia - Demokratická strana,"PRIAMA DEMOKRACIA, Kresťanská ľudová strana",Strana maďarskej komunity - Magyar Közösség Pártja
SK_508853,Podbrezova,3288,366,12,0,5,24,129,5,5,1,0,0,0,25,15,0,1,3,6,6,1,1,33,10,24,0,7,0,0,20,32,0,1
SK_508870,Pohorela,1894,209,3,0,3,1,71,0,9,21,1,0,0,9,16,3,1,0,4,2,0,0,11,0,9,1,17,0,0,17,8,2,0
SK_508888,Pohronska Polhora,1371,119,9,0,10,24,30,0,3,2,0,0,0,2,5,3,0,0,2,4,0,1,4,5,5,0,2,0,0,3,5,0,0
SK_508900,Polomka,2435,183,8,0,7,16,44,2,3,3,1,0,0,5,10,0,0,2,0,5,0,0,14,9,4,4,5,1,0,18,22,0,0
SK_508934,Predajna,1121,135,3,0,5,7,57,1,5,2,0,0,0,7,8,0,0,0,0,1,0,0,9,3,5,3,6,0,0,1,12,0,0
SK_508951,Raztoka,241,35,0,0,1,4,17,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0
SK_508993,Sihla,164,22,2,0,0,2,8,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0
SK_509043,Sumiac,1027,110,14,0,1,8,25,2,1,5,0,0,0,4,14,2,0,0,2,4,0,0,13,2,2,0,0,0,0,6,5,0,0
SK_509051,Telgart,1121,107,4,0,15,16,21,0,1,22,0,0,0,2,2,0,0,1,0,0,0,0,8,0,3,2,0,0,0,5,4,1,0
SK_509086,Valaska,3100,382,9,0,20,20,151,5,2,3,1,1,0,23,33,2,1,1,1,8,1,0,32,2,14,3,5,1,1,18,22,1,1
SK_509094,Valkovna,249,60,0,0,5,1,11,0,0,23,0,3,1,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0,6,2,0,0
SK_509124,Zavadka nad Hronom,1884,180,7,0,5,10,76,1,5,2,1,1,1,9,18,1,0,0,1,2,3,1,4,0,7,0,6,1,0,12,6,0,0
SK_511226,Abelova,160,18,0,0,0,0,10,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SK_511234,Belina,495,55,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,43
SK_557315,Biskupice,897,118,4,0,4,0,2,0,0,0,0,0,2,1,1,0,0,29,0,0,0,0,1,1,0,0,2,0,0,0,0,0,71
SK_511251,Bolkovce,536,64,2,0,4,5,26,1,2,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,1,3,6
SK_511269,Breznička (okres Poltár),642,72,3,0,2,11,36,2,0,0,0,0,0,2,2,1,2,0,1,2,0,0,4,1,0,0,0,0,1,0,2,0,0
SK_511277,Budina,218,64,1,0,3,1,39,0,0,1,0,0,0,4,2,0,0,2,0,2,1,1,0,0,0,0,2,0,0,4,0,1,0
SK_558273,Bulhary,225,66,8,0,1,1,1,0,0,0,0,0,14,1,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27
SK_511293,Buzitka,431,67,3,0,3,0,23,0,2,0,1,0,0,9,4,0,0,1,1,1,0,0,4,2,2,0,1,0,0,0,7,0,3
SK_511315,Cinobana,1803,186,5,0,9,17,73,0,3,0,1,2,0,9,6,0,0,0,3,0,2,0,9,5,4,0,12,4,0,10,12,0,0
SK_511323,Čakanovce (okres Lučenec),770,155,2,0,6,1,2,1,0,1,0,0,0,5,0,1,0,25,1,1,0,0,0,1,2,0,1,8,0,0,1,0,96
SK_511331,Camovce,420,101,2,0,3,1,4,0,0,0,0,0,2,3,0,0,0,24,0,0,0,0,6,0,0,0,2,0,0,0,2,0,52
SK_511340,Ceske Brezovo,421,67,4,0,6,5,19,0,2,1,0,0,0,4,2,0,0,0,0,2,0,0,4,2,0,2,3,3,0,6,0,1,1
SK_511358,Divin,1686,206,5,0,15,14,77,1,3,0,0,0,0,3,13,0,0,0,1,3,1,0,22,7,15,0,3,2,0,10,8,3,0
SK_511366,Dobroc,551,67,2,0,1,1,25,0,0,0,0,0,0,6,2,2,0,0,0,2,0,2,2,1,5,0,2,0,0,5,9,0,0
SK_557323,Dubakovo,84,18,0,0,2,1,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
SK_511391,Filakovo,8011,651,17,0,10,11,87,2,4,0,0,0,4,20,10,5,0,184,1,6,3,1,21,3,14,1,9,2,0,10,12,0,214
SK_511404,Filakovske Kovace,704,50,0,0,2,4,1,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,1,1,3,18
SK_557331,Gregorova Vieska,110,21,0,0,1,0,11,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0
SK_511421,Halic,1348,145,6,0,8,14,46,0,0,1,0,0,0,11,3,0,0,2,0,1,0,1,9,3,7,1,2,0,0,8,17,5,0
SK_511439,Holisa,468,46,3,0,1,4,4,0,0,0,0,0,1,2,0,0,0,9,0,0,0,0,1,0,1,2,0,0,0,2,0,0,16
SK_511447,Hradište (okres Poltár),222,47,0,0,2,0,26,0,0,0,0,0,0,1,3,0,0,0,0,5,0,2,1,0,1,0,2,0,0,2,1,0,1
SK_514900,Hrnciarska Ves,766,76,1,0,2,1,39,0,1,0,1,0,0,2,8,0,0,0,0,0,0,0,3,1,2,0,3,1,0,6,5,0,0
SK_514918,Hrnciarske Zaluzany,715,85,5,0,2,12,29,1,0,3,0,0,0,4,4,0,0,1,0,9,1,0,1,0,5,0,0,0,0,4,4,0,0
SK_511463,Jelsovec,225,28,1,0,1,0,12,0,1,1,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SK_511471,Kalinovo,1859,179,4,0,3,14,83,0,1,1,0,1,0,6,13,1,0,5,2,0,0,1,16,3,8,0,7,0,0,0,10,0,0
SK_511480,Kalonda,181,48,2,0,1,1,3,0,1,0,0,0,0,3,9,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
SK_511498,Kokava nad Rimavicou,2385,294,9,0,12,6,137,3,3,5,0,1,0,6,39,3,1,1,5,2,0,1,7,11,3,2,7,1,0,16,12,1,0
SK_511374,Kotmanova,265,31,3,0,0,0,13,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,1,0,0
SK_511501,Krna,57,24,0,0,0,1,15,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0
SK_511528,Lehotka,276,28,1,0,3,0,17,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
SK_511536,Lentvora,62,22,0,0,5,1,6,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0
SK_511544,Lipovany,211,25,0,0,6,3,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SK_511552,Lovinobana,1640,126,4,0,7,7,46,0,4,0,1,1,0,4,5,0,1,1,0,2,4,3,13,2,3,6,3,3,0,5,1,0,0
SK_511561,Luborec,274,36,1,0,2,2,13,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,5,1,0,2,3,0,0
SK_511218,Lucenec,22332,2384,68,0,157,87,690,11,24,8,0,3,10,124,52,9,1,213,15,20,15,8,167,41,128,8,59,11,0,65,177,8,205
SK_511579,Lupoc,191,34,1,0,4,1,14,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,2,0,0,0
SK_511595,Malinec,1143,130,5,0,2,5,58,3,0,0,1,1,0,13,9,0,0,0,2,3,0,1,4,0,5,1,4,3,0,6,4,0,0
SK_511609,Maskova,253,25,0,0,3,1,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
SK_580309,Mikušovce (okres Lučenec),229,35,0,0,3,2,7,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,5,1,2,3,1,0,0,0,0,0,3
SK_511617,Mladzovo,101,52,0,0,1,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,2,0,0
SK_511625,Mucin,565,34,3,0,4,1,7,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,4,0,1,0,0,0,0,1,0,0,3
SK_511641,Mytna,970,70,2,0,2,2,17,1,1,1,0,1,0,7,3,0,0,2,0,1,2,0,2,6,4,0,6,0,0,5,3,1,1
SK_511668,Nitra nad Iplom,247,94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,85,0,0,0,0,0,0,1,0,0,1
SK_511676,Nove Hony,154,20,0,0,2,0,7,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0
SK_511684,Ozdin,288,74,5,0,1,4,37,0,0,0,1,0,0,2,2,0,0,0,0,0,2,0,1,2,5,0,1,0,0,2,5,4,0
SK_511692,Panicke Dravce,590,63,3,0,5,2,5,0,0,1,0,0,0,6,1,1,0,12,0,1,0,0,10,4,0,0,1,0,0,2,0,0,9
SK_511706,Píla (okres Lučenec),223,38,1,0,1,1,10,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,1,0,0,0,0,0,15,0,0,0
SK_511714,Pincina,191,39,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,17,1,0,1,0,1,0,0,0,0,0,0,0,2,0,9
SK_511722,Ples,170,22,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,8
SK_511749,Podrecany,481,49,0,0,3,3,21,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,1,1,1,2,8,0,2,1,0,0
SK_511757,Polichno,112,23,0,0,0,1,11,0,0,0,0,0,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0
SK_511765,Poltar,4625,545,11,0,19,30,233,5,5,1,0,1,0,20,61,7,0,9,4,6,0,2,33,12,23,0,21,1,0,26,10,3,2
SK_511773,Praha,72,17,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,1,0,0
SK_511781,Prsa,159,33,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14
SK_511790,Radzovce,1334,229,5,0,3,0,7,0,0,0,1,0,8,3,0,0,0,56,0,0,0,0,0,2,0,1,2,0,0,1,1,0,139
SK_511803,Rapovce,758,84,3,0,3,1,23,1,0,0,0,0,0,4,0,0,1,19,0,0,1,1,3,0,1,0,0,0,0,3,2,7,11
SK_511811,Ratka,274,37,3,0,2,2,11,0,0,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,5,2,1,1
SK_511820,Rovnany,209,50,0,0,1,6,13,1,0,0,0,0,0,6,7,0,1,0,0,1,0,0,2,0,3,0,1,0,0,2,3,3,0
SK_511838,Ruzina,673,96,6,0,11,6,24,0,0,0,0,0,0,5,11,0,0,0,11,1,0,0,0,1,3,0,3,0,0,6,6,1,1
SK_515515,Selce (okres Poltár),87,14,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
SK_511846,Stara Halic,505,91,1,0,1,20,32,1,0,2,0,0,0,0,4,0,0,1,4,2,0,0,0,0,5,0,13,0,0,1,3,1,0
SK_515591,Susany,355,82,1,0,0,14,36,0,5,1,0,0,0,4,2,0,0,1,0,1,0,0,3,1,0,1,1,1,0,9,1,0,0
SK_511854,Savol,436,94,2,0,5,1,5,0,0,1,0,0,3,2,0,0,2,23,0,0,1,0,0,1,0,0,1,0,0,0,1,1,45
SK_511862,Siatorska Bukovinka,268,43,0,0,4,4,24,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,0,0
SK_511871,Sid,884,118,1,0,3,1,5,0,0,0,0,0,1,3,0,0,0,13,0,0,2,0,1,0,2,0,0,3,0,0,0,0,83
SK_511889,Soltyska,119,22,0,0,0,0,12,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1
SK_511897,Surice,424,54,8,0,2,1,8,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,1,0,1,1,0,0,0,0,0,0,15
SK_511901,Tocnica,277,44,0,0,1,1,12,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,1,2,2,1,5,11,0,1,0,0,0
SK_511919,Tomášovce (okres Lučenec),1169,169,9,0,6,13,86,1,0,0,0,0,0,8,4,0,0,0,2,2,2,0,3,2,13,2,0,1,0,7,6,1,1
SK_511927,Trebelovce,732,113,6,0,4,1,58,0,0,0,0,0,0,2,2,0,0,10,2,3,0,0,3,1,4,0,0,1,0,8,1,0,7
SK_557340,Trenc,326,29,1,0,0,1,8,1,0,0,0,0,0,4,0,0,0,6,0,1,0,0,0,1,0,0,3,0,0,1,2,0,0
SK_511943,Tuhar,313,39,0,0,3,3,15,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,2,1,1,0,1,0,0,6,0,0,1
SK_511978,Uhorske,439,53,1,0,0,1,26,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,4,0,2,0,3,0,0,6,2,0,0
SK_580317,Utekac,870,127,3,0,5,6,68,1,2,4,0,1,0,2,6,0,0,0,0,0,4,0,10,0,1,0,2,1,0,6,4,0,1
SK_511994,Velka nad Iplom,744,59,2,0,0,3,4,0,1,0,0,0,0,1,0,0,0,17,0,1,0,0,0,2,6,0,0,1,0,0,0,0,21
SK_512001,Velka Ves,378,37,1,0,2,3,18,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,3,0,0
SK_512010,Velke Dravce,540,124,1,0,2,0,14,1,1,0,0,0,1,2,0,0,0,46,0,0,0,0,0,0,0,0,8,0,0,1,1,0,46
SK_557307,Vidina,1535,187,6,0,11,15,65,1,3,1,0,0,0,7,1,0,0,6,0,1,1,0,10,13,14,1,5,0,0,10,13,0,3
SK_582051,Zlatno (okres Poltár),373,46,4,0,7,1,21,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,2,3,0,0,1,0,0,0
SK_557757,Abovce,487,55,1,0,0,0,7,0,0,0,0,0,2,1,1,0,0,9,0,0,0,0,2,0,1,0,0,0,0,1,2,0,28
SK_514489,Babinec,63,15,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,0,1
SK_514501,Barca,321,33,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,11,0,0,0,0,1,0,0,0,0,13
SK_514519,Batka,724,84,3,0,0,2,5,0,0,0,0,0,1,3,0,0,0,34,0,0,0,1,0,1,0,0,1,0,0,2,0,0,31
SK_514535,Belin,139,21,0,0,0,0,10,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0
SK_514543,Blhovce,614,101,1,0,2,0,4,0,2,0,0,0,4,1,0,0,0,39,1,0,1,0,1,0,1,0,0,0,0,1,0,0,43
SK_514551,Bottovo,164,38,2,0,1,2,22,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1
SK_514586,Budikovany,45,14,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0
SK_514594,Cakov,210,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7
SK_514608,Cerencany,453,71,0,0,4,1,27,1,0,0,0,1,0,2,3,0,1,6,0,7,0,2,0,3,3,0,0,1,0,1,7,0,1
SK_514616,Cierny Potok,137,35,0,0,0,1,13,0,0,1,0,0,0,4,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,3,0,1,2
SK_514624,Ciz,527,60,0,0,2,2,7,0,1,0,1,0,3,1,0,0,0,9,0,0,1,0,0,0,3,0,0,0,0,0,0,0,30
SK_514632,Dolne Zahorany,158,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,1,0,0,0,2,0,13
SK_514641,Drazice,182,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
SK_514659,Driencany,163,34,0,0,0,0,8,0,1,0,0,0,0,2,0,1,0,5,0,0,0,1,1,2,4,1,1,0,0,3,1,2,1
SK_514667,Drna,144,40,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11
SK_514675,Drzkovce,405,59,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,19,0,1,0,0,0,0,0,1,1,0,0,1,1,0,30
SK_514683,Dubno,136,45,5,0,1,0,0,0,0,0,0,0,19,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
SK_514691,Dubovec,386,42,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,25,0,0,0,0,8,0,0,0,0,0,0,0,1,0,3
SK_557919,Dulovo,125,36,1,0,2,2,3,0,0,0,1,0,10,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5
SK_514713,Figa,315,24,0,0,1,2,7,1,0,0,0,0,0,1,1,0,0,3,1,3,0,0,1,0,0,0,2,0,0,0,0,0,1
SK_514721,Gemer,686,82,2,0,1,3,7,0,0,0,0,0,2,0,3,0,0,40,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21
SK_514730,Gemercek,94,23,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
SK_514756,Gemerska Ves,703,63,1,0,4,1,3,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,11,0,2,0,0,0,0,0,1,0,18
SK_514764,Gemerske Dechtare,364,104,2,0,1,1,0,0,0,0,0,0,6,0,0,0,0,13,1,1,0,0,0,0,3,1,0,3,0,0,0,2,70
SK_557889,Gemerske Michalovce,73,22,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4
SK_525677,Gemerske Teplice,302,32,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2
SK_514781,Gemersky Jablonec,585,135,2,0,5,1,5,0,0,1,0,0,7,0,0,1,0,31,0,0,0,0,2,0,5,0,2,1,0,1,0,0,71
SK_525685,Gemersky Sad,254,50,3,0,5,1,7,0,0,0,0,4,2,1,1,0,0,5,0,0,0,1,4,0,1,2,1,1,0,3,1,0,7
SK_514799,Gortva,399,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
SK_514811,Hajnacka,949,151,3,0,8,1,13,0,0,1,0,0,3,1,0,1,0,72,0,0,1,0,0,0,0,1,1,1,0,1,1,0,42
SK_514829,Hnusta,5629,552,18,0,24,13,223,8,5,3,1,1,1,24,23,2,2,3,2,10,6,3,21,9,16,2,15,38,0,40,33,5,1
SK_514837,Hodejov,1069,80,5,0,2,2,26,0,0,0,0,1,5,1,2,0,0,17,0,0,0,0,0,0,0,0,0,1,0,3,1,0,14
SK_514845,Hodejovec,156,25,3,0,0,1,1,0,0,0,0,0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,2,1,0,7
SK_514853,Horne Zahorany,107,38,1,0,0,1,10,0,0,0,0,3,1,6,1,0,0,4,1,1,0,0,0,0,0,0,2,0,0,3,4,0,0
SK_514861,Hostice,686,70,7,0,0,0,4,0,0,0,0,1,1,1,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,1,0,1,23
SK_514870,Hostisovce,161,14,2,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
SK_514888,Hrachovo,703,91,1,0,3,3,41,0,0,3,0,0,0,0,9,1,0,1,3,1,0,0,3,1,6,0,0,7,0,2,6,0,0
SK_514896,Hrlica,62,15,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,4,0,0,0
SK_514926,Hrusovo,169,40,0,0,3,1,13,0,0,0,0,0,0,2,3,0,0,1,1,4,0,0,1,0,3,1,1,1,0,3,2,0,0
SK_514934,Hubovo,115,27,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,10
SK_525766,Hucin,639,46,2,0,2,1,6,2,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
SK_514942,Husina,371,40,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,1,0,1,1,1,0,20
SK_514951,Chanava,542,60,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,1,0,1,1,0,0,0,0,0,3,33
SK_514969,Chramec,296,57,3,0,1,0,3,0,0,0,0,0,0,1,1,0,1,35,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
SK_514977,Chvalova,133,42,2,0,1,1,14,0,0,0,0,0,0,0,2,1,0,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,8
SK_525774,Chyzne,329,38,0,0,1,2,16,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,3,0,3,0,1,0,0,2,3,1,0
SK_514985,Ivanice,192,37,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,12,0,1,0,0,4,0,0,0,0,0,0,0,0,0,14
SK_514993,Janice,143,65,1,0,10,1,1,0,0,0,0,0,8,2,0,0,0,9,0,2,0,0,3,0,1,0,2,0,0,0,0,0,25
SK_525791,Jelsava,2290,116,6,0,2,1,41,4,2,0,1,0,0,2,23,1,0,4,0,2,0,0,2,1,5,2,5,0,0,3,8,1,0
SK_515001,Jesenské (okres Rimavská Sobota),1755,169,5,0,1,2,24,2,0,0,1,0,10,1,2,0,0,37,0,2,0,2,6,2,4,1,2,0,0,4,2,5,54
SK_515019,Jestice,132,70,1,0,2,0,0,0,0,0,0,0,3,2,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
SK_515027,Kalosa,526,95,0,0,3,0,11,0,1,0,0,2,3,8,0,0,0,17,0,0,0,0,5,1,0,3,0,0,0,0,2,0,39
SK_525812,Kamenany,558,44,0,0,1,0,12,11,0,0,2,0,0,0,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0,1
SK_515035,Kesovce,155,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15
SK_515043,Klenovec,2461,249,5,0,7,3,132,3,1,0,1,0,0,7,8,0,0,1,1,5,4,0,9,1,5,0,4,16,0,17,14,5,0
SK_515051,Kociha,166,13,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
SK_515060,Konradovce,253,44,2,0,0,1,7,0,0,1,1,1,3,1,0,0,0,17,0,0,0,0,1,0,0,0,2,0,0,2,1,0,4
SK_515078,Kral,737,110,1,0,1,1,25,0,0,0,0,0,0,2,0,4,0,37,0,0,0,0,0,0,1,1,0,0,0,4,3,0,30
SK_515086,Kraskovo,111,26,1,0,0,1,11,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0
SK_515094,Krokava,27,16,0,0,0,0,7,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
SK_515108,Kruzno,298,24,0,0,1,3,15,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SK_515116,Kyjatice,58,20,0,0,0,3,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,1,0
SK_515124,Lehota nad Rimavicou,233,46,0,0,1,1,24,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,1,0,3,2,0,2,1,1,0
SK_515132,Lenartovce,404,67,0,0,7,1,5,0,0,0,0,3,2,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
SK_515141,Lenka,159,36,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11
SK_515574,Levare,83,40,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,34
SK_515159,Levkuska,179,49,4,0,0,1,3,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
SK_525901,Licince,492,31,0,0,0,2,1,2,0,0,0,0,2,3,1,0,0,2,1,0,0,0,1,1,3,1,1,1,0,1,0,0,8
SK_515167,Lipovec (okres Rimavská Sobota),50,14,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
SK_525928,Lubenik,1031,74,0,0,2,0,42,1,0,0,0,1,0,4,7,0,0,0,1,2,0,0,3,0,0,1,0,0,0,6,3,0,1
SK_515175,Lukovistia,153,18,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,2,0,4,1,0,0
SK_525944,Magnezitovce,356,46,1,0,1,0,24,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,3,2,0,0,9,0,0,0
SK_515183,Martinova,153,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2
SK_580384,Mokra Luka,432,85,4,0,4,5,46,0,1,0,0,0,0,3,7,0,0,0,0,1,0,0,4,0,2,1,0,0,0,1,6,0,0
SK_525987,Muran,942,87,7,0,3,9,28,2,1,4,0,0,0,3,15,1,0,0,2,1,0,0,2,0,1,1,0,0,0,2,4,1,0
SK_525995,Muranska Dlha Luka,629,82,5,0,1,1,22,1,0,0,0,0,0,5,13,1,0,0,0,2,0,0,10,2,0,1,0,0,0,1,17,0,0
SK_526002,Muranska Huta,162,44,0,0,1,3,11,0,1,1,0,0,0,8,0,1,0,0,0,1,0,0,4,0,0,2,0,0,0,5,5,0,1
SK_526011,Muranska Lehota,174,24,0,0,1,1,15,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
