gisco_id,name,registered,turnout,invalid,blank,"NOVA, Konzervatívni demokrati Slovenska, Občianska konzervatívna strana",Kresťanskodemokratické hnutie,SMER - sociálna demokracia,Slovenská ľudová strana,Národ a Spravodlivosť - naša strana,Magnificat Slovakia,DEMOKRATICKÁ OBČIANSKA STRANA,7 STATOČNÝCH REGIONÁLNA STRANA SLOVENSKA,Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség,Strana TIP,Ľudová strana Naše Slovensko,EURÓPSKA DEMOKRATICKÁ STRANA,NOVÝ PARLAMENT,MOST - HÍD,Kresťanská SLOVENSKÁ NÁRODNÁ STRANA,Strana demokratického Slovenska,Strana zelených,VZDOR - strana práce,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,PRÁVO A SPRAVODLIVOSŤ,Sloboda a Solidarita,Strana moderného Slovenska,Komunistická strana Slovenska,ÚSVIT,Strana občianskej ľavice,Slovenská národná strana,Slovenská demokratická a kresťanská únia - Demokratická strana,"PRIAMA DEMOKRACIA, Kresťanská ľudová strana",Strana maďarskej komunity - Magyar Közösség Pártja
SK_500135,Celadice,774,106,1,0,3,2,69,1,1,0,0,0,0,2,2,0,0,3,0,0,0,2,5,1,0,1,0,0,0,8,4,1,0
SK_555916,Cerveny Hradok,348,85,3,0,3,17,29,0,2,0,2,0,0,5,3,2,0,0,3,3,3,0,3,3,2,0,0,0,0,1,0,1,0
SK_500151,Cierne Klacany,907,99,5,0,9,22,25,1,1,7,0,0,0,3,2,1,0,0,1,1,0,0,8,1,4,0,0,0,0,5,3,0,0
SK_500160,Cifare,506,44,1,0,0,2,10,0,2,0,0,0,1,1,1,1,0,4,0,1,0,0,2,0,1,0,1,0,0,1,1,0,14
SK_582425,Dolné Lefantovce,446,114,2,0,6,9,63,1,3,0,1,0,0,2,1,6,0,0,0,2,1,0,2,0,4,0,4,0,0,4,2,0,1
SK_500194,Dolne Obdokovce,969,71,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,15,0,0,1,0,0,1,1,0,0,0,0,1,1,0,41
SK_500232,Golianovo,1210,140,1,0,4,63,46,1,0,0,0,0,0,2,2,0,0,2,0,0,1,0,4,0,0,0,1,0,1,7,5,0,0
SK_545635,Horne Lefantovce,767,88,2,0,6,21,25,1,2,1,0,1,0,2,0,0,0,0,1,1,2,0,3,2,2,0,3,0,0,5,8,0,0
SK_500283,Hostie,1017,147,6,0,7,21,71,0,1,1,2,2,0,2,3,2,0,0,1,1,1,0,9,3,5,0,0,0,0,5,4,0,0
SK_555959,Hostova,318,69,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,3,0,0,0,0,2,0,1,37
SK_500305,Hosťovce (okres Zlaté Moravce),603,89,3,0,3,15,43,1,1,2,1,0,0,3,0,0,0,0,0,1,1,0,4,0,2,0,2,0,0,7,0,0,0
SK_500313,Hrubonovo,411,48,0,0,3,10,25,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
SK_500321,Choca,426,60,3,0,3,3,25,0,0,4,1,0,0,7,0,0,0,1,0,1,0,0,0,1,2,0,0,2,0,6,1,0,0
SK_558320,Ivanka pri Nitre,2079,270,6,0,7,47,53,2,7,8,0,0,0,6,7,7,0,2,1,3,0,0,80,0,9,0,3,2,1,8,10,0,1
SK_500356,Jarok,1611,186,5,0,11,67,50,3,1,0,0,0,0,4,3,8,0,3,6,1,0,2,1,1,7,1,0,0,0,7,5,0,0
SK_500364,Jedlove Kostolany,788,113,5,0,4,8,39,1,2,0,2,0,0,9,3,0,0,1,0,1,1,0,10,3,5,0,4,0,0,5,9,1,0
SK_500372,Jelenec,1671,189,5,0,7,13,29,0,0,1,1,0,0,2,1,0,0,35,0,1,0,1,5,5,4,22,0,0,0,1,8,0,48
SK_500381,Jelsovce,843,71,4,0,17,7,14,0,0,0,0,0,0,0,1,0,0,9,0,1,1,0,5,0,0,0,0,1,0,3,4,0,4
SK_500399,Kapince,169,18,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
SK_500402,Klasov,1013,100,5,0,5,2,35,0,0,0,0,0,1,1,0,1,0,10,0,1,1,0,3,0,4,0,0,0,0,1,3,0,27
SK_500411,Kolinany,1273,122,4,0,4,4,11,0,3,2,0,1,0,2,0,0,0,36,0,2,0,0,2,0,0,0,0,0,0,0,6,1,44
SK_500429,Kostolany pod Tribecom,325,58,1,0,1,5,36,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,3,0,2,0,1,0,0,2,1,0,0
SK_500437,Ladice,643,71,3,0,3,3,13,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,3,0,1,0,0,0,0,1,1,2,12
SK_500453,Lehota,1845,220,6,0,24,22,101,0,4,1,0,0,0,2,2,6,0,0,4,0,0,2,9,4,7,1,0,1,1,17,5,1,0
SK_500461,Lovce,567,51,0,0,2,13,18,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,4,2,3,0,0,0,0,2,0,0,0
SK_500470,Lucnica nad Zitavou,779,101,4,0,5,9,52,0,2,1,0,0,0,6,3,1,0,2,0,3,0,0,0,1,0,0,0,0,0,3,8,1,0
SK_581097,Ludovitova,185,31,0,0,2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
SK_500488,Lukáčovce,1327,176,6,0,14,61,25,0,2,2,0,1,0,5,3,6,0,1,1,2,0,0,14,5,8,0,2,6,1,6,5,0,0
SK_580899,Luzianky,2376,241,9,0,9,41,63,2,11,3,0,0,0,8,0,0,0,1,3,1,1,0,19,6,11,0,0,0,0,27,25,0,1
SK_500500,Machulince,928,121,5,0,13,19,33,0,0,3,0,0,0,5,0,2,0,0,0,1,0,0,10,1,4,1,2,0,0,8,14,0,0
SK_556785,Male Chyndice,327,35,2,0,2,2,16,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,2,2,0,0,0,0,0,0,1,0
SK_555924,Male Vozokany,241,52,0,0,2,12,19,1,0,2,0,0,0,3,3,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,2,0,0
SK_500534,Male Zaluzie,252,51,4,0,3,0,23,0,0,0,0,2,0,1,1,0,0,0,1,2,0,0,0,0,1,4,2,0,0,4,3,0,0
SK_555908,Maly Cetin,342,56,1,0,2,3,30,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,2,5,0,1
SK_555851,Maly Lapas,516,72,0,0,6,13,22,1,4,0,0,0,0,1,0,6,0,3,0,4,1,0,0,1,2,0,1,1,0,5,1,0,0
SK_500542,Mankovce,457,53,0,0,1,9,22,1,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,3,1,6,0,0,3,0,0,0
SK_500551,Martin nad Zitavou,438,41,3,0,3,7,14,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,0,0,0
SK_500569,Melek,393,58,7,0,5,17,15,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,2,0,1,0,0,0,0,2,2,0,0
SK_500577,Mojmirovce,2318,191,4,0,14,33,70,1,4,1,1,0,0,4,3,0,0,2,0,1,1,0,7,1,9,0,3,0,8,8,9,6,1
SK_500585,Nemcinany,571,51,1,0,0,12,17,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,9,0,1,0,1,0,2,2,2,0,0
SK_500593,Neverice,566,71,1,0,3,4,35,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,5,2,1,3,0,0,0,10,1,0,0
SK_500607,Nevidzany (okres Zlaté Moravce),490,72,2,0,2,8,23,1,5,0,0,0,0,4,3,3,0,0,1,2,0,0,3,2,5,0,2,0,0,5,1,0,0
SK_500011,Nitra,69609,9336,237,0,759,1089,2679,24,201,103,4,20,4,252,180,93,5,193,27,136,52,17,630,196,752,26,134,15,42,422,925,39,80
SK_556696,Nitrianske Hrnciarovce,1658,194,10,0,7,7,50,0,1,4,0,1,0,8,0,3,0,21,1,1,0,0,7,1,11,1,1,0,2,13,30,0,14
SK_500631,Nova Ves nad Zitavou,1087,109,1,0,3,12,37,0,4,1,0,0,0,1,1,5,1,0,0,2,2,0,9,1,7,0,0,0,1,10,11,0,0
SK_500640,Nove Sady,1108,133,2,0,6,17,48,0,0,2,0,0,0,5,6,0,0,1,0,4,3,1,7,1,7,0,4,0,0,4,15,0,0
SK_500658,Obyce,1293,118,1,0,4,22,35,1,0,7,1,1,0,4,2,1,1,0,1,0,0,1,23,0,2,0,1,0,0,6,4,0,0
SK_500666,Pana,302,52,2,0,1,2,27,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,4,1,0,0,0,0,0,6,0,2
SK_500674,Podhorany (okres Nitra),906,86,0,0,14,3,31,0,1,0,0,0,0,6,7,0,0,0,0,3,1,1,2,0,10,0,0,0,0,2,5,0,0
SK_500682,Pohranice,896,124,1,0,2,6,12,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,6,0,6,0,0,0,0,0,6,0,52
SK_500691,Polny Kesov,535,51,2,0,1,5,12,0,4,0,0,0,0,4,1,0,0,0,0,2,0,0,2,0,6,0,0,0,2,2,8,0,0
SK_500704,Risnovce,1688,180,6,0,13,22,80,2,5,3,1,1,0,6,1,0,1,1,1,2,0,0,14,2,6,0,0,0,0,4,7,2,0
SK_500712,Rumanova,683,50,1,0,4,4,7,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,10,0,2,0,1,1,0,5,4,1,0
SK_500721,Skycov,845,158,10,0,4,13,64,1,0,0,6,3,0,34,2,0,0,1,2,1,0,0,1,2,5,0,0,0,0,6,2,1,0
SK_500747,Slazany,1405,144,4,0,5,9,69,0,2,0,0,0,1,11,3,0,0,1,1,2,3,1,9,0,2,0,9,0,0,6,5,1,0
SK_500755,Slepcany,702,77,0,0,1,15,29,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,12,1,5,0,1,0,0,6,1,0,0
SK_555991,Svätoplukovo,1101,113,5,0,4,23,28,0,0,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5,0,1,0,5,7,22,2,0
SK_581691,Stefanovicova,243,31,0,0,2,2,12,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,2,1,1,0,2,2,1,0,0
SK_582719,Štitáre,614,59,2,0,0,4,7,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,2,1,4,1,2,1,0,4,4,1,10
SK_500780,Surianky,495,52,1,0,1,8,25,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,4,1,0,0
SK_500798,Tajna,245,33,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,5,1,0,0
SK_517305,Tekovske Nemce,852,70,1,0,6,6,26,0,1,0,0,1,0,3,1,0,0,1,4,2,0,0,1,5,4,0,2,0,0,2,3,1,0
SK_555967,Telince,290,30,1,0,1,11,5,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,3
SK_500810,Tesarske Mlynany,1403,155,2,0,6,36,46,0,1,3,1,0,0,5,3,14,0,0,2,6,0,0,8,1,9,1,2,0,0,5,4,0,0
SK_500828,Topolcianky,2354,311,14,0,17,54,102,0,2,8,1,1,0,7,2,0,0,2,0,5,1,0,25,11,28,0,5,1,0,15,8,2,0
SK_500836,Velcice,681,89,3,0,4,5,41,1,2,2,1,0,0,2,3,3,0,0,0,0,1,0,7,0,1,1,0,0,0,0,7,4,1
SK_500844,Velka Dolina,556,60,5,0,2,0,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,2,21,3,3,0,0
SK_500518,Velke Chyndice,287,31,0,0,1,7,13,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3
SK_555932,Velke Vozokany,398,71,1,0,0,26,14,0,0,3,1,0,0,6,3,0,0,4,0,1,0,0,8,0,1,0,1,0,0,2,0,0,0
SK_500887,Velke Zaluzie,3392,301,14,0,9,70,84,0,5,8,0,1,0,4,6,31,0,0,0,1,1,3,22,7,10,1,0,0,1,12,9,1,1
SK_500895,Velky Cetin,1397,187,2,0,5,3,16,0,0,1,0,0,2,0,0,0,0,77,0,0,0,0,3,3,5,1,0,0,0,0,2,0,67
SK_555860,Velky Lapas,1001,134,0,0,11,52,30,1,3,3,0,0,0,4,5,3,1,0,0,1,0,0,7,0,5,0,0,0,0,2,6,0,0
SK_500909,Vieska nad Zitavou,414,71,1,0,12,6,25,0,0,3,1,1,0,3,0,0,0,0,0,2,0,0,6,0,3,0,3,0,1,2,1,1,0
SK_500917,Vinodol,1556,103,3,0,11,18,25,0,0,4,0,1,0,4,2,0,0,1,0,2,0,0,4,7,4,0,0,0,0,3,9,3,2
SK_500925,Volkovce,718,110,0,0,9,29,32,1,1,7,0,1,0,4,3,1,0,0,0,0,0,0,4,0,9,0,2,0,0,2,4,1,0
SK_500933,Vrable,7552,828,13,0,36,95,258,4,15,3,0,1,2,54,16,2,1,22,8,9,14,1,47,23,45,0,12,0,1,31,87,5,23
SK_500941,Vycapy - Opatovce,1781,202,8,0,16,21,55,0,3,13,0,0,0,4,2,0,0,19,0,4,1,1,8,9,13,0,3,0,0,3,14,0,5
SK_500950,Zbehy,1817,179,5,0,13,19,61,0,4,0,0,1,0,4,6,2,0,6,1,7,0,0,3,2,14,0,0,0,0,24,6,1,0
SK_500968,Zlate Moravce,10537,1375,22,0,78,176,489,5,15,37,17,0,0,73,43,8,1,15,5,23,9,3,107,33,67,4,12,0,0,49,69,15,0
SK_500976,Zlatno (okres Zlaté Moravce),199,24,1,0,0,2,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
SK_500984,Zikava,431,61,5,0,2,10,20,0,0,9,0,0,0,4,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,5,1,0,0
SK_500992,Zirany,1138,112,3,0,2,13,9,0,0,1,0,0,0,1,5,1,0,19,0,0,0,0,2,1,3,0,0,0,0,0,1,0,51
SK_582816,Žitavany,1611,204,8,0,7,45,48,1,6,5,0,0,0,9,7,1,0,1,3,5,0,2,16,0,1,3,12,0,0,8,14,2,0
SK_501018,Zitavce,323,34,0,0,3,9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5,0,0
SK_503029,Andovce,1172,248,8,0,3,5,11,0,6,0,1,0,2,3,5,0,0,47,0,5,0,0,3,2,2,1,0,0,0,3,2,1,138
SK_503037,Bajtava,355,84,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,45
SK_503045,Banov,3104,354,3,0,14,54,132,1,3,1,1,0,0,14,4,17,0,2,2,2,0,0,26,7,12,3,6,0,0,26,23,1,0
SK_503053,Bardonovo,565,68,3,0,2,0,9,0,0,0,0,0,0,5,1,0,0,12,0,1,0,0,1,0,2,0,0,0,0,1,1,0,30
SK_503061,Belá (okres Nové Zámky),328,68,0,0,2,2,5,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,3,0,0,0,0,1,1,0,42
SK_503070,Besenov,1405,222,0,0,5,1,6,1,0,1,0,0,2,0,0,0,0,116,0,0,0,0,2,0,1,0,0,0,0,0,7,0,80
SK_503088,Bina,1199,312,8,0,2,1,2,0,0,0,0,0,2,0,2,0,1,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128
SK_503096,Branovo,493,82,1,0,3,2,57,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,3,1,1,0,0,0,0,2,4,0,1
SK_503100,Bruty,503,84,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,2,0,0,0,1,0,52
SK_503118,Cechy,262,64,3,0,4,5,33,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,3,3,0,0
SK_503126,Cernik,831,68,3,0,3,14,20,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,6,0,1
SK_503134,Dedinka,631,88,7,0,5,13,43,1,0,0,0,0,0,2,4,0,0,0,3,2,0,0,0,0,0,0,6,0,0,2,0,0,0
SK_503151,Dolny Ohaj,1321,184,5,0,3,23,79,1,4,3,0,0,0,3,6,0,0,2,3,3,0,0,0,3,7,0,1,15,0,17,5,1,0
SK_503169,Dubnik,1366,170,9,0,7,2,6,0,2,1,0,0,1,4,1,0,0,46,0,0,2,0,4,3,40,1,3,1,0,2,4,0,31
SK_503177,Dvory nad Zitavou,4195,626,15,0,8,4,44,0,3,4,0,0,5,11,0,3,0,184,3,3,2,1,11,1,22,0,1,3,0,4,8,1,285
SK_503185,Gbelce,1822,278,4,0,5,1,16,0,2,0,4,0,1,7,1,0,0,38,4,0,4,0,0,2,2,1,0,0,0,5,9,0,172
SK_503193,Hul,1013,96,8,0,4,28,26,0,7,1,0,0,0,1,3,0,0,1,0,0,2,0,2,0,1,0,0,0,0,10,1,0,1
SK_503207,Chlaba,582,122,5,0,1,1,1,0,0,0,0,0,2,0,0,1,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64
SK_503215,Jasova,1005,103,1,0,6,21,25,0,1,0,0,0,0,11,1,0,0,1,0,0,0,0,7,0,4,0,1,0,0,17,7,0,0
SK_503223,Jatov,650,81,0,0,1,3,42,1,5,0,0,0,0,1,3,0,0,0,0,4,2,1,1,0,9,1,0,0,0,2,4,1,0
SK_503231,Kamenica nad Hronom,996,152,4,0,5,3,24,1,0,0,0,0,4,0,1,0,0,29,2,0,0,1,0,2,2,1,1,0,0,0,5,0,67
SK_503240,Kamenin,1252,274,4,0,0,1,4,0,0,1,18,0,1,2,1,0,0,85,0,0,0,1,0,0,1,0,0,0,0,0,0,0,155
SK_503258,Kamenny Most,880,172,1,0,3,2,6,0,0,0,1,0,1,0,0,0,0,91,0,0,0,0,0,2,2,0,0,0,0,0,1,0,62
SK_503266,Kmetovo,752,145,6,0,12,61,26,0,3,7,0,0,0,2,4,0,1,0,1,1,4,0,3,2,2,1,0,0,0,6,3,0,0
SK_503274,Kolta,1144,117,4,0,2,8,39,1,0,0,0,0,0,4,3,0,0,1,3,0,1,0,6,3,6,1,2,1,0,3,2,2,25
SK_503282,Komjatice,3469,292,8,0,7,27,117,0,3,2,0,1,0,6,15,0,1,0,1,6,16,0,18,3,15,0,8,0,0,31,6,0,1
SK_503291,Komoca,792,135,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,4,0,0,2,0,2,0,0,89
SK_503312,Lela,282,73,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SK_503321,Lipová (okres Nové Zámky),1281,138,0,0,4,32,46,0,2,3,0,0,0,3,4,1,1,4,0,6,4,1,8,3,3,1,1,0,0,6,5,0,0
SK_503339,Luba,372,44,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
SK_503347,Mala nad Hronom,320,84,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41
SK_503355,Male Kosihy,297,104,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
SK_503363,Mana,1626,158,6,0,8,35,60,0,3,3,0,0,0,6,1,1,0,0,0,0,1,1,10,2,3,0,0,4,0,6,7,1,0
SK_503371,Michal nad Zitavou,545,55,1,0,1,12,23,1,3,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,3,0,2,0,0,0,3,0,0
SK_503398,Mojzesovo,1116,75,3,0,4,20,24,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,1,4,2,0,0,0,0,9,0,0,0
SK_503401,Muzla,1637,319,6,0,3,2,6,0,0,1,7,0,3,1,0,0,1,41,0,1,0,0,2,2,3,0,0,0,0,2,0,0,238
SK_556092,Nana,951,144,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,39,0,0,1,0,1,0,7,0,0,0,0,1,1,0,87
SK_503436,Nova Vieska,628,226,3,0,2,0,2,0,0,0,1,0,0,3,0,1,0,21,1,1,0,0,2,0,0,0,0,0,1,0,2,0,186
SK_503011,Nove Zamky,33559,4061,77,0,201,165,700,4,47,17,4,14,18,130,54,16,7,606,6,63,22,8,208,84,248,9,44,7,13,101,291,19,878
SK_582361,Obid,924,166,10,0,3,0,3,0,1,0,1,0,3,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97
SK_503452,Palarikovo,3604,287,1,0,13,21,132,3,3,0,0,0,0,14,7,0,2,2,3,11,2,0,17,5,12,1,3,1,0,21,8,3,2
SK_556033,Pavlova,207,90,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,74
SK_503479,Podhajska,895,115,1,0,5,18,51,0,2,0,0,0,0,2,2,0,0,3,0,2,0,0,3,2,3,0,0,1,0,8,11,1,0
SK_503487,Pozba,419,104,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,37,1,0,0,0,0,0,5,0,0,0,0,0,0,0,53
SK_503495,Radava,680,105,1,0,3,42,21,0,1,0,0,0,0,10,1,0,0,1,1,0,1,0,6,3,1,0,1,1,0,7,4,0,0
SK_503509,Rastislavice,750,72,0,0,2,2,41,1,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,6,7,0,0
SK_503517,Ruban,782,101,3,0,0,1,1,0,2,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,0,2,0,0,0,0,0,77
SK_503525,Salka,825,177,6,0,6,0,3,0,0,0,0,0,0,0,1,1,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124
SK_503533,Semerovo,1110,97,2,0,3,2,42,0,3,0,0,0,0,10,3,0,0,0,0,3,1,0,6,2,0,0,2,2,0,12,0,1,3
SK_503541,Sikenicka,380,110,6,0,1,0,6,0,1,0,0,1,0,1,0,0,0,28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,64
SK_503550,Strekov,1675,353,2,0,3,2,11,0,1,0,1,0,8,0,0,0,0,58,1,0,0,0,1,0,6,0,0,0,1,0,0,3,255
SK_503568,Svodin,2046,353,3,0,3,0,13,1,2,0,0,0,3,3,0,0,3,66,3,0,0,1,1,2,1,0,0,0,0,5,4,1,238
SK_503576,Sarkan,288,57,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36
SK_503584,Sturovo,8917,1526,23,0,16,17,135,1,2,2,4,3,5,27,4,2,0,443,9,1,3,0,14,7,44,1,1,0,1,36,36,1,688
SK_503592,Surany,8450,881,19,0,27,76,347,8,14,2,6,2,1,55,36,5,1,6,1,19,4,0,34,12,67,2,24,3,1,58,48,1,2
SK_503606,Travnica,951,88,3,0,4,10,40,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,8,2,1,0,2,0,1,5,4,0,0
SK_503614,Tvrdosovce,4397,460,10,0,5,6,19,1,2,2,0,1,2,10,0,1,0,186,1,3,0,0,16,4,16,1,3,0,0,0,7,0,164
SK_556050,Ulany nad Zitavou,1308,153,2,0,8,27,63,1,5,2,0,0,0,2,8,0,0,0,2,5,0,0,6,0,1,1,5,1,0,7,7,0,0
SK_503631,Velke Lovce,1579,193,5,0,7,36,39,0,1,1,0,0,0,42,6,1,0,5,0,1,0,1,18,2,4,1,5,0,0,10,0,0,8
SK_503380,Velky Kyr,2582,226,4,0,4,3,23,0,0,0,0,1,1,2,0,1,0,73,0,0,1,0,6,3,9,0,0,0,0,4,6,0,85
SK_556025,Vlkas,268,38,3,0,2,8,15,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,1,0,0,0
SK_503649,Zemne,1806,285,0,0,2,2,14,1,0,0,2,2,2,2,0,2,0,81,0,0,0,0,3,2,6,0,0,0,0,2,1,0,161
SK_503711,Diakovce,1913,291,1,0,5,0,25,0,0,0,1,4,0,2,3,0,0,91,0,1,0,0,6,0,1,1,0,0,0,4,10,0,136
SK_503720,Dlha nad Vahom,771,119,3,0,5,1,2,0,0,0,0,3,0,3,0,0,0,49,0,0,1,0,5,0,4,0,0,0,0,0,7,0,36
SK_500241,Hajske,1088,142,10,0,6,25,45,2,1,1,0,0,0,1,11,0,0,0,0,0,0,1,5,1,3,0,4,0,0,12,12,2,0
SK_555878,Horna Kralova,1572,102,5,0,5,12,18,3,4,0,0,1,0,3,2,0,0,17,0,2,1,0,3,5,5,0,1,0,0,4,7,0,4
SK_503886,Kralova nad Vahom,1444,233,9,0,7,2,6,0,0,0,0,0,2,2,2,2,0,87,0,1,0,0,8,0,13,0,2,0,3,0,11,0,76
SK_500739,Mocenok,3588,318,9,0,8,80,94,0,2,9,0,2,0,11,22,0,0,3,0,6,0,0,13,5,10,0,3,0,2,29,10,0,0
SK_503932,Neded,2691,258,4,0,2,0,30,1,0,0,1,3,0,0,1,0,0,47,0,2,0,1,1,1,0,0,2,0,0,7,2,1,152
SK_503991,Selice,2275,94,2,0,3,0,7,7,2,0,0,4,3,1,0,0,1,32,0,0,0,0,2,0,1,0,1,2,0,2,3,0,21
SK_504025,Sala,19044,2186,61,0,147,144,490,3,28,7,2,44,1,72,48,9,1,234,2,21,8,6,118,23,201,8,13,2,7,61,224,7,194
SK_504068,Tesedikovo,3168,507,3,0,3,4,7,0,1,1,0,4,3,7,8,1,0,107,1,2,0,0,3,2,4,0,1,0,0,3,9,0,333
SK_504092,Trnovec nad Vahom,2232,194,3,0,14,8,45,3,0,0,1,3,2,5,7,1,1,29,1,3,0,1,2,5,9,0,5,2,0,1,29,1,13
SK_504165,Vlcany,2753,271,3,0,4,1,30,1,0,0,1,2,4,3,2,2,0,81,0,0,0,0,11,1,2,1,0,0,0,4,2,0,116
SK_504190,Ziharec,1366,212,3,0,2,1,6,0,0,0,0,1,0,1,0,0,0,42,0,0,0,0,1,1,2,1,2,0,0,0,0,1,148
SK_556220,Ardanovce,180,14,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0
SK_542661,Belince,261,33,0,0,0,4,16,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,2,1,0,0,0,1,0,2,0,0
SK_542695,Biskupova,180,24,0,0,2,6,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0
SK_542709,Blesovce,303,26,0,0,2,1,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0,0
SK_542717,Bojna,1680,120,3,0,6,15,50,1,0,3,0,0,0,2,7,0,0,0,5,1,0,0,11,1,6,0,1,0,0,5,3,0,0
SK_556297,Celadince,369,31,2,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0
SK_542792,Cermany,326,36,0,0,1,5,13,0,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
SK_556262,Dvorany nad Nitrou,630,65,1,0,3,11,14,0,0,8,0,2,0,0,1,0,0,0,0,1,1,0,9,1,1,1,1,0,3,4,3,0,0
SK_542881,Hajna Nova Ves,274,17,0,0,1,0,2,0,0,4,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
