gisco_id,name,registered,turnout,invalid,blank,PPD/PSD ,PS ,CDS-PP ,PCP-PEV ,P.H. ,B.E. ,PCTP/MRPP ,PPM ,MPT ,POUS ,PNR ,B.E.-UDP 
PT_170614,Meixide,155,90,2,0,45,33,4,4,1,0,0,1,0,0,0,0
PT_170615,Montalegre,1513,1077,3,15,605,372,47,22,3,8,2,0,0,0,0,0
PT_170616,Morgade,343,200,2,4,101,79,6,4,0,2,1,1,0,0,0,0
PT_170617,Mourilhe,208,71,3,0,42,24,1,1,0,0,0,0,0,0,0,0
PT_170618,Negrões,266,140,4,0,48,87,1,0,0,0,0,0,0,0,0,0
PT_170619,Outeiro,231,119,0,0,69,45,4,0,1,0,0,0,0,0,0,0
PT_170620,Padornelos,276,144,1,0,65,72,3,0,0,1,0,1,1,0,0,0
PT_170621,Padroso,167,77,1,1,45,26,3,0,0,0,0,1,0,0,0,0
PT_170622,Paradela,279,156,3,3,85,53,5,3,0,3,0,1,0,0,0,0
PT_170623,Pitões Das Junias,192,102,2,0,54,41,2,0,0,2,1,0,0,0,0,0
PT_170624,Pondras,265,134,1,0,84,38,8,1,0,1,1,0,0,0,0,0
PT_170625,Reigoso,288,141,2,0,84,46,8,0,1,0,0,0,0,0,0,0
PT_170626,Salto,2220,1207,13,6,629,476,41,22,4,7,4,2,3,0,0,0
PT_170627,Santo André,355,156,2,3,63,78,2,5,0,1,1,0,1,0,0,0
PT_170629,Sarraquinhos,454,190,3,0,138,40,5,1,1,1,0,0,1,0,0,0
PT_170630,Sezelhe,214,112,0,0,54,55,2,0,1,0,0,0,0,0,0,0
PT_170631,Solveira,284,124,1,1,55,63,1,0,0,1,1,1,0,0,0,0
PT_170632,Tourém,245,110,1,0,61,45,2,0,1,0,0,0,0,0,0,0
PT_170633,Venda Nova,420,229,2,0,103,95,21,1,1,5,0,1,0,0,0,0
PT_170634,Viade De Baixo,958,482,9,4,247,186,28,2,1,2,0,3,0,0,0,0
PT_170635,Vila Da Ponte,324,194,1,0,119,64,6,4,0,0,0,0,0,0,0,0
PT_170628,Vilar De Perdizes (São Miguel),758,330,7,0,216,95,7,1,1,1,1,1,0,0,0,0
PT_170701,Candedo,1287,772,9,5,378,285,69,9,5,5,2,2,3,0,0,0
PT_170702,Carva,324,163,3,0,83,47,26,3,0,0,1,0,0,0,0,0
PT_170703,Fiolhoso,713,317,12,4,147,102,42,2,1,4,0,2,1,0,0,0
PT_170704,Jou,905,524,8,1,311,142,49,4,3,2,2,0,2,0,0,0
PT_170705,Murça,1882,1189,15,12,606,355,137,26,3,27,2,3,3,0,0,0
PT_170706,Noura,702,405,3,3,233,110,44,4,1,3,1,1,2,0,0,0
PT_170707,Palheiros,458,281,5,2,184,39,42,4,3,0,2,0,0,0,0,0
PT_170708,Valongo De Milhais,571,241,4,1,177,39,14,2,1,2,0,0,1,0,0,0
PT_170709,Vilares,337,185,0,0,87,82,14,0,1,1,0,0,0,0,0,0
PT_170812,Canelas,985,371,7,6,103,212,23,10,2,2,3,1,2,0,0,0
PT_170801,Covelinhas,308,139,1,0,75,39,22,0,2,0,0,0,0,0,0,0
PT_170802,Fontelas,904,590,6,1,241,269,51,10,1,8,1,1,1,0,0,0
PT_170803,Galafura,736,325,9,1,211,59,35,4,0,0,3,1,2,0,0,0
PT_170804,Godim,3917,2275,26,15,750,1129,205,79,4,49,14,4,0,0,0,0
PT_170805,Loureiro,1375,711,11,6,340,288,46,13,1,3,2,1,0,0,0,0
PT_170806,Moura Morta,467,270,1,1,174,67,18,3,1,2,1,1,1,0,0,0
PT_170807,Peso Da Régua,4369,2801,19,26,1074,1215,259,124,6,51,15,5,7,0,0,0
PT_170808,Poiares,854,446,8,5,221,144,52,8,0,2,4,1,1,0,0,0
PT_170809,Sedielos,1409,580,10,1,296,220,36,6,2,6,2,1,0,0,0,0
PT_170810,Vilarinho Dos Freires,1064,556,5,2,247,231,34,29,2,3,1,1,1,0,0,0
PT_170811,Vinhós,562,258,4,1,127,100,15,7,2,0,1,0,1,0,0,0
PT_170901,Alvadia,332,182,1,0,97,56,26,2,0,0,0,0,0,0,0,0
PT_170902,Canedo,658,345,3,1,240,80,16,0,1,0,1,1,2,0,0,0
PT_170903,Cerva,2395,1318,19,5,635,507,114,17,3,5,6,3,4,0,0,0
PT_170904,Limões,427,242,2,0,142,58,38,1,1,0,0,0,0,0,0,0
PT_170905,Ribeira De Pena (Salvador),2586,1553,28,4,884,521,89,10,5,5,0,5,2,0,0,0
PT_170906,Santa Marinha,888,480,4,0,169,271,24,3,1,2,0,2,4,0,0,0
PT_170907,Santo Aleixo De Além-Tâmega,593,320,0,1,161,128,19,2,3,0,2,2,2,0,0,0
PT_171001,Celeirós,311,163,0,1,78,71,5,5,1,0,0,2,0,0,0,0
PT_171002,Covas Do Douro,588,375,12,4,173,159,17,8,0,0,1,1,0,0,0,0
PT_171003,Gouvães Do Douro,190,120,2,0,58,47,11,0,1,0,0,0,1,0,0,0
PT_171004,Gouvinhas,321,172,3,1,104,29,24,4,0,5,1,1,0,0,0,0
PT_171005,Parada De Pinhão,411,290,2,3,167,89,26,1,1,0,1,0,0,0,0,0
PT_171006,Paradela De Guiães,168,110,3,0,72,22,10,0,2,0,0,0,1,0,0,0
PT_171007,Paços,697,335,3,0,183,99,38,2,3,4,1,2,0,0,0,0
PT_171008,Provesende,368,198,5,2,105,60,15,3,1,3,0,1,3,0,0,0
PT_171009,Sabrosa,981,710,3,4,367,246,58,23,1,3,2,2,1,0,0,0
PT_171010,São Cristovão Do Douro,179,107,1,0,55,37,10,2,1,0,0,0,1,0,0,0
PT_171011,São Lourenço De Ribapinhão,542,276,5,1,142,92,29,2,2,1,0,2,0,0,0,0
PT_171012,São Martinho de Antas,895,544,18,6,259,204,40,7,2,5,1,1,1,0,0,0
PT_171013,Souto Maior,570,354,8,1,205,116,20,0,2,0,0,2,0,0,0,0
PT_171014,Torre Do Pinhão,435,257,6,0,189,45,9,6,0,2,0,0,0,0,0,0
PT_171015,Vilarinho De São Romão,393,205,1,0,118,59,19,3,0,1,0,4,0,0,0,0
PT_171101,Alvações Do Corgo,688,423,3,2,170,224,10,5,1,3,4,1,0,0,0,0
PT_171102,Cumieira,1459,753,6,5,331,305,75,16,3,6,1,2,3,0,0,0
PT_171103,Fontes,1161,625,7,3,272,303,29,3,6,0,0,0,2,0,0,0
PT_171104,Fornelos,378,284,2,5,119,131,12,7,0,6,1,1,0,0,0,0
PT_171108,Lobrigos (São João Baptista),1334,759,4,4,343,295,73,23,1,0,10,2,4,0,0,0
PT_171109,Lobrigos (São Miguel),1112,727,4,4,276,350,63,17,0,10,2,1,0,0,0,0
PT_171105,Louredo,582,296,5,0,184,91,10,3,0,2,1,0,0,0,0,0
PT_171106,Medrões,650,384,2,3,209,128,35,5,1,1,0,0,0,0,0,0
PT_171107,Sanhoane,465,279,2,0,97,127,45,6,0,2,0,0,0,0,0,0
PT_171110,Sever,1108,622,6,2,295,261,46,3,4,0,1,4,0,0,0,0
PT_171201,Água Revés E Crasto,554,277,5,1,196,58,12,2,1,0,0,2,0,0,0,0
PT_171203,Algeriz,809,418,11,0,287,87,25,2,0,3,0,2,1,0,0,0
PT_171202,Alvarelhos,236,103,3,0,75,19,6,0,0,0,0,0,0,0,0,0
PT_171204,Barreiros,269,208,4,1,148,30,21,0,1,0,1,1,1,0,0,0
PT_171205,Bouçoães,700,358,5,0,276,53,19,0,1,0,3,0,1,0,0,0
PT_171206,Canaveses,402,215,0,0,167,35,10,1,1,0,0,0,1,0,0,0
PT_171207,Carrazedo De Montenegro,1857,1160,12,4,853,161,114,4,5,3,1,2,1,0,0,0
PT_171208,Curros,296,147,3,0,98,30,11,2,0,2,0,1,0,0,0,0
PT_171209,Ervões,1063,365,6,4,256,44,43,3,5,2,0,1,1,0,0,0
PT_171210,Fiães,219,108,0,0,81,22,5,0,0,0,0,0,0,0,0,0
PT_171211,Fornos Do Pinhal,417,261,5,0,198,45,7,2,1,2,0,0,1,0,0,0
PT_171212,Friões,1040,565,8,1,495,32,20,0,4,0,0,1,4,0,0,0
PT_171213,Lebução,614,369,6,5,235,101,18,2,1,0,1,0,0,0,0,0
PT_171214,Nozelos,214,130,1,0,102,20,6,0,0,0,0,0,1,0,0,0
PT_171215,Padrela E Tazem,507,227,2,1,133,66,17,3,1,0,3,1,0,0,0,0
PT_171216,Possacos,729,389,5,0,243,107,27,1,1,2,0,3,0,0,0,0
PT_171217,Rio Torto,572,339,8,3,246,57,18,1,1,1,0,1,3,0,0,0
PT_171218,Sanfins,260,157,1,0,93,46,13,2,0,1,1,0,0,0,0,0
PT_171219,Santa Maria De Emeres,546,307,3,0,204,70,21,2,0,0,5,1,1,0,0,0
PT_171220,Santa Valha,642,380,5,3,294,34,34,0,3,4,0,0,3,0,0,0
PT_171221,Santiago da Ribeira de Alhariz,1050,632,4,0,585,9,28,0,2,1,0,0,3,0,0,0
PT_171222,São João Da Corveira,928,424,9,1,237,143,22,3,2,3,1,3,0,0,0,0
PT_171223,São Pedro De Veiga De Lila,547,278,6,1,224,22,19,3,2,0,0,1,0,0,0,0
PT_171224,Serapicos,399,280,2,0,252,13,12,0,0,0,1,0,0,0,0,0
PT_171225,Sonim,410,224,11,0,147,39,19,4,1,0,0,2,1,0,0,0
PT_171226,Tinhela,368,226,5,0,188,11,19,1,1,0,1,0,0,0,0,0
PT_171227,Vales,443,234,5,0,161,49,16,0,1,0,0,0,2,0,0,0
PT_171228,Valpaços,3414,1984,33,14,1134,572,171,32,3,18,4,2,1,0,0,0
PT_171229,Vassal,626,342,4,1,268,40,25,2,1,1,0,0,0,0,0,0
PT_171230,Veiga De Lila,346,234,4,0,207,13,7,1,0,1,1,0,0,0,0,0
PT_171231,Vilarandelo,1067,645,13,4,406,122,86,2,1,4,1,5,1,0,0,0
PT_171301,Afonsim,340,160,2,0,67,78,8,2,1,1,0,0,1,0,0,0
PT_171302,Alfarela De Jales,618,318,7,1,204,39,58,4,2,1,0,2,0,0,0,0
PT_171303,Bornes De Aguiar,2182,1166,14,6,573,419,109,17,5,12,6,4,1,0,0,0
PT_171304,Bragado,835,391,3,0,247,100,33,2,1,0,0,2,3,0,0,0
PT_171305,Capeludos,796,397,4,1,267,83,31,5,1,1,1,2,1,0,0,0
PT_171306,Gouvães Da Serra,286,118,2,0,94,18,4,0,0,0,0,0,0,0,0,0
PT_171307,Parada De Monteiros,145,70,1,1,38,22,6,1,0,0,0,1,0,0,0,0
PT_171308,Pensalvos,526,248,4,1,128,62,23,21,0,1,0,4,4,0,0,0
PT_171317,Sabroso De Aguiar,810,446,7,3,152,204,69,3,3,1,2,0,2,0,0,0
PT_171309,Santa Marta Da Montanha,233,149,0,1,118,15,13,0,0,0,0,0,2,0,0,0
PT_171310,Soutelo De Aguiar,1443,706,16,5,390,211,50,24,2,1,1,5,1,0,0,0
PT_171311,Telões,1712,836,10,6,416,285,89,20,6,1,1,2,0,0,0,0
PT_171312,Tresminas,779,340,5,0,199,89,25,11,3,2,2,1,3,0,0,0
PT_171313,Valoura,568,309,10,5,155,85,47,4,1,0,2,0,0,0,0,0
PT_171314,Vila Pouca De Aguiar,2918,1893,20,15,812,800,146,72,1,17,5,2,3,0,0,0
PT_171315,Vreia De Bornes,906,431,8,1,292,73,46,4,2,0,1,3,1,0,0,0
PT_171316,Vreia De Jales,1369,638,15,3,276,200,118,11,6,5,2,2,0,0,0,0
PT_171401,Abaças,1253,618,12,2,300,154,114,27,0,4,1,3,1,0,0,0
PT_171402,Adoufe,1695,1051,18,9,535,325,108,30,4,12,8,1,1,0,0,0
PT_171403,Andrães,1486,878,10,3,537,180,114,15,6,8,1,0,4,0,0,0
PT_171404,Arroios,664,434,4,5,179,204,23,9,1,4,3,1,1,0,0,0
PT_171405,Borbela,2227,1308,28,11,605,441,171,25,5,12,4,4,2,0,0,0
PT_171406,Campeã,1761,983,22,8,584,243,84,30,3,2,4,2,1,0,0,0
PT_171407,Constantim,838,589,11,7,304,192,52,11,0,8,2,0,2,0,0,0
PT_171408,Ermida,536,308,1,0,107,166,18,11,1,2,1,0,1,0,0,0
PT_171409,Folhadela,1616,1082,10,15,490,390,104,34,8,14,7,5,5,0,0,0
PT_171410,Guiães,627,339,3,1,200,47,63,20,5,0,0,0,0,0,0,0
PT_171411,Justes,462,298,5,1,163,88,32,4,0,1,4,0,0,0,0,0
PT_171412,Lamares,459,306,2,4,162,100,24,5,3,5,0,1,0,0,0,0
PT_171413,Lamas De Olo,260,129,0,0,100,6,9,4,5,0,2,1,2,0,0,0
PT_171414,Lordelo,2051,1356,23,4,612,554,88,40,3,17,5,7,3,0,0,0
PT_171415,Mateus,1582,1104,10,8,476,462,85,40,1,14,4,4,0,0,0,0
PT_171416,Mondrões,999,599,8,4,334,185,56,4,3,2,0,1,2,0,0,0
PT_171417,Mouçós,2605,1647,15,15,997,402,147,27,4,19,7,6,8,0,0,0
PT_171418,Nogueira,785,499,7,2,263,127,84,7,3,3,2,0,1,0,0,0
PT_171420,Parada De Cunhos,1377,964,13,11,482,323,94,19,3,10,4,2,3,0,0,0
PT_171421,Pena,550,309,2,0,219,30,46,5,0,2,1,2,2,0,0,0
PT_171422,Quintã,164,83,3,0,62,3,6,7,0,0,0,1,1,0,0,0
PT_171425,São Tomé Do Castelo,1000,596,9,3,445,68,44,16,3,3,2,0,3,0,0,0
PT_171426,Torgueda,1514,910,9,5,515,281,75,12,3,4,2,3,1,0,0,0
PT_171427,Vale De Nogueiras,921,622,17,1,490,69,39,2,0,0,2,0,2,0,0,0
PT_171428,Vila Cova,332,189,1,1,143,20,23,0,0,0,0,0,1,0,0,0
PT_171429,Vila Marim,1552,948,22,4,541,235,109,12,3,9,5,5,3,0,0,0
PT_171430,Vilarinho De Samardã,720,382,3,1,216,101,34,18,3,2,2,0,2,0,0,0
PT_171419,Vila Real (Nossa Senhora Da Conceição),5381,3849,32,44,1593,1701,266,112,7,81,5,4,4,0,0,0
PT_171423,Vila Real (São Dinis),3176,2218,21,20,945,900,186,82,0,51,2,3,8,0,0,0
PT_171424,Vila Real (São Pedro),4784,3232,21,28,1424,1298,244,106,9,75,9,11,7,0,0,0
PT_180101,Aldeias,359,279,2,1,208,23,39,2,0,2,1,1,0,0,0,0
PT_180102,Arícera,202,117,2,0,82,18,11,2,1,0,0,1,0,0,0,0
PT_180103,Armamar,1034,651,12,4,344,165,86,35,0,1,0,2,2,0,0,0
PT_180104,Cimbres,300,222,1,0,164,23,31,1,0,0,0,2,0,0,0,0
PT_180105,Coura,63,47,1,0,28,11,5,1,0,1,0,0,0,0,0,0
PT_180106,Folgosa,530,267,3,1,104,123,21,4,0,11,0,0,0,0,0,0
PT_180107,Fontelo,710,422,7,1,221,141,34,10,0,1,5,1,1,0,0,0
PT_180108,Goujoim,124,61,0,0,27,4,28,1,0,1,0,0,0,0,0,0
PT_180109,Queimada,374,239,11,1,185,14,22,1,1,2,2,0,0,0,0,0
PT_180110,Queimadela,346,204,2,0,122,31,46,0,1,1,1,0,0,0,0,0
PT_180111,Santa Cruz,167,132,3,0,110,9,9,1,0,0,0,0,0,0,0,0
PT_180112,Santiago,216,154,6,3,101,24,16,1,1,0,2,0,0,0,0,0
PT_180113,Santo Adrião,119,68,1,1,24,25,12,0,3,0,2,0,0,0,0,0
PT_180114,São Cosmado,815,382,4,0,211,111,46,3,0,1,2,2,2,0,0,0
PT_180115,São Martinho Das Chãs,667,344,6,1,224,48,61,0,3,0,1,0,0,0,0,0
PT_180116,São Romão,200,129,1,1,69,27,26,3,0,0,1,1,0,0,0,0
PT_180117,Tões,180,133,1,1,93,18,15,3,0,1,1,0,0,0,0,0
PT_180118,Vacalar,268,168,1,0,103,43,18,1,0,0,0,1,1,0,0,0
PT_180119,Vila Seca,390,229,4,0,116,57,45,2,0,0,2,2,1,0,0,0
PT_180201,Beijós,1141,627,5,6,361,171,69,6,5,1,3,0,0,0,0,0
PT_180202,Cabanas De Viriato,1474,837,13,4,426,298,76,4,3,8,4,0,1,0,0,0
PT_180203,Currelos,1877,1138,8,9,637,318,120,11,4,25,1,4,1,0,0,0
PT_180204,Oliveira Do Conde,3032,1710,27,18,830,521,238,37,2,20,8,3,6,0,0,0
PT_180205,Papízios,725,415,5,8,186,141,58,6,1,6,1,0,3,0,0,0
PT_180206,Parada,907,509,4,1,385,49,65,3,1,1,0,0,0,0,0,0
PT_180207,Sobral,307,176,1,1,100,49,21,2,1,0,0,0,1,0,0,0
PT_180301,Almofala,342,170,3,0,136,7,22,0,0,0,1,0,1,0,0,0
PT_180302,Alva,533,336,7,1,175,135,12,2,2,2,0,0,0,0,0,0
PT_180303,Cabril,529,297,2,2,128,121,37,3,0,1,2,1,0,0,0,0
PT_180304,Castro Daire,3493,1987,22,13,1075,607,186,33,8,31,3,4,5,0,0,0
PT_180305,Cujó,426,279,4,0,202,24,43,2,1,3,0,0,0,0,0,0
PT_180306,Ermida,328,146,0,1,91,29,20,3,0,1,1,0,0,0,0,0
PT_180307,Ester,328,186,5,3,86,66,21,0,1,2,1,0,1,0,0,0
PT_180308,Gafanhão,152,105,1,2,50,43,4,1,1,2,1,0,0,0,0,0
PT_180309,Gosende,550,320,3,4,200,75,26,3,0,4,2,3,0,0,0,0
PT_180310,Mamouros,587,352,3,2,198,117,23,1,1,6,0,1,0,0,0,0
PT_180311,Mezio,424,290,5,0,213,42,21,5,0,2,1,1,0,0,0,0
PT_180312,Mões,1978,1059,9,6,517,395,102,7,5,7,5,3,3,0,0,0
PT_180313,Moledo,1446,633,7,3,349,192,57,6,7,7,4,0,1,0,0,0
PT_180314,Monteiras,518,259,2,1,173,23,52,2,2,1,1,2,0,0,0,0
PT_180315,Moura Morta,137,89,0,0,54,10,22,1,1,1,0,0,0,0,0,0
PT_180316,Parada De Ester,776,478,8,0,268,167,22,3,5,2,0,3,0,0,0,0
PT_180317,Pepim,406,234,4,2,137,61,20,2,1,1,3,1,2,0,0,0
PT_180318,Picão,342,174,1,2,93,9,65,3,0,0,0,1,0,0,0,0
PT_180319,Pinheiro,975,467,6,1,283,118,50,2,1,4,1,1,0,0,0,0
PT_180320,Reriz,698,358,6,2,142,144,43,10,1,3,1,6,0,0,0,0
PT_180321,Ribolhos,315,196,3,2,123,51,13,2,1,0,0,0,1,0,0,0
PT_180322,São Joaninho,376,241,2,0,190,27,16,1,1,2,1,1,0,0,0,0
PT_180401,Alhões,262,158,2,0,63,56,28,2,2,2,0,1,2,0,0,0
PT_180402,Bustelo,152,80,1,0,50,25,3,0,0,0,1,0,0,0,0,0
PT_180403,Cinfães,2712,1624,21,10,655,769,109,33,5,16,3,3,0,0,0,0
PT_180404,Espadanedo,1144,720,8,0,478,171,53,2,3,2,2,0,1,0,0,0
PT_180405,Ferreiros De Tendais,737,390,3,1,157,137,77,7,4,1,2,1,0,0,0,0
PT_180406,Fornelos,761,456,6,3,217,162,57,3,3,2,1,2,0,0,0,0
PT_180407,Gralheira,206,129,1,1,59,28,36,1,0,3,0,0,0,0,0,0
PT_180408,Moimenta,438,299,9,0,142,110,28,5,2,1,2,0,0,0,0,0
PT_180409,Nespereira,2231,1190,9,2,699,290,144,14,8,9,4,5,6,0,0,0
PT_180410,Oliveira Do Douro,1600,827,9,2,282,413,72,23,4,11,8,0,3,0,0,0
PT_180411,Ramires,124,57,1,0,25,26,2,2,0,0,1,0,0,0,0,0
PT_180412,Santiago De Piães,1946,831,15,2,454,266,68,10,7,1,3,4,1,0,0,0
PT_180413,São Cristovão De Nogueira,1747,936,14,4,307,513,62,18,5,6,6,0,1,0,0,0
PT_180414,Souselo,2679,1472,8,7,742,566,101,19,5,16,1,3,4,0,0,0
PT_180415,Tarouquela,1006,577,2,1,310,203,41,4,4,6,2,2,2,0,0,0
PT_180416,Tendais,867,512,7,0,284,137,64,6,7,4,1,0,2,0,0,0
PT_180417,Travanca,830,462,5,0,173,251,25,0,2,6,0,0,0,0,0,0
PT_180502,Avões,614,345,5,1,144,109,23,56,1,4,2,0,0,0,0,0
PT_180503,Bigorne,51,35,0,1,25,4,5,0,0,0,0,0,0,0,0,0
PT_180504,Britiande,937,562,3,4,285,195,47,18,3,7,0,0,0,0,0,0
PT_180505,Cambres,2378,1248,9,5,446,600,114,37,1,12,18,5,1,0,0,0
PT_180506,Cepões,942,576,7,1,420,94,38,6,4,1,3,2,0,0,0,0
PT_180507,Ferreirim,1059,594,8,7,265,226,65,10,4,8,1,0,0,0,0,0
PT_180508,Ferreiros De Avões,516,292,4,0,116,74,76,12,0,5,2,3,0,0,0,0
PT_180509,Figueira,472,265,3,3,153,42,47,12,1,2,1,0,1,0,0,0
PT_180501,Lamego (Almacave),6403,4352,40,22,2138,1552,384,77,9,102,14,6,8,0,0,0
PT_180521,Lamego (Sé),3329,2097,28,5,1026,738,211,49,4,24,6,2,4,0,0,0
PT_180510,Lalim,888,547,3,2,304,180,40,3,5,7,2,1,0,0,0,0
PT_180511,Lazarim,606,363,13,2,221,71,23,3,2,15,9,1,3,0,0,0
PT_180512,Magueija,750,474,3,6,216,146,75,13,4,5,4,1,1,0,0,0
PT_180513,Meijinhos,117,65,2,0,46,7,8,0,0,0,2,0,0,0,0,0
PT_180514,Melcões,127,81,2,0,43,28,6,1,0,1,0,0,0,0,0,0
PT_180515,Parada Do Bispo,181,126,0,1,50,59,9,3,1,2,0,1,0,0,0,0
PT_180516,Penajóia,1275,700,2,4,322,224,128,7,4,4,4,0,1,0,0,0
PT_180517,Penude,1564,859,10,6,485,211,123,5,7,7,4,1,0,0,0,0
PT_180518,Pretarouca,117,73,2,0,38,23,5,0,0,5,0,0,0,0,0,0
PT_180519,Samodães,277,148,1,0,67,46,25,1,1,2,2,3,0,0,0,0
PT_180520,Sande,921,577,4,3,189,295,68,7,0,7,4,0,0,0,0,0
PT_180522,Valdigem,1124,593,6,1,246,291,37,3,1,5,2,0,1,0,0,0
PT_180523,Várzea De Abrunhais,469,283,4,0,117,123,27,10,0,0,1,1,0,0,0,0
PT_180524,Vila Nova De Souto Del-Rei,742,446,6,4,299,76,43,13,2,3,0,0,0,0,0,0
PT_180601,Abrunhosa-a-Velha,634,321,6,0,172,115,18,4,0,3,1,2,0,0,0,0
PT_180602,Alcafache,970,560,4,0,275,225,42,9,1,3,1,0,0,0,0,0
PT_180603,Chãs De Tavares,1054,588,9,4,383,123,52,5,4,2,2,1,3,0,0,0
PT_180604,Cunha Alta,201,106,2,1,36,57,3,2,1,2,0,0,2,0,0,0
PT_180605,Cunha Baixa,1204,686,6,1,419,155,79,8,1,7,3,2,5,0,0,0
PT_180606,Espinho,1072,582,7,6,306,182,60,6,4,8,0,1,2,0,0,0
PT_180607,Fornos De Maceira Dão,1487,828,8,0,427,296,68,17,1,5,5,1,0,0,0,0
PT_180608,Freixiosa,291,171,0,3,124,29,8,1,0,4,0,1,1,0,0,0
PT_180609,Lobelhe Do Mato,308,193,2,4,109,51,21,3,1,1,1,0,0,0,0,0
PT_180610,Mangualde,7514,4255,33,38,1930,1620,422,110,7,65,12,7,11,0,0,0
PT_180611,Mesquitela,753,471,3,5,211,169,51,11,1,17,3,0,0,0,0,0
PT_180612,Moimenta De Maceira Dão,584,359,1,5,174,127,44,2,0,3,1,2,0,0,0,0
PT_180613,Póvoa De Cervães,245,161,4,0,88,39,26,3,0,0,1,0,0,0,0,0
PT_180614,Quintela De Azurara,486,299,4,5,130,125,25,6,1,2,0,1,0,0,0,0
PT_180615,Santiago De Cassurrães,1234,736,7,9,408,244,47,6,5,5,2,3,0,0,0,0
PT_180616,São João Da Fresta,299,166,5,1,101,38,20,0,0,0,0,0,1,0,0,0
PT_180617,Travanca De Tavares,149,95,0,0,64,16,10,2,2,0,0,1,0,0,0,0
PT_180618,Várzea De Tavares,323,171,2,1,86,59,21,0,0,1,0,0,1,0,0,0
PT_180701,Aldeia De Nacomba,150,83,0,1,53,20,6,2,0,1,0,0,0,0,0,0
PT_180702,Alvite,1305,584,6,3,233,237,77,12,4,8,3,0,1,0,0,0
PT_180703,Arcozelos,582,348,4,4,161,115,52,2,1,6,2,0,1,0,0,0
PT_180704,Ariz,198,109,1,0,56,29,18,1,1,1,2,0,0,0,0,0
PT_180705,Baldos,217,136,1,0,65,43,22,0,0,2,3,0,0,0,0,0
PT_180706,Cabaços,461,246,7,0,134,62,39,3,1,0,0,0,0,0,0,0
PT_180707,Caria,599,298,6,2,183,57,40,1,0,7,2,0,0,0,0,0
PT_180708,Castelo,433,160,0,1,99,38,19,1,1,0,0,1,0,0,0,0
PT_180709,Leomil,1010,547,10,3,252,171,93,12,1,5,0,0,0,0,0,0
PT_180710,Moimenta Da Beira,2004,1219,5,9,409,577,160,34,1,19,2,3,0,0,0,0
PT_180711,Nagosa,202,125,1,0,80,16,24,1,1,1,0,0,1,0,0,0
PT_180712,Paradinha,131,81,1,1,42,17,16,2,1,1,0,0,0,0,0,0
PT_180713,Passó,484,230,8,0,87,58,51,12,7,2,3,2,0,0,0,0
PT_180714,Pêra Velha,322,148,3,0,93,20,22,1,3,3,1,1,1,0,0,0
PT_180715,Peva,596,322,2,5,182,96,29,1,2,2,0,2,1,0,0,0
PT_180716,Vila da Rua,729,378,7,1,188,137,36,2,2,3,0,2,0,0,0,0
PT_180717,Sarzedo,205,104,1,1,63,22,16,0,0,0,1,0,0,0,0,0
PT_180718,Segões,159,83,5,2,58,8,8,2,0,0,0,0,0,0,0,0
PT_180719,Sever,583,350,2,1,259,40,38,5,1,2,0,2,0,0,0,0
PT_180720,Vilar,513,294,0,3,161,85,40,1,0,2,1,1,0,0,0,0
PT_180801,Almaça,105,60,2,3,42,9,3,0,0,0,0,0,1,0,0,0
PT_180802,Cercosa,391,235,2,4,107,96,17,3,0,4,1,0,1,0,0,0
PT_180803,Cortegaça,371,213,3,1,109,86,11,0,0,3,0,0,0,0,0,0
PT_180804,Espinho,1386,705,7,7,464,152,50,7,4,11,2,1,0,0,0,0
PT_180805,Marmeleira,494,297,4,8,141,126,4,8,1,3,0,0,2,0,0,0
PT_180806,Mortágua,2251,1461,11,37,675,557,75,43,6,46,8,3,0,0,0,0
PT_180807,Pala,1082,535,8,7,337,116,39,10,5,9,0,2,2,0,0,0
PT_180808,Sobral,2135,1148,13,11,671,304,94,17,6,18,5,6,3,0,0,0
PT_180809,Trezói,506,270,2,2,128,112,19,3,2,2,0,0,0,0,0,0
PT_180810,Vale De Remígio,813,468,3,8,166,241,33,10,1,6,0,0,0,0,0,0
PT_180907,Aguieira,599,358,2,4,181,141,21,3,2,2,0,1,1,0,0,0
PT_180901,Canas De Senhorim,2890,1600,12,15,965,296,177,45,7,73,6,1,3,0,0,0
PT_180902,Carvalhal Redondo,967,558,11,3,217,256,49,8,0,10,3,1,0,0,0,0
PT_180908,Lapa Do Lobo,786,438,5,3,213,168,28,9,1,11,0,0,0,0,0,0
PT_180909,Moreira,781,451,9,1,269,118,41,2,1,4,2,4,0,0,0,0
PT_180903,Nelas,3247,2029,22,24,941,735,216,25,2,45,6,9,4,0,0,0
PT_180904,Santar,1128,668,5,2,293,299,44,8,0,8,2,5,2,0,0,0
PT_180905,Senhorim,1382,636,5,2,366,143,99,8,1,3,4,4,1,0,0,0
PT_180906,Vilar Seco,792,484,5,8,295,102,58,5,0,5,0,5,1,0,0,0
PT_181001,Arca,359,231,2,2,125,80,17,2,1,1,0,1,0,0,0,0
PT_181002,Arcozelo Das Maias,1459,939,11,8,570,187,127,9,7,14,4,1,1,0,0,0
PT_181003,Destriz,396,231,2,2,125,80,17,2,1,1,0,1,0,0,0,0
PT_181004,Oliveira De Frades,1678,1199,3,9,615,358,158,18,1,25,7,2,3,0,0,0
PT_181005,Pinheiro,1058,729,7,7,418,156,118,8,5,7,2,1,0,0,0,0
