gisco_id,name,registered,turnout,invalid,blank,PPD/PSD ,PS ,CDS-PP ,PCP-PEV ,P.H. ,B.E. ,PCTP/MRPP ,PPM ,MPT ,POUS ,PNR ,B.E.-UDP 
PT_061607,Meda De Mouros,240,162,1,2,111,37,6,1,0,3,0,1,0,0,0,0
PT_061608,Midões,1604,998,19,8,398,471,49,23,1,12,6,3,2,5,1,0
PT_061609,Mouronho,851,485,12,8,315,90,36,8,4,6,2,3,0,1,0,0
PT_061610,Pinheiro De Coja,345,214,3,1,100,84,18,1,1,2,0,1,1,2,0,0
PT_061611,Póvoa De Midões,616,368,9,2,148,174,24,6,1,3,0,1,0,0,0,0
PT_061612,São João Da Boa Vista,479,317,2,2,124,145,32,7,0,3,0,2,0,0,0,0
PT_061613,Sinde,461,310,2,6,142,136,12,5,1,3,1,0,1,0,1,0
PT_061614,Tábua,2075,1284,13,15,583,519,109,16,2,17,3,2,3,0,2,0
PT_061615,Vila Nova De Oliveirinha,292,200,4,0,108,67,14,1,1,0,4,0,0,1,0,0
PT_061701,Arrifana,1437,827,12,18,477,239,44,16,4,9,0,4,1,1,2,0
PT_061702,Lavegadas,281,201,4,3,101,72,15,4,0,1,0,0,0,0,1,0
PT_061703,Poiares (Santo André),2840,1673,10,40,800,598,104,51,8,45,5,8,2,0,2,0
PT_061704,São Miguel De Poiares,1210,766,8,11,325,317,65,20,1,11,1,3,2,2,0,0
PT_070101,Alandroal (Nossa Senhora Da Conceição),1600,963,8,2,237,425,41,222,1,9,9,5,3,1,0,0
PT_070104,Capelins (Santo António),685,394,8,0,67,210,10,79,0,3,14,1,1,0,1,0
PT_070102,Juromenha (Nossa Senhora Do Loreto),163,93,1,0,27,43,4,8,1,3,2,1,3,0,0,0
PT_070103,Santiago Maior,2271,1494,9,6,160,689,33,566,0,2,19,1,7,2,0,0
PT_070106,São Brás Dos Matos (Mina Do Bugalho),371,250,3,1,41,145,8,47,1,1,0,0,2,0,1,0
PT_070105,Terena (São Pedro),800,458,4,1,91,200,14,132,1,2,11,0,2,0,0,0
PT_070201,Arraiolos,2848,1909,15,21,355,729,49,674,1,31,22,3,3,5,1,0
PT_070205,Gafanhoeira (São Pedro),560,410,4,4,50,143,2,191,2,6,7,0,1,0,0,0
PT_070202,Igrejinha,686,419,6,3,57,176,12,145,1,4,12,1,0,1,1,0
PT_070207,Sabugueiro,428,307,1,2,35,71,8,186,1,1,2,0,0,0,0,0
PT_070203,Santa Justa,208,136,0,3,11,50,1,61,0,3,5,0,1,1,0,0
PT_070204,São Gregório,395,248,2,0,45,86,4,99,1,2,7,0,1,0,1,0
PT_070206,Vimieiro,1525,862,9,3,287,318,42,161,2,15,18,3,1,1,2,0
PT_070301,Borba (Matriz),3041,1994,7,21,441,1094,87,260,9,31,31,4,6,2,1,0
PT_070304,Borba (São Bartolomeu),1107,699,5,2,165,379,32,95,0,12,6,1,2,0,0,0
PT_070302,Orada,787,463,6,1,55,283,7,93,1,3,10,1,2,0,1,0
PT_070303,Rio De Moinhos,1972,1295,8,4,265,791,37,148,0,19,12,5,5,0,1,0
PT_070401,Arcos,1123,669,9,11,181,313,32,107,1,5,8,2,0,0,0,0
PT_070403,Estremoz (Santa Maria),4972,3034,22,32,1176,1108,190,369,8,82,30,2,5,5,5,0
PT_070406,Estremoz (Santo André),2740,1533,10,21,590,611,112,125,5,33,12,7,6,0,1,0
PT_070404,Évora Monte (Santa Maria),665,387,8,2,67,212,18,66,1,0,7,2,3,0,1,0
PT_070402,Glória,569,318,0,3,66,159,10,65,1,9,5,0,0,0,0,0
PT_070405,Santa Vitória Do Ameixial,468,301,1,3,79,117,7,82,1,1,8,1,1,0,0,0
PT_070407,Santo Estêvão,100,56,0,0,19,20,4,8,0,1,3,0,0,1,0,0
PT_070409,São Bento De Ana Loura,43,16,0,0,3,3,1,9,0,0,0,0,0,0,0,0
PT_070408,São Bento Do Ameixial,381,238,0,0,99,91,9,28,0,8,2,1,0,0,0,0
PT_070410,São Bento Do Cortiço,637,386,9,0,80,215,18,52,0,3,8,1,0,0,0,0
PT_070411,São Domingos De Ana Loura,382,247,3,5,35,109,10,77,0,3,2,1,0,1,1,0
PT_070412,São Lourenco De Mamporcão,490,382,5,3,85,180,7,87,0,4,10,0,1,0,0,0
PT_070413,Veiros,1096,729,5,3,203,422,33,50,1,6,2,1,2,1,0,0
PT_070520,Sé E São Pedro,5454,3530,15,38,829,1709,183,578,5,126,30,3,8,3,3,0
PT_070515,Canaviais,2091,1333,15,13,249,652,70,283,1,26,15,2,4,0,3,0
PT_070507,Évora (São Mamede),2629,1601,13,14,448,730,101,223,1,44,11,3,10,2,1,0
PT_070505,Évora (Santo Antão),1932,1133,7,9,371,449,87,162,0,24,9,7,4,3,1,0
PT_070518,Horta das Figueiras,5426,3388,18,39,919,1619,187,459,5,100,16,5,16,2,3,0
PT_070517,Bacelo,9521,5806,42,68,1792,2332,360,941,7,175,47,7,25,5,5,0
PT_070501,Nossa Senhora Da Boa Fé,348,265,0,1,67,60,7,114,0,2,11,1,2,0,0,0
PT_070502,Nossa Senhora Da Graça Do Divor,372,277,2,4,32,80,6,142,1,2,6,1,1,0,0,0
PT_070504,Nossa Senhora da Tourega,860,528,7,3,88,265,20,117,1,19,8,0,0,0,0,0
PT_070516,Nossa Senhora De Guadalupe,444,266,2,1,31,146,10,64,0,1,7,2,1,1,0,0
PT_070503,Nossa Senhora De Machede,965,686,13,2,80,305,18,243,0,5,17,0,2,0,1,0
PT_070506,São Bento Do Mato,1204,735,6,5,231,353,33,73,2,14,11,3,3,1,0,0
PT_070508,São Manços,912,554,3,5,114,291,11,114,0,5,7,3,0,1,0,0
PT_070509,São Miguel De Machede,848,546,4,1,111,235,11,163,2,7,9,0,3,0,0,0
PT_070514,São Sebastião Da Giesteira,732,517,8,3,67,323,6,101,0,3,3,0,1,1,1,0
PT_070511,São Vicente Do Pigeiro,424,291,2,5,62,123,13,70,1,3,9,0,2,0,1,0
PT_070521,Senhora da Saúde,2536,1509,10,13,554,582,135,168,2,29,11,2,2,0,1,0
PT_070519,Malagueira,8274,5305,36,62,1754,2325,256,688,5,113,39,6,12,4,5,0
PT_070513,Torre De Coelheiros,742,449,3,2,67,183,7,176,0,3,5,2,1,0,0,0
PT_070601,Cabrela,651,449,0,2,98,189,14,134,3,2,4,0,1,2,0,0
PT_070607,Ciborro,775,555,3,2,63,348,1,116,1,8,8,2,2,0,1,0
PT_070608,Cortiçadas De Lavre,981,605,5,12,129,133,22,269,1,5,22,2,2,3,0,0
PT_070610,Foros De Vale De Figueira,886,597,1,3,96,212,24,238,0,3,11,2,4,2,1,0
PT_070602,Lavre,828,536,3,4,122,222,23,139,1,9,8,1,2,2,0,0
PT_070604,Nossa Senhora Da Vila,4453,2959,13,32,608,1081,100,1017,5,51,39,1,7,2,3,0
PT_070603,Nossa Senhora Do Bispo,4631,3077,16,36,742,1115,96,952,2,64,42,5,5,1,1,0
PT_070605,Santiago Do Escoural,1430,975,12,7,128,327,15,442,3,13,21,3,3,0,1,0
PT_070606,São Cristóvão,803,573,4,3,153,147,19,227,1,4,9,3,0,2,1,0
PT_070609,Silveiras,440,293,1,1,30,71,3,173,0,7,6,0,1,0,0,0
PT_070701,Brotas,545,383,2,3,93,107,9,148,3,3,12,3,0,0,0,0
PT_070702,Cabeção,1229,681,7,7,131,264,13,239,1,3,10,0,3,2,1,0
PT_070703,Mora,2443,1597,15,18,405,547,61,491,3,22,23,2,8,0,2,0
PT_070704,Pavia,1156,705,8,9,210,242,30,173,2,10,15,0,5,1,0,0
PT_070801,Granja,753,413,8,3,109,252,10,24,0,2,3,1,0,0,1,0
PT_070802,Luz,339,241,3,1,155,72,2,7,0,0,0,0,1,0,0,0
PT_070803,Mourão,1545,961,7,8,275,521,58,66,3,6,8,1,8,0,0,0
PT_070901,Alqueva,445,229,3,2,11,139,1,68,0,0,4,1,0,0,0,0
PT_070902,Amieira,427,261,2,0,24,81,6,138,0,2,5,3,0,0,0,0
PT_070903,Monte Do Trigo,1092,634,1,1,99,251,17,251,0,2,10,0,1,0,1,0
PT_070904,Oriola,446,261,2,3,24,135,6,83,0,1,6,1,0,0,0,0
PT_070905,Portel,2346,1478,9,9,275,672,37,423,2,17,29,2,0,1,2,0
PT_070906,Santana,573,327,3,0,44,167,12,89,3,2,6,0,0,0,1,0
PT_070907,São Bartolomeu Do Outeiro,543,324,5,0,30,166,4,98,0,7,11,2,0,1,0,0
PT_070908,Vera Cruz,418,242,3,0,36,97,5,88,0,4,6,3,0,0,0,0
PT_071001,Montoito,1356,800,5,4,161,297,20,278,0,9,19,1,4,1,1,0
PT_071002,Redondo,5095,2756,29,23,770,1061,190,539,4,78,42,10,6,3,1,0
PT_071105,Campinho,893,480,5,0,94,270,8,78,2,5,12,3,1,0,2,0
PT_071101,Campo,769,398,1,4,97,245,6,31,2,3,6,1,1,0,1,0
PT_071102,Corval,1343,763,6,4,155,434,17,117,0,10,14,1,1,3,1,0
PT_071103,Monsaraz,891,527,3,3,110,326,24,48,1,1,7,0,4,0,0,0
PT_071104,Reguengos De Monsaraz,5346,3102,29,20,1026,1437,140,334,2,61,32,10,7,2,2,0
PT_071202,Landeira,687,481,7,3,97,185,11,164,1,6,5,1,0,0,1,0
PT_071201,Vendas Novas,9491,5924,46,72,1684,1984,387,1521,15,96,81,16,11,5,6,0
PT_071303,Aguiar,604,418,3,4,19,122,4,247,2,5,10,0,0,1,1,0
PT_071301,Alcáçovas,1911,977,18,15,246,355,39,263,4,8,22,3,2,0,2,0
PT_071302,Viana Do Alentejo,2356,1249,22,13,291,546,37,281,1,29,23,3,2,0,1,0
PT_071401,Bencatel,1502,893,1,8,152,377,33,294,1,5,17,1,2,2,0,0
PT_071402,Ciladas,1011,560,3,4,119,295,47,73,0,3,12,1,2,1,0,0
PT_071404,Pardais,515,280,1,1,64,171,7,26,0,2,6,0,2,0,0,0
PT_071403,Vila Viçosa (Conceição),3202,1923,13,20,634,818,166,215,3,23,16,8,2,2,3,0
PT_071405,Vila Viçosa (São Bartolomeu),1187,726,3,6,285,272,84,50,1,17,4,1,1,1,1,0
PT_080101,Albufeira,12180,6684,60,77,3142,2156,588,356,12,201,52,19,21,0,0,0
PT_080105,Olhos De Água,3193,1881,34,25,707,806,176,70,2,31,18,7,5,0,0,0
PT_080102,Guia,2163,1262,11,14,575,478,102,41,0,23,5,9,4,0,0,0
PT_080104,Ferreiras,2190,1322,13,12,630,435,134,54,6,23,6,7,2,0,0,0
PT_080103,Paderne,2643,1513,22,23,614,573,158,50,12,35,13,4,9,0,0,0
PT_080201,Alcoutim,993,634,11,2,233,313,19,35,3,8,6,2,2,0,0,0
PT_080202,Giões,353,197,4,0,63,92,8,23,2,1,3,1,0,0,0,0
PT_080203,Martim Longo,1264,793,6,3,411,270,38,45,0,6,7,3,4,0,0,0
PT_080204,Pereiro,314,203,9,2,84,86,5,11,0,3,1,1,1,0,0,0
PT_080205,Vaqueiros,748,413,5,3,175,190,21,5,3,3,2,3,3,0,0,0
PT_080301,Aljezur,2232,1209,19,10,354,586,90,90,5,27,19,7,2,0,0,0
PT_080302,Bordeira,430,224,5,4,78,105,11,14,1,0,5,1,0,0,0,0
PT_080303,Odeceixe,881,512,9,8,86,235,40,94,1,20,15,3,1,0,0,0
PT_080304,Rogil,987,659,11,14,134,358,50,55,4,17,11,5,0,0,0,0
PT_080404,Altura,1561,1039,5,10,358,505,75,50,4,20,5,5,2,0,0,0
PT_080401,Azinhal,628,397,10,8,189,145,26,11,0,4,2,1,1,0,0,0
PT_080402,Castro Marim,2754,1719,29,14,631,809,118,67,2,33,13,1,2,0,0,0
PT_080403,Odeleite,1066,681,10,4,301,306,30,21,0,3,2,3,1,0,0,0
PT_080501,Conceição,3064,1702,21,28,690,679,120,104,4,29,10,7,10,0,0,0
PT_080502,Estói,2572,1458,22,26,582,522,172,69,2,34,16,6,7,0,0,0
PT_080504,Faro (São Pedro),11752,6936,49,81,2507,2896,510,535,12,259,46,16,25,0,0,0
PT_080505,Faro (Sé),23675,14451,90,209,5302,5889,999,1154,29,605,83,41,50,0,0,0
PT_080506,Montenegro,3786,2433,28,35,899,1010,183,149,3,88,21,6,11,0,0,0
PT_080503,Santa Bárbara De Nexe,2835,1746,31,31,597,699,139,176,2,33,24,8,6,0,0,0
PT_080605,Carvoeiro,1684,999,10,12,448,334,111,35,8,18,9,8,6,0,0,0
PT_080601,Estômbar,3287,2215,23,26,721,990,188,167,6,41,31,7,15,0,0,0
PT_080602,Ferragudo,1717,1023,5,16,260,519,88,66,5,37,16,7,4,0,0,0
PT_080603,Lagoa,4797,2895,40,39,1298,979,298,120,2,74,21,11,13,0,0,0
PT_080606,Parchal,2188,1388,20,15,396,645,137,96,2,44,16,7,10,0,0,0
PT_080604,Porches,1320,771,7,9,362,258,81,25,0,15,7,5,2,0,0,0
PT_080701,Barão De São João,517,358,5,3,105,180,22,23,0,11,2,3,4,0,0,0
PT_080702,Bensafrim,1111,730,13,8,175,392,51,48,2,29,9,1,2,0,0,0
PT_080706,Lagos (São Sebastião),9437,5712,67,87,1562,2834,442,433,20,165,72,14,16,0,0,0
PT_080705,Lagos (Santa Maria),5117,3220,13,55,1218,1353,246,138,5,153,15,7,17,0,0,0
PT_080703,Luz,1923,1071,6,12,303,568,76,58,3,24,11,6,4,0,0,0
PT_080704,Odiáxere,2038,1249,16,14,385,619,84,75,5,26,18,4,3,0,0,0
PT_080801,Almancil,5874,3214,36,41,1430,1120,339,120,8,53,37,12,18,0,0,0
PT_080802,Alte,1987,1136,32,14,416,492,85,35,8,36,10,2,6,0,0,0
PT_080803,Ameixial,706,428,7,4,238,143,26,4,3,1,0,2,0,0,0,0
PT_080810,Benafim,1025,622,7,7,333,209,38,14,1,5,7,1,0,0,0,0
PT_080804,Boliqueime,3633,2244,36,59,1202,619,209,41,6,31,18,11,12,0,0,0
PT_080808,Loulé (São Clemente),11449,6641,76,117,2868,2385,590,262,14,232,46,24,27,0,0,0
PT_080809,Loulé (São Sebastião),5576,2717,34,31,1497,795,194,68,8,55,19,10,6,0,0,0
PT_080805,Quarteira,12658,6503,58,76,3145,2017,715,190,14,216,31,26,15,0,0,0
PT_080806,Querença,758,546,5,11,256,211,31,17,1,8,3,2,1,0,0,0
PT_080807,Salir,3041,1685,27,20,715,668,114,57,7,42,19,7,9,0,0,0
PT_080811,Tôr,835,515,11,3,268,175,37,10,1,4,2,2,2,0,0,0
PT_080901,Alferce,524,343,5,2,147,151,17,13,0,4,1,2,1,0,0,0
PT_080902,Marmelete,1039,606,8,8,311,230,22,21,0,1,4,1,0,0,0,0
PT_080903,Monchique,4701,3206,56,47,1172,1391,133,236,13,73,55,14,16,0,0,0
PT_081001,Fuseta,2551,1515,8,23,439,724,145,98,4,43,22,4,5,0,0,0
PT_081002,Moncarapacho,5373,2927,33,54,1257,1013,341,127,2,51,26,8,15,0,0,0
PT_081003,Olhão,12440,6465,51,80,2188,2750,702,393,9,164,86,15,27,0,0,0
PT_081004,Pechão,2017,1077,18,19,374,410,117,87,1,23,19,5,4,0,0,0
PT_081005,Quelfes,9356,4840,51,69,1609,2038,525,297,11,126,61,31,22,0,0,0
PT_081101,Alvor,3770,2276,20,19,659,1078,204,159,9,72,37,10,9,0,0,0
PT_081102,Mexilhoeira Grande,2998,1993,34,34,456,1111,140,112,9,47,28,8,14,0,0,0
PT_081103,Portimão,31240,19144,180,278,6971,7648,1909,1044,38,721,185,91,79,0,0,0
PT_081201,São Brás De Alportel,7632,4472,45,61,1867,1762,347,224,10,84,40,16,16,0,0,0
PT_081301,Alcantarilha,1808,1035,28,13,350,434,97,70,2,20,10,7,4,0,0,0
PT_081302,Algoz,2146,1304,28,28,518,501,112,57,6,27,14,4,9,0,0,0
PT_081303,Armação De Pêra,3058,1707,13,8,845,573,143,41,3,41,29,8,3,0,0,0
PT_081304,Pêra,1460,853,11,14,338,316,82,59,1,12,11,2,7,0,0,0
PT_081305,São Bartolomeu De Messines,7214,4079,76,41,1409,1758,250,369,10,60,60,29,17,0,0,0
PT_081306,São Marcos Da Serra,1552,829,15,7,259,391,46,78,1,12,16,4,0,0,0,0
PT_081307,Silves,8766,5247,71,76,1640,2021,379,796,14,131,96,13,10,0,0,0
PT_081308,Tunes,1421,853,11,7,310,349,55,73,3,34,6,1,4,0,0,0
PT_081409,Cabanas De Tavira,886,527,4,6,144,262,42,26,1,32,5,1,4,0,0,0
PT_081401,Cachopo,1116,650,21,4,323,236,34,10,2,6,9,4,1,0,0,0
PT_081402,Conceição,1231,680,21,8,191,319,66,25,4,21,13,6,6,0,0,0
PT_081403,Luz,3214,1912,36,29,709,806,196,62,6,30,19,7,12,0,0,0
PT_081404,Santa Catarina Da Fonte Do Bispo,1780,999,12,18,464,363,76,27,6,10,4,15,4,0,0,0
PT_081408,Santa Luzia,1448,801,7,5,241,387,71,57,1,17,10,4,1,0,0,0
PT_081407,Santo Estêvão,1019,634,17,6,217,270,48,49,1,12,7,4,3,0,0,0
PT_081406,Tavira (Santiago),4999,3113,27,41,1327,1217,211,135,5,106,23,14,7,0,0,0
PT_081405,Tavira (Santa Maria),5185,3005,43,37,1220,1204,234,129,8,77,27,14,12,0,0,0
PT_081501,Barão De São Miguel,275,153,1,2,30,91,10,12,1,4,2,0,0,0,0,0
PT_081502,Budens,1218,758,6,3,196,425,46,40,3,28,7,1,3,0,0,0
PT_081503,Raposeira,372,259,4,2,81,140,14,8,1,2,6,0,1,0,0,0
PT_081504,Sagres,1529,916,5,10,305,443,60,58,1,17,8,4,5,0,0,0
PT_081505,Vila Do Bispo,873,528,7,5,166,247,33,31,1,31,6,0,1,0,0,0
PT_081603,Monte Gordo,3119,1442,9,14,367,651,74,275,3,23,23,1,2,0,0,0
PT_081601,Vila Nova De Cacela,2854,1698,24,20,482,881,111,118,7,26,19,6,4,0,0,0
PT_081602,Vila Real De Santo António,8932,4970,32,51,1577,1952,373,753,4,140,65,9,14,0,0,0
PT_090101,Aguiar Da Beira,1221,740,10,6,379,219,99,7,2,10,5,3,0,0,0,0
PT_090102,Carapito,475,291,1,1,153,100,32,0,3,0,0,0,1,0,0,0
PT_090103,Cortiçada,459,263,3,0,136,84,36,0,3,0,0,1,0,0,0,0
PT_090104,Coruche,282,131,3,0,77,45,6,0,0,0,0,0,0,0,0,0
PT_090105,Dornelas,709,406,6,1,284,51,53,2,3,2,3,1,0,0,0,0
PT_090106,Eirado,304,192,7,0,86,54,37,4,2,0,0,2,0,0,0,0
PT_090107,Forninhos,295,200,5,1,121,51,17,1,1,2,1,0,0,0,0,0
PT_090108,Gradiz,220,132,1,0,98,20,11,1,0,0,1,0,0,0,0,0
PT_090109,Pena Verde,944,556,4,0,370,70,92,6,2,3,5,2,2,0,0,0
PT_090110,Pinheiro,334,191,2,0,128,34,20,3,0,1,3,0,0,0,0,0
PT_090111,Sequeiros,354,206,4,1,123,27,45,1,3,1,0,0,1,0,0,0
PT_090112,Souto De Aguiar Da Beira,389,265,17,1,169,42,33,1,0,0,2,0,0,0,0,0
PT_090113,Valverde,215,134,0,1,104,20,9,0,0,0,0,0,0,0,0,0
PT_090201,Ade,124,81,3,0,35,26,8,4,4,0,0,0,1,0,0,0
PT_090202,Aldeia Nova,65,30,0,0,8,15,5,2,0,0,0,0,0,0,0,0
PT_090203,Almeida,1230,750,9,10,292,252,112,51,1,9,7,2,5,0,0,0
PT_090204,Amoreira,200,127,2,2,89,17,12,0,0,2,2,1,0,0,0,0
PT_090205,Azinhal,102,35,1,0,26,3,4,0,0,0,1,0,0,0,0,0
PT_090206,Cabreira,116,68,0,0,47,12,6,2,0,1,0,0,0,0,0,0
PT_090207,Castelo Bom,227,150,0,0,79,64,4,1,1,0,1,0,0,0,0,0
PT_090208,Castelo Mendo,148,77,1,0,50,15,5,2,2,2,0,0,0,0,0,0
PT_090209,Freineda,278,170,3,1,69,75,17,1,2,1,1,0,0,0,0,0
PT_090210,Freixo,216,123,1,2,61,31,15,4,0,4,2,1,2,0,0,0
PT_090211,Junça,203,114,2,5,58,24,20,2,0,0,0,3,0,0,0,0
PT_090212,Leomil,202,101,0,1,60,24,13,1,0,0,1,1,0,0,0,0
PT_090213,Malhada Sorda,426,186,5,1,112,24,33,7,0,3,1,0,0,0,0,0
PT_090214,Malpartida,243,130,2,2,48,44,26,7,0,0,1,0,0,0,0,0
PT_090215,Mesquitela,98,63,0,1,48,4,7,1,0,1,1,0,0,0,0,0
PT_090216,Mido,96,61,0,1,41,13,3,2,0,1,0,0,0,0,0,0
PT_090217,Miuzela,475,263,5,2,124,86,29,5,0,4,3,3,2,0,0,0
PT_090218,Monte Perobolço,101,47,0,0,24,20,3,0,0,0,0,0,0,0,0,0
PT_090219,Nave De Haver,642,385,4,3,244,95,36,2,1,0,0,0,0,0,0,0
PT_090220,Naves,127,79,1,1,43,26,6,1,0,0,1,0,0,0,0,0
PT_090221,Parada,227,138,1,0,101,18,14,2,0,2,0,0,0,0,0,0
PT_090222,Peva,151,87,1,0,60,15,10,1,0,0,0,0,0,0,0,0
PT_090223,Porto De Ovelha,105,61,2,1,35,17,3,2,0,0,0,1,0,0,0,0
PT_090224,São Pedro De Rio Seco,228,123,2,1,70,27,9,6,0,5,2,1,0,0,0,0
PT_090225,Senouras,78,45,3,0,37,2,2,1,0,0,0,0,0,0,0,0
PT_090227,Vale Da Mula,293,176,1,0,93,42,20,16,1,0,0,2,1,0,0,0
PT_090226,Vale De Coelha,59,32,1,2,18,8,2,0,1,0,0,0,0,0,0,0
PT_090228,Vale Verde,182,116,1,1,80,27,3,4,0,0,0,0,0,0,0,0
PT_090229,Vilar Formoso,2198,1372,8,18,635,496,162,16,5,15,8,2,7,0,0,0
PT_090301,Açores,418,221,3,0,125,26,43,2,0,2,0,3,17,0,0,0
PT_090302,Baraçal,276,154,1,0,100,33,9,0,1,0,2,1,7,0,0,0
PT_090303,Cadafaz,204,118,3,3,54,36,17,0,0,1,0,2,2,0,0,0
PT_090304,Carrapichana,265,145,2,0,78,37,19,2,0,0,0,0,7,0,0,0
PT_090322,Casas Do Soeiro,434,275,3,0,121,108,25,2,0,6,4,1,5,0,0,0
PT_090317,Celorico (São Pedro),1162,675,5,7,338,196,85,13,1,8,1,1,20,0,0,0
PT_090316,Celorico (Santa Maria),1023,608,3,4,306,170,83,8,1,9,1,4,19,0,0,0
PT_090305,Cortiçô Da Serra,250,122,4,0,57,44,11,0,1,2,0,1,2,0,0,0
PT_090306,Forno Telheiro,721,378,2,2,179,109,58,3,1,4,1,3,16,0,0,0
PT_090307,Lajeosa Do Mondego,688,419,5,4,156,158,50,16,1,8,3,1,17,0,0,0
PT_090308,Linhares,356,178,5,1,73,51,21,1,1,3,2,2,18,0,0,0
PT_090309,Maçal Do Chão,216,107,2,1,48,45,8,0,0,0,2,1,0,0,0,0
PT_090310,Mesquitela,334,162,0,2,116,26,3,3,1,0,1,0,10,0,0,0
PT_090311,Minhocal,262,134,0,1,82,32,13,1,2,1,1,0,1,0,0,0
PT_090312,Prados,303,132,5,0,71,32,13,1,2,4,0,0,4,0,0,0
PT_090313,Rapa,229,139,1,2,67,41,15,2,0,1,2,1,7,0,0,0
PT_090314,Ratoeira,307,171,2,0,96,37,26,1,0,1,0,0,8,0,0,0
PT_090315,Salgueirais,165,96,1,0,41,39,6,3,3,0,1,0,2,0,0,0
PT_090318,Vale De Azares,509,301,4,3,184,66,24,4,1,0,0,0,15,0,0,0
PT_090319,Velosa,150,86,3,3,37,22,15,3,0,1,0,1,1,0,0,0
PT_090320,Vide Entre Vinhas,274,150,5,0,89,41,8,0,0,2,0,0,5,0,0,0
PT_090321,Vila Boa Do Mondego,217,88,2,2,48,11,10,4,2,1,1,0,7,0,0,0
PT_090401,Algodres,370,203,4,0,115,63,15,2,1,1,2,0,0,0,0,0
PT_090402,Almofala,312,193,5,2,133,33,10,3,4,3,0,0,0,0,0,0
PT_090403,Castelo Rodrigo,228,138,1,1,88,39,0,8,0,1,0,0,0,0,0,0
PT_090404,Cinco Vilas,132,79,3,3,51,14,7,0,0,1,0,0,0,0,0,0
PT_090405,Colmeal,66,27,0,0,20,3,3,1,0,0,0,0,0,0,0,0
PT_090406,Escalhão,879,527,4,2,239,236,32,10,0,2,2,0,0,0,0,0
PT_090407,Escarigo,132,100,0,2,70,21,5,1,1,0,0,0,0,0,0,0
PT_090408,Figueira De Castelo Rodrigo,1897,1243,11,8,569,566,58,18,1,8,0,2,2,0,0,0
PT_090409,Freixeda Do Torrão,336,195,0,1,121,54,14,0,0,3,0,0,2,0,0,0
PT_090410,Mata De Lobos,512,268,4,2,153,85,18,3,1,0,1,1,0,0,0,0
PT_090411,Penha De Águia,209,129,2,1,61,54,8,2,0,0,1,0,0,0,0,0
PT_090412,Quintã De Pêro Martins,267,166,1,0,90,55,13,4,1,1,1,0,0,0,0,0
PT_090413,Reigada,323,204,1,0,131,59,11,0,1,0,0,0,1,0,0,0
PT_090414,Vale De Afonsinho,124,80,0,0,66,6,5,1,1,1,0,0,0,0,0,0
PT_090415,Vermiosa,435,213,3,0,99,87,17,5,1,0,0,0,1,0,0,0
PT_090416,Vilar De Amargo,239,151,14,0,68,58,9,0,1,0,0,0,1,0,0,0
PT_090417,Vilar Torpim,318,188,6,1,100,69,7,3,1,0,1,0,0,0,0,0
PT_090501,Algodres,473,292,5,5,162,107,11,0,0,1,1,0,0,0,0,0
PT_090502,Casal Vasco,258,165,0,0,105,43,14,2,1,0,0,0,0,0,0,0
PT_090503,Cortiçô,183,131,0,1,65,36,17,1,1,4,2,1,3,0,0,0
PT_090504,Figueiró Da Granja,480,311,4,5,179,78,40,1,0,1,2,0,1,0,0,0
PT_090505,Fornos De Algodres,1451,956,9,8,411,405,85,20,3,4,6,2,3,0,0,0
PT_090506,Fuinhas,121,79,0,0,64,5,9,0,0,0,1,0,0,0,0,0
PT_090507,Infias,179,132,1,2,61,47,11,4,1,4,1,0,0,0,0,0
PT_090508,Juncais,317,204,0,1,107,66,23,3,1,0,3,0,0,0,0,0
PT_090509,Maceira,313,191,5,3,104,35,32,1,1,8,1,0,1,0,0,0
PT_090510,Matança,320,206,4,0,115,47,32,3,1,3,0,1,0,0,0,0
PT_090511,Muxagata,262,141,7,2,83,41,7,0,1,0,0,0,0,0,0,0
PT_090512,Queiriz,315,196,6,1,108,43,33,0,1,1,1,2,0,0,0,0
PT_090513,Sobral Pichorro,249,141,5,0,74,46,7,4,0,2,0,1,2,0,0,0
PT_090514,Vila Chã,90,56,0,0,30,17,9,0,0,0,0,0,0,0,0,0
PT_090515,Vila Ruiva,217,126,1,0,72,36,15,2,0,0,0,0,0,0,0,0
PT_090516,Vila Soeiro Do Chão,249,157,4,2,122,14,12,0,1,2,0,0,0,0,0,0
PT_090601,Aldeias,344,227,1,0,101,99,12,6,0,6,2,0,0,0,0,0
PT_090602,Arcozelo,868,536,6,3,191,303,20,3,0,5,3,1,1,0,0,0
PT_090603,Cativelos,1009,503,5,3,280,168,34,5,4,3,1,0,0,0,0,0
PT_090604,Figueiró Da Serra,331,189,5,0,85,67,24,4,1,1,0,1,1,0,0,0
PT_090605,Folgosinho,609,235,2,1,110,94,15,6,1,1,2,2,1,0,0,0
PT_090606,Freixo Da Serra,170,82,5,1,42,29,2,2,1,0,0,0,0,0,0,0
PT_090616,Gouveia (São Julião),1423,927,7,13,368,390,63,64,0,15,3,2,2,0,0,0
PT_090618,Gouveia (São Pedro),2111,1276,8,12,508,581,71,62,0,20,11,3,0,0,0,0
PT_090607,Lagarinhos,490,287,2,1,178,65,31,6,2,1,0,1,0,0,0,0
PT_090608,Mangualde Da Serra,207,114,2,2,39,51,15,3,0,1,0,0,1,0,0,0
