gisco_id,name,registered,turnout,invalid,blank,ΠA.ΣO.K,K.K.E.,ΣYN,ΛΑ.Ο.Σ.,Γυν.Ευρ.,Οικ.Πρασ.,Εν.Κεντρ.,Βεργής,Ελλ.Μετ.,ΜΕΡ.Α.,Δ.Π.Ε.,Αντ.Συμμ.,Πατ.Συμ.,M-Λ KKE,ΔΗΣΟΚ,ΑΣΚΕ,Οραμα,Ευρ.Συμπ,ΟΑΚΚΕ,Ουρ.Τόξο,Οικ.Εναλ.,Χριστ.,N.Δ.
EL_090202,Αξιούπολης,8748,6218,141,0,2037,428,205,325,37,36,35,23,8,14,62,10,9,26,16,16,8,6,2,11,0,0,0
EL_090102,Γαλλικού,8326,6279,139,0,2053,556,96,331,22,27,39,24,12,11,279,4,26,30,12,11,5,7,7,5,1,0,0
EL_090203,Γουμένισσας,9535,6176,149,0,2028,395,146,357,21,44,36,26,15,8,72,8,5,16,15,19,7,11,3,95,0,0,0
EL_090103,Δοϊράνης,3251,2324,39,0,708,284,40,165,9,9,14,5,0,1,43,0,5,7,5,6,3,3,2,0,0,0,0
EL_090204,Ευρωπού,5742,4575,86,0,1414,351,81,258,18,16,32,17,8,4,36,5,8,15,6,17,3,4,2,2,0,0,0
EL_090101,Κιλκίς,22608,15762,310,0,4612,2003,501,1221,74,113,72,44,24,27,296,19,20,74,39,31,13,29,21,6,2,2,0
EL_090104,Κρουσσών,12869,8242,114,0,1851,877,144,610,17,19,37,17,14,4,198,6,9,30,12,11,5,9,8,2,2,0,0
EL_090105,Μουριών,6011,3508,58,0,914,128,41,192,10,20,12,18,10,5,27,8,3,13,5,13,2,4,8,0,0,0,0
EL_090106,Πικρολίμνης,9459,6972,118,0,1609,612,183,484,23,33,42,15,11,6,117,6,9,21,14,12,4,7,5,1,0,0,0
EL_090201,Πολυκάστρου,15508,10588,232,0,3124,687,242,694,43,54,54,36,26,23,232,13,19,34,12,20,8,7,8,9,2,0,0
EL_090107,Χέρσου,5704,3774,58,0,1122,534,105,249,15,21,20,9,6,3,92,4,5,21,5,9,3,2,5,3,0,0,0
EL_090205,Λιβαδίων,967,660,12,0,89,8,12,51,3,2,3,3,0,2,14,0,0,0,0,1,0,0,1,2,0,0,0
EL_140102,Αιανής,4796,3543,77,0,1294,328,129,65,15,40,11,20,9,10,29,6,5,12,4,14,6,3,1,2,0,0,0
EL_140302,Ασκίου,6828,4323,130,0,1321,254,104,111,18,31,17,17,31,10,39,5,7,5,12,10,7,1,2,4,0,0,0
EL_140200,Βελβεντού,4850,2976,64,0,1054,254,104,51,16,31,14,11,3,1,13,6,2,13,7,10,1,3,2,6,0,0,0
EL_140403,Βερμίου,4566,3190,66,0,0,267,104,73,7,18,15,10,4,12,172,3,2,12,10,9,5,3,3,1,0,0,1117
EL_140103,Δημητρίου Υψηλάντη,3900,2656,58,0,892,287,91,42,16,17,7,11,3,3,108,2,5,8,8,6,2,0,2,3,0,0,0
EL_140104,Ελιμείας,7386,5739,132,0,1981,428,175,143,19,81,14,24,18,7,28,3,3,26,14,17,4,4,2,2,0,0,0
EL_140105,Ελλησπόντου,10489,7465,175,0,2505,305,109,169,21,54,32,23,53,4,451,12,11,11,20,13,4,3,6,3,0,0,0
EL_140502,Καμβουνίων,3021,2272,50,0,767,311,42,43,14,19,10,9,6,2,16,10,3,4,8,9,3,0,3,1,0,0,0
EL_140101,Κοζάνης,36515,26576,674,0,8626,1739,842,829,193,791,94,126,76,43,448,28,27,65,57,45,20,14,19,18,0,0,0
EL_140405,Μουρικίου,5910,4231,94,0,1388,272,50,97,13,17,11,19,5,13,70,4,13,16,11,19,6,5,2,22,0,0,0
EL_140401,Πτολεμαΐδας,26741,21325,535,0,6787,1797,630,575,106,156,106,101,37,64,309,25,77,56,35,41,12,9,9,119,4,0,0
EL_140501,Σερβίων,14313,8877,195,0,3227,675,264,174,27,51,20,44,18,20,191,17,11,24,23,29,11,11,8,4,0,0,0
EL_140304,Σιάτιστας,7434,5077,160,0,1556,554,149,147,19,29,16,15,56,3,19,9,7,13,8,6,7,5,3,2,0,0,0
EL_140305,Τσοτυλίου,8665,4266,72,0,1275,206,102,152,24,36,18,14,9,6,48,3,9,2,5,5,6,1,3,5,0,0,0
EL_140404,Βλάστης,1383,696,15,0,216,25,16,21,1,3,3,0,3,3,5,1,1,1,1,1,0,0,0,1,0,0,0
EL_140503,Λιβαδερού,2298,1205,27,0,374,72,43,29,8,15,4,3,4,6,2,2,3,6,6,5,2,7,2,0,0,0,0
EL_140303,Πενταλόφου,1673,787,17,0,311,54,27,16,3,3,4,0,1,1,1,0,0,2,2,1,1,1,0,0,0,0,0
EL_420302,Αγίων Θεοδώρων,3021,2325,49,0,826,232,136,109,24,10,11,15,3,4,1,2,4,12,2,2,4,0,4,1,0,0,0
EL_420102,Άσσου - Λεχαίου,6160,3976,123,0,1503,169,163,208,40,29,23,20,10,6,8,12,10,11,10,5,3,0,3,4,0,0,0
EL_420202,Βέλου,8031,5523,127,0,2023,238,129,306,32,26,15,34,14,10,18,7,13,13,16,16,6,0,4,1,0,0,0
EL_420201,Βόχας,9954,5922,131,0,2333,198,163,273,34,37,27,29,13,12,11,10,8,12,10,16,2,0,7,4,0,0,0
EL_420502,Ευρωστίνης,6378,3866,57,0,1449,126,140,87,22,15,14,17,5,2,13,5,6,5,3,5,2,0,1,6,1,0,0
EL_420101,Κορινθίων,28045,19454,510,0,7170,1111,723,861,140,120,95,137,66,21,53,31,49,38,40,28,16,1,7,10,0,0,0
EL_420301,Λουτρακίου - Περαχώρας,12291,8770,172,0,2826,780,411,518,74,52,32,56,19,21,39,19,17,23,21,20,2,0,4,3,0,0,0
EL_420400,Νεμέας,8614,5294,97,0,1836,203,134,217,28,24,21,29,8,7,29,8,17,11,9,17,8,0,3,2,0,0,0
EL_420501,Ξυλοκάστρου,16073,10283,166,0,3822,443,384,305,58,46,34,44,26,20,137,26,19,23,15,22,10,0,6,6,0,0,0
EL_420103,Σαρωνικού (Πελοποννησου),4450,3202,64,0,1127,128,106,147,17,7,15,17,7,2,10,3,6,9,3,3,2,0,0,4,0,0,0
EL_420601,Σικυωνίων,17843,11598,300,0,4269,642,375,480,83,48,47,59,24,24,47,19,29,26,21,14,13,0,4,10,0,0,0
EL_420104,Σολυγείας,3143,2043,38,0,604,52,42,61,14,17,10,9,6,4,5,2,2,4,5,5,2,0,0,1,0,0,0
EL_420602,Στυμφαλίας,4423,2614,29,0,931,65,44,82,8,44,14,8,3,9,15,4,2,6,7,5,4,0,0,1,1,0,0
EL_420105,Τενέας,5227,3762,76,0,1390,110,81,146,19,16,11,20,7,3,19,2,10,8,6,3,5,0,1,2,0,0,0
EL_420603,Φενεού,3693,1849,39,0,609,88,54,54,14,3,3,9,4,0,1,4,3,1,5,2,1,0,0,1,0,0,0
EL_670100,Αμοργού,2052,1099,29,0,359,56,41,22,0,5,5,10,6,2,3,3,3,2,9,0,1,0,3,1,0,0,0
EL_590101,Άνδρου,6341,2849,51,0,539,110,110,70,19,17,16,25,6,4,5,6,5,2,2,4,3,0,3,3,0,0,0
EL_580102,Άνω Σύρου,3364,2224,103,0,758,83,99,25,28,19,16,17,3,3,5,11,9,5,8,2,4,0,0,5,0,0,0
EL_670203,Δρυμαλίας,10398,4427,85,0,1683,407,189,53,34,8,13,12,6,17,8,4,3,12,3,6,3,0,2,4,0,0,0
EL_700102,Εξωμβούργου,5081,2691,35,0,1051,99,129,15,9,10,13,16,1,1,2,2,3,6,10,4,1,0,0,2,2,0,0
EL_580101,Ερμουπόλεως,15590,9592,423,0,3686,468,403,148,66,70,31,83,18,12,5,29,20,27,18,13,7,0,4,4,0,0,0
EL_600101,Θήρας,10662,6887,162,0,2365,521,219,100,38,44,38,38,13,9,12,16,6,25,11,17,6,0,4,6,0,0,0
EL_600300,Ιητών,2073,1086,37,0,307,61,48,13,4,8,6,7,4,2,1,6,0,8,3,2,3,0,1,0,0,0,0
EL_630100,Κέας,2297,1256,21,0,522,68,42,31,7,6,2,5,1,3,1,3,1,6,1,7,5,0,1,0,0,0,0
EL_590102,Κορθίου,3122,1544,30,0,401,109,69,18,17,5,4,7,1,4,0,1,3,7,1,0,1,0,1,2,0,0,0
EL_630200,Κύθνου,2692,1392,28,0,472,56,30,22,6,3,1,3,1,2,3,3,7,5,2,0,3,2,6,2,0,1,0
EL_650100,Μήλου,5533,2952,63,0,0,224,180,82,41,29,14,11,5,5,8,12,5,22,3,6,11,0,4,4,0,0,1101
EL_660100,Μυκόνου,6302,4301,76,0,993,207,182,139,28,28,28,34,11,2,7,8,9,11,6,4,8,0,4,4,0,0,0
EL_670201,Νάξου,9791,6463,179,0,2514,347,195,88,89,23,21,15,5,27,16,12,8,13,9,5,6,0,2,2,0,0,0
EL_680100,Πάρου,11303,6754,160,0,2168,339,321,132,56,36,35,33,13,5,12,15,8,20,7,12,7,0,6,10,0,0,0
EL_580103,Ποσειδωνίας,2433,1838,72,0,507,67,81,22,15,14,8,16,1,2,2,3,1,2,3,0,2,0,0,0,0,0,0
EL_650300,Σερίφου,2349,1016,40,0,0,78,31,27,4,4,7,2,2,2,3,4,1,5,3,1,2,0,0,3,0,0,397
EL_650400,Σίφνου,2916,1863,35,0,657,64,65,31,19,56,13,9,1,1,0,5,4,5,5,5,4,0,2,1,0,0,0
EL_700101,Τήνου,4631,3204,71,0,1087,81,133,52,19,24,13,22,1,4,8,5,4,6,9,4,5,0,0,1,0,0,0
EL_590103,Υδρούσας,3604,2110,26,0,512,117,68,87,12,10,13,19,5,0,2,3,2,4,5,2,4,0,2,1,0,0,0
EL_600200,Ανάφης,335,163,4,0,0,2,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56
EL_680200,Αντιπάρου,991,687,8,0,0,29,25,14,3,3,1,2,2,1,0,0,0,1,0,2,1,0,0,0,0,0,289
EL_670202,Δονούσης,190,91,0,0,0,5,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33
EL_710101,Ηρακλείου (Κρητης),134,89,2,0,27,2,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EL_650200,Κιμώλου,1472,718,19,0,0,25,33,24,0,2,11,5,3,3,1,4,2,3,3,4,2,0,5,0,0,0,281
EL_670205,Κουφονησίων,299,207,3,0,75,5,4,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EL_600102,Οίας,1712,740,14,0,280,15,18,5,3,4,6,5,2,4,1,1,0,0,2,2,1,0,1,2,0,0,0
EL_700103,Πανόρμου,815,432,8,0,0,59,29,3,3,3,0,1,0,0,0,0,0,5,1,1,0,0,1,0,0,0,126
EL_600400,Σικίνου,607,189,8,0,0,37,9,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63
EL_670206,Σχοινούσσης,226,101,1,0,0,3,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,38
EL_600500,Φολεγάνδρου,703,427,15,0,182,8,19,1,0,4,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
EL_430202,Ανατολικής Μάνης,2616,981,10,0,170,90,22,28,0,0,7,0,4,0,1,3,35,1,0,0,0,1,0,0,0,0,0
EL_430502,Ασωπού,4383,2281,26,0,529,63,50,91,4,2,3,8,1,4,3,2,4,3,4,4,0,0,0,2,0,0,0
EL_430503,Βοιών,8573,4486,80,0,1162,221,135,103,16,12,16,21,7,12,9,10,8,12,9,8,8,6,5,4,0,0,0
EL_430402,Γερόνθρων,3053,1361,24,0,391,55,21,37,2,2,5,6,1,0,3,1,3,7,1,0,1,0,1,1,0,0,0
EL_430201,Γυθείου,10731,4998,63,0,906,234,133,243,27,10,8,20,17,6,8,5,16,12,13,4,3,3,3,3,0,0,0
EL_430403,Έλους,5755,3603,53,0,1184,253,73,96,12,10,11,6,3,5,3,2,2,10,3,12,2,3,1,0,0,0,0
EL_430504,Ζάρακα,2921,1150,11,0,280,65,30,39,1,4,6,3,1,3,2,1,1,3,0,1,0,2,0,2,0,0,0
EL_430102,Θεραπνών,4682,2116,38,0,748,99,53,35,6,4,10,8,1,4,2,1,5,3,3,4,1,1,3,0,0,0,0
EL_430404,Κροκεών,5461,1862,42,0,491,257,63,54,10,7,7,3,2,15,4,4,5,6,2,1,2,2,5,0,0,0,0
EL_430501,Μολάων,6446,2671,44,0,503,102,56,145,11,6,8,7,7,8,6,3,14,4,4,1,0,3,2,0,1,0,0
EL_430505,Μονεμβασίας,5797,2552,34,0,717,132,51,78,17,17,6,16,4,5,15,4,3,9,3,2,2,4,2,3,0,0,0
EL_430104,Μυστρά,9037,3179,70,0,866,215,91,148,15,12,12,8,2,6,4,2,28,7,6,4,2,1,1,0,0,0,0
EL_430405,Νιάτων,3556,1766,34,0,439,161,31,33,4,2,3,3,0,2,0,3,1,5,0,3,3,1,0,1,0,0,0
EL_430105,Οινούντος,5275,1820,20,0,625,140,52,66,9,9,11,10,0,7,7,2,3,5,6,4,0,2,2,1,0,0,0
EL_430203,Οιτύλου,7986,2772,41,0,391,131,41,192,9,11,1,8,8,3,2,1,17,6,3,3,1,3,4,1,0,0,0
EL_430106,Πελλάνας,8573,2601,44,0,740,161,53,45,5,2,12,7,5,5,6,4,7,8,4,5,3,3,1,2,0,0,0
EL_430401,Σκάλας,6733,3705,79,0,1166,265,82,154,12,7,6,14,1,22,7,3,10,7,3,5,3,2,2,1,0,0,0
EL_430204,Σμύνους,3260,1203,18,0,344,121,66,45,3,2,1,3,1,4,2,0,3,2,3,2,0,0,2,0,0,0,0
EL_430101,Σπαρτιατών,21945,9514,226,0,2555,505,267,432,56,32,53,43,11,14,15,14,47,14,13,20,16,7,5,3,0,0,0
EL_430107,Φαρίδος,8090,3193,57,0,943,193,82,179,20,5,12,24,6,6,6,5,7,4,9,5,4,2,2,5,0,0,0
EL_430300,Ελαφονήσου,978,476,9,0,146,22,11,7,1,1,4,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0
EL_430103,Καρυών,1485,469,5,0,133,88,31,14,4,2,1,1,1,2,1,2,0,2,1,2,0,0,0,0,0,0,0
EL_220201,Αγιάς,6785,4771,87,0,1569,614,114,141,11,15,19,20,14,9,9,5,2,31,9,6,3,3,7,3,0,0,0
EL_220602,Αμπελώνος,8720,5743,121,0,1614,1051,201,189,20,20,24,16,13,9,16,7,3,29,11,13,5,1,11,2,0,0,0
EL_220302,Αντιχασίων,4448,3073,32,0,851,155,58,130,23,6,8,11,6,6,2,8,2,11,4,7,2,2,3,0,0,0,0
EL_220402,Αρμενίου,2710,2157,24,0,786,83,29,109,10,10,7,8,3,1,13,6,1,4,6,3,2,1,1,0,0,0,0
EL_220102,Γιάννουλης,6037,4702,98,0,1584,736,196,212,30,10,17,21,9,10,14,6,4,28,9,13,2,0,4,1,0,0,0
EL_220503,Γόννων,4549,2957,64,0,914,492,85,73,15,11,9,8,9,7,8,2,4,18,1,5,4,1,4,4,1,0,0
EL_220301,Ελασσόνας,15188,10334,125,0,3492,1531,303,250,23,43,39,43,22,24,55,12,10,62,15,24,9,3,8,5,0,2,0
EL_220702,Ενιππέα,4976,3756,56,0,1351,250,58,97,13,17,18,9,5,5,6,3,4,11,7,13,2,0,3,2,0,0,0
EL_220504,Κάτω Ολύμπου,5860,3972,88,0,1279,521,137,200,9,12,21,17,4,3,7,2,2,26,16,5,5,3,3,1,0,0,0
EL_220403,Κιλελέρ,3392,2468,34,0,723,127,42,130,7,12,8,2,6,2,4,4,0,3,4,3,2,1,1,1,0,0,0
EL_220103,Κοιλάδας,4489,3363,58,0,1053,232,64,142,8,9,17,15,3,2,5,9,2,15,7,8,1,2,3,3,0,0,0
EL_220404,Κραννώνος,5112,3770,72,0,1196,193,57,170,9,6,9,14,5,4,3,3,2,13,6,5,3,2,0,4,0,0,0
EL_220203,Λακέρειας,2373,1788,33,0,525,265,60,52,4,2,9,4,2,5,1,0,2,9,0,2,2,0,3,1,0,0,0
EL_220101,Λαρισαίων,83626,56831,1482,0,17584,7208,2513,2716,401,420,346,273,128,138,121,92,62,246,94,94,43,29,55,29,15,0,0
EL_220305,Λιβαδίου,3691,2844,37,0,821,277,91,37,7,10,3,9,3,13,5,4,4,12,2,2,3,1,3,1,0,0,0
EL_220501,Μακρυχωρίου,3060,2319,37,0,691,282,48,53,12,10,10,9,3,4,8,3,6,15,3,3,3,1,3,1,0,0,0
EL_220204,Μελιβοίας,3834,2672,47,0,975,300,65,53,19,5,11,12,3,10,2,0,2,12,5,4,4,0,3,1,0,0,0
EL_220703,Ναρθακίου,2285,1439,14,0,323,59,13,91,3,7,11,8,5,0,5,0,0,4,1,2,3,0,0,0,0,0,0
EL_220505,Νέσσωνος,5903,4296,65,0,1336,650,151,129,14,14,19,16,6,20,7,0,4,18,10,5,3,3,9,1,0,1,0
EL_220306,Ολύμπου (Θεσσαλιας),5024,3301,59,0,1271,365,83,59,15,12,9,8,2,7,33,5,7,9,5,9,1,0,2,3,0,0,0
EL_220405,Πλατυκάμπου,8821,6390,110,0,2034,684,218,256,24,25,22,24,27,11,24,7,9,21,18,8,5,5,5,2,0,0,0
EL_220704,Πολυδάμαντα,7374,5335,87,0,1981,270,123,164,31,21,21,25,15,3,14,6,5,18,8,18,14,3,6,2,0,0,0
EL_220308,Σαρανταπόρου,4860,3234,43,0,1209,492,74,48,8,15,12,9,5,8,12,4,1,15,6,10,1,1,4,5,0,0,0
EL_220601,Τυρνάβου,14706,10221,163,0,3272,1885,349,365,38,27,32,34,24,26,27,28,7,62,16,33,14,4,14,6,0,0,0
EL_220701,Φαρσάλων,7615,5405,105,0,1910,423,162,205,31,32,42,20,13,13,17,6,7,29,10,20,6,3,6,3,1,0,0
EL_220303,Βερδικούσσης,2495,1458,27,0,411,135,26,55,3,3,5,5,5,5,3,3,3,8,2,3,2,2,3,1,0,0,0
EL_220304,Καρυάς (Θεσσαλιας),1546,802,10,0,0,114,32,25,1,2,7,0,0,0,5,1,1,3,2,2,1,3,1,0,0,0,281
EL_720101,Αγίου Νικολάου,15224,10978,325,0,0,712,512,144,60,65,19,57,13,17,20,16,6,37,32,14,13,10,4,3,0,0,4330
EL_720201,Ιεράπετρας,20079,13630,296,0,0,664,519,105,69,58,52,60,12,24,22,18,6,25,35,20,10,9,3,11,0,0,4758
EL_720403,Ιτάνου,2586,1804,22,0,0,51,50,6,6,12,8,6,2,1,4,0,1,3,1,5,1,1,0,1,0,0,492
EL_720404,Λεύκης,2520,1684,33,0,0,38,24,18,0,3,4,2,1,0,1,3,2,2,6,1,2,1,0,1,0,0,559
EL_720202,Μακρύ Γιαλού,3977,2773,67,0,0,69,129,20,18,16,4,13,0,2,5,3,0,9,15,8,3,2,2,1,0,0,992
EL_720300,Οροπεδίου Λασιθίου,4292,3001,57,0,0,85,46,19,9,6,6,6,1,6,7,3,1,4,6,2,1,0,1,2,0,0,1144
EL_720401,Σητείας,13670,9301,236,0,0,271,313,133,39,48,19,46,7,6,10,10,4,11,27,15,4,3,3,4,0,0,3223
EL_530102,Αγιάσου,4299,2005,65,0,461,529,182,84,11,3,8,5,3,2,3,4,2,12,4,6,1,2,0,0,0,0,0
EL_550102,Ατσικής,5506,2032,55,0,0,188,37,47,11,7,14,14,2,4,9,2,4,10,7,4,5,0,3,3,0,0,781
EL_530103,Γέρας,8433,4768,135,0,1462,848,179,143,17,14,16,19,9,11,6,2,3,47,8,10,6,6,8,4,0,0,0
EL_530203,Ερεσού - Αντίσσης,8611,3532,73,0,1153,723,140,46,17,16,9,19,1,1,3,8,3,23,11,8,8,3,3,0,1,0,0
EL_530104,Ευεργέτουλα,4426,2548,81,0,864,350,74,76,7,8,7,14,0,7,4,3,1,27,11,1,0,1,4,1,0,0,0
EL_530201,Καλλονής,10815,5767,111,0,1976,952,212,171,25,17,23,22,6,9,9,3,3,31,14,13,5,4,2,2,0,0,0
EL_530105,Λουτροπόλεως Θερμής,3829,2365,96,0,716,396,66,68,9,4,7,7,1,4,1,3,0,12,2,4,2,3,6,2,0,0,0
EL_530204,Μανταμάδου,4030,2253,59,0,556,0,172,36,4,4,6,6,4,4,0,3,3,6,3,4,3,0,1,0,0,0,606
EL_530205,Μήθυμνας,2931,1570,38,0,0,218,114,17,5,9,4,9,4,2,1,4,0,9,2,4,0,1,0,3,0,0,532
EL_550103,Μούδρου,6769,2884,72,0,0,206,93,54,11,5,13,26,1,9,10,10,7,14,7,5,5,0,3,6,0,0,1082
EL_550101,Μύρινας,9352,4202,107,0,1307,635,187,70,24,33,19,35,6,6,15,4,6,27,11,10,4,0,5,6,0,0,0
EL_530101,Μυτιλήνης,37815,18357,651,0,5353,2765,814,663,161,121,95,121,19,62,47,30,13,94,49,34,22,14,15,17,0,0,0
EL_550104,Νέας Κούταλης,5127,1947,84,0,744,136,43,41,13,9,9,16,3,2,11,5,2,9,4,3,4,0,6,0,0,0,0
EL_530206,Πέτρας (Βορειου Αιγαιου),7245,5379,87,0,1784,186,80,144,19,15,16,13,12,6,9,12,9,9,12,8,2,4,3,7,0,0,0
EL_530106,Πλωμαρίου,10209,4108,108,0,1384,601,148,51,25,23,8,14,7,6,12,4,8,30,10,7,4,2,7,3,0,0,0
EL_530207,Πολιχνίτου,7919,3638,89,0,1137,547,164,109,16,11,13,20,1,12,11,4,4,13,8,13,6,1,2,2,0,0,0
EL_550200,Αγίου Ευστρατίου,819,184,3,0,0,23,5,3,1,2,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,69
EL_360102,Απολλωνίων,5529,2452,83,0,723,186,61,56,15,9,10,18,5,10,2,1,13,9,7,5,6,0,4,1,0,0,0
EL_360103,Ελλομένου,4200,2308,72,0,665,241,69,57,15,11,7,21,3,8,2,1,9,2,4,0,5,0,1,1,0,0,0
EL_360105,Καρυάς (Ιονιων Νησων),2197,1053,35,0,0,241,61,19,1,2,5,3,0,2,1,2,3,3,2,2,0,0,0,0,0,0,321
EL_360101,Λευκάδος,11038,6371,238,0,1923,982,483,174,40,39,23,44,4,20,22,7,4,39,4,11,8,0,8,3,0,0,0
EL_360200,Μεγανησίου,2068,931,34,0,0,148,31,15,4,2,0,5,4,2,0,1,1,5,2,1,1,0,1,0,0,0,253
EL_360107,Σφακιωτών,2539,1383,38,0,415,244,94,43,5,6,8,14,0,8,6,1,0,12,3,3,1,0,1,2,0,0,0
EL_360106,Καστού,239,61,2,0,18,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
