gisco_id,name,registered,turnout,invalid,blank,MEMO,LMP,DK-MSZP-P,2RK,MKKP,Jobbik,FIDESZ-KDNP,TISZA,MHM
HU_09496,Szirmabesenyő,3469,2155,32,0,4,17,148,25,91,104,727,831,176
HU_18892,Szomolya,1221,806,17,0,7,3,49,6,27,26,403,193,75
HU_16179,Szögliget,485,305,1,0,2,2,12,1,6,12,187,60,22
HU_07889,Szőlősardó,101,76,3,0,0,0,6,0,0,4,36,23,4
HU_03160,Szuhafő,109,95,2,0,0,3,8,1,0,3,54,14,10
HU_11110,Szuhakálló,777,410,4,0,3,7,35,0,18,21,181,100,41
HU_24606,Szuhogy,822,545,15,0,1,1,22,1,9,22,353,76,45
HU_03708,Taktabáj,382,240,6,0,0,0,12,0,2,4,196,15,5
HU_18245,Taktaharkány,2673,1334,24,0,6,4,80,4,28,35,754,291,108
HU_28787,Taktakenéz,814,456,22,0,13,1,21,1,4,13,319,40,22
HU_03133,Taktaszada,1355,910,20,0,12,5,36,2,18,31,633,109,44
HU_21740,Tarcal,2157,1116,24,0,15,9,83,7,19,42,576,266,75
HU_08165,Tard,916,607,13,0,3,4,33,0,26,20,317,135,56
HU_14784,Tardona,814,437,11,0,0,3,29,6,26,14,183,125,40
HU_12210,Tállya,1347,889,22,0,1,7,80,6,28,46,380,237,82
HU_13763,Telkibánya,461,344,20,0,0,0,14,1,14,12,188,85,10
HU_28635,Teresztenye,42,36,0,0,2,0,1,0,1,3,14,15,0
HU_30447,Tibolddaróc,1034,661,13,0,1,4,41,9,23,28,304,173,65
HU_02291,Tiszabábolna,251,199,0,0,0,0,20,1,3,8,119,41,7
HU_29133,Tiszacsermely,349,216,2,0,1,0,5,0,5,14,143,31,15
HU_03717,Tiszadorogma,312,236,8,0,0,0,13,2,7,8,128,49,21
HU_13976,Tiszakarád,1738,959,28,0,3,3,49,3,9,16,724,88,36
HU_13888,Tiszakeszi,1935,1206,38,0,8,6,42,3,25,29,650,333,72
HU_19381,Tiszaladány,475,353,0,0,0,3,11,0,6,7,240,60,26
HU_28398,Tiszalúc,3778,1920,57,0,7,24,115,8,54,99,979,381,196
HU_08633,Tiszapalkonya,1163,754,14,0,1,2,65,2,11,29,390,185,55
HU_30298,Tiszatardos,318,277,55,0,2,0,9,1,5,3,157,30,15
HU_30377,Tiszatarján,1041,495,15,0,2,1,17,2,9,9,282,105,53
HU_28352,Tiszaújváros,11964,6911,53,0,22,45,955,40,218,235,2185,2754,404
HU_10977,Tiszavalk,256,188,4,0,0,0,17,0,3,3,84,57,20
HU_18306,Tokaj,2879,1883,30,0,2,8,126,6,69,66,810,649,117
HU_28051,Tolcsva,1298,847,12,0,4,8,49,2,14,29,428,228,73
HU_14890,Tomor,173,122,2,0,0,0,3,1,1,2,92,12,9
HU_16902,Tornabarakony,26,25,0,0,0,0,1,0,1,0,13,9,1
HU_10375,Tornakápolna,17,15,0,0,0,0,0,0,0,0,11,0,4
HU_18801,Tornanádaska,418,301,15,0,1,2,1,0,1,11,256,10,4
HU_27836,Tornaszentandrás,133,96,2,0,1,0,3,0,1,6,61,19,3
HU_30517,Tornaszentjakab,131,95,2,0,2,1,8,0,2,3,65,7,5
HU_29054,Tornyosnémeti,293,228,7,0,1,0,2,1,6,6,159,33,13
HU_04914,Trizs,149,98,1,0,1,1,10,0,2,1,51,20,11
HU_18351,Uppony,247,137,4,0,0,1,10,0,3,12,49,47,11
HU_12487,Újcsanálos,623,428,14,0,3,3,14,4,14,25,222,88,41
HU_07223,Vadna,487,253,6,0,1,1,20,1,8,11,86,96,23
HU_30003,Vajdácska,970,636,9,0,3,4,24,6,9,28,382,130,41
HU_21810,Varbó,887,683,19,0,1,3,72,9,21,33,264,199,62
HU_10144,Varbóc,50,36,1,0,0,0,1,0,1,2,18,9,4
HU_30076,Vatta,713,506,38,0,0,0,35,0,14,9,252,108,50
HU_29151,Vágáshuta,129,106,1,0,3,1,6,3,1,1,53,31,6
HU_15149,Vámosújfalu,608,464,6,0,2,0,17,5,13,11,224,136,50
HU_11581,Vilmány,836,469,21,0,2,2,16,1,4,6,384,31,2
HU_12982,Vilyvitány,214,141,5,0,1,1,0,0,7,3,81,34,9
HU_05096,Viss,412,240,12,0,2,1,17,0,4,10,141,40,13
HU_03957,Viszló,56,48,0,0,1,0,0,0,2,3,36,5,1
HU_21087,Vizsoly,595,434,19,0,1,2,13,1,5,5,295,52,41
HU_15617,Zalkod,163,129,10,0,0,1,14,0,4,3,66,28,3
HU_03063,Zádorfalva,320,234,8,0,1,0,11,2,3,3,182,16,8
HU_31608,Zemplénagárd,472,309,11,0,3,2,21,0,3,4,215,38,12
HU_19275,Ziliz,297,209,9,0,1,1,12,2,3,19,95,35,32
HU_11022,Zsujta,206,138,6,0,0,0,9,0,2,2,105,13,1
HU_19105,Zubogy,391,306,2,0,4,2,41,0,10,12,104,89,42
HU_20969,Gibárt,288,205,6,0,0,1,14,0,7,4,94,54,25
HU_34245,Algyő,4349,2671,33,0,14,24,202,23,187,150,911,852,275
HU_16197,Ambrózfalva,370,242,3,0,1,2,26,2,7,10,104,61,26
HU_14252,Apátfalva,2394,1395,40,0,3,10,77,8,44,43,749,296,125
HU_19062,Árpádhalom,345,257,2,0,2,2,18,0,11,8,130,60,24
HU_10339,Ásotthalom,3194,1688,30,0,36,3,69,3,47,37,549,261,653
HU_29106,Baks,1519,740,21,0,4,0,39,0,34,23,381,169,69
HU_23676,Balástya,2692,1615,32,0,3,14,65,10,86,56,768,392,189
HU_08192,Bordány,2647,1307,16,0,4,8,70,6,69,53,598,348,135
HU_02121,Csanádalberti,349,239,2,0,0,0,17,2,6,7,152,35,18
HU_05379,Csanádpalota,2200,1277,32,0,3,5,82,4,48,53,620,276,154
HU_22293,Csanytelek,2127,1123,22,0,4,6,54,3,26,33,607,283,85
HU_32285,Csengele,1457,1046,23,0,2,5,31,5,34,33,589,221,103
HU_05111,Csongrád,12812,7680,70,0,20,36,415,35,252,188,3507,2191,966
HU_07834,Derekegyház,1110,573,13,0,2,5,33,3,37,16,258,142,64
HU_24077,Deszk,3167,1831,23,0,6,16,132,18,88,94,599,720,135
HU_13383,Domaszék,3988,2124,26,0,10,20,123,15,101,60,973,566,230
HU_30535,Dóc,580,336,6,0,1,1,14,2,15,7,172,78,40
HU_22992,Eperjes,353,194,6,0,0,0,11,0,7,3,104,49,14
HU_19974,Fábiánsebestyén,1563,1085,19,0,1,5,56,4,57,44,444,304,151
HU_22646,Felgyő,914,536,7,0,2,1,33,0,16,9,276,124,68
HU_18999,Ferencszállás,539,330,2,0,1,1,45,1,20,10,127,85,38
HU_33020,Forráskút,1627,902,14,0,3,5,35,6,38,23,458,240,80
HU_09210,Földeák,2473,1454,28,0,6,3,69,8,88,38,679,369,166
HU_08314,Hódmezővásárhely,34229,22908,212,0,45,97,901,99,5513,566,8493,5487,1495
HU_13666,Királyhegyes,466,331,4,0,4,2,11,3,14,7,176,68,42
HU_31024,Kistelek,5904,3491,47,0,11,20,170,9,130,211,1466,1100,327
HU_26666,Kiszombor,3085,1793,41,0,4,7,127,10,73,82,792,484,173
HU_08253,Klárafalva,417,246,0,0,0,3,33,0,19,4,116,47,24
HU_09955,Kövegy,288,203,2,0,0,2,6,1,5,8,118,41,20
HU_14410,Kübekháza,1219,728,17,0,2,5,64,9,105,39,258,153,76
HU_05962,Magyarcsanád,1002,530,5,0,1,0,28,0,12,12,374,53,45
HU_07357,Makó,18120,10243,139,0,31,56,717,47,325,298,4385,3381,864
HU_10515,Maroslele,1710,1011,19,0,5,4,40,8,45,21,509,266,94
HU_25733,Mártély,1031,726,5,0,1,7,24,5,112,17,332,143,80
HU_21555,Mindszent,5292,3068,71,0,12,8,140,27,204,119,1383,736,368
HU_04349,Mórahalom,5234,2984,42,0,4,12,124,7,107,64,1422,794,408
HU_20914,Nagyér,380,160,2,0,1,0,13,0,3,4,74,35,28
HU_12779,Nagylak,343,242,3,0,0,1,16,0,4,2,144,44,28
HU_17233,Nagymágocs,2171,1153,28,0,3,12,46,1,48,40,514,324,137
HU_29179,Nagytőke,316,191,4,0,1,2,4,2,5,2,123,20,28
HU_07755,Óföldeák,364,216,7,0,0,1,12,1,14,7,113,37,24
HU_12797,Ópusztaszer,1514,848,17,0,3,6,52,6,27,34,387,191,125
HU_31079,Öttömös,544,351,4,0,0,3,35,0,13,8,165,72,51
HU_06284,Pitvaros,1055,709,12,0,2,7,65,3,31,31,301,199,58
HU_06354,Pusztamérges,865,455,4,0,1,3,33,0,10,20,264,74,46
HU_28592,Pusztaszer,1147,750,7,0,1,2,24,3,26,26,400,198,63
HU_13161,Röszke,2923,1401,13,0,4,9,66,5,62,50,635,385,172
HU_03966,Ruzsa,1958,1138,27,0,2,7,43,3,45,20,621,219,151
HU_31705,Sándorfalva,6754,3978,65,0,15,31,388,25,193,197,1451,1237,376
HU_12007,Szatymaz,4165,1930,42,0,5,7,115,16,94,73,828,568,182
HU_33367,Szeged,124837,71709,711,0,251,523,8028,532,4787,4070,21305,27208,4294
HU_32489,Szegvár,3424,2175,33,0,11,15,96,5,104,92,1026,567,226
HU_14456,Szentes,20696,12438,170,0,39,68,894,62,496,434,5119,4072,1084
HU_12265,Székkutas,1675,1022,37,0,5,6,46,7,68,31,486,245,91
HU_16966,Tiszasziget,1498,889,9,0,0,5,63,5,48,40,365,259,95
HU_25900,Tömörkény,1319,644,12,0,1,4,42,1,20,14,359,138,53
HU_14924,Újszentiván,1637,1166,27,0,4,14,81,12,85,63,415,345,120
HU_21412,Üllés,2576,1165,21,0,2,9,54,7,57,36,540,344,95
HU_05546,Zákányszék,2235,1324,25,0,8,5,43,6,45,41,703,250,198
HU_17765,Zsombó,2870,1764,19,0,6,12,91,12,93,102,718,544,167
HU_17376,Aba,3652,2387,50,0,10,13,107,18,71,60,1329,523,206
HU_08925,Adony,3326,1469,26,0,7,15,116,10,48,41,651,431,124
HU_26824,Alap,1443,828,10,0,0,2,37,3,16,22,531,152,55
HU_15176,Alcsútdoboz,1189,672,12,0,1,1,17,2,21,14,446,131,27
HU_25283,Alsószentiván,455,256,3,0,1,0,23,0,5,9,154,42,19
HU_08730,Bakonycsernye,2503,1333,22,0,6,7,59,5,27,26,715,362,104
HU_23153,Bakonykúti,135,100,1,0,1,2,9,0,6,8,29,38,6
HU_31103,Balinka,736,414,3,0,3,1,22,0,10,12,219,89,55
HU_07047,Baracs,2931,1677,35,0,14,9,186,10,73,73,650,504,123
HU_08581,Baracska,2317,1225,21,0,1,8,68,10,62,62,583,330,80
HU_08466,Beloiannisz,874,605,13,0,8,4,53,2,37,24,283,137,44
HU_16346,Besnyő,1503,813,15,0,10,8,56,7,30,29,368,225,65
HU_10481,Bicske,9083,5321,110,0,11,21,314,21,321,179,2610,1407,327
HU_18254,Bodajk,3144,2095,33,0,9,13,110,14,96,96,953,549,222
HU_11624,Bodmér,207,143,3,0,0,3,13,1,7,7,64,32,13
HU_13152,Cece,2045,1143,21,0,5,3,33,3,25,25,742,189,97
HU_30544,Csabdi,1053,740,20,0,8,5,27,3,44,26,379,163,65
HU_05360,Csákberény,928,655,40,0,0,0,28,4,22,7,378,131,45
HU_20002,Csákvár,4357,2302,31,0,8,14,148,11,95,78,1200,572,145
HU_21908,Csókakő,1302,903,10,0,5,7,33,6,44,32,457,221,88
HU_09779,Csór,1558,1086,11,0,1,8,62,6,55,49,501,270,123
HU_06734,Csősz,810,547,10,0,1,2,14,9,30,29,275,113,64
HU_32753,Dég,1659,838,20,0,5,8,27,1,24,31,519,121,82
HU_03115,Dunaújváros,34383,19644,268,0,66,143,2349,152,744,1461,6807,6540,1114
HU_20358,Előszállás,1805,1058,18,0,3,10,62,3,35,41,596,188,102
HU_02802,Enying,5248,2234,36,0,9,24,155,17,60,57,1120,486,270
HU_23603,Ercsi,6487,3292,80,0,12,21,240,20,111,171,1557,816,264
HU_02316,Etyek,3593,2228,49,0,6,15,95,11,117,114,1031,677,113
HU_32203,Fehérvárcsurgó,1730,955,22,0,8,8,45,6,33,34,456,253,90
HU_29939,Felcsút,1482,944,9,0,3,8,37,3,45,29,577,192,41
HU_06114,Füle,732,485,7,0,6,4,21,6,31,23,208,123,56
HU_15750,Gánt,499,310,3,0,0,3,14,1,16,6,170,77,20
HU_10296,Gárdony,10101,6422,51,0,36,59,519,39,358,271,2307,2305,477
HU_15918,Gyúró,1073,666,8,0,0,4,16,7,29,20,334,180,68
HU_23427,Hantos,725,331,18,0,3,2,27,0,10,7,155,75,34
HU_17738,Igar,737,478,11,0,3,3,24,1,10,22,295,73,36
HU_32018,Iszkaszentgyörgy,1825,1038,14,0,7,10,45,6,70,51,379,342,114
HU_02200,Isztimér,752,526,12,0,4,5,22,2,22,32,253,120,54
HU_13462,Iváncsa,2235,1248,14,0,3,18,72,11,38,44,605,351,92
HU_15972,Jenő,1075,605,17,0,4,2,33,2,16,11,326,138,56
HU_21342,Kajászó,995,603,6,0,3,2,25,0,30,17,298,178,44
HU_16683,Káloz,1891,1068,24,0,8,8,49,6,22,44,601,192,114
HU_21926,Kápolnásnyék,3272,2046,33,0,10,22,139,16,134,78,812,635,167
HU_02343,Kincsesbánya,1215,763,8,0,5,9,52,5,24,29,357,205,69
HU_12636,Kisapostag,1230,718,9,0,4,3,48,4,22,25,306,249,48
HU_28990,Kisláng,1925,1057,23,0,6,2,26,2,27,30,674,153,114
HU_30650,Kőszárhegy,1315,807,7,0,3,8,46,2,43,40,336,232,90
HU_34209,Kulcs,2921,1631,19,0,12,15,106,17,91,83,631,535,122
HU_07506,Lajoskomárom,1698,870,22,0,2,4,66,4,18,17,456,188,93
HU_07269,Lepsény,2488,1207,3,0,1,6,60,6,45,33,662,265,126
HU_19114,Lovasberény,2262,1269,20,0,6,7,52,5,48,44,690,297,100
HU_27678,Magyaralmás,1322,967,10,0,7,5,41,5,40,45,496,241,77
HU_04659,Martonvásár,4502,2712,32,0,15,17,192,28,192,130,1136,805,165
HU_23490,Mány,1943,1059,29,0,4,7,39,10,56,28,599,225,62
HU_16948,Mátyásdomb,622,401,10,0,3,1,18,0,15,9,228,81,36
HU_17552,Mezőfalva,3676,1601,29,0,10,7,110,15,52,77,730,433,138
HU_05689,Mezőkomárom,725,418,4,0,3,1,30,0,8,7,256,88,21
HU_06576,Mezőszentgyörgy,1000,433,10,0,1,2,36,2,11,14,228,92,37
HU_29036,Mezőszilas,1645,825,20,0,2,3,19,4,26,22,523,151,55
HU_25715,Moha,450,302,2,0,1,1,19,5,18,15,133,77,31
HU_18485,Mór,10774,7277,66,0,43,51,434,40,196,274,3091,2258,824
HU_27599,Nadap,582,447,10,0,2,4,22,3,37,21,171,149,28
HU_07001,Nagykarácsony,1080,657,14,0,5,6,36,4,22,22,349,123,76
HU_32364,Nagylók,823,363,6,0,1,5,26,2,19,17,183,77,27
HU_23588,Nagyveleg,522,367,4,0,1,3,11,0,13,9,206,66,54
HU_26134,Nagyvenyim,3355,2044,23,0,14,16,188,16,103,96,779,677,132
HU_13903,Nádasdladány,1429,902,21,0,9,12,55,2,41,47,412,201,102
HU_34306,Óbarok,750,370,4,0,2,2,16,4,19,17,182,97,27
HU_25751,Pákozd,2967,1815,36,0,4,14,72,19,93,83,797,559,138
HU_28848,Pátka,1498,1015,16,0,6,10,35,8,40,49,517,268,66
HU_21786,Pázmánd,1837,1214,24,0,12,10,72,11,59,33,497,418,78
HU_19354,Perkáta,3148,1360,24,0,5,14,95,7,50,58,642,327,138
HU_17525,Polgárdi,5290,2488,54,0,7,13,107,13,95,64,1362,603,170
HU_29018,Pusztaszabolcs,4775,2929,43,0,11,21,235,18,112,113,1447,683,246
HU_17774,Pusztavám,1946,1241,17,0,7,5,63,4,40,47,595,317,146
HU_09900,Rácalmás,3966,2395,31,0,17,18,222,23,103,137,835,849,160
HU_02015,Ráckeresztúr,2886,1540,21,0,7,9,65,10,61,62,755,424,126
HU_23694,Sárbogárd,9521,4752,51,0,16,16,307,15,84,93,2775,1030,365
HU_02723,Sáregres,577,306,4,0,0,0,18,1,2,2,199,68,12
HU_31802,Sárkeresztes,1268,890,12,0,6,4,53,9,29,34,394,288,61
HU_25344,Sárkeresztúr,1786,880,32,0,2,1,35,1,21,22,618,96,52
HU_02699,Sárkeszi,486,299,3,0,2,2,15,2,9,12,143,72,39
HU_25140,Sárosd,2542,1186,24,0,3,7,81,3,41,37,704,225,61
HU_31538,Sárszentágota,1104,770,14,0,3,5,22,1,23,10,477,140,75
HU_11776,Sárszentmihály,2516,1512,19,0,8,8,93,8,82,56,663,439,136
HU_20206,Seregélyes,3576,1950,23,0,9,8,109,9,78,52,1026,460,176
HU_33321,Soponya,1472,932,15,0,2,5,42,5,37,28,545,175,78
HU_02893,Söréd,432,303,11,0,0,0,13,1,10,7,162,69,30
HU_14951,Sukoró,1616,1201,13,0,4,10,79,15,51,53,515,396,65
HU_28705,Szabadbattyán,3920,2222,19,0,10,14,156,21,96,64,1070,613,159
HU_13259,Szabadegyháza,1673,983,16,0,10,9,56,3,32,35,493,251,78
HU_18740,Szabadhídvég,628,336,13,0,1,1,15,2,11,4,216,39,34
HU_19549,Szár,1382,1019,30,0,9,5,45,4,56,46,454,278,92
HU_14827,Székesfehérvár,74961,46275,420,0,155,324,3786,373,2217,1855,18706,15793,2646
HU_14465,Tabajd,757,478,6,0,2,2,18,3,17,14,308,77,31
HU_29267,Tác,1362,758,7,0,2,6,42,6,31,19,384,200,61
HU_21005,Tordas,1614,1141,25,0,9,10,69,16,60,59,435,387,71
HU_17482,Újbarok,398,274,2,0,2,3,17,3,20,11,134,63,19
HU_17622,Úrhida,2086,1290,16,0,8,14,78,11,97,43,476,422,125
HU_02459,Vajta,636,419,14,0,2,1,18,2,17,10,214,86,55
HU_05829,Vál,2114,1211,20,0,2,5,49,12,46,42,670,290,75
HU_25016,Velence,5790,3947,38,0,17,39,291,32,242,185,1594,1277,232
HU_03498,Vereb,653,426,6,0,3,5,29,5,21,18,232,77,30
HU_02750,Vértesacsa,1435,906,10,0,5,11,50,3,27,27,577,153,43
HU_13897,Vértesboglár,736,564,3,0,2,4,12,6,32,27,310,132,36
HU_30243,Zámoly,1872,993,8,0,5,9,66,7,49,25,483,247,94
HU_34263,Zichyújfalu,713,427,6,0,1,1,17,1,19,4,278,86,14
HU_34342,Daruszentmiklós,1010,431,13,0,2,2,21,2,12,11,251,81,36
HU_11882,Abda,2633,1731,21,0,10,6,131,20,67,69,761,540,106
HU_33385,Acsalag,397,292,3,0,1,1,15,1,5,5,191,58,12
HU_29407,Agyagosszergény,781,488,8,0,1,1,18,2,9,15,266,132,36
HU_04880,Ágfalva,1806,1212,13,0,5,9,41,10,42,42,568,367,115
HU_32249,Árpás,222,151,2,0,0,2,8,1,3,3,93,25,14
HU_26921,Ásványráró,1718,988,15,0,3,2,45,3,19,32,551,253,65
HU_15042,Babót,891,625,11,0,3,1,41,3,20,14,324,172,36
HU_28936,Bakonygyirót,140,111,0,0,1,2,3,0,1,4,51,36,13
HU_22062,Bakonypéterd,234,189,2,0,0,0,7,1,8,6,112,37,16
HU_05944,Bakonyszentlászló,1411,832,10,0,5,6,61,1,22,37,424,192,74
HU_06196,Barbacs,614,422,6,0,0,2,21,5,15,11,247,80,35
HU_28769,Bágyogszovát,1071,726,8,0,3,2,16,3,12,10,461,160,51
HU_10588,Beled,2054,1401,27,0,4,10,80,2,36,31,814,323,74
HU_29805,Bezenye,882,678,12,0,3,0,29,1,13,11,455,129,25
HU_10560,Bezi,411,306,5,0,0,1,19,5,20,9,164,54,29
HU_06220,Bodonhely,278,188,2,0,2,0,6,1,4,2,101,49,21
HU_04367,Bogyoszló,502,290,3,0,1,3,15,1,5,11,150,79,22
HU_06619,Börcs,1112,650,7,0,5,5,39,3,27,12,258,247,47
HU_33950,Bőny,1801,1056,15,0,0,6,46,5,28,48,510,308,90
HU_15501,Bősárkány,1736,1196,21,0,2,2,48,6,25,33,798,186,75
HU_27085,Cakóháza,40,32,0,0,0,0,0,0,1,2,27,1,1
HU_15954,Cirák,422,287,9,0,0,2,10,1,4,5,194,50,12
HU_08563,Csapod,448,333,3,0,0,2,6,3,11,8,216,43,41
HU_10047,Csáfordjánosfa,177,142,6,0,0,0,9,0,4,5,67,36,15
HU_30191,Csér,27,25,0,0,0,0,4,0,0,1,9,9,2
HU_13505,Csikvánd,399,278,7,0,1,0,17,3,5,7,187,38,13
HU_04039,Csorna,7810,4961,73,0,6,22,302,22,126,120,2852,1208,230
HU_21865,Darnózseli,1297,776,26,0,1,3,41,1,22,22,385,204,71
HU_32595,Dénesfa,328,172,0,0,1,0,11,4,3,8,99,29,17
HU_21917,Dör,482,297,5,0,3,1,5,1,13,8,193,45,23
HU_27739,Dunakiliti,1373,885,25,0,5,7,39,5,28,28,458,243,47
HU_02079,Dunaremete,203,169,0,0,4,0,8,1,10,5,79,49,13
HU_21078,Dunaszeg,1829,1221,22,0,3,14,40,6,51,57,594,358,76
HU_15875,Dunaszentpál,589,367,9,0,1,3,16,4,19,16,168,117,14
HU_10454,Dunasziget,1266,918,16,0,8,8,42,2,20,28,505,222,67
HU_26347,Ebergőc,130,82,4,0,0,1,2,1,1,1,56,12,4
HU_22442,Edve,96,75,2,0,0,0,6,1,6,3,37,12,8
HU_20288,Egyed,422,287,4,0,1,1,13,2,7,9,178,48,24
HU_15237,Egyházasfalu,724,521,8,0,3,5,19,3,16,11,349,71,36
HU_15033,Enese,1439,1004,19,0,7,3,53,4,37,19,540,250,72
HU_16708,Écs,1732,1055,17,0,8,6,19,14,52,39,482,317,101
HU_33996,Farád,1561,1075,27,0,0,2,51,4,21,29,680,198,63
HU_06956,Fehértó,384,305,5,0,1,0,18,1,17,12,171,50,30
HU_32717,Feketeerdő,438,311,3,0,1,3,16,0,10,9,125,114,30
HU_33251,Felpéc,774,514,8,0,3,4,21,5,18,19,255,134,47
HU_30678,Fenyőfő,71,42,1,0,0,0,2,0,0,2,20,12,5
HU_11253,Fertőboz,250,193,2,0,0,0,9,2,10,7,95,57,11
HU_09885,Fertőd,2659,1550,28,0,5,8,76,5,49,38,821,411,109
HU_09487,Fertőendréd,512,335,7,0,1,0,9,4,8,8,199,70,29
HU_10658,Fertőhomok,704,466,4,0,0,2,18,1,20,18,234,134,35
HU_12414,Fertőrákos,1901,1213,18,0,4,14,75,6,52,51,492,404,97
HU_15343,Fertőszentmiklós,3144,2147,34,0,3,17,91,18,61,62,1157,530,174
HU_31440,Fertőszéplak,1084,694,3,0,1,1,20,4,22,11,387,193,52
HU_02060,Gönyű,2609,1576,33,0,8,19,86,7,68,56,763,414,122
HU_17969,Gyalóka,64,62,1,0,1,0,5,3,3,4,26,14,5
HU_26860,Gyarmat,1095,682,6,0,2,1,29,5,35,16,395,153,40
HU_23843,Gyóró,302,166,3,0,0,2,2,0,4,0,112,27,16
HU_20400,Gyömöre,972,619,12,0,3,3,20,4,17,12,371,126,51
HU_25584,Győr,96795,59900,602,0,247,870,4167,387,2293,2317,24061,21850,3106
HU_08721,Győrasszonyfa,410,263,4,0,1,2,8,2,7,3,141,69,26
HU_13198,Győrladamér,1461,1025,17,0,1,12,50,8,62,41,393,369,72
HU_31316,Győrság,1325,899,89,0,0,0,14,0,16,8,484,212,76
HU_19309,Győrsövényház,659,334,6,0,2,2,24,0,10,14,181,76,19
HU_15653,Győrszemere,2831,1458,44,0,8,3,75,13,49,37,706,426,97
HU_07481,Győrújbarát,6158,4078,47,0,15,44,201,38,136,160,1632,1510,295
HU_31787,Győrújfalu,1804,1335,23,0,4,9,39,7,67,56,556,469,105
HU_15228,Győrzámoly,2858,2014,21,0,15,12,60,20,85,81,826,749,145
HU_26790,Halászi,2611,1629,31,0,10,16,89,13,45,52,847,424,102
HU_07649,Harka,2307,1519,49,0,3,12,57,5,41,44,643,529,136
HU_17905,Hegyeshalom,2677,1666,36,0,7,13,103,8,55,64,793,467,120
HU_18403,Hegykő,1285,853,8,0,1,4,18,8,25,32,491,210,56
HU_12308,Hédervár,1024,658,17,0,1,5,38,1,30,20,296,209,41
HU_23375,Hidegség,352,271,1,0,0,3,14,0,12,10,122,89,20
HU_04020,Himod,536,376,7,0,1,0,11,2,9,10,218,66,52
HU_10029,Hövej,261,181,6,0,0,1,3,0,3,4,105,43,16
HU_20604,Ikrény,1480,1047,22,0,6,13,43,15,48,44,426,338,92
HU_31635,Iván,955,529,7,0,0,1,32,2,6,10,373,75,23
HU_29221,Jánossomorja,4754,2501,66,0,5,18,159,11,67,62,1404,536,173
HU_06646,Jobaháza,440,256,4,0,0,0,11,1,8,5,169,48,10
HU_12113,Kajárpéc,1035,534,11,0,0,6,27,5,8,16,303,98,60
HU_28334,Kapuvár,8058,5184,84,0,9,15,275,18,113,107,2694,1543,326
HU_14748,Kimle,1814,985,15,0,1,7,49,3,48,37,536,238,51
HU_02413,Kisbabot,198,149,3,0,1,1,7,1,8,10,86,18,14
HU_22886,Kisbajcs,738,572,17,0,5,3,34,4,19,21,238,188,43
HU_07816,Kisbodak,290,187,16,0,0,1,5,0,8,2,94,51,10
HU_33695,Kisfalud,605,481,9,0,2,2,32,1,5,10,281,100,39
HU_24633,Koroncó,2002,1113,9,0,4,2,49,9,33,36,558,331,82
HU_11262,Kóny,2217,1453,20,0,9,8,102,5,53,44,752,359,101
HU_06895,Kópháza,1648,1103,15,0,5,13,57,1,38,35,545,321,73
HU_31626,Kunsziget,1106,759,21,0,3,5,30,7,32,40,313,232,76
HU_04376,Lázi,430,256,6,0,0,2,18,0,10,6,136,53,25
HU_19239,Levél,1767,1216,23,0,10,15,56,11,52,43,522,380,104
HU_33668,Lébény,2577,1702,28,0,4,21,117,15,60,63,895,391,108
HU_16221,Lipót,625,401,7,0,1,4,31,1,12,12,210,108,15
HU_31194,Lövő,1143,657,12,0,0,3,46,0,10,18,354,179,35
HU_26444,Maglóca,91,67,7,0,0,0,4,0,5,3,35,10,3
HU_13912,Magyarkeresztúr,352,211,5,0,1,0,7,1,5,7,139,36,10
HU_06770,Markotabödöge,419,238,4,0,2,0,6,1,10,3,154,36,22
HU_12283,Máriakálnok,1635,865,8,0,2,2,47,3,21,21,456,254,51
HU_27359,Mecsér,528,350,4,0,0,2,19,1,16,12,187,90,19
HU_12812,Mezőörs,1012,647,7,0,6,5,27,4,17,24,361,132,64
HU_20385,Mérges,76,53,1,0,0,1,1,1,1,1,36,6,5
HU_21980,Mihályi,879,573,6,0,0,1,27,1,7,5,404,91,31
HU_04783,Mosonmagyaróvár,25066,14102,167,0,47,128,1253,77,529,621,5747,4686,847
HU_33677,Mosonszentmiklós,2080,1213,11,0,7,8,56,7,52,30,630,300,112
HU_28149,Mosonszolnok,1405,920,16,0,5,8,48,11,36,38,450,234,74
HU_02556,Mórichida,668,497,6,0,1,2,15,1,11,11,318,90,42
HU_02361,Nagybajcs,907,561,8,0,1,2,17,6,24,17,273,165,48
HU_02495,Nagycenk,2073,1353,21,0,7,8,87,7,44,36,627,404,112
HU_32939,Nagylózs,757,507,13,0,3,1,33,1,22,20,260,122,32
HU_33543,Nagyszentjános,1605,1050,24,0,6,7,61,4,22,31,534,281,80
HU_29328,Nemeskér,180,148,5,0,0,0,6,0,5,4,86,26,16
HU_19752,Nyalka,407,303,5,0,3,5,11,1,10,6,143,81,38
HU_12955,Nyúl,3694,2420,40,0,10,19,123,15,95,78,1100,780,160
HU_15121,Osli,714,495,5,0,1,1,17,1,10,14,306,99,41
HU_02635,Öttevény,2405,1643,16,0,6,20,64,8,69,61,748,494,157
HU_24305,Pannonhalma,2810,1663,29,0,5,20,79,12,67,51,814,480,106
HU_19637,Páli,305,193,1,0,0,0,11,0,4,3,134,32,8
HU_23481,Pásztori,241,164,3,0,2,2,8,1,4,5,107,21,11
