gisco_id,name,registered,turnout,invalid,blank,Changement citoyen,Décidons nous-mêmes,REC,LFI,RN,LÉ,Free Palestine,PA,Communistes,ENS,PACE,Équinoxe,Écologie positive,UPR,Paix et Décroissance,LR,LO,ND-AE,RS,NPA-R,PT,LP-VIA,Rester libre,Les Nationalistes,PS-PP,ANC,Résistons,France Libre,ETÉ,La Ruche citoyenne,PCF,Défendre les enfants,ÉAC,Démocratie représentative,EDE,LDF
FR_25008,Aibre,354,202,3,2,0,0,12,14,95,5,0,1,0,19,0,1,1,0,0,9,2,0,1,2,0,2,0,0,27,0,1,0,1,0,2,0,1,0,0,0
FR_79003,Aiffres,4473,2513,39,45,0,5,105,162,585,165,0,0,0,457,0,1,14,16,1,211,13,0,0,5,0,13,0,0,484,0,47,0,10,0,54,0,33,0,0,0
FR_30001,Aigaliers,424,257,7,3,0,0,16,15,80,22,0,0,0,24,0,0,1,0,0,9,0,0,0,1,0,8,0,0,42,0,9,0,0,0,9,0,4,0,0,0
FR_08003,Aiglemont,1395,686,8,5,0,0,31,27,301,25,1,0,0,81,1,4,3,10,0,48,3,0,0,0,0,5,0,0,88,0,9,0,0,0,15,0,9,0,0,0
FR_39006,Aiglepierre,331,218,5,3,0,0,11,20,56,5,0,0,0,31,0,0,0,0,0,19,2,0,0,5,0,0,0,0,36,0,11,0,0,0,5,0,4,0,0,0
FR_27004,Aigleville,299,157,3,3,0,0,7,9,68,5,0,0,0,27,0,0,2,2,0,11,0,0,0,1,0,0,0,0,10,0,3,0,0,0,2,0,1,0,0,0
FR_04001,Aiglun,950,561,10,7,0,0,29,46,201,26,0,0,0,56,0,0,1,10,0,30,3,0,0,3,0,8,0,0,83,0,13,0,0,0,12,0,7,0,0,0
FR_06001,Aiglun,127,84,3,1,0,0,10,2,41,4,0,0,0,6,0,0,0,1,0,5,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0
FR_32001,Aignan,619,334,8,9,0,0,22,14,97,11,0,0,0,44,0,1,0,5,0,12,2,0,1,0,0,8,0,0,53,0,29,1,3,0,10,0,0,0,0,0
FR_21004,Aignay-le-Duc,218,140,0,0,0,0,8,2,62,4,0,0,0,18,0,0,0,2,0,19,0,0,0,3,0,0,0,0,10,0,7,0,0,0,2,0,0,0,0,0
FR_34006,Aigne,208,146,4,2,0,0,13,3,39,5,0,0,0,19,0,0,1,4,0,6,0,0,0,0,0,2,0,0,32,0,6,1,0,0,4,0,3,0,0,0
FR_31002,Aignes,199,126,0,0,0,0,2,11,46,10,0,0,0,10,0,2,0,0,0,4,0,0,2,1,0,0,0,0,19,0,12,0,0,0,2,0,2,0,0,0
FR_80008,Aigneville,696,389,4,17,0,0,7,22,189,7,0,0,0,31,0,2,1,0,0,23,1,0,0,0,0,4,0,0,27,0,32,0,0,0,9,0,3,0,0,0
FR_51003,Aigny,225,132,5,1,0,0,6,3,77,3,0,0,0,15,0,0,1,0,0,5,0,0,0,0,0,1,0,0,3,0,4,0,0,0,1,0,4,0,1,0
FR_72001,Aigné,1359,737,12,17,0,0,31,29,248,42,0,1,0,104,0,1,2,3,0,43,1,0,0,1,0,3,0,0,131,0,9,0,3,0,31,0,8,0,1,0
FR_79185,Aigondigné,3674,1793,34,33,0,0,66,128,466,119,0,1,0,269,0,5,4,10,0,81,12,0,0,4,0,14,0,0,329,0,69,0,6,0,65,5,46,0,1,0
FR_16005,Aigre,1067,597,23,19,0,0,29,18,221,16,0,0,0,79,0,1,0,6,0,51,5,0,0,1,0,5,0,0,68,0,11,0,3,0,18,0,11,0,0,0
FR_31003,Aigrefeuille,1141,687,7,11,0,0,34,42,153,46,0,0,0,128,0,4,0,0,0,58,4,0,0,1,0,8,0,0,134,0,20,0,1,0,8,0,11,0,1,0
FR_17003,Aigrefeuille-dAunis,3627,1871,38,33,0,0,83,92,638,91,0,0,0,237,0,3,5,18,0,107,7,0,0,2,0,20,0,4,298,0,69,2,6,0,43,0,36,0,3,1
FR_44002,Aigrefeuille-sur-Maine,3082,1588,29,30,0,0,60,119,415,120,1,7,0,306,0,7,5,10,0,98,7,0,0,3,0,12,0,0,247,0,26,1,11,0,30,2,20,0,0,0
FR_30002,Aigremont,655,368,3,5,0,0,27,10,156,13,0,0,0,32,0,0,1,6,0,18,2,0,0,2,0,12,0,0,41,0,12,1,0,0,15,0,7,0,0,0
FR_52002,Aigremont,20,12,0,1,0,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_78007,Aigremont,880,570,8,2,0,0,51,31,96,28,0,0,0,172,0,4,2,0,0,76,1,0,0,0,0,1,0,0,72,0,2,0,2,0,3,0,8,0,0,0
FR_89002,Aigremont,81,46,0,1,0,0,1,1,10,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0
FR_73001,Aiguebelette-le-Lac,244,166,5,1,0,0,5,7,39,14,0,0,0,26,0,1,2,0,3,17,1,0,0,0,0,2,0,0,32,0,4,0,0,0,5,0,2,0,0,0
FR_81002,Aiguefonde,2081,1217,21,29,0,0,67,100,471,32,0,1,0,99,0,2,9,3,0,64,11,0,1,0,0,17,0,0,152,0,62,0,10,0,38,0,9,0,0,0
FR_63001,Aigueperse,1677,971,15,10,0,0,38,43,445,28,0,2,0,75,0,3,5,11,0,78,8,3,0,2,0,3,0,0,109,0,29,0,3,0,27,0,9,0,0,0
FR_69002,Aigueperse,216,117,4,6,0,0,4,3,48,2,0,0,0,13,0,0,0,0,0,11,4,0,0,0,0,1,0,0,9,0,6,0,1,0,3,0,2,0,0,0
FR_09001,Aigues-Juntes,48,37,0,2,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,3,0,0,0,11,0,0,0,0,0
FR_30003,Aigues-Mortes,7504,4061,42,52,0,0,269,203,1949,90,0,2,0,515,1,5,12,16,0,247,10,0,2,6,0,31,0,0,354,0,54,1,10,1,71,0,34,0,3,0
FR_09002,Aigues-Vives,533,315,9,0,0,0,20,30,151,15,0,0,0,23,0,0,1,2,0,10,0,0,2,1,0,2,0,1,21,0,19,0,0,0,2,0,5,0,0,0
FR_11001,Aigues-Vives,387,225,6,3,0,0,9,2,122,4,0,0,0,18,0,0,1,2,0,13,1,0,0,0,0,0,0,0,29,0,7,0,0,0,3,0,1,0,0,0
FR_30004,Aigues-Vives,2441,1461,12,17,0,0,77,88,584,54,0,1,0,155,0,6,8,22,0,72,5,0,1,1,0,18,1,0,206,0,39,0,6,0,47,0,10,0,1,0
FR_34007,Aigues-Vives,350,237,4,5,0,0,7,14,97,9,0,0,0,31,0,0,0,1,0,14,2,0,0,2,0,4,0,0,21,0,10,0,0,0,6,0,6,0,0,0
FR_43002,Aiguilhe,1141,651,17,10,0,0,44,28,160,39,0,1,0,89,0,0,4,4,0,103,2,0,0,0,0,4,0,0,104,0,13,0,0,0,13,0,7,0,0,0
FR_05003,Aiguilles,296,187,0,0,0,0,6,19,38,8,0,0,0,30,0,2,1,3,0,12,0,0,0,0,0,0,0,0,44,0,8,0,1,0,6,0,4,0,0,0
FR_47004,Aiguillon,2727,1310,47,15,0,0,78,175,476,39,2,0,0,139,0,2,4,11,0,57,4,0,0,1,0,11,1,0,130,0,52,0,0,0,38,0,9,0,0,0
FR_83002,Aiguines,196,118,1,1,0,0,16,5,34,8,0,0,0,14,0,0,0,5,0,9,1,0,0,0,0,1,0,0,12,0,5,0,0,0,3,0,2,0,0,0
FR_36001,Aigurande,1073,594,11,20,0,0,32,18,223,3,0,0,0,92,0,0,0,4,0,48,5,0,0,2,0,7,0,0,60,0,28,0,0,0,24,0,4,0,1,0
FR_30005,Aiguèze,198,139,3,0,0,0,8,5,30,8,0,0,0,35,0,1,1,0,0,5,0,1,0,0,0,2,0,0,25,0,5,0,1,0,3,0,5,0,0,0
FR_07002,Ailhon,460,304,3,3,0,0,27,20,74,39,0,0,0,31,0,0,1,2,0,9,0,0,1,0,0,9,0,0,51,0,5,0,2,0,17,0,4,0,0,0
FR_45002,Aillant-sur-Milleron,269,175,3,0,0,0,5,2,100,3,0,0,0,12,0,0,1,1,0,18,0,0,0,0,0,2,0,0,10,0,9,0,0,0,3,0,1,0,0,0
FR_33002,Aillas,624,339,16,4,0,0,12,24,99,21,0,0,0,41,0,0,2,7,0,28,2,0,0,0,0,6,0,0,40,0,23,0,1,0,4,0,5,0,0,0
FR_42002,Ailleux,143,91,0,4,0,0,2,2,39,3,0,0,0,5,0,0,0,2,0,8,1,0,0,0,0,2,0,0,10,0,7,0,0,0,4,0,0,0,0,0
FR_70005,Aillevans,104,77,1,1,0,0,4,1,34,1,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,9,0,0,0,3,0,0,0,1,0
FR_10002,Ailleville,201,108,1,0,0,0,6,9,43,2,0,0,0,20,0,0,1,1,0,6,0,0,0,0,0,2,0,0,10,0,1,0,0,0,3,0,1,0,0,0
FR_70006,Aillevillers-et-Lyaumont,1061,596,11,11,0,0,16,24,305,15,0,0,0,69,0,1,1,7,0,34,3,0,1,1,0,7,0,0,52,0,13,0,0,0,4,0,5,0,0,0
FR_52003,Aillianville,143,87,8,5,0,0,5,1,47,0,0,0,0,7,0,0,0,0,0,5,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
FR_72002,Aillières-Beauvoir,202,121,2,4,0,0,10,4,44,0,0,0,0,18,0,0,1,0,0,12,1,0,0,0,0,2,0,0,15,0,6,0,0,0,1,0,0,0,0,0
FR_73004,Aillon-le-Jeune,393,229,7,7,0,0,12,12,56,18,0,0,0,38,0,1,0,6,0,18,1,0,0,0,0,8,0,0,23,0,11,0,0,0,4,0,3,0,0,0
FR_73005,Aillon-le-Vieux,185,123,4,2,0,0,5,10,29,7,0,0,0,8,0,0,2,5,0,6,1,0,0,0,0,2,0,0,21,0,9,0,0,0,3,0,1,0,0,0
FR_70007,Ailloncourt,243,145,1,7,0,0,11,4,74,5,0,0,0,16,0,0,0,1,0,3,3,0,0,0,0,1,0,0,13,0,2,0,0,0,0,0,0,0,1,0
FR_27005,Ailly,888,487,12,6,0,0,21,21,237,12,0,0,0,59,1,2,0,0,0,32,2,0,0,1,0,3,0,0,46,0,14,0,1,0,6,0,3,0,0,0
FR_80009,Ailly-le-Haut-Clocher,784,437,17,9,0,0,17,13,173,7,0,0,0,73,1,3,0,2,0,35,5,0,0,0,0,3,0,0,33,0,30,0,0,0,6,0,4,0,0,0
FR_80010,Ailly-sur-Noye,2182,1181,30,22,0,0,50,79,432,47,0,0,0,172,0,3,4,5,0,77,7,0,2,1,0,6,0,0,129,0,34,0,3,0,34,0,8,0,1,0
FR_80011,Ailly-sur-Somme,2385,1264,18,15,0,2,54,58,628,25,0,0,0,139,0,0,7,8,0,53,6,0,1,1,0,1,0,57,64,5,15,0,1,0,49,0,15,0,0,0
FR_30006,Aimargues,4182,2139,26,19,0,0,117,183,1094,51,0,1,0,160,0,4,4,14,0,107,4,0,0,1,0,29,0,0,170,0,63,0,4,2,41,0,9,0,3,0
FR_73006,Aime,3667,1983,34,25,0,0,118,71,598,156,0,0,0,252,0,9,17,16,1,181,10,0,7,3,0,22,0,0,260,0,69,0,6,0,45,0,38,0,3,0
FR_03003,Ainay-le-Château,906,472,15,7,0,0,23,17,173,14,0,0,0,57,0,0,1,5,0,49,3,0,0,1,0,9,0,0,48,0,16,0,1,0,15,0,2,0,1,0
FR_18002,Ainay-le-Vieil,129,71,3,2,0,0,1,3,37,1,0,0,0,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0
FR_64011,Aincille,103,61,2,3,0,0,2,2,16,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,3,0,0,0
FR_95008,Aincourt,559,323,2,6,0,1,23,16,132,5,0,0,0,38,0,1,0,2,0,31,1,0,0,0,0,1,0,0,36,0,2,0,1,0,5,0,5,0,0,0
FR_55004,Aincreville,51,38,1,2,0,0,2,2,12,1,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0
FR_54007,Aingeray,475,254,0,1,0,0,16,10,140,7,0,0,0,20,0,0,0,0,0,9,1,0,0,0,0,6,0,0,29,0,3,0,0,0,2,0,3,0,0,0
FR_88003,Aingeville,60,39,0,2,0,0,1,1,21,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0
FR_52004,Aingoulaincourt,11,11,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FR_64012,Ainharp,117,70,0,3,0,0,0,3,23,5,0,0,0,7,0,0,1,1,0,5,0,0,0,1,0,0,0,0,7,0,13,0,0,0,1,0,0,0,0,0
FR_64013,Ainhice-Mongelos,143,85,1,4,0,0,4,8,17,5,0,0,0,7,0,0,1,0,0,7,0,0,0,0,0,0,0,0,12,0,18,0,0,0,1,0,0,0,0,0
FR_64014,Ainhoa,543,326,2,18,0,0,13,9,95,9,0,0,0,37,0,2,2,3,0,25,1,1,0,1,0,3,0,0,34,0,46,0,5,0,8,0,5,0,0,0
FR_70008,Ainvelle,122,89,0,0,0,0,7,0,56,0,0,0,0,11,0,0,0,2,0,4,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0
FR_88004,Ainvelle,126,73,0,1,0,0,3,0,40,1,0,0,0,4,0,0,3,0,0,9,1,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0,0
FR_80013,Airaines,1486,839,18,29,0,0,39,36,405,10,0,0,0,100,0,0,3,5,0,42,14,0,0,0,0,3,0,0,53,0,33,0,2,0,13,0,3,0,0,0
FR_08004,Aire,166,107,0,1,0,0,1,4,42,5,0,0,0,10,0,0,1,1,0,12,0,0,0,0,0,0,0,0,17,0,4,0,0,0,4,0,3,0,0,0
FR_40001,Aire-sur-lAdour,4563,2517,57,35,0,0,113,75,766,71,3,0,0,379,0,15,6,29,0,151,11,0,0,8,4,17,0,0,440,0,211,0,2,0,65,0,19,0,2,0
FR_62014,Aire-sur-la-Lys,7643,3762,96,42,0,0,142,147,1544,104,1,1,0,556,4,7,18,23,0,223,49,0,3,5,0,33,2,0,347,0,148,0,6,0,106,3,46,0,2,0
FR_50004,Airel,377,205,14,2,0,0,5,7,100,5,0,0,0,21,0,0,0,0,0,17,2,0,1,0,0,0,0,0,14,0,5,0,1,0,4,0,1,0,0,0
FR_60008,Airion,284,172,2,6,0,0,8,5,85,2,0,0,0,24,0,0,0,1,0,12,2,0,0,1,0,0,0,0,11,0,2,0,0,0,5,0,1,0,0,0
FR_62015,Airon-Notre-Dame,191,111,1,2,0,0,3,4,25,9,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,1,0,0,14,0,19,0,0,0,2,0,0,0,0,0
FR_62016,Airon-Saint-Vaast,146,86,3,1,0,0,2,2,30,6,0,0,0,19,0,0,0,0,0,9,0,0,0,0,0,1,0,0,5,0,7,0,0,0,1,0,0,0,0,0
FR_11002,Airoux,145,97,1,4,0,0,5,2,27,6,0,0,0,13,0,0,0,1,0,11,3,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,1,0,0,0
FR_79005,Airvault,2516,1276,13,32,0,0,61,45,453,43,0,0,0,186,0,2,6,13,0,139,11,0,1,4,0,17,0,2,133,0,45,0,4,2,35,0,13,0,1,0
FR_21005,Aiserey,1086,626,2,9,0,0,19,37,293,20,0,1,0,77,0,4,2,5,0,37,6,0,0,2,0,4,0,0,59,0,14,0,2,0,14,0,6,0,0,0
FR_70009,Aisey-et-Richecourt,89,55,1,0,0,0,0,0,34,1,0,0,0,8,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0
FR_21006,Aisey-sur-Seine,106,68,4,0,0,0,3,3,25,4,0,0,0,8,0,1,0,2,0,2,2,0,0,0,0,1,0,0,6,0,1,0,0,0,5,0,0,0,0,0
FR_02006,Aisonville-et-Bernoville,218,131,3,0,0,0,12,1,68,1,0,0,0,12,0,0,1,3,0,9,0,0,0,0,0,0,0,0,11,0,8,0,1,0,0,0,0,0,0,0
FR_21007,Aisy-sous-Thil,174,118,3,4,0,0,6,8,36,10,0,0,0,14,0,1,2,2,0,7,1,0,0,0,0,1,0,0,11,0,2,0,0,0,6,0,2,0,0,0
FR_89004,Aisy-sur-Armançon,181,98,3,2,0,0,6,1,45,1,0,0,0,6,0,0,0,1,0,10,0,0,0,1,0,1,0,0,9,0,5,1,0,0,2,0,0,0,1,0
FR_2B003,Aiti,64,44,0,1,0,0,0,2,7,6,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,2,0,1,0,0,0
FR_73007,Aiton,933,542,7,5,0,0,29,27,262,32,0,0,0,47,0,0,0,3,0,24,3,0,0,1,0,10,0,0,55,0,11,0,0,1,9,0,8,0,1,0
FR_19002,Aix,336,242,7,3,0,0,12,21,69,7,0,0,0,26,0,0,0,6,0,27,0,0,0,0,0,3,0,0,33,0,15,0,0,0,5,0,2,0,0,0
FR_62019,Aix-Noulette,2963,1571,21,15,1,0,57,78,746,46,0,0,0,182,3,4,11,17,0,59,6,0,1,0,0,15,0,0,153,0,29,1,3,0,66,0,20,0,0,0
FR_10003,Aix-Villemaur-Pâlis,2670,1478,29,9,0,4,108,61,634,43,0,0,0,179,0,1,4,10,0,110,4,0,2,0,0,17,0,2,141,0,32,0,1,0,30,0,17,0,0,0
FR_62017,Aix-en-Ergny,150,67,3,6,0,0,6,2,31,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,5,0,3,0,0,0,1,0,0,0,0,0
FR_62018,Aix-en-Issart,226,137,3,2,0,0,3,2,50,4,3,0,0,14,1,0,1,1,0,15,0,0,0,1,0,0,0,0,14,0,20,0,0,0,3,0,0,0,0,0
FR_13001,Aix-en-Provence,96031,50166,408,333,0,8,3598,5850,11213,3225,4,136,0,8538,28,191,224,540,28,4216,86,49,7,32,2,497,5,12,8141,15,450,8,111,14,765,8,632,0,14,0
FR_59004,Aix,957,633,5,9,0,0,35,19,187,35,0,0,0,127,0,3,1,2,0,81,3,1,0,0,0,6,0,0,46,0,24,1,2,0,18,0,10,0,0,0
FR_63002,Aix-la-Fayette,92,62,2,0,0,0,0,4,15,3,0,1,0,4,0,1,1,2,0,6,0,0,1,1,0,2,0,0,4,0,4,0,0,0,5,0,0,0,0,0
FR_73008,Aix-les-Bains,23590,12822,95,125,0,1,848,954,3585,775,1,7,0,2263,0,55,68,150,3,1155,37,2,9,16,2,131,0,0,1725,0,128,1,41,0,173,0,205,0,9,0
FR_87001,Aixe-sur-Vienne,4618,2758,94,63,0,0,102,153,847,136,0,0,1,350,0,9,5,35,0,191,11,2,0,7,1,24,0,0,454,0,84,2,8,0,78,0,33,0,0,0
FR_07003,Aizac,155,108,3,3,0,0,7,16,17,7,0,0,0,12,0,0,0,5,0,5,0,0,0,0,0,4,0,0,20,0,3,0,0,0,3,0,0,0,0,0
FR_52005,Aizanville,28,22,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
FR_36002,Aize,107,69,4,1,0,0,14,4,20,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,0,3,0,0,6,0,4,0,0,0,3,0,0,0,0,0
FR_80014,Aizecourt-le-Bas,45,33,0,1,0,0,2,0,22,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FR_80015,Aizecourt-le-Haut,55,39,2,0,0,0,3,0,12,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,0,0,0
FR_02007,Aizelles,103,54,0,3,0,0,4,2,23,0,2,0,0,11,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_85003,Aizenay,7827,3885,93,77,0,0,162,169,1131,236,0,1,0,826,0,14,21,29,2,310,19,0,0,4,0,34,0,0,428,0,107,1,11,0,65,0,63,0,1,0
FR_27006,Aizier,117,83,3,2,0,0,9,1,19,6,0,0,0,11,0,0,0,1,0,8,2,0,0,0,0,1,0,0,12,0,2,0,0,0,4,0,2,0,0,0
FR_02008,Aizy-Jouy,215,133,4,2,0,0,6,2,70,6,0,0,0,5,0,1,1,2,0,8,1,0,0,0,0,0,0,0,18,0,5,0,0,0,2,0,0,0,0,0
FR_11003,Ajac,178,89,2,3,0,0,7,5,32,0,0,0,0,5,0,0,1,1,0,8,0,0,0,0,0,0,0,0,15,0,4,0,1,0,2,0,2,0,0,0
FR_2A004,Ajaccio,37547,16152,206,131,0,1,1459,947,7118,426,0,4,1,1733,0,23,43,159,3,814,34,0,6,0,1,170,0,2,1417,1,526,1,76,1,319,0,120,0,4,0
FR_23002,Ajain,673,379,6,3,0,0,14,19,146,8,0,0,0,48,0,0,1,2,0,26,1,0,0,1,0,2,0,0,59,0,21,0,0,0,12,0,1,0,1,0
FR_24004,Ajat,265,158,2,2,0,0,8,9,42,10,0,0,0,16,0,0,1,1,0,9,0,0,0,0,0,0,0,0,39,0,10,0,0,0,6,0,1,0,0,0
FR_57009,Ajoncourt,79,53,2,1,0,0,2,2,27,3,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0
FR_07004,Ajoux,105,66,1,0,0,0,1,9,5,8,0,1,0,14,0,0,0,6,0,2,0,0,0,0,0,1,0,0,4,0,3,0,0,0,6,0,2,0,0,0
FR_11004,Alaigne,191,108,1,4,0,0,8,7,41,5,0,0,0,15,0,0,0,1,0,10,0,0,0,0,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0
FR_02009,Alaincourt,412,210,3,4,0,0,7,7,119,1,0,0,0,22,0,0,0,0,0,8,0,0,0,0,0,4,0,0,19,0,7,0,0,0,6,0,2,0,0,0
FR_70010,Alaincourt,95,61,3,2,0,0,1,1,33,1,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,1,0,0,0
FR_57010,Alaincourt-la-Côte,144,92,5,3,0,0,6,4,43,2,0,0,0,8,0,0,1,0,0,9,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0
FR_11005,Alairac,1059,685,5,15,0,0,38,29,290,27,0,0,0,50,0,1,3,7,0,22,1,0,0,0,0,6,0,0,125,0,22,0,1,0,15,0,10,0,1,0
FR_31005,Alan,258,184,4,1,0,0,7,14,61,12,0,0,0,16,0,0,1,1,0,5,1,0,0,1,0,1,0,1,26,0,15,0,2,0,8,0,2,0,1,0
FR_2B005,Alando,40,27,0,5,0,0,1,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
FR_2A006,Alata,2928,1289,16,18,0,0,96,50,619,43,0,1,0,97,0,2,3,14,0,55,5,0,1,0,0,13,0,0,115,0,72,0,2,0,45,0,8,0,0,0
FR_07005,Alba-la-Romaine,1232,750,14,14,0,0,29,55,202,85,0,1,0,77,0,2,3,7,0,25,6,0,0,0,0,4,0,0,127,0,27,0,2,0,49,0,11,0,0,0
FR_81003,Alban,713,426,14,12,0,0,23,13,118,8,0,0,0,64,0,0,1,1,0,26,2,0,0,0,0,6,0,0,70,0,47,0,1,0,9,0,1,0,0,0
FR_48002,Albaret-Sainte-Marie,485,295,9,6,0,0,23,12,110,8,0,0,0,28,0,0,0,3,0,32,0,0,1,0,0,1,0,0,34,0,16,0,1,0,7,0,1,0,0,0
FR_48001,Albaret-le-Comtal,133,72,3,0,0,0,7,2,21,1,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,7,0,0,0,2,0,0,0,0,0
FR_11006,Albas,93,69,2,1,0,0,0,6,13,2,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,2,0,0,17,0,2,0,0,0,5,0,4,0,0,0
FR_46001,Albas,441,272,5,0,0,0,9,21,55,22,0,0,0,28,0,2,2,8,0,22,3,0,1,0,0,5,0,0,54,0,21,0,1,0,7,0,3,0,0,0
FR_82001,Albefeuille-Lagarde,488,292,4,8,0,0,16,27,91,17,0,0,0,31,0,2,1,4,0,12,1,0,0,0,0,7,0,0,41,0,14,0,2,0,6,0,0,0,0,0
FR_15025,Albepierre-Bredons,233,150,4,3,0,0,4,4,41,6,0,0,0,30,0,0,1,0,0,22,0,0,0,0,0,0,0,0,16,0,10,0,0,0,7,0,0,0,0,0
FR_80016,Albert,7113,3364,77,55,0,0,139,172,1489,77,0,1,0,442,0,6,17,21,0,159,19,0,5,0,0,28,0,0,282,0,90,0,5,1,127,0,36,0,0,0
FR_2B007,Albertacce,255,87,0,1,0,0,9,2,38,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,0,5,0,1,0,5,0,0,0,0,0
FR_73011,Albertville,10568,5680,62,68,0,0,291,593,1896,275,7,4,0,698,0,15,31,68,0,429,20,0,4,4,0,60,0,0,729,0,65,4,15,0,138,1,88,0,4,0
FR_57011,Albestroff,438,213,3,5,0,0,13,6,91,4,0,0,0,32,0,0,1,2,0,15,0,0,0,0,0,3,0,0,24,0,6,0,0,0,4,0,4,0,0,0
FR_81004,Albi,33614,18094,230,183,0,2,926,1725,4239,1150,2,5,0,2625,0,74,87,164,2,1164,68,2,15,36,0,167,0,2,3758,0,389,1,61,5,471,0,218,0,9,0
FR_31006,Albiac,202,138,3,3,0,0,8,8,49,5,0,0,0,16,0,1,0,0,0,5,3,0,0,0,0,1,0,0,15,0,12,0,0,0,6,0,1,0,0,0
FR_46002,Albiac,98,60,2,0,0,0,1,1,20,3,0,0,0,7,0,0,0,5,0,2,0,0,0,2,0,0,0,1,9,0,6,0,0,0,0,0,0,0,0,0
FR_82002,Albias,2516,1301,29,18,0,0,92,81,580,25,0,0,0,105,0,2,3,8,0,62,4,0,3,0,0,9,0,0,130,0,79,0,7,0,26,1,7,0,0,0
FR_73013,Albiez-Montrond,432,263,1,2,0,0,13,16,86,11,0,0,0,27,0,2,0,4,0,36,2,0,1,1,0,1,0,0,46,0,5,0,2,0,4,0,1,0,0,0
FR_73012,Albiez-le-Jeune,141,91,3,0,0,0,4,15,18,10,0,0,0,6,0,0,0,4,0,9,1,0,0,0,0,0,0,0,15,0,2,0,0,0,1,0,1,0,0,0
FR_19003,Albignac,225,156,8,2,0,0,5,9,44,2,0,0,0,26,0,0,0,1,0,11,0,0,0,0,0,0,0,0,25,0,14,0,1,0,2,0,1,0,1,0
FR_69003,Albigny-sur-Saône,1975,1134,6,10,0,0,78,75,281,121,0,8,0,167,1,6,5,7,0,126,0,2,1,1,0,8,0,0,176,0,7,0,2,0,15,0,15,0,0,0
FR_81005,Albine,433,254,4,7,0,0,11,4,112,10,0,0,0,33,0,2,2,0,0,12,3,0,0,0,0,3,0,0,27,0,16,0,0,0,4,0,1,0,0,0
FR_2A008,Albitreccia,1421,675,13,2,0,0,54,14,313,13,0,0,0,56,0,1,1,9,0,44,1,0,0,0,0,17,0,0,71,0,27,0,4,0,16,0,8,0,0,0
FR_11007,Albières,102,58,1,0,0,0,2,0,13,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,5,0,0,16,0,8,1,1,0,2,0,0,0,0,0
