gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PNȚCD,Pavel,FC
RO_038280,Odoreu,4262,1868,43,0,84,260,611,770,15,31,36,18
RO_038351,Oraşu Nou,5592,2707,64,0,47,895,200,1437,16,31,12,5
RO_138431,Păuleşti,3964,1443,69,0,108,590,166,412,6,53,32,7
RO_138501,Petreşti,1682,500,30,0,18,353,37,36,4,11,6,5
RO_038538,Pir,1340,761,26,0,67,334,153,151,5,6,9,10
RO_038574,Piscolt,2532,1051,52,0,59,179,439,252,5,31,20,14
RO_038618,Pomi,1564,577,14,0,134,10,181,141,27,39,25,6
RO_038663,Sanislau,3090,1038,35,0,154,496,179,103,5,44,18,4
RO_038734,Santau,2048,1037,29,0,338,228,296,94,8,22,14,8
RO_038770,Sacaseni,1008,388,23,0,13,184,81,68,4,7,3,5
RO_038805,Sauca,1098,546,59,0,36,112,161,132,7,27,7,5
RO_038869,Socond,1994,1006,31,0,217,13,294,354,24,30,31,12
RO_038921,Supur,3480,1585,61,0,133,498,175,604,32,46,16,20
RO_039009,Tarna Mare,3065,1092,55,0,113,39,477,315,13,37,35,8
RO_039054,Terebesti,1251,587,17,0,167,22,233,91,17,22,15,3
RO_039107,Tiream,1933,690,23,0,185,245,106,101,7,11,9,3
RO_039143,Tarsolt,2359,532,24,0,334,2,127,17,15,4,9,0
RO_039170,Turt,5938,938,38,0,164,10,404,208,39,36,30,9
RO_039214,Turulung,3269,1068,39,0,12,775,79,119,4,18,14,8
RO_139250,Urziceni,1273,431,6,0,51,329,18,8,3,2,9,5
RO_039287,Valea Vinului,1684,1102,29,0,67,14,427,491,21,26,18,9
RO_139330,Vama,3166,1060,28,0,313,422,159,77,10,31,19,1
RO_039358,Vetis,3881,1229,50,0,126,538,278,144,8,39,35,11
RO_039394,Viile Satu Mare,2705,1376,35,0,54,630,416,178,9,29,13,12
RO_039704,Zalau,57536,11899,211,0,1686,2806,2545,2494,239,1115,550,253
RO_039740,Cehu Silvaniei,6624,2925,55,0,168,1488,438,596,27,101,40,12
RO_039811,Jibou,9540,2903,89,0,248,346,637,1240,25,170,67,81
RO_039884,Simleu Silvaniei,13640,4014,140,0,547,1044,1308,621,49,170,91,44
RO_039937,Agrij,1065,444,9,0,22,3,69,274,6,29,29,3
RO_039982,Almasu,2032,1081,35,0,56,519,277,107,17,44,17,9
RO_140084,Băbeni,1586,1116,34,0,143,9,529,302,8,61,22,8
RO_040208,Banisor,1808,885,29,0,43,3,231,453,22,54,22,28
RO_040244,Benesat,1320,614,12,0,168,193,75,115,5,33,11,2
RO_040280,Bobota,3100,1327,56,0,208,13,572,397,10,55,9,7
RO_140324,Bocşa,2721,1574,33,0,576,636,147,130,13,28,7,4
RO_140379,Buciumi,2086,1056,48,0,297,8,279,310,18,61,26,9
RO_040440,Camar,1387,1024,15,0,8,857,58,66,15,1,3,1
RO_040477,Carastelec,889,717,15,0,3,616,35,24,17,5,2,0
RO_040501,Chiesd,1921,611,24,0,42,34,143,326,3,27,11,1
RO_040547,Cizer,1888,763,36,0,153,7,349,134,8,43,25,8
RO_040583,Coseiu,1008,665,14,0,167,325,42,64,7,27,17,2
RO_140627,Crasna,4983,2779,74,0,67,2162,270,135,6,23,25,17
RO_040672,Creaca,2268,1112,29,0,99,26,645,172,20,73,20,28
RO_040770,Cristolt,1191,642,12,0,52,6,144,351,11,31,31,4
RO_040823,Criseni,2150,1088,18,0,81,315,337,248,3,58,20,8
RO_040869,Cuzaplac,1522,1017,22,0,45,131,175,575,11,33,19,6
RO_040958,Dobrin,1335,815,31,0,40,596,52,70,4,10,10,2
RO_041027,Dragu,944,440,34,0,98,4,104,117,16,34,27,6
RO_041081,Fildu De Jos,1133,680,33,0,20,166,88,329,5,16,10,13
RO_041134,Galgau,2046,877,29,0,195,16,204,304,28,48,40,13
RO_041232,Garbou,1874,835,36,0,87,12,180,419,12,40,41,8
RO_041312,Halmasd,1976,622,42,0,42,7,125,313,26,30,18,19
RO_041376,Hereclean,3020,1444,34,0,62,883,174,180,14,53,36,8
RO_041447,Hida,2397,915,27,0,97,16,381,275,18,53,33,15
RO_041535,Horoatu Crasnei,2182,740,20,0,49,111,281,164,12,62,33,8
RO_041580,Ileanda,1972,1176,35,0,182,25,438,327,25,109,25,10
RO_041722,Ip,3152,1106,29,0,23,717,128,162,7,19,16,5
RO_041786,Letca,1731,965,21,0,141,6,297,337,9,103,43,8
RO_141884,Lozna,878,620,16,0,38,7,194,276,12,46,22,9
RO_041946,Marca,2223,738,31,0,53,147,334,83,21,43,24,2
RO_042006,Maeriste,2722,1152,43,0,84,178,469,250,16,77,29,6
RO_042079,Mesesenii De Jos,2501,1509,44,0,46,352,217,767,3,32,28,20
RO_042122,Mirsid,1800,935,21,0,105,18,142,565,5,52,16,11
RO_042177,Napradea,2207,789,19,0,63,5,204,376,40,44,32,6
RO_042239,Nusfalau,2943,1427,31,0,16,1078,97,175,3,14,7,6
RO_042284,Pericei,3041,1262,28,0,51,923,123,63,36,23,11,4
RO_042337,Plopis,1992,810,27,0,42,14,479,125,35,45,34,9
RO_042373,Poiana Blenchii,1044,360,8,0,31,1,70,190,8,34,15,3
RO_042426,Romanasi,2235,950,27,0,144,8,392,246,23,65,31,14
RO_042499,Rus,912,490,12,0,54,1,164,219,5,23,10,2
RO_042550,Salatig,2358,1341,25,0,82,729,361,92,8,25,10,9
RO_142612,Sâg,2688,675,46,0,37,9,341,146,20,53,16,7
RO_042676,Sanmihaiu Almasului,1379,639,24,0,64,2,172,294,24,45,11,3
RO_042710,Somes-Odorhei,2157,1424,39,0,144,15,286,827,17,55,27,14
RO_042774,Surduc,3183,1276,42,0,186,9,301,538,23,99,66,12
RO_042854,Samsud,1326,782,18,0,1,699,13,31,2,4,5,9
RO_042881,Sarmasag,5275,2925,52,0,60,2416,177,171,7,31,6,5
RO_042952,Valcau De Jos,2488,1058,25,0,77,35,546,240,39,63,24,9
RO_043021,Varsolt,1989,1007,24,0,29,705,147,60,1,26,14,1
RO_043067,Zalha,860,469,10,0,61,4,188,100,23,29,51,3
RO_043147,Zimbor,935,585,15,0,157,7,246,80,11,32,29,8
RO_043450,Sibiu,143113,22879,755,0,3928,760,7149,4886,713,2442,1854,392
RO_143487,Cristian,3137,567,38,0,55,7,284,117,4,20,36,6
RO_043502,Poplaca,1328,223,8,0,51,0,43,92,3,9,15,2
RO_043520,Răşinari,4396,565,22,0,72,2,151,172,7,87,44,8
RO_043557,Selimbar,4712,1094,40,0,155,8,310,393,18,85,71,14
RO_043619,Medias,51294,9303,426,0,718,1067,3734,1798,150,766,532,112
RO_043646,Tarnava,2328,790,33,0,31,9,311,354,1,25,22,4
RO_043682,Agnita,10271,2041,92,0,238,63,702,625,11,185,97,28
RO_043735,Cisnadie,14997,2411,138,0,297,37,704,588,37,292,211,107
RO_043771,Copsa Mica,4533,828,39,0,157,103,150,260,11,73,31,4
RO_143806,Oraş Dumbrăveni,6841,1264,76,0,170,158,333,398,11,65,43,10
RO_043851,Ocna Sibiului,3449,834,29,0,105,85,189,326,5,54,34,7
RO_043888,Altina,1355,841,21,0,32,10,109,625,0,25,13,6
RO_043922,Apoldu De Jos,1130,496,25,0,289,5,68,67,7,12,20,3
RO_043959,Arpasu De Jos,2174,609,24,0,68,8,173,238,1,56,37,4
RO_043995,Atel,1344,312,17,0,77,10,70,94,1,22,18,3
RO_044054,Avrig,12342,1852,64,0,387,42,540,394,16,218,169,22
RO_044116,Axente Sever,3494,1042,44,0,64,6,595,230,11,53,33,6
RO_044152,Bazna,3110,1204,57,0,60,28,363,564,15,61,31,25
RO_044198,Biertan,2346,903,34,0,34,10,310,442,6,38,24,5
RO_044232,Bârghiş,1742,825,35,0,37,23,137,493,10,53,29,8
RO_044303,Blajel,1927,1198,27,0,43,44,267,739,7,39,21,11
RO_044349,Brateiu,2584,917,61,0,84,6,524,129,0,60,28,25
RO_044376,Bradeni,1166,682,27,0,41,8,117,460,1,9,16,3
RO_044410,Bruiu,777,254,11,0,17,1,61,145,0,12,4,3
RO_044456,Chirpar,1414,649,20,0,79,4,302,202,3,33,2,4
RO_144508,Cârţa,930,266,16,0,14,4,54,159,1,6,9,3
RO_044535,Cartisoara,1051,322,17,0,36,2,205,26,3,15,15,3
RO_044553,Darlos,2693,732,28,0,47,6,370,207,5,41,22,6
RO_044599,Gura Raului,2803,617,40,0,63,3,228,208,3,32,31,9
RO_044615,Hoghilag,1693,549,37,0,115,7,209,134,1,30,11,5
RO_144651,Iacobeni,2138,682,63,0,52,9,108,390,9,29,16,6
RO_044713,Jina,2785,496,90,0,49,12,93,169,6,31,31,15
RO_044731,Laslea,2915,766,46,0,75,4,157,414,4,24,27,15
RO_044795,Loamnes,2453,1164,32,0,81,7,178,768,2,48,36,12
RO_044866,Ludos,641,325,22,0,24,3,88,164,1,7,12,4
RO_044893,Marpod,670,409,20,0,18,1,226,115,5,15,8,1
RO_044928,Miercurea Sibiului,3791,1159,43,0,101,6,643,256,9,34,50,17
RO_044964,Merghindeal,1172,516,26,0,108,4,98,230,0,29,12,9
RO_044991,Micasasa,1887,621,35,0,32,17,131,348,5,35,15,3
RO_145042,Mihăileni,783,310,16,0,35,1,42,185,1,17,10,3
RO_145104,Moşna,2657,776,52,0,31,4,155,483,2,20,24,5
RO_045140,Nocrich,2214,636,40,0,54,8,211,238,3,38,32,12
RO_045202,Orlat,2556,581,21,0,63,2,316,112,2,42,18,5
RO_045220,Pauca,1841,975,10,0,172,1,478,249,5,37,23,0
RO_045275,Poiana Sibiului,1820,432,21,0,49,1,219,102,3,18,18,1
RO_045293,Porumbacu De Jos,2583,886,39,0,82,3,209,401,7,59,70,16
RO_145355,Racoviţa,2398,495,22,0,57,5,225,69,16,41,51,9
RO_045382,Rau Sadului,493,186,13,0,84,1,31,37,3,12,5,0
RO_145408,Roşia,3823,608,38,0,63,32,174,183,12,61,35,10
RO_045471,Sadu,1961,649,24,0,55,2,387,106,3,33,35,4
RO_045499,Saliste,4661,1369,69,0,346,11,380,374,16,80,77,16
RO_045603,Slimnic,3126,770,28,0,44,3,200,397,8,42,39,9
RO_045667,Seica Mare,3714,1074,44,0,104,52,621,141,11,45,43,13
RO_045738,Seica Mica,1508,386,23,0,15,1,120,197,0,14,12,4
RO_045765,Sura Mare,3023,377,11,0,47,5,129,97,4,36,42,6
RO_045792,Sura Mica,2080,468,9,0,41,2,179,176,3,28,25,5
RO_045827,Talmaciu,6267,1615,99,0,177,14,349,723,19,129,82,23
RO_045907,Tilisca,1229,351,24,0,24,1,69,163,1,51,17,1
RO_045934,Turnu Rosu,1938,526,31,0,60,6,132,179,10,56,45,7
RO_045961,Valea Viilor,1807,665,33,0,26,14,187,342,3,34,18,8
RO_045998,Vurpar,1876,218,19,0,19,1,25,121,0,13,16,4
RO_046012,Alma,1604,1025,25,0,59,95,213,570,7,31,13,12
RO_046021,Boiţa,1361,279,11,0,29,1,70,133,4,21,6,4
RO_046263,Suceava,94308,17301,869,0,2264,161,4700,4288,409,2439,1955,216
RO_146281,Ipoteşti,4325,1047,40,0,122,9,211,453,22,64,112,14
RO_046325,Mitocu Dragomirnei,3263,1127,38,0,80,4,608,166,3,81,133,14
RO_046370,Salcea,6917,1547,98,0,169,8,566,308,13,211,151,23
RO_146432,Şcheia,6823,1400,91,0,155,5,594,302,14,116,104,19
RO_046502,Campulung Moldovenesc,17263,3300,132,0,396,25,1175,682,75,475,287,53
RO_046539,Falticeni,26654,5008,245,0,465,44,1401,1649,117,697,323,67
RO_046584,Gura Humorului,13551,3020,142,0,708,48,860,704,33,329,155,41
RO_046628,Radauti,25416,4725,267,0,435,35,1649,983,139,605,524,88
RO_046655,Siret,7891,1620,79,0,448,13,498,346,14,134,71,17
RO_146708,Oraş Solca,2084,616,26,0,30,6,239,196,7,61,46,5
RO_046744,Vatra Dornei,14929,4704,225,0,632,65,1376,1159,59,653,471,64
RO_146799,Adâncata,3295,1057,88,0,50,10,278,325,12,56,231,7
RO_046860,Arbore,5594,1328,64,0,92,9,597,277,22,141,117,9
RO_146904,Baia,5291,1096,71,0,69,7,434,335,17,108,46,9
RO_046931,Milisauti,4152,921,46,0,102,7,240,420,16,47,34,9
RO_046995,Balcauti,2549,693,26,0,62,2,155,356,10,42,27,13
RO_047036,Bilca,2759,675,34,0,62,1,300,168,11,52,38,9
RO_147054,Bogdăneşti,3072,939,57,0,52,3,463,258,2,51,46,7
RO_047072,Boroaia,3827,1188,55,0,41,8,170,763,17,84,39,11
RO_047134,Bosanci,5290,940,71,0,96,4,435,138,13,81,95,7
RO_047161,Botoşana,2057,727,19,0,35,1,516,91,2,23,38,2
RO_147205,Breaza,1387,266,9,0,22,1,52,146,0,21,10,5
RO_047241,Brodina,2832,537,37,0,36,3,177,156,6,58,56,8
RO_147358,Oraş Broşteni,5435,1325,64,0,108,11,542,346,21,134,83,16
RO_147465,Buneşti,2137,482,29,0,51,10,84,212,7,50,35,4
RO_047526,Cacica,3389,861,34,0,75,7,351,243,10,78,54,9
RO_047580,Calafindeşti,2208,634,29,0,26,8,211,305,7,29,17,2
RO_047633,Cajvana,5869,734,16,0,29,14,281,320,8,40,24,2
RO_047660,Ilişeşti,2095,621,28,0,40,6,235,229,5,29,33,16
RO_047713,Carlibaba,1517,495,23,0,31,6,287,84,3,29,28,4
RO_047786,Cornu Luncii,5534,1747,97,0,124,18,826,390,19,163,84,26
RO_147884,Crucea,1714,637,28,0,110,3,303,113,7,43,30,0
RO_147937,Dărmăneşti,4647,974,56,0,65,14,321,203,8,103,188,16
RO_048006,Dolhasca,8568,3292,171,0,149,20,2127,487,14,210,85,29
RO_148097,Dolheşti,3143,752,42,0,29,9,204,364,8,55,37,4
RO_048131,Dorna-Arini,2512,879,31,0,90,6,427,203,4,61,45,12
RO_048202,Dorna Candrenilor,2393,713,40,0,35,1,368,90,9,52,110,8
RO_048293,Dornesti,3507,683,37,0,121,10,175,169,14,83,60,14
RO_048328,Dragoiesti,2097,895,45,0,100,2,526,144,3,43,26,6
RO_148382,Drăguşeni,2093,514,37,0,23,3,134,239,4,40,28,6
RO_148426,Dumbrăveni,6280,1031,51,0,274,10,258,194,15,85,135,9
RO_148453,Fântânele,3663,823,33,0,128,16,226,273,25,82,32,8
RO_048514,Forăşti,3962,1424,79,0,61,9,297,793,20,94,49,22
RO_048612,Frasin,5363,1490,52,0,106,6,901,221,15,124,53,12
RO_048667,Fratautii Noi,4232,903,55,0,72,10,415,210,33,67,32,9
RO_048694,Fratautii Vechi,3757,1848,20,0,121,4,1472,100,10,70,49,2
RO_048729,Frumosu,2895,844,36,0,45,5,466,181,4,54,45,8
RO_048765,Fundu Moldovei,3423,752,16,0,271,3,176,148,9,71,47,11
RO_048872,Galanesti,2143,603,31,0,32,1,109,370,3,33,22,2
RO_048916,Gramesti,2400,794,41,0,63,11,356,240,9,52,15,7
RO_048970,Granicesti,3734,707,39,0,121,13,145,243,14,77,47,8
RO_049049,Horodniceni,3129,842,43,0,264,5,185,226,10,62,36,11
RO_149101,Horodnic de Jos,1952,551,20,0,76,2,269,90,10,32,45,7
RO_149138,Iacobeni,1948,664,16,0,44,7,331,127,5,83,44,7
RO_049183,Izvoarele Sucevei,1693,281,14,0,23,7,140,44,4,17,29,3
RO_049227,Liteni,7622,1975,118,0,115,14,853,490,23,144,192,26
RO_049290,Marginea,7099,1133,76,0,90,12,439,223,47,139,97,10
RO_049316,Malini,5794,1821,71,0,78,13,1288,252,19,59,31,10
RO_049370,Manastirea Humorului,2845,840,26,0,59,7,368,278,5,50,44,3
RO_049414,Moara,3621,1155,45,0,101,11,486,354,10,67,65,16
RO_049502,Moldova-Sulita,1600,288,8,0,21,3,141,74,3,16,19,3
RO_049539,Moldovita,4038,1122,34,0,69,0,662,171,14,103,61,8
RO_049584,Musenita,1668,486,34,0,54,8,146,169,3,36,30,6
RO_049655,Ostra,2391,708,50,0,58,3,341,115,3,79,54,5
RO_049682,Panaci,1875,390,7,0,44,2,110,139,9,34,39,6
RO_049753,Paltinoasa,4499,1857,53,0,147,4,1358,161,8,70,42,14
RO_049780,Partestii De Jos,2280,650,27,0,34,3,301,183,2,43,52,5
RO_049833,Patrauti,3129,620,53,0,88,5,175,161,13,47,73,5
RO_049851,Poiana Stampei,1794,754,27,0,45,3,304,270,6,53,39,7
RO_049931,Pojorata,2410,965,43,0,75,2,520,159,5,90,63,8
RO_049968,Preutesti,5299,2150,72,0,177,31,1303,396,15,101,48,7
RO_050043,Putna,3065,950,44,0,164,2,314,258,43,70,50,5
RO_050070,Radaseni,3500,925,45,0,66,8,180,480,15,73,50,8
RO_050114,Rasca,3812,1146,52,0,58,7,447,348,15,75,139,5
RO_150178,Sadova,1947,412,19,0,76,4,102,92,23,52,41,3
RO_150196,Satu Mare,3232,847,41,0,85,8,387,183,18,92,26,7
RO_050221,Siminicea,2359,718,44,0,41,10,156,354,8,41,52,12
RO_150258,Slatina,4055,1241,29,0,64,3,492,544,6,60,42,1
RO_050294,Straja,4310,602,35,0,51,6,285,105,9,71,34,6
RO_050310,Stroiesti,2645,773,32,0,90,5,163,366,11,55,44,7
RO_050356,Stulpicani,4809,1305,44,0,168,12,529,211,12,215,97,17
RO_050418,Sucevita,2110,692,31,0,66,4,181,263,7,88,45,7
RO_050445,Saru Dornei,3436,1062,58,0,112,5,534,182,5,86,76,4
RO_150524,Todireşti,4328,1167,41,0,101,10,496,217,104,98,81,19
RO_050588,Udesti,5657,2321,82,0,260,10,547,1099,60,138,104,21
RO_050702,Ulma,1644,450,31,0,24,8,123,99,2,65,93,5
RO_050766,Vadu Moldovei,3674,1179,74,0,168,4,258,512,13,90,45,15
RO_050891,Valea Moldovei,2489,609,11,0,44,4,231,240,32,22,25,0
RO_150935,Vama,4807,1168,56,0,89,5,574,217,11,109,96,11
RO_050980,Vatra Moldovitei,3561,1121,41,0,83,5,731,106,5,73,70,7
RO_051022,Veresti,5352,1097,53,0,137,12,210,420,12,110,126,17
RO_051077,Vicovu De Jos,4674,602,18,0,96,7,216,114,5,92,53,1
RO_051095,Vicovu De Sus,10389,1075,53,0,66,4,323,434,21,85,80,9
RO_051120,Volovat,3657,866,17,0,30,3,368,319,20,69,32,8
RO_151157,Vultureşti,2860,836,61,0,55,8,194,366,15,91,38,8
RO_051246,Zamostea,2470,664,26,0,94,8,114,307,12,64,29,10
RO_051344,Zvoristea,4611,1441,78,0,60,20,469,642,7,75,87,3
RO_151433,Comăneşti,1771,645,23,0,74,6,309,146,5,33,42,7
RO_051442,Iaslovăţ,2657,741,53,0,27,2,172,344,25,87,26,5
RO_151451,Ciocaneşti,1239,588,13,0,124,4,274,91,5,48,26,3
RO_051460,Şerbăuţi,2435,734,36,0,183,6,315,128,4,29,22,11
RO_151479,Horodnic de Sus,3526,621,44,0,67,5,168,168,16,44,104,5
RO_051488,Fântâna Mare,2014,759,36,0,37,2,257,319,20,62,21,5
RO_051497,Coşna,1236,460,20,0,31,4,247,101,1,21,28,7
RO_051503,Capu Câmpului,1835,979,21,0,206,5,483,180,11,44,28,1
RO_051512,Hânţeşti,2903,1690,58,0,335,29,382,676,22,61,116,11
RO_051521,Burla,1499,423,22,0,43,2,93,229,2,10,17,5
RO_051530,Bălăceana,1290,427,18,0,54,2,160,144,2,22,21,4
RO_051549,Hârtop,1769,616,18,0,24,3,327,193,2,28,18,3
RO_051558,Voitinel,2642,585,39,0,88,0,61,335,5,29,20,8
RO_051567,Ciprian Porumbescu,1515,573,15,0,18,0,368,124,5,23,18,2
RO_051576,Berchişeşti,2084,1026,50,0,32,1,369,518,2,30,19,5
RO_151585,Poieni-Solca,1638,322,11,0,91,1,72,125,2,11,8,1
RO_051683,Turnu Magurele,26914,6867,262,0,463,31,777,4280,87,663,232,72
RO_151709,Ciuperceni,1602,1084,22,0,109,3,310,579,5,34,13,9
RO_051736,Islaz,4807,2879,111,0,127,4,449,1998,8,104,57,21
RO_051763,Lita,2502,1213,21,0,77,7,185,829,3,65,10,16
RO_051790,Alexandria,45917,13089,567,0,1896,50,2446,6216,144,1247,382,141
RO_051816,Nanov,3077,1287,50,0,100,2,367,645,5,81,25,12
RO_051834,Poroschia,3921,2690,73,0,1701,10,479,288,12,89,30,8
RO_051870,Rosiori De Vede,28543,6359,263,0,694,22,1742,2538,47,748,249,56
RO_051905,Videle,9610,4723,148,0,195,12,2257,1617,20,254,191,29
RO_051932,Crevenicu,1308,986,40,0,33,1,236,616,5,36,16,3
RO_051978,Zimnicea,13782,4925,235,0,191,6,687,3418,24,235,93,36
RO_051996,Balaci,1760,1822,33,0,51,4,85,1561,7,43,26,12
RO_052038,Babaita,2609,1985,46,0,509,6,474,828,10,95,8,9
RO_052083,Blejesti,3130,1797,104,0,88,5,304,1190,6,64,20,16
RO_152127,Bogdana,2340,1369,65,0,186,6,132,858,2,73,28,19
RO_052172,Botoroaga,4754,2634,102,0,1252,8,307,827,10,76,24,28
RO_152234,Bragadiru,3593,1411,36,0,951,4,87,265,9,44,12,3
RO_052252,Branceni,2494,1376,64,0,228,6,319,675,4,49,20,11
RO_152270,Bujoreni,879,565,21,0,31,3,97,364,1,26,15,7
RO_052314,Bujoru,1623,746,21,0,177,6,317,165,1,43,10,6
RO_052332,Buzescu,3610,2069,56,0,1042,10,450,439,5,40,14,13
RO_152350,Călineşti,3038,2349,95,0,46,6,548,1559,7,46,25,17
RO_052412,Calmatuiu,1908,1243,45,0,78,5,213,820,4,50,15,13
RO_052467,Calmatuiu De Sus,2071,1000,37,0,224,5,202,459,2,43,19,9
RO_052500,Cervenia,2639,859,24,0,77,4,393,279,8,55,14,5
RO_052528,Ciolanesti,2692,1557,45,0,225,7,341,852,11,39,19,18
RO_152564,Conţeşti,2937,1949,40,0,872,3,239,717,7,47,20,4
RO_152582,Cosmeşti,2127,1649,25,0,1282,2,126,175,1,26,10,2
RO_052617,Crangeni,2671,1408,82,0,62,10,391,763,9,49,29,13
RO_052662,Crăngu,1239,929,34,0,148,3,443,269,4,16,7,5
RO_052724,Didesti,1104,668,28,0,154,2,319,125,6,18,5,11
RO_152760,Dobroteşti,3940,1666,53,0,148,4,278,1026,3,85,44,25
RO_052797,Dracsenei,1594,1032,31,0,173,4,142,616,3,37,19,7
RO_052868,Draganesti De Vede,1515,781,14,0,29,3,414,272,3,26,12,8
RO_052902,Draganesti-Vlasca,3797,1594,46,0,111,7,308,969,3,101,29,20
RO_052948,Furculesti,2949,1516,65,0,153,7,452,727,10,68,16,18
RO_152993,Frumoasa,1961,1252,35,0,57,2,123,923,3,66,29,14
RO_053026,Galateni,2336,2400,27,0,1057,7,544,683,10,45,25,2
RO_053062,Gratia,2263,1605,25,0,44,4,144,1300,2,53,25,8
RO_153106,Izvoarele,2384,1231,32,0,94,10,255,784,12,32,9,3
RO_153124,Lisa,1994,1144,33,0,420,0,179,459,3,26,16,8
RO_153151,Lunca,2769,1545,47,0,89,9,531,786,0,45,24,14
RO_053204,Mavrodin,2217,1263,30,0,33,0,241,903,3,34,13,6
RO_153240,Măgura,2498,1689,68,0,124,10,408,930,6,84,38,21
RO_053277,Maldaeni,3720,1372,45,0,68,7,586,556,6,62,24,18
RO_153295,Mereni,2394,1309,48,0,882,19,146,152,12,23,25,2
RO_053339,Marzanesti,3378,2095,77,0,58,2,577,1214,12,104,31,20
RO_053384,Mosteni,1334,1078,10,0,810,3,74,156,8,10,6,1
RO_053400,Nasturelu,2323,1075,41,0,436,4,238,291,4,41,13,7
RO_053437,Necsesti,1146,661,24,0,217,6,177,196,7,21,2,11
RO_053473,Olteni,2573,2608,4,0,37,16,278,2222,34,10,7,0
RO_053507,Orbeasca,6602,2611,91,0,329,18,526,1375,83,131,37,21
RO_053543,Peretu,6336,2380,86,0,1007,3,499,697,5,55,18,10
RO_053561,Piatra,2921,1625,86,0,93,4,286,1014,9,77,31,25
RO_153589,Pietroşani,2555,1509,45,0,860,2,278,248,9,45,15,7
RO_053605,Plosca,5024,2606,71,0,641,8,1094,682,10,51,33,16
RO_053623,Plopii-Slavitesti,2197,1559,44,0,65,4,687,699,5,37,6,12
RO_053696,Poeni,2368,1076,41,0,75,2,394,449,13,54,28,20
RO_053776,Vitanesti,2438,2010,25,0,104,5,207,1580,4,54,27,4
RO_153829,Putineiu,2059,1693,48,0,200,3,155,1166,7,75,31,8
RO_053865,Radoiesti,1913,1314,44,0,522,6,300,365,7,41,12,17
RO_053909,Rasmiresti,797,443,10,0,37,1,75,288,0,25,6,1
RO_153936,Salcia,2520,1495,36,0,51,9,191,1026,4,115,48,15
RO_053972,Saceni,1204,1080,39,0,164,3,193,629,1,34,14,3
RO_054013,Scrioastea,3395,2140,43,0,241,3,445,1309,10,63,20,6
RO_054068,Scurtu Mare,1556,1154,28,0,155,4,585,308,10,50,10,4
RO_154139,Seaca,2194,998,52,0,88,7,226,554,5,37,19,10
RO_054166,Sfintesti,1014,737,29,0,299,3,174,197,1,25,6,3
RO_054184,Segarcea-Vale,2858,1777,73,0,189,5,387,1010,9,55,27,22
RO_154228,Siliştea,1439,1120,34,0,361,2,216,454,2,36,11,4
RO_054282,Silistea-Gumesti,2227,1530,17,0,182,1,178,1091,5,31,17,8
RO_054308,Sarbeni,1260,814,32,0,15,3,139,549,5,42,15,14
RO_054344,Slobozia Mandra,1664,1702,5,0,63,1,294,1302,1,31,0,5
RO_054380,Smardioasa,2069,857,51,0,378,2,126,201,5,69,18,7
RO_154415,Stejaru,1618,1250,31,0,146,3,714,297,1,43,9,6
RO_054460,Suhaia,2226,1177,35,0,85,1,745,251,13,32,10,5
RO_054497,Storobaneasa,2884,1251,59,0,84,0,244,752,5,78,20,9
RO_054521,Talpa,1720,1610,47,0,37,5,160,1319,3,20,11,8
RO_054585,Tatarastii De Jos,3175,2235,71,0,601,10,132,1240,37,103,21,20
RO_054665,Tatarastii De Sus,2385,1225,46,0,538,5,194,365,15,41,9,12
RO_054709,Toporu,1777,1395,61,0,579,2,345,271,9,95,21,12
RO_154736,Traian,1715,1072,13,0,101,1,227,635,10,50,22,13
RO_054754,Trivalea-Mosteni,2493,1233,45,0,209,6,231,665,5,47,16,9
RO_054790,Troianul,2723,1384,46,0,80,2,201,971,4,41,31,8
RO_054834,Tiganesti,4646,2551,38,0,220,0,526,1625,8,98,25,11
RO_154852,Vedea,2495,2026,51,0,122,2,1110,673,1,35,19,13
RO_154914,Viişoara,1688,963,43,0,125,7,419,291,1,51,14,12
RO_054932,Vartoape,2419,2432,63,0,1219,9,436,583,28,73,17,4
RO_054978,Zambreasca,1426,999,23,0,72,4,158,698,0,25,11,8
RO_054996,Nenciuleşti,2115,1446,30,0,53,3,198,1104,2,34,15,7
RO_055083,Beciu,1492,917,27,0,63,2,173,611,3,19,6,13
RO_055092,Beuca,1252,1007,36,0,91,2,464,384,3,15,8,4
RO_055109,Dracea,1483,895,25,0,445,8,104,262,4,29,15,3
RO_155118,Fântânele,1602,960,34,0,173,7,242,440,9,38,12,5
RO_155127,Frăsinet,2267,2156,40,0,906,5,405,745,0,38,10,7
RO_055136,Purani,1246,797,18,0,27,4,97,615,3,22,3,8
RO_055145,Saelele,2307,2074,14,0,41,4,113,1835,2,40,19,6
RO_055154,Uda-Clocociov,1593,1571,22,0,110,3,301,1085,3,30,14,3
RO_055243,Timisoara,288030,45051,1401,0,7711,3947,12644,9889,1699,4337,2786,637
RO_155261,Dumbrăviţa,3532,907,29,0,127,250,186,187,22,57,39,10
RO_055289,Ghiroda,4954,1061,31,0,129,20,387,324,34,78,47,11
RO_055314,Giroc,4602,1045,45,0,211,32,243,265,19,168,52,10
RO_055350,Lugoj,41269,7103,265,0,820,579,1898,2318,115,613,399,96
RO_055403,Buzias,6845,1731,68,0,164,62,407,756,25,161,78,10
