gisco_id,name,registered,turnout,invalid,blank,ИТН,ГН,СБ (2024),НГ,Кузман,БГ,КнР,Център,Единение,БНО,Възраждане,МЕЧ,ПП-ДБ,ИИСИ,БВ,ГБ [Граждански Блок],ОНБ,Левицата!,ЗД,ИБГ-НИ,ГЕРБ-СДС,БНС-НД,БСП-ОЛ,Величие,ВМРО,ПД,ДПС,ЗВБ,БСДД
BG_SFO45,Сливница,7062,2057,50,84,143,5,67,3,17,4,3,27,0,1,302,60,252,1,12,2,3,3,30,2,684,1,134,60,48,3,55,1,0
BG_SFO47,Златица,4541,1361,60,69,106,4,48,3,5,1,12,21,2,1,262,56,114,0,8,3,3,14,24,9,343,0,81,43,29,3,34,2,0
BG_SFO54,Антон,1203,279,10,11,20,1,6,0,1,0,0,6,1,0,64,8,32,0,3,0,0,0,6,2,52,0,23,5,5,0,23,0,0
BG_SFO55,Пирдоп,6397,1777,54,76,112,5,34,3,9,1,3,32,1,0,264,54,191,2,25,0,1,9,29,34,447,0,130,85,44,0,130,2,0
BG_SFO56,Мирково,1706,496,15,35,28,2,64,2,3,1,1,10,3,0,84,15,46,0,4,1,1,1,3,0,112,0,40,10,9,2,1,3,0
BG_SFO57,Чавдар,978,313,20,14,24,6,7,0,0,0,0,2,0,1,49,6,32,0,1,0,0,1,1,0,43,1,47,17,17,1,23,0,0
BG_SFO58,Челопеч,1233,438,16,29,26,1,5,0,2,0,3,4,1,1,69,24,36,0,2,0,0,2,4,3,116,0,54,17,10,1,11,1,0
BG_SFO59,Долна баня,3827,2082,158,54,47,12,26,1,6,4,2,7,4,1,132,39,83,3,1,2,3,8,16,6,1270,7,52,24,4,3,106,1,0
BG_SHU07,Венец,7927,3147,180,35,11,4,8,2,1,3,2,3,3,1,25,16,76,2,1,3,6,3,1,3,501,4,32,8,4,8,2197,2,2
BG_SHU10,Върбица,10095,3902,83,27,35,3,4,3,1,1,3,3,3,2,49,18,23,0,5,2,17,0,5,3,211,3,85,11,4,2,3294,1,1
BG_SHU11,Хитрино,7463,2238,126,35,42,8,11,4,0,4,0,0,4,2,54,18,1094,1,0,1,4,0,7,2,194,1,68,6,8,1,540,3,0
BG_SHU18,Каолиново,12910,5206,131,42,28,7,8,2,1,1,3,1,0,1,62,16,175,1,0,0,16,2,9,3,487,2,71,8,2,9,4115,1,2
BG_SHU19,Каспичан,6774,2010,142,73,106,4,21,11,5,2,3,7,1,1,275,43,165,3,6,3,1,6,25,4,564,3,228,53,30,3,219,3,0
BG_SHU21,Никола Козлево,5971,2667,163,21,12,3,6,4,0,0,0,1,1,1,62,19,202,8,4,1,8,0,5,1,355,3,103,11,5,7,1658,1,2
BG_SHU22,Нови пазар,15360,4320,194,121,225,9,30,8,5,7,3,21,10,3,358,127,271,4,14,2,14,11,39,3,519,8,635,105,40,12,1517,4,1
BG_SHU23,Велики Преслав,11474,2556,121,73,133,12,91,2,4,5,2,13,7,1,311,64,190,4,6,1,0,17,15,1,624,3,195,62,26,8,558,7,0
BG_SHU25,Смядово,5333,1225,93,40,63,10,14,2,2,3,3,2,0,0,169,22,97,4,4,0,5,4,4,4,454,1,88,41,14,3,77,1,1
BG_SHU30,Шумен,80507,20855,476,755,1496,73,527,47,102,40,24,151,50,11,3863,597,2484,28,122,21,22,96,237,106,4504,14,1939,1099,540,35,1360,21,12
BG_SLS01,Алфатар,2329,1081,60,33,36,2,13,1,1,0,2,2,0,0,96,16,40,3,3,1,3,7,6,1,485,0,86,32,5,4,141,1,1
BG_SLS07,Главиница,10407,4649,163,66,75,8,11,3,1,4,2,6,1,1,151,39,109,3,3,2,9,4,20,4,474,2,121,35,18,10,3295,3,2
BG_SLS10,Дулово,25142,9429,336,143,111,15,32,4,0,3,7,14,6,2,287,77,174,2,5,4,10,6,22,17,2312,5,196,67,17,12,5537,2,4
BG_SLS15,Кайнарджа,4073,1332,147,28,39,4,7,3,0,0,1,6,1,0,70,7,37,1,4,1,4,6,6,2,627,4,69,8,2,1,244,1,2
BG_SLS31,Силистра,44379,14059,517,474,1013,55,264,26,44,19,24,78,20,4,2371,347,1652,9,68,79,8,87,116,27,3242,10,1264,722,293,41,1167,13,4
BG_SLS32,Ситово,4574,1798,74,29,38,3,6,0,2,2,1,2,4,1,104,38,85,2,2,3,5,1,5,2,186,3,104,32,11,9,1042,1,0
BG_SLS34,Тутракан,13263,4568,214,113,164,9,31,5,6,3,5,12,3,3,523,97,364,6,15,3,11,4,29,8,854,8,329,126,71,4,1543,4,1
BG_SLV11,Котел,16381,3688,240,73,80,8,62,5,4,4,2,23,2,4,262,55,145,8,4,2,1,8,31,8,1487,5,165,49,44,5,896,4,2
BG_SLV16,Нова Загора,32117,7099,291,190,440,27,173,16,19,9,8,52,13,2,1169,399,615,20,16,8,10,29,91,16,2001,4,597,265,145,21,558,4,0
BG_SLV20,Сливен,106370,25460,958,698,1639,94,1215,86,111,21,29,181,41,32,3950,826,2902,33,124,92,18,118,354,89,6824,20,1794,1322,793,57,1010,17,16
BG_SLV24,Твърдица,11445,2265,130,73,153,5,62,7,7,16,3,12,5,0,278,64,211,4,11,5,4,16,30,3,458,5,204,94,68,8,317,4,8
BG_SML02,Баните,3338,1416,61,39,100,6,15,0,1,0,5,2,0,1,73,5,109,1,4,0,4,5,14,3,490,1,150,14,3,3,306,1,0
BG_SML05,Борино,2993,1566,41,18,17,1,1,1,2,1,0,1,17,0,34,11,60,0,1,0,4,3,9,0,114,0,58,9,1,3,1159,0,0
BG_SML09,Девин,10262,3561,201,110,145,16,35,6,6,3,1,11,9,4,211,43,186,5,2,1,3,6,19,7,971,10,465,79,18,7,979,2,0
BG_SML10,Доспат,7888,3293,120,47,132,6,8,4,2,0,1,1,2,1,76,33,225,2,1,1,1,2,12,5,2254,3,133,30,2,1,188,0,0
BG_SML11,Златоград,10231,3362,121,115,113,17,39,10,8,5,1,23,6,2,265,51,619,3,8,0,4,4,18,6,862,1,437,88,14,3,515,4,0
BG_SML16,Мадан,10198,5218,143,170,128,9,24,5,1,4,0,15,5,4,193,52,174,5,1,4,8,6,68,5,501,3,178,58,10,7,3429,6,2
BG_SML18,Неделино,5229,1499,72,30,51,4,10,1,1,0,1,3,1,0,149,26,250,5,7,0,1,4,10,3,353,0,132,16,2,0,366,1,0
BG_SML27,Рудозем,8360,4174,141,134,190,11,23,5,3,3,1,17,10,0,161,51,267,9,6,3,5,6,19,7,498,3,111,32,42,6,2405,2,3
BG_SML31,Смолян,33146,11131,280,439,690,55,204,21,65,26,8,89,25,5,1380,228,1482,6,42,1,6,65,114,22,3162,10,947,394,124,23,1204,7,7
BG_SML38,Чепеларе,5626,1936,58,56,85,5,36,3,7,1,3,26,1,0,225,36,194,1,12,0,1,23,9,9,568,6,182,112,8,1,263,5,0
BG_SOF46,Столична,1125920,418907,4946,14586,24127,1753,17361,1182,4503,670,576,5453,976,193,64033,8396,116895,246,2018,502,254,1912,7217,1248,81669,324,23479,17268,9988,1391,5151,392,203
BG_SZR04,Братя Даскалови,5671,2277,109,45,63,6,22,7,2,3,1,5,1,3,210,36,103,1,6,1,3,9,20,6,437,2,329,40,7,3,794,1,2
BG_SZR07,Гълъбово,9515,3641,150,153,187,14,48,6,9,5,6,51,10,3,468,313,164,8,3,0,8,16,42,3,572,7,368,112,35,4,872,2,2
BG_SZR12,Казанлък,64082,18920,568,561,1355,78,320,56,74,32,46,174,33,3,3354,468,1850,17,51,7,10,65,280,32,4123,10,1326,1180,335,51,2442,17,1
BG_SZR22,Мъглиж,9604,2747,165,46,89,9,32,8,4,1,2,16,4,1,219,132,144,3,3,2,2,4,23,10,944,5,156,57,18,5,642,0,1
BG_SZR23,Опан,2000,921,51,15,34,4,7,0,1,2,0,10,0,0,124,24,42,0,2,1,2,3,7,1,209,2,165,26,8,2,178,0,1
BG_SZR24,Павел баня,11836,4904,191,110,141,12,35,7,6,0,5,24,5,3,420,150,128,4,7,1,10,26,39,4,429,5,199,97,41,16,2780,7,2
BG_SZR27,Раднево,15291,4978,164,196,370,21,102,9,19,6,6,37,13,1,1040,382,297,8,12,2,16,12,58,6,925,2,603,233,98,4,318,18,0
BG_SZR31,Стара Загора,138006,43464,994,1431,3575,133,1091,183,297,39,45,337,124,29,7888,1589,5330,51,191,29,37,185,660,105,9986,47,3496,2457,1200,117,1714,78,13
BG_SZR36,Чирпан,16886,5328,276,105,241,9,69,50,17,8,6,26,6,2,642,222,382,4,11,1,9,14,58,11,1200,6,395,231,81,12,1226,7,1
BG_SZR37,Гурково,4196,1257,87,22,57,0,9,2,1,0,2,12,2,0,133,43,49,1,1,1,9,3,9,0,274,3,157,45,41,0,290,3,1
BG_SZR38,Николаево,3420,1308,71,22,38,1,6,2,0,3,1,3,3,0,90,44,34,2,1,0,3,1,16,0,178,2,208,33,10,6,528,1,1
BG_TGV02,Антоново,5287,2503,99,55,32,4,13,3,2,1,3,39,1,0,82,51,68,2,1,0,7,0,9,1,204,2,195,39,11,7,1569,2,1
BG_TGV22,Омуртаг,21769,7354,308,134,84,9,34,2,1,3,1,878,3,0,236,70,270,9,2,6,19,6,21,5,445,4,216,46,30,11,4496,2,3
BG_TGV23,Опака,5314,2204,94,40,46,2,9,2,1,6,1,5,1,2,61,23,97,2,6,0,4,2,4,1,155,3,115,9,11,3,1497,1,1
BG_TGV24,Попово,23988,5373,156,155,355,12,80,12,14,14,5,26,8,6,744,141,437,2,25,2,5,25,56,13,814,7,1182,255,68,9,734,9,2
BG_TGV35,Търговище,52848,19129,657,470,716,39,175,26,36,21,18,150,26,6,1766,422,1154,13,57,11,30,66,131,31,2839,8,1138,468,158,43,8433,15,4
BG_VAR01,Аврен,6689,3061,164,78,136,8,63,3,7,0,2,6,4,3,345,66,211,2,12,0,4,84,22,6,1147,7,131,84,37,5,421,2,1
BG_VAR02,Аксаково,17136,6017,271,163,376,22,88,19,28,3,3,27,12,5,827,188,494,3,23,1,5,162,66,23,2030,13,337,235,78,15,491,4,4
BG_VAR04,Белослав,8696,2324,104,74,217,6,35,6,11,3,2,11,9,8,341,87,216,4,4,0,1,47,29,8,621,3,91,147,34,2,199,3,1
BG_VAR05,Бяла,2544,870,53,27,47,3,13,1,11,2,1,2,0,0,186,22,124,2,6,1,0,11,10,3,215,3,36,30,10,0,50,0,1
BG_VAR06,Варна,292701,99984,1705,3284,8334,341,2275,270,773,103,133,747,228,47,18433,2372,18208,60,433,82,45,1270,1414,321,22270,68,5193,5635,2565,323,2941,64,22
BG_VAR08,Ветрино,4174,1576,77,65,54,1,18,4,4,2,2,5,1,1,122,52,72,3,17,0,2,30,11,4,398,3,115,221,9,4,277,1,1
BG_VAR09,Вълчи дол,7600,3192,237,68,95,12,32,1,2,5,0,12,1,1,297,72,135,2,4,0,3,73,26,35,1460,3,204,188,21,3,195,5,0
BG_VAR13,Долни чифлик,15903,5079,342,85,145,17,42,6,2,5,6,16,4,2,400,128,211,0,5,0,14,114,48,11,2494,5,232,110,45,7,580,1,2
BG_VAR14,Девня,7623,2581,192,63,112,6,28,2,0,3,2,11,0,3,230,102,127,3,10,5,1,129,20,9,1311,2,86,60,29,1,28,2,4
BG_VAR16,Дългопол,11491,4433,200,61,74,10,14,2,0,2,1,9,1,1,213,78,174,5,3,3,3,137,20,8,1830,8,290,50,16,7,1206,2,5
BG_VAR24,Провадия,18468,5231,257,140,240,20,62,2,8,4,4,33,8,2,685,150,333,5,10,3,8,105,52,12,1507,5,380,168,80,10,934,2,2
BG_VAR26,Суворово,6340,2633,122,85,91,4,28,3,0,3,3,5,2,1,236,78,139,2,5,1,1,143,16,7,1075,0,121,72,144,3,241,2,0
BG_VID01,Белоградчик,5151,1955,107,67,85,7,47,1,3,1,2,10,1,0,210,21,122,0,5,3,2,7,12,2,199,5,201,177,22,5,627,3,1
BG_VID03,Бойница,707,378,20,10,12,0,5,1,0,0,0,1,0,0,30,5,34,0,1,1,0,8,4,1,195,1,31,1,0,0,15,2,0
BG_VID06,Брегово,3680,1944,102,78,75,8,34,5,2,3,1,2,1,9,134,26,91,2,1,0,0,8,13,4,826,2,210,22,11,1,272,1,0
BG_VID09,Видин,55691,14371,509,550,857,40,459,32,57,25,19,72,20,9,2106,288,1812,12,35,21,20,155,133,19,3250,19,1288,587,231,24,1690,11,0
BG_VID15,Грамада,1349,688,44,15,24,2,10,3,1,3,0,1,1,0,46,14,282,1,1,0,1,5,2,1,88,0,55,9,6,2,71,0,0
BG_VID16,Димово,4877,2188,147,61,67,6,34,1,1,3,0,10,3,0,145,36,128,2,3,0,7,7,4,3,252,3,112,35,13,8,1094,1,2
BG_VID22,Кула,3246,1375,71,43,63,2,12,1,1,1,1,5,3,0,88,13,81,2,3,0,0,32,5,5,645,2,80,33,75,1,103,2,2
BG_VID25,Макреш,1016,521,32,17,17,1,5,1,1,2,3,5,1,0,63,8,38,1,1,0,0,14,2,3,123,2,115,9,4,1,52,0,0
BG_VID30,Ново село,2011,885,55,39,39,2,9,2,1,0,1,1,3,0,101,23,80,1,5,1,0,19,6,2,235,0,73,13,8,0,163,1,2
BG_VID33,Ружинци,2961,1207,77,28,40,0,21,4,1,0,2,0,1,2,78,28,43,1,2,0,3,8,10,1,454,3,60,16,10,4,307,1,1
BG_VID37,Чупрене,1353,654,39,23,26,2,9,2,0,0,0,6,0,0,55,6,38,1,3,0,2,5,0,1,138,0,72,6,5,0,215,0,0
BG_VRC05,Борован,4379,2204,130,44,51,7,18,1,2,11,1,4,3,1,151,26,42,1,19,1,2,4,9,4,873,2,117,19,15,1,645,0,0
BG_VRC08,Бяла Слатина,19991,8591,278,256,314,28,155,12,18,5,6,86,8,2,692,199,563,8,10,4,8,19,42,18,4012,12,371,124,82,8,1242,6,4
BG_VRC10,Враца,65213,17819,518,622,1276,57,306,63,93,78,19,138,18,8,2822,598,1981,16,63,35,5,58,213,34,5319,16,1258,662,596,31,899,14,3
BG_VRC20,Козлодуй,16375,5384,253,210,306,13,337,10,31,6,4,34,21,1,895,293,291,5,16,1,4,21,72,17,1335,6,298,183,83,13,620,3,2
BG_VRC21,Криводол,6911,2458,156,59,95,7,44,3,38,181,4,12,5,3,205,78,122,3,4,2,7,22,7,6,444,4,223,35,33,10,642,1,3
BG_VRC27,Мездра,16593,5702,290,226,289,17,106,12,29,9,4,52,22,1,735,183,344,4,52,5,2,75,42,5,1574,14,745,167,105,6,578,7,2
BG_VRC28,Мизия,5431,1776,115,78,102,7,21,6,0,6,1,21,3,1,188,58,166,3,4,0,1,8,30,6,468,1,175,43,37,5,218,2,2
BG_VRC31,Оряхово,8734,2565,89,83,104,1,51,3,6,10,7,26,2,0,311,90,131,3,10,1,4,7,25,9,721,2,249,60,20,3,535,1,1
BG_VRC32,Роман,4642,1883,81,48,66,6,17,2,46,1,1,7,1,0,153,41,113,1,6,2,3,9,6,4,410,3,254,69,36,2,488,6,1
BG_VRC35,Хайредин,3438,1356,54,36,41,1,31,2,4,3,2,12,5,0,125,33,73,0,0,0,0,11,7,1,246,1,136,24,14,0,493,1,0
BG_VTR04,Велико Търново,70977,23053,466,823,1730,68,554,53,130,6,25,149,38,21,4258,427,3138,14,118,5,9,113,435,50,5441,21,1614,1327,558,61,1391,7,2
BG_VTR06,Горна Оряховица,39163,10734,333,398,822,57,204,35,52,7,9,82,27,7,1876,259,1104,10,43,5,15,43,132,19,2491,10,973,672,316,62,645,20,3
BG_VTR13,Елена,8041,2620,155,61,136,5,36,3,5,1,3,12,6,0,344,58,206,2,8,30,4,9,20,4,851,2,210,91,41,4,309,0,4
BG_VTR14,Златарица,3525,1218,94,25,26,3,8,0,0,2,1,4,1,1,98,18,46,0,3,2,3,10,6,1,128,3,109,32,54,2,537,0,1
BG_VTR20,Лясковец,10647,3169,99,119,195,11,44,10,8,2,2,22,0,2,541,82,291,2,23,2,4,14,40,1,1002,2,262,134,73,5,174,1,3
BG_VTR22,Павликени,19526,5521,276,164,278,12,96,15,13,12,5,28,8,2,789,139,292,4,31,0,3,21,105,8,1032,13,922,241,90,10,905,6,1
BG_VTR26,Полски Тръмбеш,11058,3223,161,101,147,9,26,5,5,3,2,17,2,4,364,85,174,1,8,1,4,4,27,1,485,3,621,79,39,7,836,1,1
BG_VTR28,Свищов,27760,7997,255,301,619,34,171,14,36,9,4,50,12,5,1381,179,775,14,25,5,15,41,89,12,2143,14,726,405,127,34,488,11,3
BG_VTR31,Стражица,10825,2890,191,105,165,9,34,4,4,2,3,9,2,0,280,105,121,4,6,0,13,6,29,2,625,6,192,50,46,11,854,9,3
BG_VTR32,Сухиндол,1977,618,33,19,33,3,4,2,2,0,0,7,1,0,64,16,22,0,1,1,0,1,7,1,101,0,130,24,9,8,128,1,0
BG_BGZZAU,Citizens of Bulgaria living in Australia,17,17,0,0,0,0,3,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
BG_BGZZAT,Citizens of Bulgaria living in Austria,3881,3796,92,101,212,16,73,19,38,2,3,45,12,0,573,132,1331,0,15,3,1,16,114,10,347,0,97,337,68,16,117,3,1
BG_BGZZAZ,Citizens of Bulgaria living in Azerbaijan,50,50,3,3,1,0,0,0,1,0,0,0,0,0,5,1,5,0,1,0,0,1,0,0,21,0,3,1,2,1,1,0,0
BG_BGZZAL,Citizens of Bulgaria living in Albania,32,31,0,3,3,0,3,0,0,0,0,0,0,0,4,0,10,0,2,0,0,0,0,0,2,0,2,1,0,0,1,0,0
BG_BGZZDZ,Citizens of Bulgaria living in Algeria,12,12,0,0,3,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
BG_BGZZAM,Citizens of Bulgaria living in Armenia,46,43,0,1,2,1,1,0,0,0,0,1,0,0,6,0,15,0,0,0,0,3,0,0,7,0,3,2,0,0,1,0,0
BG_BGZZBE,Citizens of Bulgaria living in Belgium,3223,3082,110,47,160,9,57,4,15,4,1,27,6,0,347,156,1070,2,14,2,1,9,93,8,299,3,96,223,39,6,253,2,1
BG_BGZZGE,Citizens of Bulgaria living in Georgia,34,30,0,0,2,0,3,1,1,0,0,0,0,0,2,0,16,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0
BG_BGZZEL,Citizens of Bulgaria living in Greece,4838,4585,156,115,222,19,135,7,38,16,4,60,7,0,604,131,1629,6,14,11,2,19,118,19,739,2,143,265,41,16,40,5,2
BG_BGZZDK,Citizens of Bulgaria living in Denmark,1176,1117,25,22,102,5,14,0,19,0,2,8,1,0,159,28,414,1,3,1,1,4,46,4,80,1,21,109,18,8,39,0,0
BG_BGZZEG,Citizens of Bulgaria living in Egypt,43,42,2,2,2,0,1,0,1,0,0,0,0,0,11,0,13,0,1,0,0,0,1,1,2,0,0,3,1,0,0,0,1
BG_BGZZIL,Citizens of Bulgaria living in Israel,31,25,0,1,4,0,0,0,0,0,0,0,0,0,5,1,8,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0
BG_BGZZIE,Citizens of Bulgaria living in Ireland,758,566,12,19,62,2,9,3,8,0,1,3,0,0,105,7,200,0,0,0,0,2,10,1,47,0,9,106,8,7,2,7,0
BG_BGZZES,Citizens of Bulgaria living in Spain,10239,9697,364,179,1093,23,145,67,31,11,6,80,14,5,2292,464,1302,16,24,8,6,31,240,30,1057,4,217,1418,127,78,367,9,6
BG_BGZZIT,Citizens of Bulgaria living in Italy,3042,2703,105,60,240,8,38,12,16,4,3,38,4,1,657,133,541,3,8,1,1,11,143,9,324,4,97,224,39,14,23,3,0
BG_BGZZJO,Citizens of Bulgaria living in Jordan,16,16,0,0,1,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,3,0,2,0,0,0,1,0,0
BG_BGZZCA,Citizens of Bulgaria living in Canada,76,67,2,1,4,0,2,0,1,0,0,0,0,0,14,1,24,0,1,0,0,0,4,0,6,0,1,5,1,0,0,0,0
BG_BGZZQA,Citizens of Bulgaria living in Qatar,46,44,3,1,2,0,1,0,0,0,1,1,0,0,6,0,16,0,0,0,0,0,2,0,7,0,2,1,0,1,0,0,0
BG_BGZZCY,Citizens of Bulgaria living in Cyprus,1487,1444,121,25,99,5,30,3,7,3,2,7,6,0,351,67,159,1,4,1,0,8,39,2,167,1,24,167,27,9,109,1,2
BG_BGZZCN,Citizens of Bulgaria living in China,63,60,0,1,3,0,1,0,0,0,0,0,0,0,15,1,22,0,1,0,0,0,1,0,5,0,7,0,2,0,1,0,0
BG_BGZZKW,Citizens of Bulgaria living in Kuwait,57,56,3,0,2,1,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,2,3,0,12,0,2,4,3,3,1,0,0
BG_BGZZLB,Citizens of Bulgaria living in Lebanon,13,12,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0
BG_BGZZLU,Citizens of Bulgaria living in Luxembourg,524,487,6,5,15,1,10,0,5,0,0,0,1,0,53,4,268,0,3,0,0,0,9,3,55,1,17,12,14,1,5,0,0
BG_BGZZMT,Citizens of Bulgaria living in Malta,347,337,8,7,40,0,8,2,6,0,2,1,0,0,88,7,66,3,0,0,0,0,8,2,41,0,5,28,11,3,1,0,0
BG_BGZZMA,Citizens of Bulgaria living in Morocco,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
BG_BGZZMD,"Citizens of Bulgaria living in Moldova, Republic of",40,39,1,0,5,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0
BG_BGZZNL,Citizens of Bulgaria living in Netherlands,4531,4234,108,154,285,18,76,7,22,5,1,75,6,0,453,313,1705,5,4,4,7,10,143,19,285,2,70,277,64,14,204,2,1
BG_BGZZNO,Citizens of Bulgaria living in Norway,113,98,2,0,10,0,4,0,1,0,0,1,0,0,11,0,32,0,0,1,0,0,1,1,15,0,0,18,1,0,0,0,0
BG_BGZZAE,Citizens of Bulgaria living in United Arab Emirates,145,134,5,6,5,1,2,0,3,0,0,0,1,0,25,5,41,0,1,0,0,0,1,0,21,0,3,10,2,1,1,0,0
BG_BGZZGB,Citizens of Bulgaria living in United Kingdom,748,660,11,10,40,1,8,6,7,0,1,4,0,0,101,5,264,1,0,0,1,6,23,2,48,2,16,93,7,3,2,0,0
BG_BGZZPL,Citizens of Bulgaria living in Poland,266,251,3,6,18,1,10,2,5,0,0,1,0,0,35,2,106,0,1,0,0,1,11,2,24,1,6,8,6,0,2,0,0
BG_BGZZPT,Citizens of Bulgaria living in Portugal,305,298,11,8,34,0,8,2,1,0,0,1,0,0,57,9,105,0,0,0,0,0,7,1,25,1,2,16,7,0,3,0,0
BG_BGZZKR,"Citizens of Bulgaria living in Korea, Republic of",33,31,0,0,1,0,1,0,0,0,0,0,0,0,4,0,12,0,1,0,0,0,2,0,8,0,0,2,0,0,0,0,0
BG_BGZZRO,Citizens of Bulgaria living in Romania,223,220,4,12,12,1,10,0,0,0,0,8,0,0,24,3,76,0,1,0,0,2,2,1,37,0,11,6,6,0,4,0,0
BG_BGZZRU,Citizens of Bulgaria living in Russian Federation,91,90,3,5,6,0,6,3,3,0,0,1,1,0,39,1,7,0,0,0,0,1,2,0,3,0,3,5,1,0,0,0,0
BG_BGZZZA,Citizens of Bulgaria living in South Africa,9,9,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BG_BGZZSA,Citizens of Bulgaria living in Saudi Arabia,21,21,1,2,1,0,1,0,0,0,0,0,0,0,4,0,6,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0
BG_BGZZMK,Citizens of Bulgaria living in North Macedonia,99,96,4,1,9,0,7,0,0,0,0,0,0,0,6,1,34,0,0,0,0,0,1,0,23,0,3,1,3,1,2,0,0
BG_BGZZSK,Citizens of Bulgaria living in Slovakia,166,165,7,2,1,0,5,2,1,0,1,2,0,0,29,3,63,0,0,1,1,0,5,0,14,0,12,10,5,0,0,0,1
BG_BGZZSI,Citizens of Bulgaria living in Slovenia,87,85,2,0,4,2,2,0,0,0,0,4,0,0,19,4,28,0,0,0,0,1,1,0,6,0,4,7,1,0,0,0,0
BG_BGZZRS,Citizens of Bulgaria living in Serbia,145,142,1,11,11,0,1,2,2,0,0,0,1,0,14,2,58,0,1,0,0,1,6,2,20,0,5,2,1,0,1,0,0
BG_BGZZTN,Citizens of Bulgaria living in Tunisia,13,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,3,0,3,1,0,0,0,0,0
BG_BGZZTR,Citizens of Bulgaria living in Türkiye,262,250,14,7,18,0,3,3,1,0,2,0,0,0,11,3,55,0,2,0,0,0,2,1,33,0,9,4,1,0,81,0,0
BG_BGZZHU,Citizens of Bulgaria living in Hungary,195,188,3,3,9,0,5,0,2,0,0,2,2,0,20,7,80,0,0,0,0,1,4,0,22,0,8,9,7,2,2,0,0
BG_BGZZFI,Citizens of Bulgaria living in Finland,305,299,4,6,16,1,5,2,0,0,0,5,0,0,53,11,95,0,0,1,0,0,13,0,23,0,3,47,5,1,8,0,0
BG_BGZZFR,Citizens of Bulgaria living in France,3541,2569,64,39,169,7,67,10,13,3,1,13,3,0,465,105,863,1,4,3,2,14,77,5,240,3,68,240,25,8,57,4,0
BG_BGZZHR,Citizens of Bulgaria living in Croatia,95,93,2,3,2,0,1,0,2,0,0,0,0,0,7,4,51,0,1,0,0,0,6,0,7,0,3,4,0,0,0,0,0
BG_BGZZCZ,Citizens of Bulgaria living in Czechia,1113,766,24,21,56,1,16,9,4,1,0,4,1,0,195,21,225,0,2,0,0,1,19,1,42,0,22,82,10,4,5,0,0
BG_BGZZCH,Citizens of Bulgaria living in Switzerland,299,279,4,3,14,0,6,2,1,0,0,3,1,0,44,8,126,0,1,0,0,1,7,0,20,0,5,29,1,0,3,0,0
BG_BGZZSE,Citizens of Bulgaria living in Sweden,464,437,6,2,21,2,8,6,2,0,2,1,1,0,93,11,139,0,0,0,0,1,18,5,38,0,5,48,5,4,19,0,0
BG_BGZZJP,Citizens of Bulgaria living in Japan,40,38,0,0,1,1,2,0,1,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0
