gisco_id,name,registered,turnout,invalid,blank,VVD,D66,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,Forum voor Democratie,BBB,ChristenUnie,JA21,Volt,50PLUS,Splinter,Staatkundig Gereformeerde Partij (SGP),CODE ORANJE,BIJ1,Piratenpartij,"Blanco (Zeven, A.J.L.B.)",Trots op Nederland (TROTS),JONG,DENK,NLBeter,Lijst Henk Krol,OPRECHT,NIDA,LP (Libertaire Partij),JEZUS LEEFT,Modern Nederland,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,U-Buntu Connected Front,Wij zijn Nederland,Partij voor de Republiek,De Groenen,Partij van de Eenheid
NL_0917,Heerlen,68784,47800,559,114,7298,4737,3297,9474,3393,5713,1965,2094,4607,118,376,682,609,771,134,75,179,187,146,95,108,52,681,45,63,20,113,13,0,0,61,0,0,10,0,0,11
NL_1658,Heeze-Leende,12987,10900,9,23,3340,1769,441,1056,1409,647,394,340,417,156,117,237,241,106,40,4,37,11,11,19,14,12,13,6,12,0,4,4,4,0,9,0,0,0,0,0,4
NL_0399,Heiloo,19229,16910,23,20,4504,3549,1030,1075,1533,753,981,948,643,86,274,447,468,141,77,32,48,44,49,34,18,20,35,17,17,11,7,11,6,0,9,0,0,0,0,0,0
NL_0163,Hellendoorn,28457,24140,35,22,5412,2700,932,2193,5618,1312,624,443,1068,1003,1192,519,283,181,45,182,96,32,34,12,40,19,41,8,14,41,9,7,20,0,0,0,2,2,0,0,0
NL_0530,Hellevoetsluis,31627,23699,31,40,5932,2528,1235,3910,1504,1634,621,822,2169,104,427,1079,279,382,89,93,133,88,50,18,0,36,348,23,28,12,35,18,19,4,0,0,0,8,0,0,0
NL_0794,Helmond,67212,47993,85,80,11443,5905,2008,7835,3819,4252,1975,1377,3282,157,372,969,876,682,146,59,262,145,96,44,89,91,1487,36,61,23,236,20,16,0,58,0,0,0,0,0,7
NL_0531,Hendrik-Ido-Ambacht,23105,19271,22,30,4799,2019,652,1993,1642,865,478,439,1066,41,1281,667,161,170,40,2400,71,58,25,9,0,24,186,14,18,16,56,7,12,7,0,0,0,9,0,0,0
NL_0164,Hengelo,63414,49573,105,100,9759,7143,3221,5296,6989,3971,2303,1637,2783,415,1127,1139,1166,436,136,180,164,188,107,31,80,56,864,25,28,23,36,21,34,0,0,0,5,5,0,0,0
NL_1966,Het Hogeland,38135,30718,39,59,4260,3413,2960,2771,4296,2903,1483,1326,1427,831,2824,461,438,253,103,404,90,100,56,0,48,24,29,16,21,8,8,4,19,0,33,11,0,0,0,0,0
NL_0252,Heumen,13212,11264,27,13,2900,2121,743,920,1245,738,771,440,318,96,138,221,270,103,38,8,15,33,18,5,17,11,17,9,7,3,7,3,3,0,6,0,0,0,0,0,0
NL_0797,Heusden,34890,28275,45,26,8351,3909,1036,3619,3073,2100,848,746,1368,233,324,712,479,371,77,48,112,30,55,30,84,61,382,17,33,18,44,10,4,0,28,0,0,0,0,0,2
NL_0534,Hillegom,16713,13790,27,19,3695,2101,630,1670,1315,607,505,578,773,67,213,535,282,225,48,85,81,30,34,56,0,22,122,22,21,2,14,8,2,2,0,0,2,0,0,0,0
NL_0798,Hilvarenbeek,12563,10640,10,12,3347,1830,429,819,1536,667,399,294,305,182,71,255,180,130,23,9,32,19,10,12,0,24,5,9,7,3,3,4,3,0,14,0,0,0,0,0,3
NL_0402,Hilversum,65290,52644,125,99,11339,11147,2942,4639,3358,2736,3603,2741,2163,109,1413,1037,1812,497,194,255,143,440,153,0,66,65,1141,80,50,17,181,42,0,0,31,19,3,4,0,0,0
NL_1963,Hoeksche Waard,69784,57556,57,58,13773,6232,2720,6628,5693,3011,1445,1812,3409,334,2872,2477,660,654,153,4771,247,86,92,40,0,75,78,41,49,18,23,13,17,6,0,0,0,12,0,0,0
NL_1735,Hof van Twente,28184,23795,29,37,6058,2755,1318,2325,5021,1150,556,434,1034,1117,339,604,312,196,52,118,50,29,28,14,37,21,105,16,7,5,8,6,12,0,0,0,5,5,0,0,0
NL_1911,Hollands Kroon,37210,29659,35,46,7740,3250,1479,3797,3474,1806,842,870,2091,863,541,1017,460,373,96,143,186,54,55,35,91,59,36,41,89,21,9,17,12,0,27,0,3,3,0,0,0
NL_0118,Hoogeveen,43427,34017,70,44,5814,2715,2064,5587,4917,2398,848,689,2600,665,2430,754,280,369,83,700,142,48,49,36,127,234,119,14,33,94,16,22,53,3,0,0,0,0,0,0,0
NL_0405,Hoorn,55736,42518,102,69,9787,7127,2689,4243,2999,2829,2301,1991,2725,146,643,1129,935,578,176,105,190,393,122,53,103,83,693,51,57,17,87,17,17,0,39,0,11,11,0,0,0
NL_1507,Horst aan de Maas,33063,26659,32,60,6453,3547,1259,3244,4691,1976,951,693,1156,539,154,654,440,373,43,27,58,38,40,22,37,51,33,17,17,11,5,25,0,0,13,0,0,0,0,0,0
NL_0321,Houten,37539,31642,58,66,7999,6080,1578,2420,2701,1310,2081,1032,933,96,1951,769,866,320,92,671,68,144,51,0,37,36,162,18,23,10,30,12,16,0,8,3,3,0,0,0,0
NL_0406,Huizen,32227,26151,38,40,6711,4037,1131,2469,2689,1175,950,1002,1229,85,1531,741,552,270,80,495,64,90,53,0,49,35,402,35,27,13,110,21,0,0,12,12,2,2,0,0,0
NL_0677,Hulst,19964,15078,26,15,3997,1581,883,2094,2003,1051,422,423,872,349,152,440,147,302,48,28,56,11,29,56,0,11,18,17,13,5,8,9,10,0,0,0,0,0,0,0,2
NL_0353,IJsselstein,25977,20813,34,32,5938,3428,1009,2150,1909,1010,870,650,843,76,513,630,359,282,62,175,65,85,27,0,31,36,451,12,11,5,79,13,11,0,11,4,2,0,0,0,0
NL_1884,Kaag en Braassem,21480,18145,18,19,5509,2642,626,1945,2157,778,610,547,884,268,291,771,350,260,58,63,90,38,36,22,0,40,47,21,13,6,17,14,3,3,0,0,3,0,0,0,0
NL_0166,Kampen,40929,34483,47,40,5155,2685,1333,3660,4983,1569,1148,689,2113,372,4803,688,415,223,81,3651,107,73,57,15,51,32,361,22,27,21,19,11,23,0,0,0,2,2,0,0,5
NL_0678,Kapelle,9840,8449,11,3,1940,808,435,649,1094,360,178,213,362,105,601,247,92,100,16,1126,28,17,13,3,0,7,11,2,7,3,2,6,10,0,0,0,0,0,0,0,2
NL_0537,Katwijk,49533,41320,51,39,8861,3151,1042,5214,5874,1240,771,1113,3029,132,4077,1317,515,423,89,3561,172,73,57,30,0,50,235,33,35,10,55,14,57,0,0,0,0,0,0,0,0
NL_0928,Kerkrade,34535,23522,53,34,3979,1614,1945,5958,1967,2192,744,818,2400,49,118,365,213,402,61,27,68,64,48,41,63,18,155,22,28,10,26,7,0,0,29,0,0,4,0,0,0
NL_1598,Koggenland,18041,15165,17,23,4674,2003,657,1464,1999,723,496,478,841,462,130,447,216,178,29,22,72,45,33,13,51,28,15,14,8,3,3,5,2,0,13,0,0,2,0,0,0
NL_0542,Krimpen aan den IJssel,22685,18626,27,26,3562,2005,933,1996,1391,968,551,531,967,35,1312,740,228,203,56,2564,91,70,38,18,0,22,154,22,17,27,41,10,11,2,0,0,8,0,0,0,0
NL_1931,Krimpenerwaard,43962,37011,78,46,8949,4041,1791,3548,3699,1587,996,1139,1872,470,2389,1407,463,354,75,3271,153,60,46,30,0,43,333,44,32,23,40,11,16,4,0,0,4,0,0,0,0
NL_1659,Laarbeek,18031,14440,26,18,4247,1707,596,1830,1914,1303,441,358,684,179,95,346,241,177,43,12,51,10,25,6,35,27,13,6,11,7,4,8,2,0,17,0,0,0,0,0,2
NL_1685,Landerd,12488,10501,8,16,3282,1322,386,1151,1435,1120,258,230,354,167,73,238,169,119,19,11,17,8,17,9,21,27,6,10,5,5,0,6,5,0,11,0,0,0,0,0,0
NL_0882,Landgraaf,29956,22596,40,76,4234,1992,1627,5290,1778,2295,706,802,2117,71,172,358,195,317,54,18,69,41,37,34,54,26,83,12,29,11,23,9,0,0,21,0,0,2,0,0,3
NL_0415,Landsmeer,8818,7534,33,7,1764,1252,517,961,440,416,416,411,384,36,76,237,173,74,26,22,38,65,15,52,20,10,44,6,8,2,19,4,0,0,5,0,2,0,0,0,0
NL_0416,Langedijk,22101,18492,36,28,4935,2757,925,1789,1897,957,785,730,1250,171,522,529,327,206,80,67,120,39,40,19,58,35,82,19,22,5,23,10,10,0,14,0,2,3,0,0,0
NL_1621,Lansingerland,45917,38531,60,44,11741,6012,1234,3834,3803,1216,1280,1096,1764,174,1983,1531,733,342,105,392,175,159,62,39,0,52,478,28,20,12,131,22,7,7,0,0,7,0,0,0,0
NL_0417,Laren,8789,7566,6,5,2976,1307,268,534,750,223,196,328,275,12,88,193,249,38,14,12,10,15,7,0,6,3,22,9,5,0,7,3,0,0,3,4,0,0,0,0,0
NL_0080,Leeuwarden,97397,77431,104,125,12277,12398,8140,7478,6835,5804,5094,3975,5115,644,2606,1430,1969,580,375,299,236,432,287,0,164,140,452,107,57,36,121,48,49,0,0,24,0,0,25,5,0
NL_0546,Leiden,93046,75742,189,148,11423,17530,5445,5810,3636,3671,8184,4540,2536,129,1594,1334,4827,481,226,198,191,1127,206,130,0,115,1430,74,48,15,398,72,21,2,0,0,12,0,0,0,0
NL_0547,Leiderdorp,21104,17592,42,40,4381,3310,1129,1622,1497,835,1000,687,609,36,455,487,533,184,70,126,63,63,31,26,0,16,223,25,5,7,70,9,6,4,0,0,4,0,0,0,0
NL_1916,Leidschendam-Voorburg,56038,45166,94,72,12294,8559,2359,4323,3589,2022,2176,1934,1716,210,914,1124,1286,456,137,194,381,262,78,76,0,68,557,33,34,12,139,31,23,7,0,0,6,0,0,0,0
NL_0995,Lelystad,57931,41894,109,104,8881,4910,2484,5997,2664,2865,1802,1740,3227,192,1367,1057,573,552,186,323,231,501,178,0,0,74,1381,52,53,55,214,28,49,0,0,0,26,0,0,0,19
NL_1640,Leudal,28781,22302,23,41,5244,3700,1105,3343,2913,1343,641,577,1098,600,157,539,282,300,62,35,64,15,24,25,48,27,18,16,22,5,5,10,0,0,18,0,0,5,0,0,5
NL_0327,Leusden,23846,20717,18,34,5237,3782,969,1384,2243,994,1022,826,726,150,1246,529,580,163,75,345,50,72,36,0,28,29,85,18,17,4,17,14,8,0,9,4,3,0,0,0,0
NL_1705,Lingewaard,36353,30451,31,55,9061,4959,1598,3381,3288,2195,1256,897,1271,173,270,671,461,323,80,28,93,48,56,16,48,49,65,16,17,5,13,18,9,0,0,0,0,0,0,0,0
NL_0553,Lisse,17761,15038,9,13,4106,2297,568,1568,1620,649,453,480,759,55,508,514,267,199,39,659,71,38,34,14,0,23,40,10,15,5,11,4,5,2,0,0,3,0,0,0,0
NL_0262,Lochem,27569,23535,26,29,5966,4107,1678,1282,2748,1177,1109,923,860,1414,470,464,555,177,61,44,65,42,36,25,28,33,129,17,19,5,34,8,2,0,0,0,2,0,0,0,0
NL_0809,Loon op Zand,18552,14710,27,32,4447,1856,664,2123,1581,1066,498,384,659,108,138,354,177,213,36,71,63,28,17,14,0,24,68,12,18,4,6,2,2,0,19,0,0,0,0,0,0
NL_0331,Lopik,11249,9386,13,12,2316,756,242,1106,1396,319,164,199,558,224,680,316,102,102,22,655,33,15,8,0,21,11,69,2,0,2,21,2,8,0,14,0,0,0,0,0,0
NL_0168,Losser,18280,14643,25,18,3319,1499,645,2266,3231,851,288,289,807,389,115,351,169,153,26,18,46,10,13,8,30,13,32,9,4,3,2,5,4,0,0,0,2,3,0,0,0
NL_0263,Maasdriel,18917,15597,22,24,4664,1667,526,2755,1720,931,337,342,845,130,208,464,214,181,26,286,55,11,24,14,29,26,51,8,11,3,6,3,3,0,13,0,0,0,0,0,0
NL_1641,Maasgouw,19834,14917,21,27,3589,1918,902,2631,1809,1004,364,542,866,127,93,337,185,228,41,15,44,18,20,25,19,10,31,7,18,10,0,6,0,0,7,0,0,2,0,0,2
NL_0556,Maassluis,25406,19736,62,33,4828,2316,1051,2329,1885,1029,587,566,1042,36,760,734,267,255,86,180,107,81,33,8,0,37,1234,14,18,5,122,12,12,3,0,0,0,4,0,0,0
NL_0935,Maastricht,86680,65342,186,119,11497,11025,6312,10098,4491,4261,4072,2848,3482,83,510,1041,2074,892,181,67,136,480,127,65,126,123,667,62,50,19,137,52,0,0,46,0,0,5,0,0,8
NL_0420,Medemblik,34283,27928,46,64,7454,3801,1141,3243,3366,1480,863,944,1787,412,703,892,425,345,109,217,126,63,53,26,72,39,133,33,32,13,6,15,8,0,14,0,2,2,0,0,0
NL_0938,Meerssen,15177,12400,20,22,3042,1748,1078,1788,1365,819,476,460,659,60,103,214,154,177,17,23,34,23,21,22,23,5,7,4,19,2,0,5,0,0,9,0,0,0,0,0,2
NL_1948,Meierijstad,63106,50685,73,63,14895,7010,2042,5801,6481,4284,1617,1142,2281,559,288,1151,807,554,106,37,133,84,81,35,92,93,689,36,35,19,116,14,10,0,54,0,0,0,0,0,3
NL_0119,Meppel,26794,22080,31,33,4764,3197,1580,2141,2363,1634,984,834,1099,269,1219,496,401,211,91,135,80,65,28,45,48,41,161,22,14,25,49,6,13,6,0,0,0,0,0,0,0
NL_0687,Middelburg,37650,30096,61,54,5489,4175,2442,2230,2626,1688,1536,1422,1512,133,1904,563,555,342,69,2432,93,127,55,50,0,35,330,26,29,52,20,17,25,0,0,0,0,0,0,0,4
NL_1842,Midden-Delfland,14916,13060,14,14,3977,2172,430,1021,1843,401,495,347,462,118,499,532,299,85,43,74,59,25,19,12,0,10,64,12,4,3,16,5,5,0,0,0,0,0,0,0,0
NL_1731,Midden-Drenthe,27071,22463,39,33,4561,2617,2120,2333,2992,1456,761,669,1264,1054,899,463,256,263,57,251,72,29,26,26,68,53,23,17,17,26,5,6,4,3,0,0,0,0,0,0,0
NL_1952,Midden-Groningen,48602,35653,68,62,6081,3966,3664,4819,2631,4270,1466,1141,2054,725,1837,582,372,470,95,266,118,87,78,0,81,51,419,39,24,30,73,9,24,0,35,11,5,0,0,0,0
NL_0815,Mill en Sint Hubert,8909,7356,10,12,2126,776,225,910,1287,716,157,159,257,223,36,149,97,103,19,8,17,7,8,7,18,6,8,4,3,0,3,3,3,0,5,0,0,0,0,0,0
NL_1709,Moerdijk,29363,22643,36,26,6244,2460,1024,3361,2392,1789,628,615,1247,281,605,683,264,301,71,136,110,27,31,24,0,34,128,26,29,19,10,5,9,0,24,0,2,0,0,0,2
NL_1978,Molenlanden,33503,29026,23,16,5760,1903,1058,2360,3979,1006,472,563,1370,269,3824,742,232,206,46,4816,75,43,29,23,0,34,46,21,15,18,5,8,60,2,0,0,0,2,0,0,0
NL_1955,Montferland,29276,23183,28,28,6239,2649,1083,3591,3050,1569,619,592,1237,655,202,609,247,313,43,35,71,27,25,20,54,39,100,14,17,11,8,5,3,0,0,0,0,0,0,0,0
NL_0335,Montfoort,10675,9335,18,15,2674,1189,289,880,1156,335,272,196,344,182,474,302,170,92,28,518,21,21,11,0,9,10,88,8,3,5,8,2,7,0,7,2,0,0,0,0,0
NL_0944,Mook en Middelaar,6447,5553,5,7,1357,1164,355,513,503,345,391,266,168,33,55,96,151,44,17,7,9,21,6,7,6,4,5,3,6,3,0,4,0,0,4,0,0,0,0,0,0
NL_1740,Neder-Betuwe,17774,14762,23,5,2381,758,681,1722,1236,474,189,187,777,106,742,285,86,109,17,4786,28,14,13,2,25,11,33,8,4,20,13,3,16,0,8,0,0,0,0,0,0
NL_0946,Nederweert,13866,10823,6,17,2761,1278,526,1515,1704,741,320,260,543,295,70,301,129,137,16,10,50,12,20,11,23,26,13,10,11,3,2,2,0,0,11,0,0,0,0,0,0
NL_0356,Nieuwegein,49306,37438,72,72,9078,5376,2298,4551,2900,2457,1891,1408,1731,94,995,924,750,575,123,208,132,352,109,0,73,72,856,31,41,19,157,27,23,0,21,12,10,0,0,0,0
NL_0569,Nieuwkoop,22702,18652,15,18,5803,2280,540,1945,2511,656,515,473,975,395,507,768,275,220,62,314,80,37,31,27,0,42,85,27,13,5,11,15,6,5,0,0,0,0,0,0,0
NL_0267,Nijkerk,33732,27646,32,38,6648,2751,929,2895,3700,882,714,576,1424,331,2990,684,309,185,45,1735,73,53,45,79,52,32,283,7,15,10,94,12,23,0,0,0,0,0,0,0,0
NL_0268,Nijmegen,138342,110884,174,239,15731,25762,7310,8503,5342,7684,14744,6752,3576,159,1352,1385,5629,773,376,167,243,1497,347,177,108,182,1962,95,51,32,383,74,24,0,51,0,0,0,0,0,0
NL_1930,Nissewaard,66369,48367,90,95,10799,4729,2959,8494,3090,3876,1432,1652,3868,207,1121,2193,489,794,141,343,409,423,106,43,0,80,572,51,78,32,111,23,38,4,0,0,0,25,0,0,0
NL_1970,Noardeast-Fryslân,35734,27991,50,28,3903,2219,1510,3328,6185,1771,707,797,2450,958,2192,544,260,204,71,442,84,35,60,0,40,20,19,40,13,4,8,7,27,0,0,7,0,0,6,2,0
NL_1695,Noord-Beveland,6166,5028,12,8,1293,495,292,601,545,269,124,249,298,84,181,174,55,75,13,191,19,11,11,2,0,6,2,3,4,4,0,0,6,0,0,0,0,0,0,0,2
NL_1699,Noordenveld,25307,21086,26,38,4438,3354,2172,2049,1911,1500,1167,833,884,415,924,411,316,200,62,110,74,27,42,26,37,16,10,16,10,5,3,5,4,3,0,0,0,0,0,0,0
NL_0171,Noordoostpolder,34304,28235,31,47,5861,2618,1232,3084,4581,1446,715,578,2009,768,2070,754,313,219,61,1224,84,49,39,0,0,49,227,16,32,9,44,14,58,0,0,0,2,0,0,0,2
NL_0575,Noordwijk,33560,28180,50,39,8795,3992,1021,3359,2976,1228,1013,1013,1434,102,456,1096,596,308,85,71,142,61,31,35,0,44,96,27,23,5,40,21,10,3,0,0,8,0,0,0,0
NL_0820,"Nuenen, Gerwen en Nederwetten",18561,16095,22,24,4689,3121,774,1334,1788,974,755,510,575,63,188,273,472,201,46,18,39,29,29,18,13,17,38,10,36,5,10,6,2,0,16,0,0,0,0,0,0
NL_0302,Nunspeet,21497,18508,21,14,3045,1106,394,1764,2252,460,309,330,850,199,2491,368,131,102,29,4427,25,29,21,13,15,18,49,8,10,3,3,5,16,0,0,0,3,0,0,0,0
NL_0579,Oegstgeest,17780,15684,9,13,4061,3902,858,866,1301,479,976,710,492,29,466,357,709,84,49,56,38,58,16,10,0,20,55,12,6,4,26,15,5,4,0,0,4,0,0,0,0
NL_0823,Oirschot,15112,12525,21,22,3990,1661,459,1366,1811,873,350,316,453,263,74,286,236,145,19,14,28,9,22,8,21,24,7,11,11,8,0,4,4,0,12,0,0,0,0,0,0
NL_0824,Oisterwijk,25768,20983,27,22,6643,3610,804,1894,2537,1371,801,678,742,163,177,486,413,231,47,24,48,35,28,17,0,23,59,21,25,7,9,15,3,0,23,0,0,0,0,0,0
NL_1895,Oldambt,31198,22760,38,50,3843,2110,2532,3736,1750,3077,719,784,1503,377,838,365,204,271,60,108,82,28,46,0,64,23,31,30,22,13,11,7,8,0,25,4,4,0,0,0,0
NL_0269,Oldebroek,18177,14832,15,9,2153,774,466,1684,2121,487,275,232,691,198,2914,262,107,83,20,2183,30,19,10,4,18,15,14,5,5,2,2,3,32,0,0,0,0,0,0,0,0
NL_0173,Oldenzaal,25026,20696,34,37,5182,2883,1027,2347,3951,1181,660,461,1010,180,172,451,386,177,49,25,64,21,29,13,27,26,232,15,16,6,13,9,4,0,0,0,2,5,0,0,2
NL_1773,Olst-Wijhe,14678,12178,12,19,2751,1642,963,1032,1777,731,540,392,430,762,310,230,201,112,27,45,38,23,22,8,16,9,52,6,14,7,0,6,0,0,0,0,0,6,0,0,0
NL_0175,Ommen,14195,12191,14,15,2462,1194,454,1026,2572,500,302,276,533,696,1323,204,118,80,27,228,57,23,8,9,10,14,10,5,6,3,0,0,18,0,0,0,0,3,0,0,3
NL_1586,Oost Gelre,23745,19965,31,17,5151,2602,829,1761,3787,1176,528,387,829,1341,103,583,254,237,49,23,55,13,29,15,30,28,61,12,18,4,3,5,4,0,0,0,0,0,0,0,0
NL_0826,Oosterhout,43843,33283,56,45,9281,4902,1719,4242,2920,2296,1233,941,1667,198,355,767,590,417,115,57,105,98,52,21,0,62,872,26,45,26,94,15,8,0,32,0,2,0,0,0,24
NL_0085,Ooststellingwerf,20672,16271,28,33,2916,1690,1391,2037,2044,1344,526,630,1194,627,629,346,182,182,42,159,52,26,28,0,52,28,17,11,7,20,3,7,10,0,0,8,0,0,3,3,0
NL_0431,Oostzaan,7571,6407,15,30,1665,807,412,952,355,348,293,280,416,49,108,223,103,77,18,26,43,39,16,36,24,7,34,4,7,2,2,7,0,0,9,0,0,0,0,0,0
NL_0432,Opmeer,9340,7657,9,14,2066,1068,304,812,1072,377,218,226,499,212,79,260,114,103,24,10,58,17,18,10,36,10,8,10,5,5,2,4,2,0,3,0,0,2,0,0,0
NL_0086,Opsterland,23686,19125,17,39,3218,2311,1845,1806,2493,1501,696,610,1234,678,1335,377,233,150,52,295,47,22,28,0,38,33,14,17,9,2,2,4,16,0,0,2,0,0,2,2,0
NL_0828,Oss,70994,54686,72,98,13573,6714,2133,7595,5352,7500,1912,1317,2809,429,329,1155,831,552,141,56,145,159,83,15,101,82,1278,25,43,34,60,28,15,0,48,0,0,0,0,0,2
NL_1509,Oude IJsselstreek,31672,25025,25,33,6172,3149,1450,2648,3611,1993,871,625,1034,948,403,560,260,316,58,54,66,45,44,21,56,47,444,19,18,7,31,14,3,0,0,0,0,0,0,0,0
NL_0437,Ouder-Amstel,10412,8838,27,10,2078,1896,573,607,686,357,580,415,259,53,157,248,342,107,12,62,21,166,26,0,14,12,73,3,5,3,22,9,0,0,3,11,4,3,0,0,0
NL_0589,Oudewater,7894,6755,10,6,1848,836,214,582,1070,217,136,115,317,239,357,195,93,54,14,251,113,10,9,0,11,11,21,4,2,5,4,2,8,0,2,0,0,0,0,0,0
NL_1734,Overbetuwe,37155,30691,43,34,8236,4906,1553,3347,3373,1668,1442,928,1324,377,900,646,517,292,68,482,100,61,43,23,42,36,138,28,17,31,10,9,14,0,0,0,3,0,0,0,0
NL_0590,Papendrecht,25172,19779,33,31,5021,2262,1036,2239,1804,1066,569,591,1120,39,1426,592,214,282,49,843,121,59,28,13,0,29,214,13,22,3,33,15,10,3,0,0,0,3,0,0,0
NL_1894,Peel en Maas,34636,27128,28,54,6570,3053,1225,4151,4854,1614,761,551,1387,722,117,753,333,355,55,21,81,30,26,35,50,42,111,18,29,15,50,15,0,0,20,0,0,2,0,0,0
NL_0765,Pekela,9844,6978,9,14,924,429,721,1569,557,1059,177,201,525,147,202,96,43,64,13,73,40,12,19,0,23,12,8,6,13,4,3,0,8,0,6,3,0,0,0,0,0
NL_1926,Pijnacker-Nootdorp,40488,34313,46,42,9975,5702,1365,3591,3228,1296,1471,1117,1431,134,1057,1278,819,325,107,245,240,133,71,40,0,57,333,34,35,17,86,22,11,3,0,0,2,0,0,0,0
NL_0439,Purmerend,63683,47452,130,95,10924,6104,2942,7360,2891,3319,2108,1939,3122,143,604,1515,728,783,177,100,232,682,160,61,134,104,667,49,95,10,141,30,28,0,55,0,16,4,0,0,0
NL_0273,Putten,18837,16088,80,18,3637,1100,330,1587,2494,342,264,306,834,254,2147,364,125,103,21,1893,28,17,11,9,31,24,30,3,10,7,2,6,11,0,0,0,0,0,0,0,0
NL_0177,Raalte,30201,24999,40,29,6874,3302,1076,1662,5002,1329,760,477,761,1587,483,603,293,240,55,68,55,36,21,18,47,26,102,13,13,7,8,10,7,0,0,0,0,7,0,0,0
NL_0703,Reimerswaal,15805,13111,20,8,1990,557,462,1364,1177,441,155,186,692,134,629,270,75,132,24,4603,35,5,22,7,0,16,54,8,5,4,6,4,29,0,0,0,0,0,0,0,0
NL_0274,Renkum,25242,21099,21,20,4717,4213,1508,1565,1859,1055,1580,1320,675,80,664,406,682,160,66,106,56,76,38,33,15,20,96,15,11,9,7,15,10,0,0,0,7,0,0,0,0
NL_0339,Renswoude,4055,3563,7,2,766,170,51,337,519,63,39,41,211,109,277,109,41,14,5,758,10,5,4,0,3,3,8,0,0,3,5,0,7,0,0,0,0,0,0,0,0
NL_1667,Reusel-De Mierden,10218,8073,17,6,2581,899,345,893,1274,626,187,193,301,168,40,149,116,123,20,4,37,10,13,7,13,18,3,4,14,3,3,0,4,0,6,0,0,0,0,0,0
NL_0275,Rheden,34881,27701,38,41,5817,4703,2084,2915,2352,2133,1746,1413,1129,115,787,542,674,253,89,107,76,86,68,41,37,35,324,25,17,14,18,12,9,0,0,0,9,0,0,0,0
NL_0340,Rhenen,15498,12723,20,11,2630,1412,547,1369,1187,460,441,346,569,57,771,315,177,75,30,2014,34,25,17,0,14,16,126,7,5,4,27,6,4,0,4,3,0,0,0,0,0
NL_0597,Ridderkerk,36770,28415,48,37,5917,2649,1443,3932,2259,1682,679,832,1748,59,1799,1169,256,370,72,2410,128,140,30,13,0,42,469,27,38,30,111,6,13,6,0,0,0,6,0,0,0
NL_1742,Rijssen-Holten,28651,25233,32,23,3881,1433,750,2085,3931,647,355,290,1099,953,2755,459,173,124,37,5884,43,29,20,6,32,17,112,4,8,4,4,5,31,0,0,0,0,7,0,0,0
NL_0603,Rijswijk,40197,31107,127,59,7289,5060,1565,4076,2087,1506,1621,1363,1485,56,659,846,772,368,105,137,365,219,71,70,0,33,916,28,40,7,119,35,14,3,0,0,0,6,0,0,0
NL_1669,Roerdalen,16382,12574,18,20,2622,1351,849,2671,1572,887,359,437,734,154,103,221,149,158,26,11,55,16,15,10,30,14,49,7,14,6,5,9,0,0,5,0,0,0,0,0,5
NL_0957,Roermond,45056,32521,69,67,6791,4621,1936,5499,2834,2139,1490,1309,1829,136,256,726,503,394,81,29,142,100,71,34,65,43,997,24,23,26,223,12,0,0,36,0,0,6,0,0,10
NL_1674,Roosendaal,58578,43026,87,65,11880,5201,2094,5721,4039,2973,1681,1276,2372,246,409,1133,583,563,147,68,145,102,69,33,0,84,1557,39,56,23,308,10,15,0,34,0,6,0,0,0,7
NL_0599,Rotterdam,460271,311664,1589,604,49215,51569,18174,31397,12377,18167,21058,14192,14132,356,6873,10444,10311,2925,926,2018,1408,9526,963,450,0,371,25540,222,279,146,5524,218,287,58,0,0,288,57,0,0,0
NL_0277,Rozendaal,1303,1249,2,3,455,285,60,51,108,22,66,47,25,2,31,24,47,6,0,4,3,3,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NL_0840,Rucphen,18744,13246,13,7,3310,860,424,4086,1170,896,245,302,899,137,69,358,94,176,24,18,59,8,6,3,0,13,29,10,9,3,0,2,2,0,12,0,2,0,0,0,2
NL_NLZZSA,Saba,907,450,3,1,28,42,7,12,192,5,19,8,9,0,4,2,3,0,0,0,0,113,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NL_0441,Schagen,37044,30291,37,42,7994,4240,1675,2867,4276,1806,1116,1231,1792,447,362,803,473,369,99,61,127,58,67,46,77,53,31,44,21,11,6,23,9,0,24,0,0,4,0,0,0
NL_0279,Scherpenzeel,7653,6695,13,9,1486,457,176,667,851,185,91,91,327,75,551,179,48,47,11,1338,17,3,14,20,12,8,8,2,3,2,2,0,3,0,0,0,0,0,0,0,0
NL_0606,Schiedam,55801,40200,173,125,7550,5072,2334,5658,2160,2517,1884,1517,2311,67,675,1401,793,611,148,214,238,487,112,64,0,58,3382,39,55,17,451,30,27,10,0,0,0,20,0,0,0
NL_0088,Schiermonnikoog,785,907,1,2,158,167,96,51,90,43,78,56,21,14,41,12,40,9,0,8,4,13,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
