gisco_id,name,registered,turnout,invalid,blank,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19,KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19,KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19,KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19,KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19,KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19,KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19
PL_1005101190203,Dąbrowice,1610,873,16,0,59,0,47,76,0,607,0,53,15,0
PL_1005101190204,Krośniewice,6723,3443,72,0,488,0,161,280,0,2002,0,398,42,0
PL_1005101190205,Krzyżanów,3410,1799,36,0,160,0,75,182,0,1145,0,177,24,0
PL_1005101190206,Kutno,6946,3932,54,0,580,0,223,340,0,2181,0,483,71,0
PL_1005101190207,Łanięta,1907,883,13,0,81,0,48,77,0,590,0,66,8,0
PL_1005101190208,Nowe Ostrowy,2844,1440,30,0,210,0,76,109,0,851,0,143,21,0
PL_1005101190209,Oporów,2038,1112,18,0,67,0,48,156,0,735,0,79,9,0
PL_1005101190210,Strzelce,3182,1682,32,0,149,0,72,144,0,1107,0,158,20,0
PL_1005101190211,Żychlin,9654,5044,75,0,730,0,243,572,0,2466,0,917,41,0
PL_1005101180301,Buczek,4040,2457,28,0,315,0,155,319,0,1373,0,221,46,0
PL_1005101180302,Łask,22197,13853,149,0,3738,0,927,964,0,6006,0,1774,295,0
PL_1005101180303,Sędziejowice,5175,3063,43,0,359,0,225,500,0,1712,0,204,20,0
PL_1005101180304,Widawa,6240,3593,61,0,403,0,223,338,0,2276,0,241,51,0
PL_1005101180305,Wodzierady,2807,1774,15,0,385,0,87,184,0,892,0,180,31,0
PL_1005101190401,Łęczyca,11398,6653,90,0,1773,0,349,796,0,2470,0,1082,93,0
PL_1005101190402,Daszyna,3216,1585,29,0,133,0,75,188,0,1028,0,107,25,0
PL_1005101190403,Góra Świętej Małgorzaty,3560,1974,29,0,145,0,82,175,0,1433,0,89,21,0
PL_1005101190404,Grabów,4922,2458,46,0,214,0,111,261,0,1629,0,170,27,0
PL_1005101190405,Łęczyca,7612,4043,88,0,458,0,195,485,0,2482,0,280,55,0
PL_1005101190406,Piątek,4874,2804,33,0,221,0,123,278,0,1841,0,264,44,0
PL_1005101190407,Świnice Warckie,3211,1706,47,0,117,0,73,329,0,1021,0,103,16,0
PL_1005101190408,Witonia,2689,1451,35,0,110,0,79,142,0,933,0,134,18,0
PL_1005101190501,Łowicz,23140,14431,203,0,2718,0,837,1654,0,6362,0,2472,185,0
PL_1005101190502,Bielawy,4518,2501,47,0,124,0,98,256,0,1478,0,488,10,0
PL_1005101190503,Chąśno,2417,1406,22,0,38,0,90,278,0,890,0,69,19,0
PL_1005101190504,Domaniewice,3671,2134,27,0,113,0,139,304,0,1350,0,178,23,0
PL_1005101190505,Kiernozia,2753,1505,25,0,89,0,67,180,0,1004,0,131,9,0
PL_1005101190506,Kocierzew Południowy,3444,2081,40,0,56,0,100,246,0,1547,0,83,9,0
PL_1005101190507,Łowicz,6193,3689,50,0,296,0,224,573,0,2171,0,336,39,0
PL_1005101190508,Łyszkowice,5311,2847,70,0,187,0,154,312,0,1882,0,207,35,0
PL_1005101190509,Nieborów,7532,4689,69,0,498,0,256,507,0,2834,0,462,63,0
PL_1005101190510,Zduny,4612,2728,29,0,136,0,129,638,0,1483,0,292,21,0
PL_1005101150602,Andrespol,11158,7692,70,0,2136,0,597,491,0,3123,0,1275,0,0
PL_1005101150603,Brójce,5269,3687,43,0,716,0,254,481,0,1863,0,330,0,0
PL_1005101150607,Koluszki,18456,12211,113,0,3559,0,898,641,0,5530,0,1470,0,0
PL_1005101150608,Nowosolna,3991,2950,34,0,1036,0,214,199,0,975,0,492,0,0
PL_1005101150610,Rzgów,7987,5836,62,0,1281,0,521,646,0,2641,0,685,0,0
PL_1005101150611,Tuszyn,9995,6247,54,0,1594,0,476,474,0,2921,0,728,0,0
PL_1005101170701,Białaczów,4677,2703,62,0,133,0,91,513,0,1775,0,129,0,0
PL_1005101170702,Drzewica,8456,5332,90,0,391,0,257,569,0,3690,0,335,0,0
PL_1005101170703,Mniszków,3780,2357,47,0,142,0,74,289,0,1694,0,111,0,0
PL_1005101170704,Opoczno,26820,17569,201,0,1369,0,804,4338,0,9763,0,1094,0,0
PL_1005101170705,Paradyż,3456,2347,56,0,132,0,115,213,0,1744,0,87,0,0
PL_1005101170706,Poświętne,2643,1726,16,0,80,0,73,247,0,1240,0,70,0,0
PL_1005101170707,Sławno,5945,3639,51,0,154,0,179,553,0,2595,0,107,0,0
PL_1005101170708,Żarnów,4942,2936,42,0,218,0,174,285,0,1995,0,222,0,0
PL_1005101150801,Konstantynów Łódzki,14525,9533,106,0,3092,0,687,522,0,3549,0,1331,246,0
PL_1005101150802,Pabianice,51065,33948,317,0,10793,0,2155,1513,0,12463,0,6014,693,0
PL_1005101150803,Dłutów,3711,2366,33,0,538,0,133,183,0,1188,0,241,50,0
PL_1005101150804,Dobroń,6080,4008,40,0,1005,0,273,379,0,1767,0,454,90,0
PL_1005101150805,Ksawerów,6063,4180,51,0,1260,0,322,275,0,1570,0,586,116,0
PL_1005101150806,Lutomiersk,6724,4302,50,0,1179,0,308,389,0,1864,0,440,72,0
PL_1005101150807,Pabianice,5682,4045,27,0,959,0,264,430,0,1765,0,528,72,0
PL_1005101180901,Działoszyn,9894,5929,98,0,848,0,344,515,0,3427,0,659,38,0
PL_1005101180902,Kiełczygłów,3338,2098,25,0,124,0,102,228,0,1480,0,124,15,0
PL_1005101180903,Nowa Brzeźnica,3778,2214,37,0,173,0,120,434,0,1281,0,158,11,0
PL_1005101180904,Pajęczno,9409,5549,68,0,884,0,302,656,0,2997,0,581,61,0
PL_1005101180905,Rząśnia,3961,2454,27,0,191,0,129,244,0,1719,0,131,13,0
PL_1005101180906,Siemkowice,3969,2264,47,0,130,0,118,361,0,1436,0,149,23,0
PL_1005101180907,Strzelce Wielkie,3723,2176,56,0,117,0,81,474,0,1354,0,80,14,0
PL_1005101180908,Sulmierzyce,3637,2337,35,0,167,0,137,165,0,1657,0,156,20,0
PL_1005101171001,Aleksandrów,3727,2229,28,0,142,0,99,278,0,1515,0,167,0,0
PL_1005101171002,Czarnocin,3275,2049,16,0,172,0,178,214,0,1301,0,168,0,0
PL_1005101171003,Gorzkowice,6822,4132,74,0,279,0,243,433,0,2721,0,382,0,0
PL_1005101171004,Grabica,4764,2824,27,0,217,0,158,331,0,1919,0,172,0,0
PL_1005101171005,Łęki Szlacheckie,2889,1542,16,0,129,0,75,128,0,1088,0,106,0,0
PL_1005101171006,Moszczenica,10143,6247,68,0,615,0,504,617,0,3865,0,578,0,0
PL_1005101171007,Ręczno,3011,1714,34,0,115,0,87,204,0,1123,0,151,0,0
PL_1005101171008,Rozprza,9527,5588,69,0,552,0,296,504,0,3715,0,452,0,0
PL_1005101171009,Sulejów,12927,7921,110,0,1069,0,507,646,0,4586,0,1003,0,0
PL_1005101171010,Wola Krzysztoporska,9263,5715,71,0,414,0,342,394,0,4067,0,427,0,0
PL_1005101171011,Wolbórz,6331,4175,51,0,476,0,347,631,0,2310,0,360,0,0
PL_1005101181101,Dalików,3162,1874,32,0,234,0,89,295,0,1066,0,144,14,0
PL_1005101181102,Pęczniew,2881,1691,23,0,226,0,70,143,0,1084,0,132,13,0
PL_1005101181103,Poddębice,12513,7483,105,0,1257,0,345,1468,0,3465,0,777,66,0
PL_1005101181104,Uniejów,5929,3543,49,0,464,0,175,338,0,2166,0,311,40,0
PL_1005101181105,Wartkowice,5036,2608,57,0,230,0,160,343,0,1571,0,210,37,0
PL_1005101181106,Zadzim,4147,2376,42,0,196,0,117,409,0,1428,0,162,22,0
PL_1005101171201,Radomsko,36701,22320,237,0,7326,0,1275,881,0,10148,0,2453,0,0
PL_1005101171202,Dobryszyce,3441,2054,39,0,434,0,133,133,0,1140,0,175,0,0
PL_1005101171203,Gidle,5059,2730,42,0,477,0,190,224,0,1524,0,273,0,0
PL_1005101171204,Gomunice,4787,2865,47,0,436,0,216,194,0,1698,0,274,0,0
PL_1005101171205,Kamieńsk,4716,2901,35,0,313,0,202,159,0,1977,0,215,0,0
PL_1005101171206,Kobiele Wielkie,3535,1922,29,0,294,0,97,153,0,1049,0,300,0,0
PL_1005101171207,Kodrąb,3770,2044,49,0,292,0,93,215,0,1247,0,148,0,0
PL_1005101171208,Lgota Wielka,3441,1995,34,0,271,0,125,142,0,1273,0,150,0,0
PL_1005101171209,Ładzice,3859,2044,27,0,352,0,88,149,0,1274,0,154,0,0
PL_1005101171210,Masłowice,3431,1950,49,0,190,0,78,169,0,1335,0,129,0,0
PL_1005101171211,Przedbórz,5945,3138,73,0,344,0,210,260,0,1930,0,321,0,0
PL_1005101171212,Radomsko,4400,2542,26,0,553,0,158,161,0,1412,0,232,0,0
PL_1005101171213,Wielgomłyny,3745,1996,42,0,159,0,68,248,0,1372,0,107,0,0
PL_1005101171214,Żytno,4319,2228,52,0,196,0,87,210,0,1516,0,167,0,0
PL_1005101191301,Rawa Mazowiecka,13612,8760,118,0,1411,0,589,1524,0,4141,0,977,0,0
PL_1005101191302,Biała Rawska,9067,4968,75,0,360,0,317,995,0,2896,0,325,0,0
PL_1005101191303,Cielądz,3205,1823,37,0,61,0,104,267,0,1273,0,81,0,0
PL_1005101191304,Rawa Mazowiecka,6935,3942,76,0,271,0,228,709,0,2442,0,216,0,0
PL_1005101191305,Regnów,1496,865,23,0,23,0,39,160,0,589,0,31,0,0
PL_1005101191306,Sadkowice,4420,2314,28,0,108,0,148,335,0,1602,0,93,0,0
PL_1005101181401,Sieradz,33972,21771,217,0,6501,0,1451,1554,0,9112,0,2705,231,0
PL_1005101181402,Błaszki,11646,6538,89,0,604,0,329,981,0,4110,0,381,44,0
PL_1005101181403,Brąszewice,3467,2017,31,0,139,0,178,146,0,1412,0,98,13,0
PL_1005101181404,Brzeźnio,5021,2965,55,0,375,0,192,415,0,1644,0,251,33,0
PL_1005101181405,Burzenin,4415,2409,38,0,257,0,132,204,0,1313,0,442,23,0
PL_1005101181406,Goszczanów,4389,2224,42,0,182,0,152,201,0,1458,0,166,23,0
PL_1005101181407,Klonowa,2302,1267,13,0,67,0,45,134,0,915,0,90,3,0
PL_1005101181408,Sieradz,8308,5170,60,0,756,0,294,533,0,3015,0,462,50,0
PL_1005101181409,Warta,10200,5826,87,0,719,0,346,571,0,3618,0,440,45,0
PL_1005101181410,Wróblew,4881,2877,44,0,175,0,133,768,0,1626,0,112,19,0
PL_1005101181411,Złoczew,5784,3282,51,0,368,0,191,316,0,2064,0,244,48,0
PL_1005101191501,Bolimów,3152,1839,26,0,226,0,134,227,0,1065,0,161,0,0
PL_1005101191502,Głuchów,4604,3091,59,0,105,0,157,514,0,2152,0,104,0,0
PL_1005101191503,Godzianów,2082,1295,16,0,79,0,111,118,0,901,0,70,0,0
PL_1005101191504,Kowiesy,2415,1376,17,0,125,0,114,240,0,773,0,107,0,0
PL_1005101191505,Lipce Reymontowskie,2618,1613,22,0,133,0,75,152,0,1093,0,138,0,0
PL_1005101191506,Maków,4786,2949,45,0,281,0,196,260,0,1998,0,169,0,0
PL_1005101191507,Nowy Kawęczyn,2798,1675,37,0,176,0,115,187,0,1019,0,141,0,0
PL_1005101191508,Skierniewice,5838,3501,62,0,548,0,229,309,0,2083,0,270,0,0
PL_1005101191509,Słupia,2042,1243,22,0,71,0,67,153,0,874,0,56,0,0
PL_1005101171601,Tomaszów Mazowiecki,48078,29814,316,0,7300,0,1936,2614,0,13289,0,4359,0,0
PL_1005101171602,Będków,2684,1667,12,0,176,0,134,169,0,1060,0,116,0,0
PL_1005101171603,Budziszewice,1698,1054,26,0,112,0,77,135,0,645,0,59,0,0
PL_1005101171604,Czerniewice,4050,2428,52,0,139,0,95,511,0,1524,0,107,0,0
PL_1005101171605,Inowłódz,3176,1925,34,0,269,0,106,297,0,1041,0,178,0,0
PL_1005101171606,Lubochnia,5554,3441,47,0,254,0,211,608,0,2150,0,171,0,0
PL_1005101171607,Rokiciny,4899,3074,39,0,396,0,212,352,0,1730,0,345,0,0
PL_1005101171608,Rzeczyca,3855,2230,32,0,87,0,95,402,0,1498,0,116,0,0
PL_1005101171609,Tomaszów Mazowiecki,8709,5538,78,0,889,0,385,688,0,2998,0,500,0,0
PL_1005101171610,Ujazd,6111,3747,56,0,461,0,293,474,0,2106,0,357,0,0
PL_1005101171611,Żelechlinek,2665,1598,36,0,36,0,60,452,0,979,0,35,0,0
PL_1005101181701,Biała,4405,2480,35,0,205,0,140,353,0,1553,0,171,23,0
PL_1005101181702,Czarnożyły,3631,2161,39,0,179,0,115,329,0,1294,0,191,14,0
PL_1005101181703,Konopnica,3121,1826,30,0,223,0,100,268,0,1080,0,111,14,0
PL_1005101181704,Mokrsko,4273,2517,36,0,369,0,136,232,0,1511,0,219,14,0
PL_1005101181705,Osjaków,3768,2367,36,0,177,0,105,351,0,1540,0,141,17,0
PL_1005101181706,Ostrówek,3615,1973,33,0,220,0,82,276,0,1201,0,151,10,0
PL_1005101181707,Pątnów,5176,3166,41,0,236,0,158,369,0,2154,0,183,25,0
PL_1005101181708,Skomlin,2589,1469,29,0,160,0,103,227,0,832,0,100,18,0
PL_1005101181709,Wieluń,25170,15624,132,0,3212,0,859,2132,0,7195,0,1962,132,0
PL_1005101181710,Wierzchlas,5359,3109,50,0,259,0,133,803,0,1635,0,209,20,0
PL_1005101181801,Bolesławiec,3285,1769,47,0,199,0,149,256,0,937,0,158,23,0
PL_1005101181802,Czastary,3150,1714,28,0,140,0,90,255,0,1022,0,163,16,0
PL_1005101181803,Galewice,4925,2761,58,0,311,0,208,337,0,1581,0,235,31,0
PL_1005101181804,Lututów,3617,2091,26,0,205,0,85,235,0,1322,0,191,27,0
PL_1005101181805,Łubnice,3327,1842,40,0,163,0,111,327,0,1044,0,146,11,0
PL_1005101181806,Sokolniki,3981,2264,24,0,285,0,150,271,0,1313,0,188,33,0
PL_1005101181807,Wieruszów,11396,7071,80,0,1457,0,534,859,0,3173,0,886,82,0
PL_1005101181901,Zduńska Wola,32379,20383,218,0,4607,0,1257,2944,0,8870,0,2312,175,0
PL_1005101181902,Szadek,5911,3464,66,0,395,0,192,667,0,1855,0,274,15,0
PL_1005101181903,Zapolice,4108,2414,42,0,337,0,154,412,0,1272,0,179,18,0
PL_1005101181904,Zduńska Wola,9408,5722,83,0,777,0,367,947,0,3028,0,443,77,0
PL_1005101152001,Głowno,11515,6830,72,0,1868,0,389,518,0,2733,0,1101,149,0
PL_1005101152002,Ozorków,15122,9059,112,0,2235,0,567,651,0,4033,0,1197,264,0
PL_1005101152003,Zgierz,44295,29135,296,0,8968,0,1609,1675,0,11138,0,4419,1030,0
PL_1005101152004,Aleksandrów Łódzki,24625,16959,151,0,7536,0,993,684,0,5514,0,1845,236,0
PL_1005101152005,Głowno,3909,2272,30,0,183,0,102,313,0,1399,0,219,26,0
PL_1005101152006,Ozorków,5711,3730,39,0,623,0,205,319,0,2094,0,347,103,0
PL_1005101152007,Parzęczew,4119,2556,31,0,510,0,159,258,0,1216,0,321,61,0
PL_1005101152008,Stryków,10035,6620,68,0,1460,0,469,719,0,2806,0,954,144,0
PL_1005101152009,Zgierz,11591,7872,65,0,2121,0,367,425,0,3415,0,1240,239,0
PL_1005101152101,Brzeziny,9810,6024,82,0,1312,0,403,544,0,2895,0,788,0,0
PL_1005101152102,Brzeziny,4527,2957,49,0,432,0,217,388,0,1581,0,290,0,0
PL_1005101152103,Dmosin,3663,2222,33,0,255,0,133,296,0,1256,0,249,0,0
PL_1005101152104,Jeżów,2717,1657,30,0,164,0,81,319,0,991,0,72,0,0
PL_1005101152105,Rogów,3779,2275,18,0,359,0,179,227,0,1279,0,213,0,0
PL_1005101166101,Łódź,531448,364987,2617,0,135986,0,23654,14122,0,111676,0,76932,0,0
PL_1005101176201,Piotrków Trybunalski,57059,36411,347,0,8383,0,2302,2201,0,15814,0,7364,0,0
PL_1005101196301,Skierniewice,36858,24614,234,0,6717,0,1681,2483,0,9909,0,3590,0,0
PL_1001121200101,Bochnia,22856,14905,126,0,3182,0,1063,1692,0,7567,0,1275,0,0
PL_1001121200102,Bochnia,15507,9630,123,0,976,0,682,1147,0,6276,0,426,0,0
PL_1001121200103,Drwinia,5242,3319,43,0,182,0,198,352,0,2442,0,102,0,0
PL_1001121200104,Lipnica Murowana,4332,2650,47,0,136,0,115,299,0,1980,0,73,0,0
PL_1001121200105,Łapanów,6355,3896,86,0,227,0,224,759,0,2473,0,127,0,0
PL_1001121200106,Nowy Wiśnicz,11044,7220,85,0,671,0,481,711,0,4970,0,302,0,0
PL_1001121200107,Rzezawa,8776,5362,49,0,516,0,364,455,0,3763,0,215,0,0
PL_1001121200108,Trzciana,4318,2853,33,0,159,0,154,319,0,2135,0,53,0,0
PL_1001121200109,Żegocina,4117,2859,23,0,127,0,166,208,0,2287,0,48,0,0
PL_1001121240201,Borzęcin,6744,3676,69,0,268,0,396,428,0,2390,0,125,0,0
PL_1001121240202,Brzesko,28488,17264,175,0,2573,0,1578,2305,0,9672,0,961,0,0
PL_1001121240203,Czchów,7467,4547,69,0,305,0,339,583,0,3071,0,180,0,0
PL_1001121240204,Dębno,11383,6918,83,0,650,0,579,920,0,4389,0,297,0,0
PL_1001121240205,Gnojnik,6092,3662,55,0,205,0,272,317,0,2727,0,86,0,0
PL_1001121240206,Iwkowa,4971,3161,39,0,100,0,167,500,0,2294,0,61,0,0
PL_1001121240207,Szczurowa,7631,3919,69,0,217,0,263,691,0,2553,0,126,0,0
PL_1001121230301,Alwernia,10123,6261,94,0,1437,0,459,499,0,3166,0,606,0,0
PL_1001121230302,Babice,7331,4731,79,0,1119,0,325,404,0,2449,0,355,0,0
PL_1001121230303,Chrzanów,36537,22840,205,0,7582,0,1623,1047,0,8918,0,3465,0,0
PL_1001121230304,Libiąż,17574,11262,134,0,3008,0,680,493,0,5697,0,1250,0,0
PL_1001121230305,Trzebinia,26847,16731,192,0,5302,0,1286,909,0,6900,0,2142,0,0
PL_1001121240401,Bolesław,2229,929,18,0,33,0,72,188,0,597,0,21,0,0
PL_1001121240402,Dąbrowa Tarnowska,16676,9475,110,0,761,0,630,1368,0,6316,0,290,0,0
PL_1001121240403,Gręboszów,2751,1374,20,0,28,0,57,308,0,935,0,26,0,0
PL_1001121240404,Mędrzechów,2846,1455,33,0,59,0,159,262,0,900,0,42,0,0
PL_1001121240405,Olesno,6277,3351,35,0,149,0,244,385,0,2468,0,70,0,0
PL_1001121240406,Radgoszcz,5844,3257,58,0,99,0,166,303,0,2568,0,63,0,0
PL_1001121240407,Szczucin,10418,5386,87,0,316,0,302,773,0,3669,0,239,0,0
PL_1001121220501,Gorlice,21968,12790,201,0,3464,0,733,1147,0,6013,0,1232,0,0
PL_1001121220502,Biecz,13416,7496,85,0,687,0,419,890,0,4977,0,438,0,0
PL_1001121220503,Bobowa,7372,4442,68,0,301,0,290,308,0,3337,0,138,0,0
PL_1001121220504,Gorlice,13672,7991,91,0,1018,0,528,856,0,5019,0,479,0,0
PL_1001121220505,Lipinki,5447,3137,40,0,296,0,171,309,0,2185,0,136,0,0
PL_1001121220506,Łużna,6605,3796,60,0,334,0,254,398,0,2590,0,160,0,0
PL_1001121220507,Moszczenica,3832,2149,18,0,151,0,139,176,0,1595,0,70,0,0
PL_1001121220508,Ropa,4139,2483,37,0,199,0,152,264,0,1746,0,85,0,0
PL_1001121220509,Sękowa,4022,2290,33,0,397,0,113,335,0,1255,0,157,0,0
PL_1001121220510,Uście Gorlickie,5519,2971,61,0,513,0,199,412,0,1530,0,256,0,0
PL_1001121200601,Czernichów,11441,7096,63,0,1256,0,545,560,24,3926,0,632,90,0
PL_1001121200602,Igołomia-Wawrzeńczyce,6201,3374,41,0,483,0,211,290,5,2131,0,186,27,0
PL_1001121200603,Iwanowice,7248,4511,64,0,667,0,263,433,1,2750,0,276,57,0
PL_1001121200604,Jerzmanowice-Przeginia,8812,5756,88,0,751,0,429,473,7,3620,0,338,50,0
PL_1001121200605,Kocmyrzów-Luborzyca,12199,7607,62,0,1566,0,552,745,15,3945,0,643,79,0
PL_1001121200606,Krzeszowice,25711,16471,185,0,3873,0,1210,1341,56,8020,0,1564,222,0
PL_1001121200607,Liszki,13357,8633,89,0,1506,0,662,635,20,5049,0,562,110,0
PL_1001121200608,Michałowice,8134,5547,38,0,1670,0,392,413,8,2441,0,506,79,0
PL_1001121200609,Mogilany,10882,7647,88,0,2057,0,602,564,21,3575,0,624,116,0
PL_1001121200610,Skała,8358,5375,64,0,935,0,383,465,11,3029,0,425,63,0
PL_1001121200611,Skawina,33658,21372,216,0,4741,0,1815,1628,58,10661,0,1933,320,0
PL_1001121200612,Słomniki,10806,6328,62,0,873,0,486,537,22,3833,0,455,60,0
PL_1001121200613,Sułoszowa,4605,3037,44,0,187,0,141,509,5,2032,0,102,17,0
PL_1001121200614,Świątniki Górne,7986,5114,42,0,1089,0,495,340,16,2636,0,378,118,0
PL_1001121200615,Wielka Wieś,9756,6969,66,0,1864,0,549,587,20,3138,0,655,90,0
PL_1001121200616,Zabierzów,21055,14967,146,0,4218,0,1257,1336,34,6227,0,1544,205,0
PL_1001121200617,Zielonki,16620,12095,88,0,4127,0,977,937,38,4414,0,1356,158,0
PL_1001121220701,Limanowa,11762,7617,52,0,1076,0,615,959,0,4463,0,452,0,0
PL_1001121220702,Mszana Dolna,6120,3726,32,0,581,0,265,399,0,2227,0,222,0,0
PL_1001121220703,Dobra,7696,4384,46,0,340,0,397,465,0,2993,0,143,0,0
PL_1001121220704,Jodłownik,6613,3846,82,0,196,0,369,390,0,2702,0,107,0,0
PL_1001121220705,Kamienica,5898,3477,64,0,206,0,227,276,0,2629,0,75,0,0
PL_1001121220706,Laskowa,6077,4220,61,0,180,0,263,241,0,3400,0,75,0,0
PL_1001121220707,Limanowa,19107,12427,134,0,566,0,695,1720,0,8975,0,337,0,0
PL_1001121220708,Łukowica,7458,4728,62,0,175,0,203,896,0,3277,0,115,0,0
PL_1001121220709,Mszana Dolna,13229,8000,93,0,498,0,495,551,0,6163,0,200,0,0
PL_1001121220710,Niedźwiedź,5427,2786,60,0,212,0,166,286,0,1988,0,74,0,0
PL_1001121220711,Słopnice,4880,3051,31,0,139,0,249,138,0,2445,0,49,0,0
PL_1001121220712,Tymbark,4945,3286,36,0,224,0,224,307,0,2399,0,96,0,0
PL_1001121200801,Charsznica,6123,3332,31,0,290,0,209,405,8,2061,0,265,63,0
PL_1001121200802,Gołcza,4979,2898,36,0,255,0,121,450,6,1848,0,163,19,0
PL_1001121200803,Kozłów,3834,1957,28,0,125,0,96,129,4,1411,0,115,49,0
PL_1001121200804,Książ Wielki,4230,2413,30,0,182,0,111,251,1,1619,0,194,25,0
PL_1001121200805,Miechów,15677,9231,87,0,1591,0,606,926,28,4978,0,855,160,0
PL_1001121200806,Racławice,2063,1012,16,0,84,0,51,119,2,673,0,53,14,0
PL_1001121200807,Słaboszów,2913,1432,22,0,102,0,60,154,3,976,0,95,20,0
PL_1001121200901,Dobczyce,11725,7492,101,0,1494,0,820,481,0,4121,0,475,0,0
PL_1001121200902,Lubień,7667,4819,55,0,444,0,338,297,0,3513,0,172,0,0
PL_1001121200903,Myślenice,34151,22610,216,0,5374,0,1803,1385,0,12499,0,1333,0,0
PL_1001121200904,Pcim,8585,5560,82,0,658,0,365,348,0,3892,0,215,0,0
PL_1001121200905,Raciechowice,5066,2822,38,0,349,0,214,241,0,1829,0,151,0,0
PL_1001121200906,Siepraw,6924,4422,31,0,895,0,364,250,0,2654,0,228,0,0
PL_1001121200907,Sułkowice,11476,6899,108,0,1134,0,561,554,0,4109,0,433,0,0
PL_1001121200908,Tokarnia,6669,4345,43,0,353,0,222,315,0,3282,0,130,0,0
PL_1001121200909,Wiśniowa,5679,3690,39,0,344,0,283,216,0,2712,0,96,0,0
PL_1001121221001,Grybów,4702,3135,52,0,341,0,306,182,0,2095,0,159,0,0
PL_1001121221002,Chełmiec,21513,13944,160,0,1428,0,921,734,0,9846,0,855,0,0
PL_1001121221003,Gródek nad Dunajcem,7137,4331,63,0,289,0,195,314,0,3300,0,170,0,0
PL_1001121221004,Grybów,18773,12823,158,0,720,0,1118,595,0,9889,0,343,0,0
PL_1001121221005,Kamionka Wielka,7774,5278,62,0,357,0,352,291,0,3956,0,260,0,0
PL_1001121221006,Korzenna,11062,7012,96,0,343,0,358,460,0,5568,0,187,0,0
PL_1001121221007,Krynica-Zdrój,15268,9699,124,0,2107,0,637,923,0,4889,0,1019,0,0
PL_1001121221008,Łabowa,4429,2674,43,0,286,0,134,112,0,2000,0,99,0,0
PL_1001121221009,Łącko,12283,7672,118,0,507,0,505,575,0,5718,0,249,0,0
PL_1001121221010,Łososina Dolna,8232,5472,62,0,348,0,239,280,0,4392,0,151,0,0
PL_1001121221011,Muszyna,9474,5771,79,0,1219,0,409,349,0,3380,0,335,0,0
PL_1001121221012,Nawojowa,6362,3997,53,0,369,0,193,203,0,2954,0,225,0,0
PL_1001121221013,Piwniczna-Zdrój,8506,4844,52,0,561,0,257,293,0,3407,0,274,0,0
PL_1001121221014,Podegrodzie,9762,6402,106,0,386,0,380,435,0,4843,0,252,0,0
PL_1001121221015,Rytro,2910,1809,19,0,172,0,99,98,0,1314,0,107,0,0
PL_1001121221016,Stary Sącz,18162,11567,150,0,1283,0,752,762,0,7909,0,711,0,0
PL_1001121691101,Nowy Targ,25924,15024,144,0,3701,0,1380,957,0,7311,0,1531,0,0
PL_1001121691102,Szczawnica,6501,3832,47,0,1029,0,344,264,0,1845,0,303,0,0
PL_1001121691103,Czarny Dunajec,17404,7928,130,0,752,0,611,407,0,5832,0,196,0,0
PL_1001121691104,Czorsztyn,6049,3348,36,0,568,0,293,249,0,1990,0,212,0,0
PL_1001121691105,Jabłonka,14317,8100,114,0,420,0,671,271,0,6473,0,151,0,0
PL_1001121691106,Krościenko nad Dunajcem,5362,3170,46,0,524,0,216,215,0,2000,0,169,0,0
PL_1001121691107,Lipnica Wielka,4530,2535,53,0,130,0,164,113,0,2020,0,55,0,0
PL_1001121691108,Łapsze Niżne,7326,3706,88,0,361,0,247,263,0,2598,0,149,0,0
PL_1001121691109,Nowy Targ,18490,9717,149,0,1065,0,742,767,0,6620,0,374,0,0
PL_1001121691110,Ochotnica Dolna,6518,3797,66,0,273,0,226,208,0,2934,0,90,0,0
PL_1001121691111,Raba Wyżna,11181,6114,59,0,564,0,381,358,0,4512,0,240,0,0
PL_1001121691112,Rabka-Zdrój,13870,8338,84,0,1452,0,544,597,0,5075,0,586,0,0
PL_1001121691113,Spytkowice,3489,1915,16,0,157,0,90,90,0,1500,0,62,0,0
PL_1001121691114,Szaflary,8435,3923,38,0,376,0,305,209,0,2890,0,105,0,0
PL_1001121231201,Bukowno,8164,5018,42,0,1243,0,349,375,12,2130,0,804,63,0
PL_1001121231203,Bolesław,6420,3729,54,0,865,0,257,328,11,1592,0,582,40,0
PL_1001121231204,Klucze,12246,7886,78,0,1571,0,490,1563,12,3424,0,696,52,0
