gisco_id,name,registered,turnout,invalid,blank,Open VLD,VB (1979),CD&V,Vooruit,N-VA,LDD,Groen,PTB/PVDA,SLP,LSP/PSL,CAP,PS,Ecolo,MR,CSP,AGIR,R.W.F.,WDA,MS,LCR-PSL,PCB-CPB,LE,ProDG,VIVANT,EDW
BE_K00161,Electoral Canton Ruiselede,14573,13664,958,0,2159,1442,4661,901,1060,1605,707,65,68,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00162,Electoral Canton Saint-Gilles,20653,17528,990,0,430,156,132,216,48,50,368,278,11,7,67,5319,4914,2337,0,249,42,74,14,228,110,1488,0,0,0
BE_K00163,Electoral Canton Saint-Hubert,7997,7393,686,0,0,0,0,0,0,0,0,17,0,0,10,1936,1296,1903,1258,141,63,64,8,6,5,0,0,0,0
BE_K00164,Electoral Canton Saint-Josse,85690,73531,3418,0,3254,866,1310,674,282,227,882,492,45,17,170,9844,17366,23367,0,995,303,284,55,288,184,9208,0,0,0
BE_K00165,Electoral Canton Saint-Nicolas,87971,79176,3939,0,7553,9080,9565,7976,5188,2955,4012,934,374,82,200,14264,4992,4150,2353,764,224,384,25,80,82,0,0,0,0
BE_K00169,Electoral Canton Sainte-Ode,5317,4982,514,0,0,0,0,0,0,0,0,11,0,0,5,784,785,1513,1199,91,29,35,2,7,7,0,0,0,0
BE_K00168,Electoral Canton Saint-Vith,21922,19657,2329,0,0,0,0,0,0,0,0,0,0,0,0,2591,1919,3686,5144,0,0,0,0,0,0,0,2321,1542,125
BE_K00170,Electoral Canton Schaerbeek,82394,70191,4304,0,2653,1259,922,1092,265,196,1255,941,48,21,171,17040,14794,15064,0,1317,179,330,71,309,168,7792,0,0,0
BE_K00171,Electoral Canton Seneffe,41968,37797,3102,0,0,0,0,0,0,0,0,350,0,0,120,11604,7199,7538,4314,1901,661,755,48,84,121,0,0,0,0
BE_K00172,Electoral Canton Seraing,49443,43270,3015,0,0,0,0,0,0,0,0,1601,0,0,167,18424,8023,6217,3057,1336,411,655,71,98,195,0,0,0,0
BE_K00173,Electoral Canton Sint-Gillis-Waas,27139,25322,1302,0,4160,4481,6106,2172,2731,2084,1830,216,147,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00167,Electoral Canton Saint-Trond,43086,40231,2693,0,8361,4950,8575,7723,3247,2482,1614,257,212,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00174,Electoral Canton Soignies,41469,37065,2968,0,0,0,0,0,0,0,0,264,0,0,144,9995,7832,8981,4285,1248,506,584,50,113,95,0,0,0,0
BE_K00175,Electoral Canton Spa,24191,20952,1976,0,0,0,0,0,0,0,0,120,0,0,41,4212,4848,6115,2149,675,340,371,19,43,43,0,0,0,0
BE_K00176,Electoral Canton Stavelot,11910,10644,990,0,0,0,0,0,0,0,0,69,0,0,24,1908,2527,2784,1679,266,187,154,7,30,19,0,0,0,0
BE_K00177,Electoral Canton Tamise,32958,30680,1281,0,5186,5856,6782,3912,3225,1876,2076,228,155,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00179,Electoral Canton Thuin,26055,23470,1698,0,0,0,0,0,0,0,0,151,0,0,35,5773,4995,6238,2690,824,504,387,51,37,87,0,0,0,0
BE_K00180,Electoral Canton Tielt,27996,26192,1752,0,4520,2494,8672,2272,2176,2475,1438,167,151,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00181,Electoral Canton Tirlemont,36510,33622,1881,0,7357,4142,5911,5725,2655,2789,2440,329,262,74,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00182,Electoral Canton Tongres,23842,22292,1681,0,5051,2810,4725,3768,1661,1283,895,213,129,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00183,Electoral Canton Torhout,15937,14919,941,0,2253,1392,4610,2031,1048,1577,856,77,95,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00184,Electoral Canton Tournai,50029,43834,4531,0,0,0,0,0,0,0,0,185,0,0,70,12317,9240,10073,4658,1341,466,613,32,111,197,0,0,0,0
BE_K00185,Electoral Canton Turnhout,59736,55408,2532,0,7642,9354,14415,6856,6377,2872,4359,529,290,93,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00186,Electoral Canton Uccle,74248,62133,2744,0,2419,607,551,329,154,162,500,471,13,7,147,9941,15839,20449,0,966,286,265,49,350,162,5722,0,0,0
BE_K00080,Electoral Canton Héron,5740,5329,370,0,0,0,0,0,0,0,0,36,0,0,10,1213,1372,1431,607,121,59,72,16,11,11,0,0,0,0
BE_K00187,Electoral Canton Verlaine,7271,6568,373,0,0,0,0,0,0,0,0,73,0,0,20,1781,1710,1519,744,152,79,80,9,9,19,0,0,0,0
BE_K00188,Electoral Canton Verviers,40777,34602,3215,0,0,0,0,0,0,0,0,307,0,0,64,8732,7251,7284,5141,1286,476,568,49,100,129,0,0,0,0
BE_K00070,Electoral Canton Furnes,39274,35542,1983,0,7678,3106,7748,4314,3107,4821,2223,182,213,109,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00189,Electoral Canton Vielsalm,9118,8289,1030,0,0,0,0,0,0,0,0,36,0,0,12,1576,1910,1562,1732,216,98,61,7,14,35,0,0,0,0
BE_K00190,Electoral Canton Vilvorde,60397,54518,2443,0,8821,8115,8508,5805,4989,3011,3559,464,202,87,80,2062,2134,2453,1153,265,77,199,26,40,25,0,0,0,0
BE_K00191,Electoral Canton Virton,16851,15360,1853,0,0,0,0,0,0,0,0,66,0,0,26,3186,3495,3020,2820,414,224,181,11,26,38,0,0,0,0
BE_K00192,Electoral Canton Visé,17258,15559,993,0,0,0,0,0,0,0,0,214,0,0,26,4529,2962,4153,1956,352,166,153,7,23,25,0,0,0,0
BE_K00193,Electoral Canton Vleteren,2837,2623,271,0,413,303,765,154,194,361,135,12,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00067,Electoral Canton Fourons,2592,1445,134,0,167,183,372,48,364,57,112,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00194,Electoral Canton Waarschoot,6310,5812,349,0,1181,669,1536,633,423,515,379,61,38,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00195,Electoral Canton Walcourt,13497,12200,1190,0,0,0,0,0,0,0,0,92,0,0,25,3176,2288,2631,1621,579,322,224,12,21,19,0,0,0,0
BE_K00196,Electoral Canton Waremme,37100,33965,2588,0,0,0,0,0,0,0,0,334,0,0,66,10740,7019,7600,3820,871,338,390,50,40,109,0,0,0,0
BE_K00197,Electoral Canton Wavre,99023,88326,5237,0,0,0,0,0,0,0,0,325,0,0,161,10622,24330,34011,9531,1537,1158,984,53,243,134,0,0,0,0
BE_K00198,Electoral Canton Wellin,5133,4609,493,0,0,0,0,0,0,0,0,13,0,0,6,1017,805,1324,743,103,56,38,6,4,1,0,0,0,0
BE_K00199,Electoral Canton Wervik,13749,12733,1019,0,1610,1629,3320,2179,862,1132,735,103,99,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00200,Electoral Canton Westerlo,50311,46717,3135,0,6334,8459,12723,4276,4988,3452,2533,393,221,104,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Electoral Canton Wetteren,37177,34995,1844,0,8732,5083,7212,3505,3251,2616,2234,221,188,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00203,Electoral Canton Zandhoven,71607,65068,2366,0,13258,12715,14055,4454,8459,3445,5200,501,389,130,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Electoral Canton Zaventem,66941,59793,2243,0,10995,4889,6483,2729,4946,1920,2966,335,198,49,70,2022,6286,10114,2653,352,144,317,16,41,25,0,0,0,0
BE_K00205,Electoral Canton Zele,26953,25058,1292,0,6580,3938,5887,2423,2056,1506,1056,128,112,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00206,Electoral Canton Zomergem,20416,18782,1038,0,4649,2183,4678,1366,1520,1571,1457,131,116,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00207,Electoral Canton Zonnebeke,9418,8731,627,0,1106,909,2987,1072,652,915,343,39,54,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00208,Electoral Canton Zottegem,20183,18659,1033,0,4366,2037,3512,3104,1837,1380,1119,115,102,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00105,Electoral Canton Léau,16924,15730,984,0,3315,2179,3747,2234,1126,1351,610,97,51,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
