gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Vooruit,CD&V,Open VLD,PTB/PVDA,Groen,Voor U,BLANCO,GV,B.U.B.,L’Unie,DierAnimal,Volt,PS,MR,LE,Ecolo,Chez Nous,DéFI,CC,LO,RMC,Agora,TFA
BE_41002,Aalst (Aalst) / Alost (Alost),0,58802,2405,0,15352,14067,6905,5199,5107,4839,3874,439,340,155,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44084,Aalter,0,21538,879,0,4178,5173,2497,3726,1926,765,2023,162,127,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24001,Aarschot,0,22469,1045,0,4880,5168,3315,2903,1782,1237,1535,299,241,0,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11001,Aartselaar,0,10342,272,0,1895,4141,860,947,772,694,503,77,59,0,16,0,80,26,0,0,0,0,0,0,0,0,0,0,0
BE_23105,Affligem,0,9449,329,0,2072,2491,859,1550,937,591,414,104,52,0,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52074,Aiseau-Presles,0,7317,752,0,0,127,0,0,0,956,0,0,97,0,16,0,0,0,2377,1356,1006,197,193,131,76,33,0,0,0
BE_73001,Alken,0,8823,384,0,1684,2738,883,1130,773,526,549,50,94,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_38002,Alveringem,0,3565,163,0,995,730,371,742,229,159,105,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61003,Amay,0,9468,818,0,0,137,0,0,0,1423,0,0,165,0,27,0,0,0,2399,1670,1207,976,323,174,108,0,41,0,0
BE_63001,Amel / Amblève,0,3765,719,0,0,118,0,0,0,114,0,0,48,0,16,0,0,0,508,695,883,481,96,26,32,0,29,0,0
BE_92003,Andenne,0,18241,1744,0,0,298,0,0,0,2332,0,0,316,0,52,0,0,0,3660,3385,4065,1066,594,386,273,0,0,70,0
BE_21001,Anderlecht,0,48659,3523,0,1529,1300,0,0,0,10835,0,210,286,0,132,135,0,150,10378,7556,3168,3047,0,1769,457,178,0,118,3888
BE_56001,Anderlues,0,7530,766,0,0,152,0,0,0,1052,0,0,133,0,17,0,0,0,2165,1724,850,189,194,168,69,51,0,0,0
BE_91005,Anhée,0,4861,424,0,0,72,0,0,0,436,0,0,77,0,10,0,0,0,576,937,1816,217,144,86,57,0,0,9,0
BE_62003,Ans,0,17143,1302,0,0,272,0,0,0,2833,0,0,245,0,36,0,0,0,5213,3140,2036,880,568,394,171,0,53,0,0
BE_61079,Anthisnes,0,3003,187,0,0,42,0,0,0,309,0,0,46,0,6,0,0,0,512,856,489,276,82,86,100,0,12,0,0
BE_57003,Antoing,0,4981,545,0,0,71,0,0,0,551,0,0,78,0,9,0,0,0,1606,987,633,242,141,68,25,25,0,0,0
BE_11002,Antwerpen / Anvers,0,287127,11823,0,39720,76828,29820,14900,14572,61491,30890,1546,1455,0,412,0,2337,1333,0,0,0,0,0,0,0,0,0,0,0
BE_KAE001,Foreign Voters - Anvers,32800,15126,542,0,2157,3835,1311,1011,1626,958,2568,122,122,0,71,0,430,373,0,0,0,0,0,0,0,0,0,0,0
BE_34002,Anzegem,0,11181,444,0,2817,2787,1568,1500,923,336,589,113,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37020,Ardooie,0,6754,310,0,1723,1151,786,1004,1178,241,199,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13001,Arendonk,0,8549,323,0,2244,2260,977,1392,368,340,442,83,54,0,11,0,32,23,0,0,0,0,0,0,0,0,0,0,0
BE_81001,Arlon / Aarlen,0,17319,1609,0,0,422,0,0,0,0,0,0,324,0,0,0,0,0,2475,4546,4746,1830,490,476,401,0,0,0,0
BE_KAE010,Foreign Voters - Luxembourg,8743,5303,418,0,0,161,0,0,0,0,0,0,81,0,0,0,0,0,709,1449,1175,768,226,159,157,0,0,0,0
BE_71002,As,0,5791,303,0,1458,1657,555,743,260,440,249,49,65,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23002,Asse,0,20922,1155,0,3306,5195,2055,2418,2443,2486,1157,277,164,0,152,114,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43002,Assenede,0,10678,479,0,2793,1914,1413,1630,1039,548,658,108,74,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92006,Assesse,0,5065,218,0,0,71,0,0,0,335,0,0,88,0,12,0,0,0,460,1353,1829,409,90,125,61,0,0,14,0
BE_51004,Ath / Aat,0,20940,1604,0,0,294,0,0,0,2030,0,0,443,0,59,0,0,0,5244,5310,3547,1206,461,488,171,83,0,0,0
BE_81003,Attert,0,3752,281,0,0,80,0,0,0,0,0,0,54,0,0,0,0,0,338,1136,1205,364,85,122,87,0,0,0,0
BE_81004,Aubange,0,8241,1115,0,0,216,0,0,0,0,0,0,121,0,0,0,0,0,1832,1412,2546,455,241,146,157,0,0,0,0
BE_63003,Aubel,0,3689,196,0,0,47,0,0,0,236,0,0,44,0,6,0,0,0,405,1562,846,199,64,52,22,0,10,0,0
BE_21002,Auderghem / Oudergem,0,16954,761,0,292,314,0,0,0,1462,0,21,145,0,34,59,0,115,1876,4605,2020,2191,0,2566,245,50,0,67,131
BE_34003,Avelgem,0,7371,377,0,1808,1283,1526,977,589,354,317,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62006,Awans,0,6069,304,0,0,119,0,0,0,671,0,0,78,0,12,0,0,0,1263,1931,1061,283,165,85,74,0,23,0,0
BE_62009,Aywaille,0,8709,559,0,0,121,0,0,0,899,0,0,158,0,16,0,0,0,1038,2766,1882,575,308,202,136,0,49,0,0
BE_63012,Büllingen / Bullange,0,3658,649,0,0,117,0,0,0,109,0,0,47,0,13,0,0,0,402,747,993,316,211,9,31,0,14,0,0
BE_63013,Bütgenbach / Butgenbach,0,3657,662,0,0,134,0,0,0,135,0,0,52,0,17,0,0,0,463,777,805,373,162,21,30,0,26,0,0
BE_13002,Baarle-Hertog / Baerle-Duc,0,1034,36,0,269,211,98,183,81,57,66,14,4,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
BE_63004,Baelen,0,2961,215,0,0,56,0,0,0,276,0,0,54,0,6,0,0,0,430,1006,543,178,108,42,39,0,8,0,0
BE_13003,Balen,0,16399,751,0,5053,4280,1842,1755,653,1016,620,143,111,0,28,0,128,19,0,0,0,0,0,0,0,0,0,0,0
BE_62011,Bassenge / Bitsingen,0,5807,448,0,0,129,0,0,0,679,0,0,124,0,19,0,0,0,935,1851,871,309,273,98,43,0,28,0,0
BE_82003,Bastogne / Bastenaken,0,10760,1076,0,0,269,0,0,0,0,0,0,155,0,0,0,0,0,978,2647,4430,481,313,159,252,0,0,0,0
BE_56005,Beaumont,0,4866,415,0,0,79,0,0,0,441,0,0,71,0,8,0,0,0,831,1319,1250,144,154,63,66,25,0,0,0
BE_91013,Beauraing,0,6539,509,0,0,89,0,0,0,520,0,0,71,0,17,0,0,0,815,1579,2398,247,143,65,74,0,0,12,0
BE_25005,Beauvechain / Bevekom,0,4923,216,0,0,161,0,0,0,266,0,0,85,0,15,19,0,0,440,1758,1157,534,87,88,82,0,5,10,0
BE_31003,Beernem,0,11734,477,0,2328,2782,2198,1896,718,426,708,100,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13004,Beerse,0,12871,410,0,3671,4043,1213,1647,534,563,489,99,79,0,15,0,79,29,0,0,0,0,0,0,0,0,0,0,0
BE_23003,Beersel,0,16283,853,0,1944,3534,1587,1958,2616,1272,1538,197,278,0,272,234,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24007,Begijnendijk,0,8071,360,0,1945,2066,1074,1105,485,376,437,131,77,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24008,Bekkevoort,0,4785,201,0,1161,1220,609,727,343,228,196,63,30,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_51008,Beloeil,0,9279,917,0,0,158,0,0,0,1130,0,0,148,0,39,0,0,0,2155,2570,1254,369,247,166,63,63,0,0,0
BE_21003,Berchem-Sainte-Agathe / Sint-Agatha-Berchem,0,12709,814,0,455,496,0,0,0,2181,0,37,82,0,36,21,0,44,2160,2671,1313,808,0,575,122,49,0,14,831
BE_71004,Beringen,0,32577,1638,0,7564,7046,4525,4475,1181,4206,1301,377,209,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12002,Berlaar,0,8677,333,0,2053,2702,954,1074,431,468,440,61,70,0,14,0,70,7,0,0,0,0,0,0,0,0,0,0,0
BE_42003,Berlare,0,11316,444,0,3138,2441,1242,1202,1782,456,450,75,47,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64008,Berloz,0,2275,167,0,0,55,0,0,0,257,0,0,34,0,3,0,0,0,524,591,365,121,73,45,33,0,7,0,0
BE_51009,Bernissart,0,7422,703,0,0,138,0,0,0,964,0,0,137,0,15,0,0,0,2019,1821,875,318,221,113,48,50,0,0,0
BE_24009,Bertem,0,6899,223,0,988,1794,968,856,1053,310,551,89,41,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82005,Bertogne,0,2511,242,0,0,86,0,0,0,0,0,0,43,0,0,0,0,0,174,768,897,116,88,50,47,0,0,0,0
BE_84009,Bertrix,0,5995,569,0,0,105,0,0,0,0,0,0,97,0,0,0,0,0,720,2628,1201,308,153,88,126,0,0,0,0
BE_46003,Beveren (Sint-Niklaas) / Beveren (Saint-Nicolas),0,34955,1260,0,9404,9896,3594,4086,2044,1668,2397,204,304,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62015,Beyne-Heusay,0,7317,547,0,0,120,0,0,0,1239,0,0,102,0,17,0,0,0,1943,1526,924,357,292,122,113,0,15,0,0
BE_91015,Bièvre,0,2447,202,0,0,35,0,0,0,183,0,0,35,0,6,0,0,0,228,1234,361,64,43,27,28,0,0,1,0
BE_23009,Bever / Biévène,0,1643,73,0,276,256,153,297,189,67,114,159,31,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24011,Bierbeek,0,7356,189,0,798,1966,1158,1173,703,342,844,95,62,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73006,Bilzen,0,23227,1077,0,6008,5731,2197,3359,2049,1490,918,142,221,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_58002,Binche,0,21143,1923,0,0,343,0,0,0,2718,0,0,276,0,51,0,0,0,6434,4943,2734,573,528,344,156,120,0,0,0
BE_31004,Blankenberge,0,14598,840,0,3551,3091,2652,1102,1695,734,507,134,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62119,Blégny,0,9183,468,0,0,129,0,0,0,914,0,0,125,0,14,0,0,0,1806,2800,1848,456,274,188,109,0,52,0,0
BE_72003,Bocholt,0,8817,430,0,2493,2100,707,1892,378,411,296,46,46,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11004,Boechout,0,9732,237,0,1478,3746,927,945,649,525,1015,57,48,0,7,0,63,35,0,0,0,0,0,0,0,0,0,0,0
BE_12005,Bonheiden,0,11076,274,0,1795,3780,1061,1427,1042,533,863,80,65,0,11,0,119,26,0,0,0,0,0,0,0,0,0,0,0
BE_11005,Boom,0,11584,566,0,2484,2730,1538,914,465,1898,682,69,72,0,19,0,108,39,0,0,0,0,0,0,0,0,0,0,0
BE_24014,Boortmeerbeek,0,9301,298,0,1572,2762,1318,1061,911,477,635,158,74,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73009,Borgloon / Looz,0,8392,482,0,2073,1592,1214,938,1139,496,289,75,74,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12007,Bornem,0,16402,506,0,3660,4636,2118,2371,799,992,945,117,97,0,15,0,109,37,0,0,0,0,0,0,0,0,0,0,0
BE_11007,Borsbeek,0,6831,295,0,1542,2107,607,431,237,938,504,38,33,0,8,0,66,25,0,0,0,0,0,0,0,0,0,0,0
BE_84010,Bouillon,0,3429,404,0,0,85,0,0,0,0,0,0,79,0,0,0,0,0,645,1181,636,167,92,70,70,0,0,0,0
BE_53014,Boussu,0,11518,1423,0,0,180,0,0,0,1840,0,0,175,0,28,0,0,0,3717,2218,921,415,318,140,82,61,0,0,0
BE_24016,Boutersem,0,6160,207,0,898,1621,1012,952,438,331,575,73,35,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31005,Brugge / Bruges,0,82738,3030,0,15239,16846,15679,11322,6445,4799,8000,795,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21004,Bruxelles / Brussel,0,72949,4915,0,1757,2395,0,0,0,14386,0,277,364,0,216,153,0,437,15362,11527,5018,6824,0,2889,761,210,0,182,5276
BE_25014,Braine-l'Alleud / Eigenbrakel,0,25385,1279,0,0,427,0,0,0,1703,0,0,412,0,74,82,0,0,2679,10153,4778,1936,418,963,364,0,47,70,0
BE_25015,Braine-le-Château / Kasteelbrakel,0,6873,400,0,0,196,0,0,0,520,0,0,128,0,43,28,0,0,920,2376,1294,441,119,249,117,0,24,18,0
BE_55004,'s Gravenbrakel / Braine-le-Comte,0,14690,992,0,0,278,0,0,0,1726,0,0,337,0,42,0,0,0,2669,4522,2249,979,350,331,145,70,0,0,0
BE_64015,Braives,0,4822,326,0,0,70,0,0,0,441,0,0,83,0,6,0,0,0,725,1657,821,336,136,99,82,0,40,0,0
BE_45059,Brakel,0,11109,497,0,2857,1645,1118,1117,2494,425,763,62,104,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11008,Brasschaat,0,25777,663,0,5166,10411,2165,2303,1489,1473,1478,144,128,0,31,0,247,79,0,0,0,0,0,0,0,0,0,0,0
BE_11009,Brecht,0,20864,676,0,5971,7249,1494,2284,1022,828,786,202,96,0,19,0,189,48,0,0,0,0,0,0,0,0,0,0,0
BE_35002,Bredene,0,13063,597,0,3733,2662,2902,902,558,791,606,153,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72004,Bree,0,11576,535,0,2979,2820,898,2213,958,598,390,78,82,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_51012,Brugelette,0,2517,228,0,0,51,0,0,0,285,0,0,46,0,9,0,0,0,529,703,380,129,58,54,28,17,0,0,0
BE_KAE004,Foreign Voters - Flandre occidentale,14839,8023,324,0,1312,1372,883,750,1155,435,1538,141,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57093,Brunehaut,0,5306,516,0,0,90,0,0,0,611,0,0,80,0,14,0,0,0,1274,1199,972,251,139,90,38,32,0,0,0
BE_KAE003,Foreign Voters - Bruxelles-Hal-Vilvorde,47158,23287,1375,0,1010,935,0,0,0,1372,0,96,115,0,214,139,0,538,3005,6469,1601,4568,0,1103,257,208,0,87,195
BE_42004,Buggenhout,0,10801,414,0,2974,2889,1076,1429,726,488,642,66,68,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61010,Burdinne,0,2330,127,0,0,25,0,0,0,240,0,0,44,0,5,0,0,0,294,735,472,226,65,55,37,0,5,0,0
BE_63087,Burg-Reuland,0,2403,558,0,0,75,0,0,0,73,0,0,27,0,12,0,0,0,261,301,810,197,44,12,23,0,10,0,0
BE_57018,Celles (Doornik) / Celles (Tournai),0,3969,346,0,0,108,0,0,0,263,0,0,44,0,11,0,0,0,732,1097,1044,179,59,64,12,10,0,0,0
BE_93010,Cerfontaine,0,3548,269,0,0,60,0,0,0,317,0,0,38,0,12,0,0,0,366,1661,526,109,113,45,18,0,0,14,0
BE_52012,Châtelet,0,20211,2071,0,0,329,0,0,0,2927,0,0,343,0,50,0,0,0,6388,3783,2547,531,584,363,172,123,0,0,0
BE_52010,Chapelle-lez-Herlaimont,0,8802,952,0,0,120,0,0,0,1203,0,0,155,0,28,0,0,0,2946,1743,863,232,248,146,92,74,0,0,0
BE_52011,Charleroi,0,107119,12432,0,0,1844,0,0,0,17781,0,0,1800,0,394,0,0,0,34895,18573,9205,3040,3498,1950,1029,678,0,0,0
BE_25117,Chastre,0,5328,224,0,0,70,0,0,0,315,0,0,83,0,18,12,0,0,573,1495,1357,757,75,192,112,0,9,36,0
BE_62022,Chaudfontaine,0,14015,471,0,0,187,0,0,0,1085,0,0,198,0,25,0,0,0,1636,6011,2518,916,371,364,174,0,59,0,0
BE_25018,Chaumont-Gistoux,0,8135,281,0,0,151,0,0,0,365,0,0,136,0,33,31,0,0,573,3002,2200,745,117,257,188,0,33,23,0
BE_51014,Chièvres,0,4836,467,0,0,74,0,0,0,475,0,0,71,0,13,0,0,0,1145,1524,658,188,104,69,27,21,0,0,0
BE_56016,Chimay,0,6528,680,0,0,81,0,0,0,576,0,0,66,0,11,0,0,0,1047,2276,1178,272,167,85,56,33,0,0,0
BE_85007,Chiny,0,3612,348,0,0,60,0,0,0,0,0,0,56,0,0,0,0,0,506,1119,1010,234,115,65,99,0,0,0,0
BE_91030,Ciney,0,11482,962,0,0,158,0,0,0,923,0,0,128,0,22,0,0,0,1572,2815,3515,730,265,250,110,0,0,32,0
BE_61012,Clavier,0,3354,186,0,0,60,0,0,0,411,0,0,42,0,10,0,0,0,371,1146,637,248,99,71,61,0,12,0,0
BE_53082,Colfontaine,0,12107,1854,0,0,176,0,0,0,2039,0,0,146,0,38,0,0,0,3516,2293,989,293,333,242,103,85,0,0,0
BE_62026,Comblain-au-Pont,0,3327,233,0,0,28,0,0,0,446,0,0,51,0,4,0,0,0,659,776,586,253,109,120,53,0,9,0,0
BE_57097,Comines-Warneton / Komen-Waasten,0,8770,1347,0,0,205,0,0,0,781,0,0,108,0,37,0,0,0,1529,2067,1531,649,281,104,59,72,0,0,0
BE_52015,Courcelles,0,19033,1939,0,0,313,0,0,0,2529,0,0,339,0,53,0,0,0,4833,5380,1794,596,536,407,181,133,0,0,0
BE_25023,Court-Saint-Étienne,0,7056,346,0,0,121,0,0,0,568,0,0,153,0,26,12,0,0,860,1847,1693,913,94,205,149,0,45,24,0
BE_93014,Couvin,0,9905,1078,0,0,192,0,0,0,1143,0,0,133,0,16,0,0,0,2584,1972,1545,431,481,202,103,0,0,25,0
BE_64021,Crisnée,0,2472,137,0,0,32,0,0,0,199,0,0,26,0,2,0,0,0,332,1226,287,103,68,35,17,0,8,0,0
BE_62027,Dalhem,0,5197,254,0,0,81,0,0,0,369,0,0,77,0,11,0,0,0,595,2339,876,274,124,107,54,0,36,0,0
BE_31006,Damme,0,8197,401,0,1867,1958,959,1536,677,262,389,67,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84016,Daverdisse,0,979,145,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,130,250,294,51,29,21,28,0,0,0,0
BE_35029,De Haan,0,9534,413,0,1959,2700,1319,743,1283,417,470,119,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_38008,De Panne / La Panne,0,7522,462,0,1620,1686,1109,726,951,468,333,88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
